;GO:1904153;GO:0060267;GO:0038095;GO:0097191;GO:1901224;GO:0006366;GO:0038096;GO:0045944;GO:0045471;GO:0050871;GO:0030449;GO:0030968;GO:0006958;GO:0019221;GO:0043154;GO:0018298;GO:0050716;GO:0018279;GO:0050853;GO:0050829;GO:0043277;GO:0007268;GO:0007565;GO:0043312;GO:0045454;GO:0006898;GO:0042742;GO:0045579;GO:0033209;GO:0007218;GO:0070233;GO:0045087;GO:0043066;GO:0045582;GO:0046330;GO:0006508;GO:0016064;GO:0019731;GO:0050900;GO:0032496;GO:0010469;GO:0030433;GO:0034976
GO:1904153;1.0;0.2992834305115953;0.316601564534254;0.30005087408486286;0.316601564534254;0.0;0.2997718995493371;0.3893864993038676;0.0;0.2878196533873931;0.5266216070460692;0.309836207534499;0.2997718995493371;0.3555497329457626;0.5342611019594816;0.0;0.4483621248090494;0.0;0.316601564534254;0.0;0.0;0.0;0.0;0.0;0.2988381145540817;0.0;0.0;0.2628204175265099;0.2659062722645507;0.2733764861840696;0.32691186552869883;0.0;0.44482596881195563;0.2976643763032695;0.4466058061689473;0.0;0.0;0.0;0.0;0.0;0.43880714159427486;0.0;0.0
GO:0060267;0.2992834305115953;1.0;0.293369018685943;0.3200434065867362;0.35027767465042614;0.0;0.3334480096655092;0.5283397563618868;0.0;0.39752451748241313;0.41438296762454424;0.31019868367085995;0.3334480096655092;0.37554226544763597;0.3174540216881609;0.0;0.36012239756630243;0.0;0.35027767465042614;0.0;0.0;0.0;0.0;0.0;0.29920059069044264;0.0;0.0;0.3528952252560175;0.3032137416018193;0.293369018685943;0.2408071200308996;0.0;0.3485787846749095;0.387739184032777;0.39435416723957467;0.0;0.0;0.0;0.0;0.0;0.37862960254505623;0.0;0.0
GO:0038095;0.316601564534254;0.293369018685943;1.0;0.6156328854286155;0.3334312295191709;0.5014099121704623;0.7771713673372983;0.35402944144341486;0.0;0.41660816061420053;0.49861065934897075;0.569025993494735;0.545014875971599;0.6711317442895153;0.27423214052524003;0.3419247477060866;0.28273593724946766;0.4360663303936862;0.713941924758033;0.0;0.0;0.3239698433804841;0.0;0.4024070004238523;0.3752740097293227;0.0;0.0;0.37612018596004904;0.5988032204436986;0.5521963285098181;0.25727430887945557;0.0;0.36504597352346546;0.41096414473680853;0.3401900976970064;0.0;0.0;0.0;0.5018179902505;0.0;0.505100598130269;0.41923666540876925;0.40733519514263944
GO:0097191;0.30005087408486286;0.3200434065867362;0.6156328854286155;1.0;0.29956560223438455;0.5280843000712554;0.5988032204436986;0.3807038293442081;0.0;0.34681244506637154;0.38136828551386065;0.5957003813955282;0.42777250213648893;0.6978061321903084;0.31639526721930145;0.3685991356068798;0.3094103251502608;0.4627407182944793;0.6156328854286155;0.0;0.0;0.35064423128127736;0.0;0.42908138832464554;0.4019483976301159;0.0;0.0;0.3218132092054883;0.6254776083444917;0.5788707164106113;0.2967399827930452;0.0;0.4090352982596539;0.35665716798224784;0.3218132092054883;0.0;0.0;0.0;0.5284923781512931;0.0;0.47123497084548255;0.44591105330956243;0.43400958304343257
GO:1901224;0.316601564534254;0.35027767465042614;0.3334312295191709;0.29956560223438455;1.0;0.0;0.3674872693174387;0.414038292789096;0.0;0.3801469085112595;0.41207104528169053;0.3070358161539035;0.3848022061528339;0.35506446109528433;0.2602208719763758;0.0;0.3427447885951488;0.0;0.38431693430235564;0.0;0.0;0.0;0.0;0.0;0.293006542549582;0.0;0.0;0.3551476726503763;0.28273593724946766;0.27289121433359137;0.24550746639846743;0.0;0.3495572347301972;0.3899916314271358;0.5966615129239861;0.0;0.0;0.0;0.0;0.0;0.5468310335796243;0.0;0.0
GO:0006366;0.0;0.0;0.5014099121704623;0.5280843000712554;0.0;1.0;0.48458024718554527;0.0;0.0;0.0;0.0;0.5182395771553792;0.5600735830959697;0.5835831589321552;0.0;0.5378729481384934;0.0;0.6093532938366764;0.5014099121704623;0.0;0.0;0.4061430901421771;0.0;0.48458024718554527;0.3826827236402922;0.0;0.0;0.0;0.5112546350863385;0.5014099121704623;0.0;0.0;0.0;0.0;0.0;0.6298377583944803;0.0;0.0;0.5839912370121929;0.0;0.0;0.5925236288517595;0.46270588734267176
GO:0038096;0.2997718995493371;0.3334480096655092;0.7771713673372983;0.5988032204436986;0.3674872693174387;0.48458024718554527;1.0;0.37764124357442513;0.0;0.4451643478613186;0.48178099436405386;0.5521963285098181;0.6350459901332135;0.6543020793045984;0.2574024755403231;0.32509508272116966;0.3063477393804779;0.41923666540876925;0.7271728956155319;0.0;0.0;0.30714017839556723;0.0;0.5988774596618195;0.3584443447444058;0.0;0.0;0.4046763732071671;0.5819735554587817;0.5353666635249013;0.24044464389453868;0.535024487935837;0.34821630853854857;0.43952033198392665;0.3742461374952742;0.0;0.5346524169977769;0.4322119205831734;0.6295072830436976;0.0;0.488270933145352;0.4024070004238523;0.3905055301577225
GO:0045944;0.3893864993038676;0.5283397563618868;0.35402944144341486;0.3807038293442081;0.414038292789096;0.0;0.37764124357442513;1.0;0.0;0.461285135621083;0.5783429752676241;0.3863478452216001;0.37764124357442513;0.4362026882051078;0.410254543260905;0.0;0.4238830157049723;0.0;0.394470908559342;0.0;0.0;0.0;0.0;0.0;0.37000345208716146;0.0;0.0;0.4222746312113355;0.36387416435929115;0.35402944144341486;0.33124003779313094;0.0;0.43217293208442475;0.45711858998809507;0.48625653432986427;0.0;0.0;0.0;0.0;0.0;0.43929002530252814;0.0;0.0
GO:0045471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.4384265687495185;0.4047672387796846;0.0;0.0;0.0;0.0;0.0;0.0;0.31835845402769986;0.0;0.0;0.0;0.0;0.0;0.0;0.3890221666646814;0.0;0.0;0.0;0.0;0.45798784792040365;0.0;0.0;0.0;0.0;0.3786921718983269;0.3623477787638883;0.0;0.5349142663286288;0.0;0.44571305317054594;0.43532661093098707
GO:0050871;0.2878196533873931;0.39752451748241313;0.41660816061420053;0.34681244506637154;0.3801469085112595;0.0;0.4451643478613186;0.461285135621083;0.0;1.0;0.5148780327422325;0.3542826589858905;0.4624792846967138;0.4023113039272713;0.30746771480836277;0.0;0.3899916314271358;0.0;0.46199401284623554;0.0;0.0;0.0;0.0;0.0;0.340253385381569;0.0;0.0;0.8731032405938637;0.32998278008145465;0.32013805716557836;0.2927543092304544;0.0;0.39680407756218417;0.7265271499465037;0.37289450814023073;0.0;0.0;0.0;0.0;0.0;0.4053986410246916;0.0;0.0
