;GO:1904153;GO:0060267;GO:0038095;GO:0097191;GO:1901224;GO:0006366;GO:0038096;GO:0045944;GO:0045471;GO:0050871;GO:0030449;GO:0030968;GO:0006958;GO:0019221;GO:0043154;GO:0018298;GO:0050716;GO:0018279;GO:0050853;GO:0050829;GO:0043277;GO:0007268;GO:0007565;GO:0043312;GO:0045454;GO:0006898;GO:0042742;GO:0045579;GO:0033209;GO:0007218;GO:0070233;GO:0045087;GO:0043066;GO:0045582;GO:0046330;GO:0006508;GO:0016064;GO:0019731;GO:0050900;GO:0032496;GO:0010469;GO:0030433;GO:0034976
GO:1904153;1.0;0.12537458356058923;0.23216060578249698;0.07269758172718364;0.22187314905973674;0.0;0.23407608262282442;0.20698737331498632;0.0;0.07614187847853186;0.4886779118052335;0.07346854217462857;0.23747740174814058;0.085835411942985;0.6109845725681984;0.0;0.47356307069119796;0.0;0.23291705520333156;0.0;0.0;0.0;0.0;0.0;0.07106635296718629;0.0;0.0;0.06318839301536254;0.07203765028479697;0.07357976820902962;0.18907979028930874;0.0;0.25642742328541857;0.07203765028479697;0.5350019069687131;0.0;0.0;0.0;0.0;0.0;0.2640683931896657;0.0;0.0
GO:0060267;0.12537458356058923;1.0;0.06483206699651349;0.06339459702892575;0.16963425367672733;0.0;0.1788767468756639;0.32123329379553456;0.0;0.1816343122946043;0.14994316940248545;0.06406073186487869;0.18145129643181185;0.07472860761229658;0.14762413732829666;0.0;0.1595649935805773;0.0;0.17799928799730888;0.0;0.0;0.0;0.0;0.0;0.06198473960167786;0.0;0.0;0.15097823960022572;0.06282429296531723;0.06415682418127115;0.05700123764407563;0.0;0.07708020382021215;0.17193186772137672;0.26540046717963917;0.0;0.0;0.0;0.0;0.0;0.07364851413602196;0.0;0.0
GO:0038095;0.23216060578249698;0.06483206699651349;1.0;0.39093806498260364;0.27628639958101725;0.03467406685390225;0.9227574814445667;0.1212627750462417;0.0;0.5078231615428529;0.565573084159495;0.24432226756650197;0.5870595709519314;0.48363920313271314;0.09103877062283729;0.02381025170111798;0.08199416894264892;0.0258593173294065;0.7534430774348109;0.0;0.0;0.032218564155169285;0.0;0.033413568154634116;0.08849501111723637;0.0;0.0;0.40309074776769543;0.3865040238061054;0.24478689641955725;0.07973642831759337;0.0;0.1173757864318937;0.4736225931552194;0.29478644436754403;0.0;0.0;0.0;0.032310878764597;0.0;0.34491673216136054;0.02722237640674539;0.0309055430551825
GO:0097191;0.07269758172718364;0.06339459702892575;0.39093806498260364;1.0;0.08614853542328735;0.033509862653842065;0.39489427443756736;0.11689972334611032;0.0;0.09372177703684378;0.07944269355309348;0.23757660762863936;0.08237382140833258;0.46743561863800615;0.08855735009717246;0.023255446653902515;0.07997584360893462;0.02520622204938209;0.39249867854894344;0.0;0.0;0.031211015982598067;0.0;0.0323311483797856;0.08614853542328735;0.0;0.0;0.0748380150109582;0.37608544819518996;0.23801591109078551;0.0778264288157733;0.0;0.11328324059452918;0.08758000286913077;0.09175410688757664;0.0;0.0;0.0;0.031297639332058216;0.0;0.10684434927462289;0.026499578748766836;0.02997726078234854
GO:1901224;0.22187314905973674;0.16963425367672733;0.27628639958101725;0.08614853542328735;1.0;0.0;0.39386204756597504;0.30085811640695365;0.0;0.24292083325313849;0.2740288995194033;0.08723331370128189;0.4007027383929431;0.10523606290669221;0.08614853542328735;0.0;0.20816977709119755;0.0;0.39153973420429533;0.0;0.0;0.0;0.0;0.0;0.08386729319675622;0.0;0.0;0.19510518971008053;0.0852233562456071;0.08739016623966188;0.07595986784760142;0.0;0.10937123334934776;0.22743010735225655;0.5450150493187734;0.0;0.0;0.0;0.0;0.0;0.3863662249719393;0.0;0.0
GO:0006366;0.0;0.0;0.03467406685390225;0.033509862653842065;0.0;1.0;0.035110193293808815;0.0;0.0;0.0;0.0;0.0340459695880667;0.20893871873626815;0.04350089555597225;0.0;0.1998348516973018;0.0;0.2201385376282295;0.03484585335727919;0.0;0.0;0.03980615961421581;0.0;0.041646371229913166;0.03239410004747184;0.0;0.0;0.0;0.03305546343668543;0.034123786123728364;0.0;0.0;0.0;0.0;0.0;0.28378211179464635;0.0;0.0;0.03994717022224858;0.0;0.0;0.23396974587780484;0.03782092616526903
GO:0038096;0.23407608262282442;0.1788767468756639;0.9227574814445667;0.39489427443756736;0.39386204756597504;0.035110193293808815;1.0;0.29599433731347746;0.0;0.5914912860403664;0.5714118388901135;0.24682801852888128;0.7234677877403989;0.4897086590404945;0.09196006347551043;0.0240150954509017;0.19926953567722325;0.026101114110262107;0.7765044980594022;0.0;0.0;0.03259477260966353;0.0;0.6689647879612743;0.08936529256350667;0.0;0.0;0.4684662580399451;0.39037055530602793;0.24730223590023445;0.08044227959096657;0.48733521569462285;0.11891173002925162;0.5512573795163255;0.42051182440047036;0.0;0.4750450685351804;0.3645402288189956;0.46104459604368503;0.0;0.34916167817501864;0.02749046761730435;0.03125154801758244
GO:0045944;0.20698737331498632;0.32123329379553456;0.1212627750462417;0.11689972334611032;0.30085811640695365;0.0;0.29599433731347746;1.0;0.0;0.3364349153534435;0.34033693665498027;0.11890617454823808;0.3031109330528307;0.1550645380292968;0.2665960663754395;0.0;0.2732578703079515;0.0;0.2935994052761956;0.0;0.0;0.0;0.0;0.0;0.11273854078703509;0.0;0.0;0.25117954407539494;0.1152026705721074;0.11919779585225297;0.0988989747471746;0.0;0.16421294760523844;0.3074339815950578;0.4657636843171635;0.0;0.0;0.0;0.0;0.0;0.15102017048905286;0.0;0.0
GO:0045471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2275042314546375;0.23767213554423755;0.0;0.0;0.0;0.0;0.0;0.0;0.2217089083064409;0.0;0.0;0.0;0.0;0.0;0.0;0.25575446966498644;0.0;0.0;0.0;0.0;0.2739179600808783;0.0;0.0;0.0;0.0;0.1912050508449621;0.20563379838531923;0.0;0.5718740481180785;0.0;0.4064031664259883;0.24807994800720876
GO:0050871;0.07614187847853186;0.1816343122946043;0.5078231615428529;0.09372177703684378;0.24292083325313849;0.0;0.5914912860403664;0.3364349153534435;0.0;1.0;0.5033015482069533;0.09500708506302664;0.6027222071408537;0.11676150742854667;0.09372177703684378;0.0;0.2246035944477609;0.0;0.5876866655104652;0.0;0.0;0.0;0.0;0.0;0.0910280918952683;0.0;0.0;0.7886715955758667;0.0926278174876124;0.09519316878889354;0.08178710128360518;0.0;0.12187404647091883;0.7796333007433726;0.25968445591936135;0.0;0.0;0.0;0.0;0.0;0.11445352740517872;0.0;0.0
GO:0030449;0.4886779118052335;0.14994316940248545;0.565573084159495;0.07944269355309348;0.2740288995194033;0.0;0.5714118388901135;0.34033693665498027;0.0;0.5033015482069533;1.0;0.08049156518043431;0.5818391212307014;0.09808507379553968;0.5973545577326509;0.0;0.07160993684548086;0.0;0.567876027606145;0.0;0.0;0.0;0.0;0.0;0.07724108306505607;0.0;0.0;0.4002366272361258;0.07854913711115694;0.08064333056859972;0.06965265854055273;0.0;0.10217662001901252;0.4696871491368315;0.5113188383913371;0.0;0.0;0.0;0.0;0.0;0.34140552298698246;0.0;0.0
GO:0030968;0.07346854217462857;0.06406073186487869;0.24432226756650197;0.23757660762863936;0.08723331370128189;0.0340459695880667;0.24682801852888128;0.11890617454823808;0.2275042314546375;0.09500708506302664;0.08049156518043431;1.0;0.234391812690977;0.2928936829043679;0.08970404357985803;0.023512388299017466;0.08090989588606846;0.02550835865259515;0.24531063531537362;0.3334184684954714;0.0;0.03167557998170809;0.0;0.03282992267132787;0.08723331370128189;0.0;0.38385850370270924;0.0756552977296284;0.23492106486972217;0.24114416358894905;0.0787106714096632;0.4106871187852606;0.11516646649068038;0.08870136521959439;0.0929856572856424;0.0;0.1890762636199266;0.3095330207115006;0.031764804919339626;0.25017500640568224;0.10851799694989084;0.8038590698206936;0.9108611034269832
GO:0006958;0.23747740174814058;0.18145129643181185;0.5870595709519314;0.08237382140833258;0.4007027383929431;0.20893871873626815;0.7234677877403989;0.3031109330528307;0.23767213554423755;0.6027222071408537;0.5818391212307014;0.234391812690977;1.0;0.10259229916406047;0.08237382140833258;0.24380400902921573;0.2024698195042942;0.26533093374722316;0.7188202848373282;0.2282450170065429;0.0;0.0;0.0;0.6833361620712901;0.0800091698845366;0.0;0.26449162329543774;0.4754834532119427;0.08141350952920107;0.0836654108126542;0.0718956728173218;0.6556642828236929;0.10707711302497341;0.5609998019405184;0.42831872758550743;0.3929719008038849;0.4822472692998753;0.7257037030516967;0.4706116646984883;0.26252534461321697;0.3567842279962407;0.2797000638640572;0.25629219222232735
GO:0019221;0.085835411942985;0.07472860761229658;0.48363920313271314;0.46743561863800615;0.10523606290669221;0.04350089555597225;0.4897086590404945;0.1550645380292968;0.0;0.11676150742854667;0.09808507379553968;0.2928936829043679;0.10259229916406047;1.0;0.10885295620425997;0.027665003650111125;0.0961689822738042;0.030470325197771996;0.48602995084965517;0.0;0.0;0.03970453251606561;0.0;0.041535143764230266;0.10523606290669221;0.0;0.0;0.08883534640748726;0.76038936109835;0.29356166420510516;0.0930778632637596;0.0;0.1487648357212212;0.10738002304716099;0.11372317737976126;0.0;0.0;0.0;0.039844822760288105;0.0;0.13785503559408396;0.032380776338436064;0.03772917140916889
GO:0043154;0.6109845725681984;0.14762413732829666;0.09103877062283729;0.08855735009717246;0.08614853542328735;0.0;0.09196006347551043;0.2665960663754395;0.0;0.09372177703684378;0.5973545577326509;0.08970404357985803;0.08237382140833258;0.10885295620425997;1.0;0.0;0.07997584360893462;0.0;0.09140219478953546;0.0;0.0;0.0;0.0;0.0;0.08614853542328735;0.0;0.0;0.0748380150109582;0.08758000286913077;0.08986991553714575;0.4951896983591529;0.0;0.7207923399895613;0.08758000286913077;0.38172252579546945;0.0;0.0;0.0;0.0;0.0;0.3918606562116831;0.0;0.0
GO:0018298;0.0;0.0;0.02381025170111798;0.023255446653902515;0.0;0.1998348516973018;0.0240150954509017;0.0;0.0;0.0;0.0;0.023512388299017466;0.24380400902921573;0.027665003650111125;0.0;1.0;0.0;0.26748551448059155;0.023891130340616955;0.0;0.0;0.026122988909677916;0.0;0.02690311676320668;0.022712541878556033;0.0;0.0;0.0;0.02303568721655709;0.023549475748095638;0.0;0.0;0.0;0.0;0.0;0.297006621738681;0.0;0.0;0.026183644165856633;0.0;0.0;0.22740320074207712;0.02525309435628937
