;GO:1904153;GO:0060267;GO:0038095;GO:0097191;GO:1901224;GO:0006366;GO:0038096;GO:0045944;GO:0045471;GO:0050871;GO:0030449;GO:0030968;GO:0006958;GO:0019221;GO:0043154;GO:0018298;GO:0050716;GO:0018279;GO:0050853;GO:0050829;GO:0043277;GO:0007268;GO:0007565;GO:0043312;GO:0045454;GO:0006898;GO:0042742;GO:0045579;GO:0033209;GO:0007218;GO:0070233;GO:0045087;GO:0043066;GO:0045582;GO:0046330;GO:0006508;GO:0016064;GO:0019731;GO:0050900;GO:0032496;GO:0010469;GO:0030433;GO:0034976
GO:1904153;1.0;0.2;0.0;0.3;0.2727272727272727;0.0;0.0;0.23076923076923078;0.0;0.25;0.3;0.3333333333333333;0.0;0.3;0.36363636363636365;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.25;0.2727272727272727;0.3;0.3076923076923077;0.0;0.4;0.25;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0
GO:0060267;0.2;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.4444444444444444;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.18181818181818182;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.3;0.0;0.0;0.15384615384615385;0.0;0.2;0.3;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0
GO:0038095;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
GO:0097191;0.3;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;0.0;0.0;0.23076923076923078;0.0;0.3;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
GO:1901224;0.2727272727272727;0.3333333333333333;0.0;0.0;1.0;0.0;0.0;0.25;0.0;0.2727272727272727;0.3;0.3;0.36363636363636365;0.0;0.23076923076923078;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0;0.2;0.0;0.25;0.3333333333333333;0.6;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0
GO:0006366;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.0;0.6;0.0
GO:0038096;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.2
GO:0045944;0.23076923076923078;0.4444444444444444;0.0;0.0;0.25;0.0;0.0;1.0;0.0;0.25;0.45454545454545453;0.2727272727272727;0.0;0.25;0.21428571428571427;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.23076923076923078;0.0;0.25;0.1875;0.0;0.23076923076923078;0.23076923076923078;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0
GO:0045471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.2;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.1111111111111111;0.125;0.0;0.5;0.0;0.0;0.14285714285714285
GO:0050871;0.25;0.3333333333333333;0.0;0.0;0.2727272727272727;0.0;0.0;0.25;0.0;1.0;0.3333333333333333;0.3;0.36363636363636365;0.0;0.23076923076923078;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.875;0.0;0.0;0.2;0.0;0.25;0.6666666666666666;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0
GO:0030449;0.3;0.3333333333333333;0.0;0.0;0.3;0.0;0.4;0.45454545454545453;0.0;0.3333333333333333;1.0;0.0;0.0;0.0;0.46153846153846156;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.3;0.0;0.0;0.15384615384615385;0.0;0.2;0.3;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0
GO:0030968;0.3333333333333333;0.0;0.0;0.0;0.3;0.0;0.0;0.2727272727272727;0.2;0.3;0.0;1.0;0.0;0.0;0.3;0.14285714285714285;0.3;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.5;0.0;0.3333333333333333;0.3;0.0;0.0;0.25;0.4;0.3333333333333333;0.3;0.3;0.0;0.14285714285714285;0.2857142857142857;0.0;0.0;0.0;0.0;0.8
GO:0006958;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.0;0.2;0.36363636363636365;0.0;0.0;1.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.3333333333333333;0.0;0.0;0.0;0.5;0.0;0.3333333333333333;0.3076923076923077;0.42857142857142855;0.2857142857142857;0.5;0.0;0.3333333333333333;0.0;0.0;0.2
GO:0019221;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;1.0;0.2727272727272727;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.2727272727272727;0.5;0.0;0.23076923076923078;0.0;0.3;0.2727272727272727;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2
GO:0043154;0.36363636363636365;0.18181818181818182;0.0;0.2727272727272727;0.23076923076923078;0.0;0.0;0.21428571428571427;0.0;0.23076923076923078;0.46153846153846156;0.3;0.0;0.2727272727272727;1.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.23076923076923078;0.25;0.2727272727272727;0.6363636363636364;0.0;0.875;0.23076923076923078;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0
GO:0018298;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.375;0.14285714285714285;0.0;0.0;0.0;0.0;0.14285714285714285;0.3333333333333333;0.14285714285714285;0.0;1.0;0.0;0.42857142857142855;0.14285714285714285;0.0;0.0;0.08333333333333333;0.0;0.0;0.125;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.1111111111111111
GO:0050716;0.42857142857142855;0.3333333333333333;0.0;0.0;0.2727272727272727;0.0;0.0;0.25;0.0;0.2727272727272727;0.2;0.3;0.0;0.0;0.23076923076923078;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.36363636363636365;0.0;0.2727272727272727;0.2;0.0;0.25;0.36363636363636365;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0
GO:0018279;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.6;0.2
