;GO:1904153;GO:0060267;GO:0038095;GO:0097191;GO:1901224;GO:0006366;GO:0038096;GO:0045944;GO:0045471;GO:0050871;GO:0030449;GO:0030968;GO:0006958;GO:0019221;GO:0043154;GO:0018298;GO:0050716;GO:0018279;GO:0050853;GO:0050829;GO:0043277;GO:0007268;GO:0007565;GO:0043312;GO:0045454;GO:0006898;GO:0042742;GO:0045579;GO:0033209;GO:0007218;GO:0070233;GO:0045087;GO:0043066;GO:0045582;GO:0046330;GO:0006508;GO:0016064;GO:0019731;GO:0050900;GO:0032496;GO:0010469;GO:0030433;GO:0034976
GO:1904153;1.0;0.06349206349206349;0.07352941176470584;0.0625;0.06944444444444442;0.0;0.0625;0.10465116279069764;0.0;0.05633802816901412;0.1527777777777778;0.05970149253731338;0.04938271604938271;0.06349206349206349;0.26582278481012656;0.0;0.12195121951219512;0.0;0.06578947368421051;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.046511627906976716;0.0625;0.06349206349206349;0.08450704225352113;0.0;0.09230769230769231;0.04347826086956519;0.14893617021276595;0.0;0.0;0.0;0.0;0.0;0.078125;0.0;0.0
GO:0060267;0.06349206349206349;1.0;0.17647058823529416;0.25;0.19999999999999996;0.0;0.1428571428571429;0.16666666666666663;0.0;0.2222222222222222;0.15384615384615385;0.19999999999999996;0.1428571428571429;0.2727272727272727;0.09302325581395354;0.0;0.11428571428571432;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.12121212121212122;0.25;0.2727272727272727;0.1428571428571429;0.0;0.19999999999999996;0.10256410256410253;0.12244897959183676;0.0;0.0;0.0;0.0;0.0;0.23076923076923073;0.0;0.0
GO:0038095;0.07352941176470584;0.17647058823529416;1.0;0.5;0.19999999999999996;0.050000000000000044;0.52;0.09090909090909094;0.0;0.21739130434782605;0.19999999999999996;0.33333333333333337;0.1875;0.5384615384615384;0.08163265306122447;0.07692307692307687;0.09756097560975607;0.0625;0.5454545454545454;0.0;0.0;0.10526315789473684;0.0;0.06060606060606055;0.3125;0.0;0.0;0.13157894736842102;0.5;0.4285714285714286;0.15384615384615385;0.0;0.19999999999999996;0.11363636363636365;0.0892857142857143;0.0;0.0;0.0;0.11111111111111116;0.0;0.2941176470588235;0.04347826086956519;0.11764705882352944
GO:0097191;0.0625;0.25;0.5;1.0;0.19047619047619047;0.05714285714285716;0.2692307692307693;0.10256410256410253;0.0;0.21052631578947367;0.1071428571428571;0.46153846153846156;0.09999999999999998;0.875;0.09090909090909094;0.09523809523809523;0.11111111111111116;0.07407407407407407;0.31818181818181823;0.0;0.0;0.1428571428571429;0.0;0.0714285714285714;0.4545454545454546;0.0;0.0;0.11764705882352944;0.7777777777777778;0.6666666666666667;0.19047619047619047;0.0;0.2666666666666667;0.09999999999999998;0.07692307692307687;0.0;0.0;0.0;0.15384615384615385;0.0;0.3076923076923077;0.04878048780487809;0.16666666666666663
GO:1901224;0.06944444444444442;0.19999999999999996;0.19999999999999996;0.19047619047619047;1.0;0.0;0.19999999999999996;0.13043478260869568;0.0;0.23076923076923073;0.11111111111111116;0.16666666666666663;0.16666666666666663;0.19999999999999996;0.07547169811320753;0.0;0.13953488372093026;0.0;0.22580645161290325;0.0;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.14634146341463417;0.19047619047619047;0.19999999999999996;0.1333333333333333;0.0;0.16666666666666663;0.12765957446808507;0.326530612244898;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0
GO:0006366;0.0;0.0;0.050000000000000044;0.05714285714285716;0.0;1.0;0.038461538461538436;0.0;0.0;0.0;0.0;0.052631578947368474;0.125;0.05882352941176472;0.0;0.2571428571428571;0.0;0.2195121951219512;0.04166666666666663;0.0;0.0;0.05714285714285716;0.0;0.04081632653061229;0.05714285714285716;0.0;0.0;0.0;0.05714285714285716;0.05882352941176472;0.0;0.0;0.0;0.0;0.0;0.19354838709677424;0.0;0.0;0.05882352941176472;0.0;0.0;0.1636363636363637;0.06060606060606055
GO:0038096;0.0625;0.1428571428571429;0.52;0.2692307692307693;0.19999999999999996;0.038461538461538436;1.0;0.09090909090909094;0.0;0.21212121212121215;0.1428571428571429;0.19999999999999996;0.3513513513513513;0.28;0.06557377049180324;0.052631578947368474;0.09615384615384615;0.045454545454545414;0.7692307692307692;0.0;0.0;0.06451612903225812;0.0;0.09302325581395354;0.1785714285714286;0.0;0.0;0.14583333333333337;0.2692307692307693;0.23076923076923073;0.10526315789473684;0.06896551724137934;0.125;0.12962962962962965;0.10606060606060608;0.0;0.09375;0.05128205128205132;0.10344827586206895;0.0;0.1724137931034483;0.03448275862068961;0.06896551724137934
GO:0045944;0.10465116279069764;0.16666666666666663;0.09090909090909094;0.10256410256410253;0.13043478260869568;0.0;0.09090909090909094;1.0;0.0;0.13636363636363635;0.16000000000000003;0.09523809523809523;0.0714285714285714;0.10526315789473684;0.13636363636363635;0.0;0.09836065573770492;0.0;0.0980392156862745;0.0;0.0;0.0;0.0;0.0;0.10256410256410253;0.0;0.0;0.10169491525423724;0.10256410256410253;0.10526315789473684;0.08333333333333337;0.0;0.09523809523809523;0.09230769230769231;0.22058823529411764;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0
GO:0045471;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.11111111111111116;0.0625;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.11764705882352944;0.08695652173913049;0.0;0.3571428571428571;0.0;0.09999999999999998;0.15384615384615385
GO:0050871;0.05633802816901412;0.2222222222222222;0.21739130434782605;0.21052631578947367;0.23076923076923073;0.0;0.21212121212121215;0.13636363636363635;0.0;1.0;0.11764705882352944;0.18181818181818177;0.17647058823529416;0.2222222222222222;0.07843137254901966;0.0;0.14634146341463417;0.0;0.24137931034482762;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.5;0.21052631578947367;0.2222222222222222;0.1428571428571429;0.0;0.18181818181818177;0.3783783783783784;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0
GO:0030449;0.1527777777777778;0.15384615384615385;0.19999999999999996;0.1071428571428571;0.11111111111111116;0.0;0.1428571428571429;0.16000000000000003;0.0;0.11764705882352944;1.0;0.09677419354838712;0.1428571428571429;0.11111111111111116;0.16666666666666663;0.0;0.05769230769230771;0.0;0.1578947368421053;0.0;0.0;0.0;0.0;0.0;0.1071428571428571;0.0;0.0;0.08163265306122447;0.1071428571428571;0.11111111111111116;0.08108108108108103;0.0;0.09677419354838712;0.07272727272727275;0.16393442622950816;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0
GO:0030968;0.05970149253731338;0.19999999999999996;0.33333333333333337;0.46153846153846156;0.16666666666666663;0.052631578947368474;0.19999999999999996;0.09523809523809523;0.11111111111111116;0.18181818181818177;0.09677419354838712;1.0;0.125;0.5;0.08510638297872342;0.08333333333333337;0.10256410256410253;0.06666666666666665;0.23076923076923073;0.15000000000000002;0.0;0.11764705882352944;0.0;0.06451612903225812;0.3571428571428571;0.0;0.1578947368421053;0.10810810810810811;0.46153846153846156;0.5;0.16666666666666663;0.2142857142857143;0.2222222222222222;0.09302325581395354;0.07272727272727275;0.0;0.10526315789473684;0.125;0.125;0.10526315789473684;0.25;0.17948717948717952;0.5454545454545454
GO:0006958;0.04938271604938271;0.1428571428571429;0.1875;0.09999999999999998;0.16666666666666663;0.125;0.3513513513513513;0.0714285714285714;0.0625;0.17647058823529416;0.1428571428571429;0.125;1.0;0.10344827586206895;0.048387096774193505;0.25;0.07547169811320753;0.21052631578947367;0.3529411764705882;0.05714285714285716;0.0;0.0;0.0;0.06818181818181823;0.09999999999999998;0.0;0.05882352941176472;0.12244897959183676;0.09999999999999998;0.10344827586206895;0.07692307692307687;0.14814814814814814;0.09090909090909094;0.10909090909090913;0.08955223880597019;0.31999999999999995;0.16666666666666663;0.13888888888888884;0.06666666666666665;0.06060606060606055;0.1333333333333333;0.17647058823529416;0.06896551724137934
GO:0019221;0.06349206349206349;0.2727272727272727;0.5384615384615384;0.875;0.19999999999999996;0.05882352941176472;0.28;0.10526315789473684;0.0;0.2222222222222222;0.11111111111111116;0.5;0.10344827586206895;1.0;0.09302325581395354;0.09999999999999998;0.11428571428571432;0.07692307692307687;0.33333333333333337;0.0;0.0;0.15384615384615385;0.0;0.07407407407407407;0.5;0.0;0.0;0.12121212121212122;0.875;0.75;0.19999999999999996;0.0;0.2857142857142857;0.10256410256410253;0.07843137254901966;0.0;0.0;0.0;0.16666666666666663;0.0;0.33333333333333337;0.050000000000000044;0.18181818181818177
GO:0043154;0.26582278481012656;0.09302325581395354;0.08163265306122447;0.09090909090909094;0.07547169811320753;0.0;0.06557377049180324;0.13636363636363635;0.0;0.07843137254901966;0.16666666666666663;0.08510638297872342;0.048387096774193505;0.09302325581395354;1.0;0.0;0.05882352941176472;0.0;0.07017543859649122;0.0;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.06060606060606055;0.09090909090909094;0.09302325581395354;0.2666666666666667;0.0;0.275;0.05555555555555558;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.11363636363636365;0.0;0.0
GO:0018298;0.0;0.0;0.07692307692307687;0.09523809523809523;0.0;0.2571428571428571;0.052631578947368474;0.0;0.0;0.0;0.0;0.08333333333333337;0.25;0.09999999999999998;0.0;1.0;0.0;0.7142857142857143;0.05882352941176472;0.0;0.0;0.09523809523809523;0.0;0.05714285714285716;0.09523809523809523;0.0;0.0;0.0;0.09523809523809523;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.09999999999999998;0.0;0.0;0.28205128205128205;0.10526315789473684
GO:0050716;0.12195121951219512;0.11428571428571432;0.09756097560975607;0.11111111111111116;0.13953488372093026;0.0;0.09615384615384615;0.09836065573770492;0.0;0.14634146341463417;0.05769230769230771;0.10256410256410253;0.07547169811320753;0.11428571428571432;0.05882352941176472;0.0;1.0;0.0;0.10416666666666663;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.14814814814814814;0.11111111111111116;0.11428571428571432;0.0888888888888889;0.0;0.10256410256410253;0.1333333333333333;0.08108108108108103;0.0;0.0;0.0;0.0;0.0;0.10810810810810811;0.0;0.0
GO:0018279;0.0;0.0;0.0625;0.07407407407407407;0.0;0.2195121951219512;0.045454545454545414;0.0;0.0;0.0;0.0;0.06666666666666665;0.21052631578947367;0.07692307692307687;0.0;0.7142857142857143;0.0;1.0;0.050000000000000044;0.0;0.0;0.07407407407407407;0.0;0.04878048780487809;0.07407407407407407;0.0;0.0;0.0;0.07407407407407407;0.07692307692307687;0.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.0;0.07692307692307687;0.0;0.0;0.24444444444444446;0.07999999999999996
GO:0050853;0.06578947368421051;0.16666666666666663;0.5454545454545454;0.31818181818181823;0.22580645161290325;0.04166666666666663;0.7692307692307692;0.0980392156862745;0.0;0.24137931034482762;0.1578947368421053;0.23076923076923073;0.3529411764705882;0.33333333333333337;0.07017543859649122;0.05882352941176472;0.10416666666666663;0.050000000000000044;1.0;0.0;0.0;0.07407407407407407;0.0;0.07499999999999996;0.20833333333333337;0.0;0.0;0.15909090909090906;0.31818181818181823;0.2727272727272727;0.11764705882352944;0.07999999999999996;0.1428571428571429;0.14;0.11290322580645162;0.0;0.06896551724137934;0.05714285714285716;0.12;0.0;0.19999999999999996;0.03703703703703709;0.07999999999999996
GO:0050829;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;0.0;0.15000000000000002;0.05714285714285716;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.125;0.0;0.0;0.0;0.9166666666666666;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.09999999999999998;0.75;0.0;0.2941176470588235;0.0;0.06818181818181823;0.19999999999999996
GO:0043277;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.19999999999999996;0.0;0.875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007268;0.0;0.0;0.10526315789473684;0.1428571428571429;0.0;0.05714285714285716;0.06451612903225812;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.15384615384615385;0.0;0.09523809523809523;0.0;0.07407407407407407;0.07407407407407407;0.0;0.0;1.0;0.0;0.0714285714285714;0.1428571428571429;0.0;0.0;0.0;0.1428571428571429;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.04878048780487809;0.16666666666666663
GO:0007565;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;1.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.0;0.06060606060606055;0.0714285714285714;0.0;0.04081632653061229;0.09302325581395354;0.0;0.0;0.0;0.0;0.06451612903225812;0.06818181818181823;0.07407407407407407;0.0;0.05714285714285716;0.0;0.04878048780487809;0.07499999999999996;0.0;0.19999999999999996;0.0714285714285714;0.0;1.0;0.0714285714285714;0.20833333333333337;0.0;0.0;0.0714285714285714;0.07407407407407407;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.10344827586206895;0.05555555555555558;0.11538461538461542;0.0;0.0;0.036363636363636376;0.07692307692307687
GO:0045454;0.0625;0.25;0.3125;0.4545454545454546;0.19047619047619047;0.05714285714285716;0.1785714285714286;0.10256410256410253;0.0;0.21052631578947367;0.1071428571428571;0.3571428571428571;0.09999999999999998;0.5;0.09090909090909094;0.09523809523809523;0.11111111111111116;0.07407407407407407;0.20833333333333337;0.0;0.0;0.1428571428571429;0.0;0.0714285714285714;1.0;0.0;0.0;0.11764705882352944;0.4545454545454546;0.5;0.19047619047619047;0.0;0.2666666666666667;0.09999999999999998;0.07692307692307687;0.0;0.0;0.0;0.15384615384615385;0.0;0.3076923076923077;0.04878048780487809;0.16666666666666663
GO:0006898;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.875;0.0;0.0;0.20833333333333337;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
