;GO:0008360;GO:0018108;GO:0014002;GO:0046716;GO:0046777;GO:0007213;GO:0006000;GO:0006886;GO:0006469;GO:0043547;GO:0007215;GO:0002576;GO:0002479;GO:0007603;GO:0051289;GO:0030308;GO:0045893;GO:0060828;GO:1990668;GO:0019885;GO:0030388;GO:0016579;GO:0048709;GO:0006094;GO:0065003;GO:0006351;GO:0032482;GO:0007202;GO:0007166;GO:0043312;GO:0007189;GO:0060158;GO:0061621;GO:0045634;GO:0006511;GO:0021884;GO:0006888;GO:0007219;GO:0043484;GO:0015718;GO:0050823;GO:0071346;GO:0016322;GO:0016567;GO:0014005
GO:0008360;1.0;0.0;0.0;0.10690215883659161;0.0;0.15878085319346213;0.0;0.0;0.00725795937566638;0.06825029425055588;0.1905994040056726;0.0;0.0;0.06124914750130011;0.0;0.1488431401098468;0.006590760104905454;0.1807648942149499;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1905994040056726;0.040211699544984596;0.1905994040056726;0.0;0.1400082769055332;0.13936895123894974;0.0;0.1905994040056726;0.0;0.0;0.0;0.1905994040056726;0.08851021381725631;0.0;0.0;0.0;0.0;0.0;0.0
GO:0018108;0.0;1.0;0.00995265833540629;0.00995265833540629;0.525394983826213;0.00995265833540629;0.018951300910043118;0.0;0.0;0.0;0.00995265833540629;0.00995265833540629;0.0;0.00995265833540629;0.00995265833540629;0.0;0.0;0.0;0.00995265833540629;0.0;0.061626702538088024;0.4345670012619151;0.00995265833540629;0.018951300910043118;0.00995265833540629;0.052364803152556746;0.00995265833540629;0.0;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.00995265833540629;0.0014092448511530292;0.0;0.13231735576515033;0.00995265833540629;0.0;0.00995265833540629;0.0;0.0;0.0573487814021811;0.00995265833540629;0.00995265833540629;0.4345670012619151;0.00995265833540629
GO:0014002;0.0;0.00995265833540629;1.0;0.09875023608223765;0.018629235703855225;0.0671482281658525;0.0;0.0;0.0;0.0;0.09875023608223765;0.08448767247666746;0.0;0.025902189392887073;0.03940633811535304;0.0;0.0;0.0;0.05117002333515139;0.0;0.046236986381733215;0.016620707704463857;0.4061977881310902;0.0;0.09232682488924485;0.005791764842280598;0.09875023608223765;0.0;0.09875023608223765;0.02535564089323761;0.05920932866701401;0.05893895862636607;1.9443677566214485E-4;0.0;0.021522845044846663;0.8042604944525866;0.0;0.09875023608223765;0.0;0.0;0.05610666969500789;0.04124057718599388;0.35013619696850734;0.02189487228911387;0.4753675886486224
GO:0046716;0.10690215883659161;0.00995265833540629;0.09875023608223765;1.0;0.018629235703855225;0.0671482281658525;0.0;0.0;0.0030693821224270995;0.06825029425055588;0.10540706584195096;0.08448767247666746;0.0;0.025902189392887073;0.03940633811535304;0.04162797644235149;0.002787224368742792;0.07644525216357406;0.05117002333515139;0.0;0.046236986381733215;0.016620707704463857;0.10540706584195096;0.0;0.09232682488924485;0.005791764842280598;0.10540706584195096;0.040211699544984596;0.10540706584195096;0.02535564089323761;0.05920932866701401;0.05893895862636607;1.9443677566214485E-4;0.08626148570906185;0.021522845044846663;0.09530641670233544;0.0;0.10540706584195096;0.03743086091852689;0.0;0.05610666969500789;0.04124057718599388;0.08512117279284251;0.02189487228911387;0.04978362868955552
GO:0046777;0.0;0.525394983826213;0.018629235703855225;0.018629235703855225;1.0;0.018629235703855225;0.03547275910114592;0.0;0.0;0.0;0.018629235703855225;0.018629235703855225;0.0;0.018629235703855225;0.018629235703855225;0.0;0.0;0.0;0.018629235703855225;0.0;0.11535193197070082;0.7257167746113345;0.018629235703855225;0.03547275910114592;0.018629235703855225;0.052364803152556746;0.018629235703855225;0.0;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.018629235703855225;0.0014092448511530292;0.0;0.24766963008172296;0.018629235703855225;0.0;0.018629235703855225;0.0;0.0;0.10734458373492309;0.018629235703855225;0.018629235703855225;0.8134159560994599;0.018629235703855225
GO:0007213;0.15878085319346213;0.00995265833540629;0.0671482281658525;0.0671482281658525;0.018629235703855225;1.0;0.0;0.0;0.00725795937566638;0.0671482281658525;0.387511156676338;0.0671482281658525;0.0;0.1494810458333381;0.03940633811535304;0.09843484775068445;0.006590760104905454;0.15878085319346213;0.05117002333515139;0.0;0.046236986381733215;0.016620707704463857;0.0671482281658525;0.0;0.0671482281658525;0.005791764842280598;0.387511156676338;0.040211699544984596;0.387511156676338;0.02535564089323761;0.40741776682950737;0.40555735799430714;1.9443677566214485E-4;0.15878085319346213;0.021522845044846663;0.0671482281658525;0.0;0.387511156676338;0.08851021381725631;0.0;0.05610666969500789;0.04124057718599388;0.0671482281658525;0.02189487228911387;0.04978362868955552
GO:0006000;0.0;0.018951300910043118;0.0;0.0;0.03547275910114592;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08804190926323217;0.031648231299633796;0.0;0.18540549448141758;0.0;0.011028357914768843;0.0;0.0;0.0;0.0;0.0;0.0;0.0018693297979485784;0.0;0.04098260978517442;0.0;0.0;0.0;0.0;0.0;0.10683521373057218;0.0;0.0;0.0416910034640532;0.0
GO:0006886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.08240117320610767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.056185937859846775;0.0;0.0;0.0;0.0;0.0;0.0;0.3274224225025109;0.0;0.0;0.1213438492266856;0.0;0.0;0.0;0.0;0.0
GO:0006469;0.00725795937566638;0.0;0.0;0.0030693821224270995;0.0;0.00725795937566638;0.0;0.0;1.0;0.0061696664351818965;0.00725795937566638;0.0;0.0;0.00725795937566638;0.0;0.021816671961227406;0.018851600756111284;0.00725795937566638;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00725795937566638;0.0061696664351818965;0.00725795937566638;0.0;0.00725795937566638;0.00725795937566638;0.0;0.00725795937566638;0.0;0.0;0.0;0.00725795937566638;0.02075999585424147;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043547;0.06825029425055588;0.0;0.0;0.06825029425055588;0.0;0.0671482281658525;0.0;0.0;0.0061696664351818965;1.0;0.06825029425055588;0.0;0.0;0.025902189392887073;0.0;0.04162797644235149;0.002787224368742792;0.06825029425055588;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06825029425055588;0.39400872818907395;0.06825029425055588;0.0;0.05920932866701401;0.05893895862636607;0.0;0.06825029425055588;0.0;0.0;0.0;0.06825029425055588;0.03743086091852689;0.0;0.0;0.0;0.0;0.0;0.0
