;GO:0008360;GO:0018108;GO:0014002;GO:0046716;GO:0046777;GO:0007213;GO:0006000;GO:0006886;GO:0006469;GO:0043547;GO:0007215;GO:0002576;GO:0002479;GO:0007603;GO:0051289;GO:0030308;GO:0045893;GO:0060828;GO:1990668;GO:0019885;GO:0030388;GO:0016579;GO:0048709;GO:0006094;GO:0065003;GO:0006351;GO:0032482;GO:0007202;GO:0007166;GO:0043312;GO:0007189;GO:0060158;GO:0061621;GO:0045634;GO:0006511;GO:0021884;GO:0006888;GO:0007219;GO:0043484;GO:0015718;GO:0050823;GO:0071346;GO:0016322;GO:0016567;GO:0014005
GO:0008360;1.0;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.0;0.0;0.4;0.43852901558847923;0.6000000000000001;0.0;0.0;0.6000000000000001;0.0;0.6000000000000001;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.3356143810225276;0.6000000000000001;0.0;0.6000000000000001;0.6000000000000001;0.0;0.48300749985576874;0.0;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0
GO:0018108;0.0;1.0;0.43852901558847923;0.4;0.8;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.4;0.0;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.3356143810225276;0.4;0.48300749985576874;0.43852901558847923;0.0;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.0;0.5356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.4;0.4;0.43852901558847923;0.5356143810225276;0.43852901558847923
GO:0014002;0.0;0.43852901558847923;1.0;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.4;0.8
GO:0046716;0.6000000000000001;0.4;0.6830074998557688;1.0;0.4;0.6830074998557688;0.0;0.0;0.3356143810225276;0.3660149997115376;0.6830074998557688;0.48300749985576874;0.0;0.6830074998557688;0.6000000000000001;0.4;0.3356143810225276;0.3660149997115376;0.6000000000000001;0.0;0.48300749985576874;0.3660149997115376;0.6830074998557688;0.0;0.6000000000000001;0.6000000000000001;0.6830074998557688;0.2830074998557688;0.6830074998557688;0.6000000000000001;0.6830074998557688;0.6830074998557688;0.3356143810225276;0.4;0.6830074998557688;0.6830074998557688;0.0;0.6830074998557688;0.3660149997115376;0.0;0.6000000000000001;0.6000000000000001;0.6830074998557688;0.3660149997115376;0.6830074998557688
GO:0046777;0.0;0.8;0.43852901558847923;0.4;1.0;0.43852901558847923;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.4;0.0;0.6000000000000001;0.5356143810225276;0.43852901558847923;0.3356143810225276;0.4;0.48300749985576874;0.43852901558847923;0.0;0.43852901558847923;0.4;0.43852901558847923;0.43852901558847923;0.3660149997115376;0.0;0.5356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.4;0.4;0.43852901558847923;0.5356143810225276;0.43852901558847923
GO:0007213;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;1.0;0.0;0.0;0.4;0.43852901558847923;0.8;0.5356143810225276;0.0;0.8;0.8;0.5356143810225276;0.4;0.43852901558847923;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.3356143810225276;0.8;0.8;0.8;0.8;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.8;0.4;0.8
GO:0006000;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.4;0.0;0.6830074998557688;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.3356143810225276;0.0
GO:0006886;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0
GO:0006469;0.4;0.0;0.0;0.3356143810225276;0.0;0.4;0.0;0.0;1.0;0.43852901558847923;0.4;0.0;0.0;0.4;0.0;0.43852901558847923;0.3660149997115376;0.3081136762725405;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.3356143810225276;0.4;0.0;0.4;0.4;0.0;0.3356143810225276;0.0;0.0;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043547;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;1.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.3660149997115376;0.3081136762725405;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007215;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.4;0.43852901558847923;1.0;0.5356143810225276;0.0;0.8;0.8;0.5356143810225276;0.4;0.43852901558847923;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.3356143810225276;1.0;0.8;0.8;0.8;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.8;0.4;0.8
GO:0002576;0.0;0.3356143810225276;0.5356143810225276;0.48300749985576874;0.3356143810225276;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.5356143810225276;1.0;0.0;0.5356143810225276;0.4;0.0;0.0;0.0;0.4;0.0;0.4;0.3081136762725405;0.5356143810225276;0.0;0.43852901558847923;0.4;0.5356143810225276;0.0;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.5356143810225276;0.2830074998557688;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.0;0.4;0.4;0.4;0.5356143810225276;0.3081136762725405;0.5356143810225276
GO:0002479;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007603;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.4;0.43852901558847923;0.8;0.5356143810225276;0.0;1.0;0.8;0.5356143810225276;0.4;0.43852901558847923;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.3356143810225276;0.8;0.8;0.8;0.8;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.8;0.4;0.8
GO:0051289;0.0;0.4;0.8;0.6000000000000001;0.4;0.8;0.0;0.0;0.0;0.0;0.8;0.4;0.0;0.8;1.0;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.3660149997115376;0.8
GO:0030308;0.6000000000000001;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.0;0.0;0.5356143810225276;0.0;1.0;0.43852901558847923;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.2830074998557688;0.6000000000000001;0.0;0.48300749985576874;0.48300749985576874;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045893;0.4;0.0;0.0;0.3356143810225276;0.0;0.4;0.0;0.0;0.3660149997115376;0.3081136762725405;0.4;0.0;0.0;0.4;0.0;0.43852901558847923;1.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.23852901558847928;0.43852901558847923;0.0;0.4;0.4;0.0;0.4;0.0;0.0;0.0;0.4;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0
GO:0060828;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.3081136762725405;0.3356143810225276;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.3660149997115376;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.2599120563717816;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.0;0.0;0.0
GO:1990668;0.0;0.4;0.8;0.6000000000000001;0.4;0.8;0.0;0.0;0.0;0.0;0.8;0.4;0.0;0.8;0.8;0.0;0.0;0.0;1.0;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.3660149997115376;0.8
GO:0019885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030388;0.0;0.6000000000000001;0.5356143810225276;0.48300749985576874;0.6000000000000001;0.5356143810225276;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.4;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;1.0;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.5356143810225276;0.6830074998557688;0.5356143810225276;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.4;0.0;0.6830074998557688;0.5356143810225276;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.5356143810225276;0.5356143810225276;0.3660149997115376;0.5356143810225276
GO:0016579;0.0;0.5356143810225276;0.43852901558847923;0.3660149997115376;0.5356143810225276;0.43852901558847923;0.4;0.0;0.0;0.0;0.43852901558847923;0.3081136762725405;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;0.0;0.43852901558847923;1.0;0.43852901558847923;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.43852901558847923;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.3356143810225276;0.0;0.6000000000000001;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.43852901558847923;0.43852901558847923;0.6000000000000001;0.43852901558847923
GO:0048709;0.0;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;1.0;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.4;0.8
GO:0006094;0.0;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.3660149997115376;0.0;1.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.3081136762725405;0.0
GO:0065003;0.0;0.4;0.8;0.6000000000000001;0.4;0.8;0.0;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;1.0;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.3660149997115376;0.8
GO:0006351;0.0;0.48300749985576874;0.8;0.6000000000000001;0.48300749985576874;0.8;0.5356143810225276;0.0;0.0;0.0;0.8;0.4;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.6830074998557688;0.5356143810225276;0.8;0.48300749985576874;0.8;1.0;0.8;0.0;0.8;0.8;0.8;0.8;0.4;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.43852901558847923;0.8
GO:0032482;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.4;0.43852901558847923;0.8;0.5356143810225276;0.0;0.8;0.8;0.48300749985576874;0.4;0.43852901558847923;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;1.0;0.3356143810225276;0.8;0.8;0.8;0.8;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.8;0.4;0.8
GO:0007202;0.3356143810225276;0.0;0.0;0.2830074998557688;0.0;0.3356143810225276;0.0;0.0;0.3356143810225276;0.5356143810225276;0.3356143810225276;0.0;0.0;0.3356143810225276;0.0;0.2830074998557688;0.23852901558847928;0.2599120563717816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276;1.0;0.3356143810225276;0.0;0.3356143810225276;0.3356143810225276;0.0;0.2830074998557688;0.0;0.0;0.0;0.3356143810225276;0.2599120563717816;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007166;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.4;0.43852901558847923;1.0;0.5356143810225276;0.0;0.8;0.8;0.6000000000000001;0.43852901558847923;0.48300749985576874;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.3356143810225276;1.0;0.8;0.8;0.8;0.3660149997115376;0.5356143810225276;0.8;0.8;0.0;1.0;0.48300749985576874;0.0;0.8;0.8;0.8;0.4;0.8
GO:0043312;0.0;0.4;0.8;0.6000000000000001;0.4;0.8;0.0;0.8;0.0;0.0;0.8;0.6830074998557688;0.48300749985576874;0.8;0.8;0.0;0.0;0.0;0.8;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.0;0.8;1.0;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.8;0.8;0.0;0.4;0.8;0.8;0.8;0.3660149997115376;0.8
GO:0007189;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.4;0.43852901558847923;0.8;0.5356143810225276;0.0;0.8;0.8;0.48300749985576874;0.4;0.43852901558847923;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.3356143810225276;0.8;0.8;1.0;0.8;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.8;0.4;0.8
GO:0060158;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.4;0.43852901558847923;0.8;0.5356143810225276;0.0;0.8;0.8;0.48300749985576874;0.4;0.43852901558847923;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.3356143810225276;0.8;0.8;0.8;1.0;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.8;0.4;0.8
GO:0061621;0.0;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3660149997115376;0.3660149997115376;0.5356143810225276;0.0;0.0;0.0;0.3660149997115376;0.2830074998557688;0.0;0.3660149997115376;0.3660149997115376;0.0;0.0;0.0;0.3660149997115376;0.0;0.4;0.3356143810225276;0.3660149997115376;0.6000000000000001;0.3660149997115376;0.4;0.3660149997115376;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.3660149997115376;1.0;0.0;0.43852901558847923;0.3660149997115376;0.0;0.3660149997115376;0.0;0.0;0.3660149997115376;0.3660149997115376;0.3660149997115376;0.2830074998557688;0.3660149997115376
GO:0045634;0.48300749985576874;0.0;0.0;0.4;0.0;0.48300749985576874;0.0;0.0;0.3356143810225276;0.3660149997115376;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.2830074998557688;0.5356143810225276;0.0;0.48300749985576874;0.48300749985576874;0.0;1.0;0.0;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006511;0.0;0.5356143810225276;0.8;0.6830074998557688;0.5356143810225276;0.8;0.5356143810225276;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.6830074998557688;0.6000000000000001;0.8;0.48300749985576874;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.43852901558847923;0.0;1.0;0.8;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.48300749985576874;0.8
GO:0021884;0.0;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;1.0;0.0;0.8;0.0;0.0;0.8;0.8;0.8;0.4;0.8
GO:0006888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0
GO:0007219;0.6000000000000001;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.4;0.43852901558847923;0.8;0.5356143810225276;0.0;0.8;0.8;0.5356143810225276;0.4;0.43852901558847923;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.3356143810225276;1.0;0.8;0.8;0.8;0.3660149997115376;0.48300749985576874;0.8;0.8;0.0;1.0;0.43852901558847923;0.0;0.8;0.8;0.8;0.4;0.8
GO:0043484;0.43852901558847923;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.4;0.3356143810225276;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0;0.48300749985576874;0.6830074998557688;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.2599120563717816;0.48300749985576874;0.0;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923;0.0;0.0;0.0;0.43852901558847923;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015718;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0050823;0.0;0.4;0.8;0.6000000000000001;0.4;0.8;0.48300749985576874;0.0;0.0;0.0;0.8;0.4;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.43852901558847923;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;1.0;0.8;0.8;0.3660149997115376;0.8
GO:0071346;0.0;0.4;0.8;0.6000000000000001;0.4;0.8;0.0;0.0;0.0;0.0;0.8;0.4;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;1.0;0.8;0.3660149997115376;0.8
GO:0016322;0.0;0.43852901558847923;0.8;0.6830074998557688;0.43852901558847923;0.8;0.0;0.0;0.0;0.0;0.8;0.5356143810225276;0.0;0.8;0.8;0.0;0.0;0.0;0.8;0.0;0.5356143810225276;0.43852901558847923;0.8;0.0;0.8;0.8;0.8;0.0;0.8;0.8;0.8;0.8;0.3660149997115376;0.0;0.8;0.8;0.0;0.8;0.0;0.0;0.8;0.8;1.0;0.4;0.8
