;GO:0045926;GO:0006281;GO:0014068;GO:0008584;GO:0007131;GO:0046854;GO:1900535;GO:0032967;GO:0052695;GO:0015709;GO:0051482;GO:0018279;GO:0019367;GO:0034626;GO:0019886;GO:0034625;GO:0035435;GO:0030148;GO:2000491;GO:0035793;GO:0036120;GO:0051260;GO:0042420;GO:0042421;GO:0042542;GO:0006974;GO:0042148;GO:0006335;GO:0032956;GO:0045540;GO:0048015;GO:0035789;GO:0070317;GO:0036116;GO:0051897;GO:0043406;GO:0035025;GO:0036114;GO:0006260;GO:0002181;GO:0008284;GO:0006024;GO:0008202;GO:0038091;GO:0071280;GO:0070192;GO:0006268;GO:0048661;GO:0000165;GO:0071670;GO:0030889;GO:0070221;GO:0046641;GO:0048146;GO:0045671;GO:1990426;GO:0071276;GO:0070106;GO:2000379;GO:0050853;GO:0006270;GO:0031295;GO:0007088;GO:0000727;GO:0006670;GO:0000209;GO:0000724;GO:0000722;GO:0008612;GO:0090280;GO:0045954;GO:0008209;GO:0010923;GO:0051792;GO:0015937;GO:0071422;GO:0050868;GO:0035924;GO:0071423;GO:0072757;GO:0018108;GO:0036297;GO:0006882;GO:1902358;GO:0046777;GO:1902356;GO:0045840;GO:0032526;GO:0071294;GO:0055003;GO:0030224;GO:0010971;GO:0006094;GO:0000707;GO:0007186;GO:0043552;GO:0060437;GO:0043161;GO:0032516;GO:0032355;GO:0010863;GO:0010469;GO:0070757;GO:0018105;GO:0050921;GO:0008360;GO:1904153;GO:0060981;GO:0042759;GO:0038171;GO:0006589;GO:0006468;GO:0043687;GO:0000079;GO:0000086;GO:0045590;GO:0009968;GO:0045078;GO:0030968;GO:0000082;GO:0031497;GO:0035338;GO:0071479;GO:0010833;GO:0014911;GO:0050777;GO:0016311;GO:2000573;GO:0050776;GO:0051106;GO:0009062;GO:0010571;GO:0006351;GO:0006355;GO:0007202;GO:0007166;GO:0042761;GO:0045085;GO:0042130;GO:0043066;GO:0042098;GO:0043065;GO:0070374;GO:0006909;GO:0010569;GO:0030433
GO:0045926;1.0;0.0;0.34216988119462693;0.0;0.0;0.0;0.0;0.36179993756013934;0.0;0.0;0.40631300538537335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36179993756013934;0.3844611745495559;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49451302662367164;0.38847432546093247;0.4012908395344728;0.0;0.442635492429082;0.0;0.34216988119462693;0.3987761750920119;0.30936620556596345;0.0;0.0;0.0;0.4947727090371618;0.0;0.0;0.3844611745495559;0.0;0.0;0.0;0.37862960254505623;0.4485376823664598;0.0;0.41997425543966543;0.0;0.34302553553579723;0.38847432546093247;0.4368039204245823;0.0;0.0;0.3844611745495559;0.4177068745010769;0.4012908395344728;0.0;0.3589995461795438;0.4652981213233609;0.0;0.0;0.0;0.0;0.3367338856183055;0.0;0.3758292111644607;0.3954592675299731;0.3465786085341817;0.4536929748757394;0.0;0.0;0.0;0.5328012978060743;0.0;0.0;0.0;0.0;0.0;0.2776129272784596;0.0;0.0;0.0;0.4136610781260936;0.0;0.0;0.0;0.0;0.35152933226002486;0.0;0.0;0.4967558576918058;0.3589995461795438;0.0;0.0;0.34302553553579723;0.0;0.30723387827617293;0.48655142339358604;0.3844611745495559;0.0;0.4740274414603273;0.4653673473513767;0.442635492429082;0.0;0.0;0.4181205045193897;0.3199042206333886;0.0;0.0;0.4151487133617257;0.0;0.42701858697494616;0.6431175873694344;0.34216988119462693;0.4181205045193897;0.0;0.0;0.0;0.0;0.3367338856183055;0.36884426909542006;0.6223979800228883;0.0;0.3926588761493776;0.5664192467500868;0.3589995461795438;0.0;0.38124715315064756;0.0;0.5107192972254155;0.2776129272784596;0.526059713902773;0.0;0.442635492429082;0.4562511360150906;0.5516199166038731;0.0;0.4524814156822328;0.3416846093441486;0.0;0.38124715315064756;0.0
GO:0006281;0.0;1.0;0.0;0.0;0.5803654974253339;0.38268406198401433;0.36536912514861913;0.0;0.3835397163251847;0.0;0.37663950913755423;0.5610187859790094;0.36536912514861913;0.34988038635535085;0.0;0.34988038635535085;0.0;0.482716850655401;0.0;0.37663950913755423;0.4599465060297281;0.38065266004893084;0.4338794716158174;0.3969344784149098;0.5209829377620008;0.8834816129960048;0.6945377383649471;0.37663950913755423;0.0;0.0;0.3934691741224711;0.35397827214813765;0.0;0.36746179965609854;0.0;0.0;0.0;0.36746179965609854;0.7227791263485941;0.49455578038051207;0.0;0.4898053259291891;0.5574173646637726;0.37663950913755423;0.4599465060297281;0.45056073987033446;0.42014356202326436;0.0;0.5318297336357554;0.37663950913755423;0.0;0.38709185602161095;0.0;0.0;0.0;0.6554604664089264;0.4599465060297281;0.37663950913755423;0.0;0.3934691741224711;0.7059494613636772;0.0;0.0;0.7032452556656219;0.39528286249974265;0.46636807080842185;0.7791958789903848;0.6299988380389143;0.49455578038051207;0.0;0.0;0.47565917201268215;0.0;0.38268406198401433;0.43364854891384036;0.0;0.0;0.4599465060297281;0.0;0.4795765623952405;0.4923388316614219;0.8318171671116683;0.2875332716050975;0.0;0.5009989257703725;0.0;0.0;0.42863308810696693;0.4599465060297281;0.4033138970383474;0.35397827214813765;0.0;0.34988038635535085;0.42014356202326436;0.48893419227980417;0.0;0.0;0.5876931738798026;0.0;0.42863308810696693;0.0;0.0;0.37663950913755423;0.5108436486862488;0.0;0.0;0.0;0.35397827214813765;0.43317305693876507;0.41029883910738807;0.43577507665739396;0.5750430037140555;0.556074087735235;0.0;0.37663950913755423;0.0;0.0;0.0;0.6447274034808215;0.37663950913755423;0.43697322700818125;0.35014686282070334;0.48662089393052127;0.6299988380389143;0.0;0.0;0.4661986817597228;0.0;0.0;0.0;0.48322029115134757;0.0;0.6370821205788785;0.0;0.0;0.5182380484907714;0.38268406198401433;0.0;0.0;0.0;0.3703351704105016;0.0;0.0;0.0;0.0;0.6278977384959046
GO:0014068;0.34216988119462693;0.0;1.0;0.0;0.0;0.0;0.0;0.2969882883150799;0.0;0.0;0.2351289086247536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33618572891034626;0.29924073570943865;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36659867327326845;0.23395034462272646;0.2560615493486744;0.0;0.22374314557048924;0.0;0.6158495449666409;0.6474794823444922;0.5407545759830484;0.0;0.0;0.0;0.4691585003873687;0.0;0.0;0.33618572891034626;0.0;0.0;0.0;0.35301539389526315;0.3033083921806614;0.0;0.19694059100882855;0.0;0.30340005833713996;0.36286011681113944;0.22656154200654188;0.0;0.0;0.23923188436375753;0.3920926658512839;0.3674872693174387;0.0;0.30058166190108726;0.34273006812697915;0.0;0.0;0.0;0.0;0.19235234341934632;0.0;0.31333268144951854;0.40163187113775084;0.2021970663352226;0.2502893668104149;0.0;0.0;0.0;0.29989768239861736;0.0;0.0;0.0;0.0;0.0;0.14271900280576594;0.0;0.0;0.0;0.3880468694763005;0.0;0.0;0.0;0.0;0.32591512361023184;0.0;0.0;0.36884150434140267;0.31607040069435555;0.0;0.0;0.3174113268860042;0.0;0.16969110642992985;0.5300013685947074;0.23923188436375753;0.0;0.4998301014336174;0.32013805716557836;0.2997718995493371;0.0;0.0;0.27289121433359137;0.17552267843442942;0.0;0.0;0.2925806601653439;0.0;0.22361497890962173;0.5687869845007056;0.29924073570943865;0.29020615116898657;0.0;0.0;0.0;0.0;0.19235234341934632;0.32591512361023184;0.45687315015372687;0.0;0.3670446674995846;0.5145336473785316;0.31607040069435555;0.0;0.35563294450085453;0.0;0.3726625052357654;0.14271900280576594;0.3981453605523698;0.0;0.209731877021625;0.25284752794976617;0.3327275697452803;0.0;0.42686720703243974;0.5903879165966288;0.0;0.3093491641632252;0.0
GO:0008584;0.0;0.0;0.0;1.0;0.5114057690003564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5853269997331367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4730493605834032;0.44637497268261;0.0;0.0;0.5549098218860666;0.0;0.0;0.44637497268261;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007131;0.0;0.5803654974253339;0.0;0.5114057690003564;1.0;0.30935442110565486;0.28972436474014246;0.0;0.3233836947099763;0.0;0.3855773354389354;0.5103503820900666;0.28972436474014246;0.27240942790474726;0.0;0.27240942790474726;0.0;0.4124183904009457;0.0;0.3855773354389354;0.28367981189368235;0.4122517233397286;0.3635810113613621;0.32128971800643313;0.0;0.41806292715795695;0.6015780411210752;0.3855773354389354;0.0;0.0;0.4024070004238523;0.3855773354389354;0.0;0.2941321587777391;0.0;0.0;0.0;0.2941321587777391;0.5547244601211297;0.47669105212023266;0.0;0.3772155723198048;0.46445766741990063;0.3855773354389354;0.2610185749042658;0.6583940661243342;0.42908138832464554;0.0;0.5407675599371365;0.3855773354389354;0.0;0.31679339576715565;0.0;0.0;0.0;0.5625007691650545;0.2610185749042658;0.3855773354389354;0.0;0.4024070004238523;0.6129897641198052;0.0;0.0;0.5428930653445767;0.319638102091266;0.3579196347712817;0.6033549498760711;0.5865252848911542;0.47669105212023266;0.0;0.0;0.40950202933047086;0.0;0.30935442110565486;0.3603189080354809;0.0;0.0;0.2610185749042658;0.0;0.28367981189368235;0.3797490780520376;0.48727763352059467;0.24138851853875337;0.0;0.38840917216098825;0.0;0.0;0.0;0.2610185749042658;0.4122517233397286;0.3855773354389354;0.0;0.28972436474014246;0.6279768882772641;0.49787201858118535;0.0;0.0;0.5370247699908597;0.0;0.0;0.0;0.0;0.3855773354389354;0.3982538950768645;0.0;0.0;0.0;0.3855773354389354;0.3598434160604056;0.41923666540876925;0.36547661640293866;0.459422069480767;0.4404531535019466;0.0;0.5383937202809524;0.0;0.0;0.0;0.41923666540876925;0.5383937202809524;0.44591105330956243;0.27450210241222667;0.28769296280505896;0.4774329106047184;0.0;0.0;0.3959002215052675;0.0;0.0;0.0;0.4129218308968923;0.0;0.6192173923185991;0.0;0.0;0.5271758747921524;0.30935442110565486;0.0;0.0;0.0;0.32980920516080564;0.0;0.0;0.0;0.0;0.49352071710514955
GO:0046854;0.0;0.38268406198401433;0.0;0.0;0.30935442110565486;1.0;0.38667625461760874;0.0;0.27656875053244856;0.0;0.2610185749042658;0.3656749880649053;0.38667625461760874;0.36936131778221354;0.0;0.36936131778221354;0.0;0.48346969383866506;0.0;0.2610185749042658;0.19457357436122563;0.26806290643954656;0.27450210241222667;0.24169842678356318;0.0;0.3316541424059722;0.3710929300510921;0.2610185749042658;0.0;0.0;0.27784823988918267;0.24138851853875337;0.0;0.3471007687961167;0.0;0.0;0.0;0.3471007687961167;0.35704302467981014;0.30935442110565486;0.0;0.2990570451143058;0.5297671732579687;0.2610185749042658;0.19457357436122563;0.334939805637046;0.3045226277899759;0.0;0.5662115987999495;0.2610185749042658;0.0;0.27450210241222667;0.0;0.0;0.0;0.33201565809507144;0.19457357436122563;0.2610185749042658;0.0;0.27784823988918267;0.3825046530498222;0.0;0.0;0.24290942056261472;0.4133506425184019;0.28833920972971283;0.2905800190813128;0.28923909288966415;0.30935442110565486;0.0;0.0;0.4253477436174618;0.0;0.40630631098312114;0.3618019942939735;0.0;0.0;0.19457357436122563;0.0;0.20858484291008988;0.5761844883766932;0.29908381580554044;0.1817822883484292;0.0;0.5848445824856439;0.0;0.0;0.0;0.19457357436122563;0.28769296280505896;0.24138851853875337;0.0;0.24290942056261472;0.3045226277899759;0.3733132580465157;0.0;0.0;0.39234937596569847;0.0;0.0;0.0;0.0;0.2610185749042658;0.5946893054015201;0.0;0.0;0.0;0.24138851853875337;0.4567953059378719;0.2946779048740996;0.27450210241222667;0.6690310990685737;0.3607302898211308;0.0;0.2610185749042658;0.0;0.0;0.0;0.2946779048740996;0.2610185749042658;0.3213522927748928;0.3471007687961167;0.22124796226201882;0.28923909288966415;0.0;0.0;0.520138265833488;0.0;0.0;0.0;0.5098737207743586;0.0;0.41664419900085886;0.0;0.0;0.40261711425748287;0.40630631098312114;0.0;0.0;0.0;0.2633642046177655;0.0;0.0;0.0;0.0;0.34884532307998833
GO:1900535;0.0;0.36536912514861913;0.0;0.0;0.28972436474014246;0.38667625461760874;1.0;0.0;0.43002281753889127;0.0;0.24138851853875337;0.3430137510754887;0.5880545674846641;0.5612520129230035;0.0;0.5612520129230035;0.0;0.5472184748853015;0.0;0.24138851853875337;0.1817822883484292;0.25074796960415136;0.25718716557683147;0.3375214653575851;0.0;0.3161654036127039;0.34843169306167554;0.24138851853875337;0.0;0.0;0.25821818352367026;0.22407358170335817;0.0;0.24169842678356318;0.0;0.0;0.0;0.24169842678356318;0.4048401252972528;0.3571515217230975;0.0;0.39219127787120894;0.5297671732579687;0.24138851853875337;0.1817822883484292;0.3153097492715336;0.2848925714244635;0.0;0.35380087255704634;0.24138851853875337;0.0;0.25718716557683147;0.0;0.0;0.0;0.30935442110565486;0.1817822883484292;0.24138851853875337;0.0;0.25821818352367026;0.3598434160604056;0.0;0.0;0.23011813454981828;0.3960357056830067;0.2765723672487247;0.27656875053244856;0.27375035409639586;0.34936294120596856;0.0;0.0;0.4253477436174618;0.0;0.6208582431133276;0.3202065285221899;0.0;0.0;0.1817822883484292;0.0;0.19457357436122563;0.2901562633946017;0.28359507701227216;0.17001544586744105;0.0;0.29881635750355234;0.0;0.0;0.0;0.1817822883484292;0.26806290643954656;0.22407358170335817;0.0;0.3618019942939735;0.2848925714244635;0.3536832016810033;0.0;0.0;0.3696881389762819;0.0;0.0;0.0;0.0;0.24138851853875337;0.3086610804194286;0.0;0.0;0.0;0.22407358170335817;0.8476134814999963;0.2750478485085872;0.3791169311293687;0.36421046700668297;0.3452415510278625;0.0;0.24138851853875337;0.0;0.0;0.0;0.2750478485085872;0.24138851853875337;0.3017222364093804;0.3375214653575851;0.20845667624922237;0.27375035409639586;0.0;0.0;0.3362939913149433;0.0;0.0;0.0;0.6147447959333994;0.0;0.4644412996183015;0.0;0.0;0.38298705789197046;0.6208582431133276;0.0;0.0;0.0;0.25057291860496905;0.0;0.0;0.0;0.0;0.32618408609057176
GO:0032967;0.36179993756013934;0.0;0.2969882883150799;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.254758964990266;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3166183446805923;0.2969882883150799;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3501314844247125;0.4316590836919783;0.25690929733551365;0.0;0.20727595672193327;0.0;0.2969882883150799;0.4123684610314173;0.2641846126864164;0.0;0.0;0.0;0.44959111615761477;0.0;0.0;0.3166183446805923;0.0;0.0;0.0;0.3334480096655092;0.30415614016750064;0.0;0.19326468817306902;0.0;0.29784394265625025;0.3432927325813855;0.2100943531579859;0.0;0.0;0.24007963235059676;0.48076295199155944;0.3138179532999968;0.0;0.2965030164646016;0.3262628792784232;0.0;0.0;0.0;0.0;0.20514362943214276;0.0;0.33064761828491374;0.35027767465042614;0.21498835234801905;0.3203138025349965;0.0;0.0;0.0;0.29744176209892564;0.0;0.0;0.0;0.0;0.0;0.15286144144501296;0.0;0.0;0.0;0.36847948524654656;0.0;0.0;0.0;0.0;0.3063477393804779;0.0;0.0;0.3523743154928467;0.4148831254738781;0.0;0.0;0.3894214971038661;0.0;0.18058550093835818;0.34216988119462693;0.24007963235059676;0.0;0.4288458485807803;0.3209858051524176;0.2669650267334101;0.0;0.0;0.2737389623204306;0.18831396444722587;0.0;0.0;0.33580254132826476;0.0;0.20714779006106576;0.38095549710062515;0.4626992356773722;0.2737389623204306;0.0;0.0;0.0;0.0;0.20514362943214276;0.3236626762158731;0.36023588975407894;0.0;0.5459919062607864;0.4148652063549795;0.4148831254738781;0.0;0.4749739530717323;0.0;0.5271015008948007;0.15286144144501296;0.38167817170381385;0.0;0.35552090424010796;0.24917162511400665;0.3162603808967243;0.0;0.4072998228026858;0.35527689528355394;0.0;0.33884597431809427;0.0
GO:0052695;0.0;0.3835397163251847;0.0;0.0;0.3233836947099763;0.27656875053244856;0.43002281753889127;0.0;1.0;0.0;0.2750478485085872;0.37667308104532254;0.43002281753889127;0.41270788070349607;0.0;0.41270788070349607;0.0;0.383232140730125;0.0;0.2750478485085872;0.22823290433105947;0.3017222364093804;0.275357756753397;0.275357756753397;0.0;0.3358134650336735;0.3820910230315094;0.2750478485085872;0.0;0.0;0.29187751349350416;0.2750478485085872;0.0;0.275357756753397;0.0;0.0;0.0;0.275357756753397;0.35789867902098044;0.3430137510754887;0.0;0.33271637508413965;0.4318162752618598;0.2750478485085872;0.2036747758372749;0.3489690792413674;0.3185519013942973;0.0;0.38746020252688024;0.2750478485085872;0.0;0.2908464955466653;0.0;0.0;0.0;0.3430137510754887;0.2036747758372749;0.2750478485085872;0.0;0.29187751349350416;0.39350274603023944;0.0;0.0;0.252010622038664;0.3611647004803809;0.31023169721855853;0.29743679448948596;0.2933984155173655;0.3430137510754887;0.0;0.0;0.3327431457753743;0.0;0.44965287390440367;0.3049903052374552;0.0;0.0;0.2036747758372749;0.0;0.21544161831826303;0.32381559336443555;0.30324313843324174;0.19278038132884656;0.0;0.33247568747338613;0.0;0.0;0.0;0.2036747758372749;0.3017222364093804;0.2750478485085872;0.0;0.5049314459637531;0.3185519013942973;0.38734253165083715;0.0;0.0;0.40334746894611573;0.0;0.0;0.0;0.0;0.2750478485085872;0.3423204103892624;0.0;0.0;0.0;0.2750478485085872;0.5001418688591543;0.30870717847842105;0.3518052494149829;0.39786979697651675;0.3789008809976964;0.0;0.2750478485085872;0.0;0.0;0.0;0.30870717847842105;0.2750478485085872;0.33538156637921424;0.275357756753397;0.2421160062190562;0.2933984155173655;0.0;0.0;0.35446458249150886;0.0;0.0;0.0;0.553220283695641;0.0;0.45030352897069265;0.0;0.0;0.41664638786180436;0.44965287390440367;0.0;0.0;0.0;0.28423224857480284;0.0;0.0;0.0;0.0;0.35984341606040565
GO:0015709;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6425477300563023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4634630264666371;0.0;0.0;0.4634630264666371;0.0;0.0;0.0;0.0;0.6425477300563023;0.0;0.4634630264666371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39562071887533384;0.0;0.0
