id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008150	biological_process	938	0.00	0.00	0.00	0.00
GO:0065008	regulation of biological quality	231	0.28	0.26	3.48	4.47
GO:0050789	regulation of biological process	711	0.09	0.17	1.80	4.47
GO:0065009	regulation of molecular function	243	0.33	0.29	4.10	4.47
GO:0050896	response to stimulus	385	0.25	0.12	2.65	3.37
GO:0006810	transport	336	0.28	0.34	3.95	7.46
