;GO:0016525;GO:0015031;GO:0032570;GO:0006687;GO:0051247;GO:0001701;GO:0030948;GO:0071499;GO:0036003;GO:0071409;GO:0007264;GO:0050728;GO:0000902;GO:0048008;GO:0043114;GO:0042542;GO:0046627;GO:0006730;GO:0032715;GO:0097533;GO:0006606;GO:0045022;GO:0070830;GO:2000249;GO:0090557;GO:0031060;GO:0007193;GO:0035264;GO:0045948;GO:0035023;GO:0043405;GO:0045429;GO:0045947;GO:1900271;GO:0007076;GO:1903543;GO:0008285;GO:0045944;GO:0043249;GO:0002576;GO:0071310;GO:0051782;GO:0016197;GO:0016236;GO:1903671;GO:1905572;GO:1901653;GO:0008333;GO:0043410;GO:0006397;GO:0006556;GO:0001934;GO:0032496;GO:0050900;GO:0010642;GO:2001235;GO:0007050;GO:0016569;GO:0032092;GO:0007179;GO:0042176;GO:1903206;GO:0006366;GO:0046777;GO:0042059;GO:0043547;GO:0009749;GO:0032480;GO:0034260;GO:0007186;GO:0031032;GO:0043312;GO:0002692;GO:0043314;GO:0006656;GO:0060313;GO:0046825;GO:0046426;GO:0030217;GO:0030216;GO:0043161;GO:0030218;GO:0010628;GO:0010506;GO:0072657;GO:0032355;GO:0015914;GO:0050766;GO:0018105;GO:0072659;GO:0016567;GO:0046718;GO:0061158;GO:0007032;GO:0006468;GO:0006622;GO:0060742;GO:0043687;GO:0000122;GO:0050892;GO:0060509;GO:0032509;GO:0071356;GO:0070301;GO:0035335;GO:2000059;GO:0006351;GO:0060736;GO:0006357;GO:0043065;GO:0071347;GO:0036258;GO:0030036;GO:0071228;GO:0070536;GO:0071108
GO:0016525;1.0;0.0;0.0;0.0;0.13043478260869568;0.0;0.14814814814814814;0.0;0.05555555555555558;0.0;0.16666666666666663;0.18181818181818177;0.0;0.15000000000000002;0.10526315789473684;0.0;0.14814814814814814;0.0;0.3529411764705882;0.0;0.0;0.0;0.0;0.15000000000000002;0.0;0.1071428571428571;0.15000000000000002;0.0;0.06666666666666665;0.13636363636363635;0.07692307692307687;0.08571428571428574;0.0888888888888889;0.1428571428571429;0.0;0.09999999999999998;0.23529411764705888;0.06521739130434778;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.875;0.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.07692307692307687;0.0;0.0;0.16000000000000003;0.09375;0.19999999999999996;0.0;0.10526315789473684;0.15000000000000002;0.15000000000000002;0.11428571428571432;0.0;0.0;0.14814814814814814;0.09523809523809523;0.0;0.3529411764705882;0.19047619047619047;0.17647058823529416;0.0;0.0;0.1333333333333333;0.08163265306122447;0.0;0.5294117647058824;0.12;0.13793103448275867;0.0;0.0;0.0;0.0;0.15000000000000002;0.1578947368421053;0.0;0.0;0.0;0.11538461538461542;0.0;0.0;0.0;0.0;0.05970149253731338;0.0;0.0;0.0;0.0;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.09999999999999998;0.13636363636363635;0.0;0.0;0.0;0.0;0.0;0.0
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43999999999999995;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.2666666666666667;0.0;0.0;0.35;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.13793103448275867;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.3125;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.40740740740740744;0.0;0.0;0.0;0.2857142857142857;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032570;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.037735849056603765;0.2727272727272727;0.0;0.0;0.0;0.0;0.0;0.2777777777777778;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2666666666666667;0.0;0.0;0.0;0.0;0.0;0.26086956521739135;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.75;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.1724137931034483;0.0;0.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.11764705882352944;0.0;0.0
GO:0006687;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.09090909090909094;0.0357142857142857;0.046511627906976716;0.09999999999999998;0.0;0.09523809523809523;0.09090909090909094;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.09090909090909094;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.0;0.09999999999999998;0.08695652173913049;0.09999999999999998;0.0;0.0;0.21052631578947367;0.0;0.0;0.06666666666666665;0.0;0.0;0.28;0.1923076923076923;0.0;0.0;0.09999999999999998;0.0;0.0;0.08695652173913049;0.19999999999999996;0.0;0.09090909090909094;0.0;0.0;0.18918918918918914;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.09523809523809523;0.05714285714285716;0.0;0.0;0.3125;0.0;0.0;0.0;0.07999999999999996;0.09999999999999998;0.25806451612903225;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.33333333333333337;0.0;0.0;0.10526315789473684;0.31999999999999995;0.0;0.09523809523809523;0.36363636363636365;0.0;0.0;0.09523809523809523;0.0;0.08333333333333337;0.05714285714285716;0.3076923076923077;0.0;0.19444444444444442;0.0;0.0;0.0;0.08333333333333337;0.08695652173913049;0.09999999999999998;0.09999999999999998;0.3076923076923077;0.3076923076923077
GO:0051247;0.13043478260869568;0.0;0.0;0.0;1.0;0.0;0.11538461538461542;0.0;0.25;0.0;0.1875;0.1428571428571429;0.0;0.16666666666666663;0.11764705882352944;0.0;0.11538461538461542;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.38095238095238093;0.16666666666666663;0.0;0.3529411764705882;0.15000000000000002;0.25;0.2857142857142857;0.20512820512820518;0.1578947368421053;0.0;0.14814814814814814;0.1875;0.3055555555555556;0.0;0.0;0.0;0.1875;0.0;0.0;0.12;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.4285714285714286;0.0;0.0;0.125;0.13793103448275867;0.1578947368421053;0.0;0.11764705882352944;0.16666666666666663;0.6153846153846154;0.08823529411764708;0.0;0.0;0.11538461538461542;0.10526315789473684;0.0;0.16666666666666663;0.15000000000000002;0.19999999999999996;0.0;0.0;0.10344827586206895;0.0625;0.0;0.1428571428571429;0.13043478260869568;0.1071428571428571;0.0;0.0;0.0;0.0;0.6153846153846154;0.25;0.0;0.0;0.0;0.17391304347826086;0.0;0.0;0.0;0.0;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.1707317073170732;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.29166666666666663;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;0.0
GO:0001701;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2142857142857143;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.15384615384615385;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.15384615384615385;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.23076923076923073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0030948;0.14814814814814814;0.0;0.0;0.0;0.11538461538461542;0.0;1.0;0.0;0.0714285714285714;0.0;0.19999999999999996;0.26086956521739135;0.0;0.18181818181818177;0.09090909090909094;0.0;0.7;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.1333333333333333;0.18181818181818177;0.0;0.08510638297872342;0.4;0.21621621621621623;0.10810810810810811;0.13043478260869568;0.2857142857142857;0.0;0.125;0.33333333333333337;0.08333333333333337;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.13793103448275867;0.0;0.0;0.0;0.16326530612244894;0.0;0.0;0.09756097560975607;0.0;0.0;0.7777777777777778;0.2666666666666667;0.2857142857142857;0.0;0.09090909090909094;0.18181818181818177;0.13043478260869568;0.23529411764705888;0.0;0.0;0.7;0.08333333333333337;0.0;0.18181818181818177;0.16666666666666663;0.21052631578947367;0.0;0.0;0.19354838709677424;0.16666666666666663;0.0;0.16000000000000003;0.1071428571428571;0.6363636363636364;0.0;0.0;0.0;0.0;0.13043478260869568;0.19047619047619047;0.0;0.0;0.0;0.1428571428571429;0.0;0.0;0.0;0.0;0.08823529411764708;0.0;0.0;0.0;0.0;0.0;0.12765957446808507;0.0;0.0;0.0;0.0;0.0;0.0;0.13953488372093026;0.0;0.0;0.125;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071499;0.0;0.0;0.10526315789473684;0.09090909090909094;0.0;0.0;0.0;1.0;0.13043478260869568;0.11428571428571432;0.1428571428571429;0.0;0.1333333333333333;0.125;0.0;0.17647058823529416;0.0;0.16666666666666663;0.0;0.25;0.0;0.0;0.125;0.0;0.125;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.1428571428571429;0.11764705882352944;0.33333333333333337;0.0;0.0;0.1333333333333333;0.0;0.0;0.18181818181818177;0.0;0.0;0.08333333333333337;0.08695652173913049;0.0;0.11764705882352944;0.1428571428571429;0.0;0.0;0.11764705882352944;0.125;0.0;0.125;0.0;0.0;0.05555555555555558;0.07692307692307687;0.0;0.0;0.1333333333333333;0.0;0.0;0.15384615384615385;0.1333333333333333;0.06896551724137934;0.0;0.0;0.05882352941176472;0.0;0.0;0.0;0.10526315789473684;0.1428571428571429;0.06451612903225812;0.15384615384615385;0.0;0.0;0.0;0.125;0.0;0.0;0.0714285714285714;0.0;0.08333333333333337;0.0;0.0;0.15384615384615385;0.07999999999999996;0.0;0.1333333333333333;0.09090909090909094;0.0;0.0;0.1333333333333333;0.0;0.25;0.24;0.07692307692307687;0.0;0.05714285714285716;0.0;0.0;0.0;0.25;0.11764705882352944;0.1428571428571429;0.33333333333333337;0.07692307692307687;0.07692307692307687
GO:0036003;0.05555555555555558;0.0;0.037735849056603765;0.0357142857142857;0.25;0.0;0.0714285714285714;0.13043478260869568;1.0;0.05797101449275366;0.11111111111111116;0.05769230769230771;0.04081632653061229;0.1063829787234043;0.04166666666666663;0.05882352941176472;0.0714285714285714;0.04347826086956519;0.061224489795918324;0.06521739130434778;0.0;0.0;0.040000000000000036;0.08333333333333337;0.040000000000000036;0.17647058823529416;0.1063829787234043;0.0;0.4528301886792453;0.07999999999999996;0.14516129032258063;0.3137254901960784;0.21875;0.08163265306122447;0.038461538461538436;0.1071428571428571;0.08695652173913049;0.813953488372093;0.04166666666666663;0.039215686274509776;0.08695652173913049;0.08695652173913049;0.0;0.04081632653061229;0.0535714285714286;0.0;0.0714285714285714;0.0;0.22058823529411764;0.03448275862068961;0.03508771929824561;0.2678571428571429;0.039215686274509776;0.04166666666666663;0.07407407407407407;0.10344827586206895;0.10416666666666663;0.040000000000000036;0.04166666666666663;0.1063829787234043;0.15555555555555556;0.0625;0.02857142857142858;0.033333333333333326;0.0714285714285714;0.040000000000000036;0.04081632653061229;0.061224489795918324;0.05882352941176472;0.11363636363636365;0.04081632653061229;0.031746031746031744;0.06779661016949157;0.05128205128205132;0.02941176470588236;0.05769230769230771;0.05555555555555558;0.06896551724137934;0.037735849056603765;0.04166666666666663;0.03076923076923077;0.04255319148936165;0.2093023255813954;0.1333333333333333;0.0;0.040000000000000036;0.0;0.11538461538461542;0.032258064516129004;0.0;0.03448275862068961;0.0;0.3157894736842105;0.04255319148936165;0.03389830508474578;0.0;0.04081632653061229;0.0357142857142857;0.3389830508474576;0.0;0.04081632653061229;0.0;0.07999999999999996;0.10169491525423724;0.033333333333333326;0.13636363636363635;0.02898550724637683;0.0;0.4418604651162791;0.125;0.07999999999999996;0.039215686274509776;0.04166666666666663;0.08695652173913049;0.033333333333333326;0.033333333333333326
GO:0071409;0.0;0.0;0.2727272727272727;0.046511627906976716;0.0;0.0;0.0;0.11428571428571432;0.05797101449275366;1.0;0.05714285714285716;0.0;0.05555555555555558;0.05405405405405406;0.0;0.20588235294117652;0.0;0.06060606060606055;0.0;0.09090909090909094;0.0;0.0;0.05405405405405406;0.0;0.05405405405405406;0.0;0.05405405405405406;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05128205128205132;0.0;0.0;0.0;0.05714285714285716;0.052631578947368474;0.23333333333333328;0.0;0.0;0.05555555555555558;0.0;0.0;0.5161290322580645;0.0;0.0;0.0444444444444444;0.045454545454545414;0.0;0.1428571428571429;0.05714285714285716;0.0;0.0;0.052631578947368474;0.05405405405405406;0.0;0.05405405405405406;0.0;0.0;0.03508771929824561;0.04255319148936165;0.0;0.0;0.1515151515151515;0.0;0.0;0.05882352941176472;0.05555555555555558;0.040000000000000036;0.0;0.0;0.036363636363636376;0.0;0.0;0.0;0.050000000000000044;0.05714285714285716;0.038461538461538436;0.05882352941176472;0.0;0.0;0.0;0.21875;0.0;0.0;0.04081632653061229;0.0;0.0444444444444444;0.0;0.0;0.05882352941176472;0.04347826086956519;0.0;0.05555555555555558;0.046511627906976716;0.0;0.0;0.05555555555555558;0.0;0.24242424242424243;0.368421052631579;0.04255319148936165;0.0;0.0357142857142857;0.0;0.0;0.0;0.24242424242424243;0.052631578947368474;0.05714285714285716;0.12121212121212122;0.04255319148936165;0.04255319148936165
