;GO:0016525;GO:0015031;GO:0042532;GO:0009437;GO:0046339;GO:0071372;GO:0000188;GO:0051126;GO:0000184;GO:0045893;GO:0018393;GO:0030308;GO:0071375;GO:0030948;GO:0001829;GO:0051006;GO:0035556;GO:0140199;GO:0046628;GO:0065003;GO:0007143;GO:0090340;GO:0090187;GO:1900027;GO:0007266;GO:1903538;GO:0032956;GO:0090108;GO:0010389;GO:0032270;GO:0007193;GO:0007194;GO:0043405;GO:1903543;GO:0008285;GO:0008284;GO:0045542;GO:0022900;GO:0090031;GO:0045944;GO:0033081;GO:0043401;GO:0043525;GO:0043524;GO:0048384;GO:0031339;GO:0035815;GO:0006816;GO:0010875;GO:0016197;GO:0051306;GO:0016236;GO:0035810;GO:2001241;GO:1902462;GO:0006275;GO:0006672;GO:0045955;GO:0061502;GO:0000289;GO:0000288;GO:0051279;GO:0048550;GO:0031047;GO:0010887;GO:0030595;GO:0030111;GO:0010884;GO:2001234;GO:0010642;GO:0032930;GO:0033864;GO:0016601;GO:0008380;GO:0032770;GO:0042176;GO:0007213;GO:0043666;GO:0042059;GO:0006367;GO:0007214;GO:0043547;GO:0045723;GO:0060326;GO:0043029;GO:0043154;GO:0030220;GO:2000036;GO:0017148;GO:0032369;GO:0007186;GO:0050805;GO:0043312;GO:0042102;GO:0007189;GO:0003420;GO:1903614;GO:0046426;GO:0038180;GO:0006888;GO:0019395;GO:0010867;GO:0051056;GO:0010628;GO:0072657;GO:0010745;GO:0030335;GO:0016567;GO:0008360;GO:0090630;GO:0044255;GO:0043320;GO:0045861;GO:0006468;GO:0006622;GO:0043687;GO:0043602;GO:0046834;GO:0000122;GO:0070262;GO:1904707;GO:0000086;GO:0006977;GO:0001845;GO:0071353;GO:2000179;GO:0060192;GO:0006351;GO:1903078;GO:0006355;GO:0045116;GO:0007205;GO:0060336;GO:0001973;GO:0071222;GO:0048873;GO:0051232;GO:0045087;GO:0097711;GO:0070374;GO:0045880;GO:0046210;GO:2000741;GO:0006909;GO:0032332;GO:0036258;GO:0030036;GO:0051754;GO:0019932
GO:0016525;1.0;0.0;0.2986858488845821;0.0;0.0;0.0;0.3377631208406028;0.34501552121163154;0.3253602367853753;0.375525138180199;0.0;0.44229423228316617;0.0;0.34550079306210985;0.0;0.22276952126641641;0.4088226628516202;0.4854391430245966;0.29668592624798173;0.0;0.0;0.25452279955392026;0.3923191167790723;0.29668592624798173;0.30415614016750064;0.3984286423982444;0.39737832725669947;0.37828984317475084;0.3202744594107341;0.4024671398868868;0.3406752509841701;0.3253602367853753;0.33867112447850484;0.28732647518258375;0.4746548530128042;0.39763800967018964;0.25452279955392026;0.0;0.29360007150994094;0.35396816189306474;0.42178191654646635;0.3496036359357787;0.29360007150994094;0.381534632028301;0.3406752509841701;0.4042081213836429;0.39511950815966773;0.0;0.240511531005056;0.0;0.0;0.0;0.266401740812994;0.240511531005056;0.25452279955392026;0.3664105206577402;0.0;0.3562011703191565;0.0;0.4046217514019557;0.2986858488845821;0.3530781350393976;0.36233045804702674;0.3709181926133409;0.34550079306210985;0.0;0.3897764354089574;0.31400086308337694;0.42266417591765376;0.37217518096290303;0.25452279955392026;0.27001153834718855;0.28732647518258375;0.0;0.3135155912328987;0.3886809078917994;0.3378154701373345;0.3045880388219599;0.3672631281827353;0.0;0.28732647518258375;0.25239047226412975;0.305011794508671;0.0;0.23556080727921286;0.3463564474032802;0.0;0.5065997622708547;0.41585921112479773;0.4580905466714941;0.3996211583248337;0.4442376751657341;0.0;0.29641846794599364;0.3432334121235214;0.5259783464235516;0.2741277203907975;0.32952678241836325;0.28732647518258375;0.0;0.0;0.25452279955392026;0.3500347020495681;0.40236315654074545;0.0;0.47068653938127614;0.37384930910352565;0.0;0.5732251892555386;0.22276952126641641;0.0;0.0;0.42503868491401114;0.0;0.0;0.0;0.0;0.0;0.41086270226570626;0.0;0.25452279955392026;0.0;0.38779208641703883;0.0;0.0;0.3135155912328987;0.279064860164923;0.0;0.3090888103032092;0.4189308980124647;0.0;0.28732647518258375;0.32818585622671465;0.28732647518258375;0.0;0.3286801957230462;0.0;0.0;0.0;0.2573411959899729;0.29668592624798173;0.23556080727921286;0.3885839194823681;0.0;0.4320525218465808;0.0;0.0;0.0;0.3736505899705914
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5319387202058383;0.0;0.6085027820419469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5357661801160922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5089636255544316;0.0;0.0;0.0;0.0;0.0;0.0;0.5357661801160922;0.0;0.0;0.0;0.0;0.7005777808330482;0.0;0.0;0.0;0.0;0.0;0.0;0.5089636255544316;0.0;0.0;0.6828620462303959;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.49495545986259243;0.0;0.0;0.0;0.0;0.5031320535499321;0.0;0.0;0.0;0.0;0.0
GO:0042532;0.2986858488845821;0.0;1.0;0.0;0.0;0.0;0.5785002794031759;0.3002374776279056;0.3608544182009609;0.3969322070421376;0.0;0.3933748711271961;0.0;0.4548469932191129;0.0;0.14271900280576594;0.3452393332395257;0.4791463079590127;0.38549165973488086;0.0;0.0;0.19694059100882855;0.21413273213010642;0.22361497890962173;0.22656154200654188;0.23640626492241817;0.33379499764460496;0.209731877021625;0.2626922508656424;0.529965784317004;0.26308065282321136;0.4489099713470403;0.5685762921888725;0.209731877021625;0.4257354918568341;0.33405468005809513;0.242861742690695;0.0;0.2937058571277038;0.37659521329107115;0.23852252432942678;0.27200903777481994;0.23601786296484922;0.33675658844457507;0.26308065282321136;0.33797382339227766;0.2100943531579859;0.0;0.1578121651708561;0.0;0.0;0.0;0.18058550093835818;0.3260135962054242;0.19694059100882855;0.3863401192752748;0.0;0.3129005969798346;0.0;0.3978246394626124;0.33418003030016774;0.2894948054273031;0.3002374776279056;0.40641237402892655;0.26545027460145937;0.0;0.48089728842597373;0.2199390760738622;0.5320103760746568;0.4815213811199061;0.2595347077574823;0.2401624721717494;0.209731877021625;0.0;0.28366652505745954;0.46358789051548904;0.2602208719763757;0.4853970474557405;0.471263028185717;0.0;0.209731877021625;0.16969110642992985;0.3179088661392303;0.0;0.15286144144501296;0.43215644427815564;0.0;0.27302761657874713;0.5612654381899973;0.37389871063859953;0.3360378287127392;0.5010174108919783;0.0;0.2301862909603497;0.2656388139625626;0.2574024755403231;0.47646140620284577;0.88127281146983;0.209731877021625;0.0;0.0;0.2674198711844796;0.5412916272374935;0.42229275515828;0.0;0.298896551436257;0.30077836176516565;0.0;0.2906380498234458;0.14271900280576594;0.0;0.0;0.5704449119792108;0.0;0.0;0.0;0.0;0.0;0.4463568836812919;0.0;0.19694059100882855;0.0;0.3162114882716522;0.0;0.0;0.2532359299073351;0.1963654943307231;0.0;0.21955067411629325;0.43886049662999926;0.0;0.209731877021625;0.43218575622969635;0.209731877021625;0.0;0.2289996208968833;0.0;0.0;0.0;0.47859639525978825;0.38549165973488086;0.15286144144501296;0.21377025599374544;0.0;0.23640626492241817;0.0;0.0;0.0;0.29605599180963266
GO:0009437;0.0;0.0;0.0;1.0;0.34182076235189435;0.22823290433105947;0.0;0.23227128330317998;0.3662041040832415;0.0;0.3894694572893309;0.0;0.3079958327367376;0.0;0.3173391418635162;0.0;0.43883532953255266;0.0;0.0;0.45362630885685074;0.3440135297643094;0.0;0.0;0.0;0.33416880684843314;0.0;0.0;0.0;0.0;0.0;0.37068791766510256;0.0;0.0;0.0;0.0;0.0;0.0;0.42194392266845615;0.0;0.0;0.0;0.37961630261671114;0.0;0.0;0.37068791766510256;0.0;0.0;0.0;0.0;0.0;0.3173391418635162;0.38601256392746747;0.0;0.0;0.0;0.0;0.49742969786589974;0.0;0.0;0.4755718415480135;0.3395297161824483;0.0;0.0;0.35289898005399417;0.0;0.39549368577555755;0.0;0.0;0.0;0.0;0.0;0.0;0.3173391418635162;0.4947291311909729;0.0;0.0;0.3678281368182669;0.0;0.0;0.45874217656309657;0.3173391418635162;0.0;0.0;0.40750494724050856;0.0;0.0;0.3173391418635162;0.0;0.0;0.0;0.42963382500576613;0.0;0.3173391418635162;0.0;0.37324607880445376;0.0;0.0;0.0;0.3173391418635162;0.0;0.3836984256885105;0.0;0.0;0.0;0.0;0.0;0.0;0.40209841523576356;0.0;0.0;0.531070867671966;0.3173391418635162;0.0;0.4691698034763312;0.0;0.45020088749751086;0.4259385009344331;0.34462115373248986;0.0;0.34224996921561485;0.0;0.3173391418635162;0.3173391418635162;0.33416880684843314;0.24224417287992372;0.0;0.0;0.533228278829637;0.0;0.0;0.32493503238021965;0.3173391418635162;0.0;0.3173391418635162;0.3173391418635162;0.0;0.3173391418635162;0.0;0.3173391418635162;0.0;0.0;0.4259385009344331;0.0;0.0;0.0;0.3173391418635162;0.3860001228151983;0.3173391418635162;0.40366325665152386
GO:0046339;0.0;0.0;0.0;0.34182076235189435;1.0;0.21544161831826303;0.0;0.22050444082219184;0.30324313843324174;0.0;0.34380062822203167;0.0;0.29398456418787333;0.0;0.2750478485085872;0.0;0.4161740925431361;0.0;0.0;0.41133501550192175;0.3213522927748928;0.0;0.0;0.0;0.31150756985901656;0.0;0.0;0.0;0.0;0.0;0.348026680675686;0.0;0.0;0.0;0.0;0.0;0.0;0.3992826856790396;0.0;0.0;0.0;0.35695506562729457;0.0;0.0;0.348026680675686;0.0;0.0;0.0;0.0;0.0;0.2946779048740996;0.36638250756195506;0.0;0.0;0.0;0.0;0.5114568378844216;0.0;0.0;0.38250465304982223;0.27656875053244856;0.0;0.0;0.33326892368848177;0.0;0.37283244878614097;0.0;0.0;0.0;0.0;0.0;0.0;0.2946779048740996;0.4118043813320285;0.0;0.0;0.34516689982885035;0.0;0.0;0.3656749880649053;0.2946779048740996;0.0;0.0;0.384843710251092;0.0;0.0;0.2946779048740996;0.0;0.0;0.0;0.40697258801634956;0.0;0.2750478485085872;0.0;0.3505848418150372;0.0;0.0;0.0;0.2946779048740996;0.0;0.49587257789389255;0.0;0.0;0.0;0.0;0.0;0.0;0.3537321333879925;0.0;0.0;0.6760486955060117;0.2750478485085872;0.0;0.41335853576978504;0.0;0.3943896197909647;0.3081614323820605;0.4794565429272885;0.0;0.2905800190813128;0.0;0.2946779048740996;0.2946779048740996;0.31150756985901656;0.22823290433105947;0.0;0.0;0.45030352897069265;0.0;0.0;0.27656875053244856;0.2946779048740996;0.0;0.2946779048740996;0.2750478485085872;0.0;0.2946779048740996;0.0;0.2946779048740996;0.0;0.0;0.3081614323820605;0.0;0.0;0.0;0.2946779048740996;0.3663700664496859;0.2946779048740996;0.3810020196621073
GO:0071372;0.0;0.0;0.0;0.22823290433105947;0.21544161831826303;1.0;0.0;0.17595071634392961;0.1857954392598059;0.0;0.22900177642214525;0.0;0.6639507892730879;0.0;0.24138851853875337;0.0;0.36288470620778984;0.0;0.0;0.3776756855320879;0.26806290643954656;0.0;0.0;0.0;0.25821818352367026;0.0;0.0;0.0;0.0;0.0;0.29473729434033974;0.0;0.0;0.0;0.0;0.0;0.0;0.28007603984155655;0.0;0.0;0.0;0.3036656792919483;0.0;0.0;0.29473729434033974;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.26680591808998444;0.0;0.0;0.0;0.0;0.2660647712926923;0.0;0.0;0.25821818352367026;0.15912105135901272;0.0;0.0;0.2822946568832527;0.0;0.3195430624507947;0.0;0.0;0.0;0.0;0.0;0.0;0.24138851853875337;0.31017914879529324;0.0;0.0;0.2918775134935041;0.0;0.0;0.24138851853875337;0.24138851853875337;0.0;0.0;0.33155432391574574;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.3536832016810033;0.0;0.24138851853875337;0.0;0.297295455479691;0.0;0.0;0.0;0.24138851853875337;0.0;0.25048051130216326;0.0;0.0;0.0;0.0;0.0;0.0;0.23628443421455664;0.0;0.0;0.3778891690766742;0.24138851853875337;0.0;0.2890720662436332;0.0;0.27010315026481274;0.19457357436122563;0.21140323934614252;0.0;0.17001544586744105;0.0;0.24138851853875337;0.3866168651513686;0.25821818352367026;0.457717635501692;0.0;0.0;0.34867829643395737;0.0;0.0;0.15912105135901272;0.24138851853875337;0.0;0.24138851853875337;0.457717635501692;0.0;0.24138851853875337;0.3988668895805577;0.24138851853875337;0.0;0.0;0.19457357436122563;0.0;0.0;0.0;0.24138851853875337;0.3153957996444568;0.24138851853875337;0.32771263332676104
GO:0000188;0.3377631208406028;0.0;0.5785002794031759;0.0;0.0;0.0;1.0;0.3393147495839263;0.38714040414418516;0.4232181929853618;0.0;0.4324521430832168;0.0;0.4939242651751336;0.0;0.36100515110562836;0.3843166051955464;0.5182235799150334;0.42456893169090154;0.0;0.0;0.23601786296484922;0.2532100040861271;0.2626922508656424;0.2656388139625626;0.27548353687843885;0.3728722696006257;0.24880914897764567;0.3017695228216631;0.5494129999075121;0.30215792477923203;0.5034759820963293;0.7934251932958589;0.24880914897764567;0.4648127638128548;0.3731319520141158;0.28193901464671567;0.0;0.3327831290837245;0.4039056427661037;0.27759979628544745;0.3110863097308406;0.2750951349208699;0.37583386040059574;0.30215792477923203;0.37705109534829834;0.24917162511400665;0.0;0.1968894371268768;0.0;0.0;0.0;0.2196627728943789;0.36509086816144487;0.23601786296484922;0.41140612268243115;0.0;0.3519778689358552;0.0;0.4369019114186331;0.360466016243392;0.3285720773833238;0.3393147495839263;0.43147837743608297;0.30452754655748004;0.0;0.5199745603819944;0.2590163480298829;0.5710876480306775;0.5205986530759268;0.29861197971350295;0.3737964371184248;0.24880914897764567;0.0;0.4173004900041349;0.4853502256361145;0.2992981439323964;0.5048442630462489;0.5103403001417377;0.0;0.24880914897764567;0.39062610210334175;0.356986138095251;0.0;0.19193871340103363;0.46392305584495186;0.0;0.3121048885347678;0.5776814731566015;0.4129759825946202;0.37511510066875986;0.5400946828479989;0.0;0.2692635629163703;0.30471608591858323;0.29647974749634376;0.49590862179335404;0.5773445382548793;0.24880914897764567;0.0;0.0;0.30649714314050025;0.5803688991935141;0.4473587585654364;0.0;0.33797382339227766;0.3398556337211863;0.0;0.3297153217794665;0.36100515110562836;0.0;0.0;0.5868609469458148;0.0;0.0;0.0;0.0;0.0;0.47142288708844826;0.0;0.23601786296484922;0.0;0.35528876022767286;0.0;0.0;0.29231320186335574;0.5032677861029606;0.0;0.25862794607231393;0.46392650003715574;0.0;0.24880914897764567;0.471263028185717;0.24880914897764567;0.0;0.268076892852904;0.0;0.0;0.0;0.5944998361668876;0.42456893169090154;0.19193871340103363;0.25284752794976617;0.0;0.27548353687843885;0.0;0.0;0.0;0.33513326376565333
GO:0051126;0.34501552121163154;0.0;0.3002374776279056;0.23227128330317998;0.22050444082219184;0.17595071634392961;0.3393147495839263;1.0;0.29494305893830525;0.3615751491816849;0.2363438236807967;0.5068429982372995;0.2525967707091718;0.37533244661149806;0.24090324668827506;0.18058550093835818;0.4145027302186185;0.3526712096220815;0.30005087408486286;0.468814697374539;0.3592019182819977;0.2560615493486744;0.3503854710000151;0.4434662345821855;0.27289121433359137;0.30005087408486286;0.702982765820295;0.48194669933960815;0.3218132092054883;0.4058320877237679;0.3094103251502608;0.3129005969798346;0.3247211354799907;0.41679184668139224;0.5116590047583407;0.4033180770371879;0.2100943531579859;0.2828944362776092;0.35580341298620194;0.3400181728945506;0.2939215863569925;0.3356536469372646;0.29513882130469515;0.40601998542366785;0.326725261985656;0.5938631935960977;0.34904454480836644;0.0;0.19730306714518947;0.0;0.24090324668827506;0.26962431452603713;0.3195445374662339;0.22656154200654188;0.2560615493486744;0.3524605316592261;0.27010315026481274;0.3765452061422792;0.0;0.3742045735548857;0.268268671037512;0.43491153288117096;0.5074683091676186;0.34050101476627087;0.3495298166588447;0.3190577906003164;0.37582644641044327;0.35888926772424273;0.4298345924776254;0.3793455975228747;0.2560615493486744;0.22410562170685017;0.2560615493486744;0.3096938769448149;0.2676096745925603;0.3409487932093341;0.3238654811388204;0.3046493183723101;0.3721184252125898;0.24090324668827506;0.2733764861840696;0.20918200840426326;0.3065505443034252;0.33106905206526743;0.2899235864685205;0.366700483226403;0.24090324668827506;0.3226609571923275;0.4403445645201646;0.427673368824424;0.405301225691832;0.45443927234960996;0.24090324668827506;0.2824684789474795;0.31196848628961205;0.3266658725194159;0.28622620907904134;0.3325558814060908;0.2560615493486744;0.0;0.2545188902742837;0.2560615493486744;0.33608471305105403;0.35645723990040706;0.0;0.37533244661149806;0.3598993201050116;0.2429716605602265;0.48378323362191583;0.18058550093835818;0.3792300952683228;0.24090324668827506;0.449524038309378;0.29413488874756194;0.0;0.27516597276874155;0.19861195333334608;0.21544161831826303;0.4138918012534338;0.17595071634392961;0.2560615493486744;0.24090324668827506;0.40213500117315865;0.3666721322015166;0.18684511085235794;0.31688053906977975;0.23585639630505645;0.34819302458347906;0.2631828936628709;0.4049809090139506;0.1658082777046826;0.2733764861840696;0.3330411532565691;0.2560615493486744;0.24090324668827506;0.37620420455963793;0.24090324668827506;0.0;0.24090324668827506;0.24339120699145883;0.28273593724946766;0.2899235864685205;0.27289121433359137;0.0;0.30005087408486286;0.3498424672165997;0.40836100952903487;0.3498424672165997;0.35970060097207734
GO:0000184;0.3253602367853753;0.0;0.3608544182009609;0.3662041040832415;0.30324313843324174;0.1857954392598059;0.38714040414418516;0.29494305893830525;1.0;0.5344085269946459;0.3795935566328992;0.38477678415106475;0.2624414936250481;0.29212466250225255;0.22124796226201882;0.16939339070655912;0.3722441572731878;0.30761340129552084;0.23382217796185895;0.35753512925535336;0.27742235750494454;0.19538094758007762;0.2408071200308996;0.23382217796185895;0.2675776345890683;0.2466134639746554;0.329990928147978;0.2199390760738622;0.2611326074368915;0.4645598651984828;0.3040967454057377;0.35047088684073907;0.3739612952284402;0.2199390760738622;0.4171374048807028;0.3302506105614681;0.27962814608533904;0.3553527504090913;0.3187054180413597;0.5072327628908636;0.23783532887323566;0.3130251303573463;0.2344582195360983;0.33146216975497467;0.3040967454057377;0.3466906732515415;0.23676874105877915;0.0;0.1844865530716493;0.0;0.25074796960415136;0.43642854884744686;0.20725988883915142;0.1844865530716493;0.19538094758007762;0.4458181828047314;0.4040359710448743;0.30882616082630193;0.0;0.7256912113260502;0.7088615463411332;0.28569073593067607;0.3089543274871695;0.557209573974508;0.29212466250225255;0.3289025135161927;0.32238903630023585;0.2466134639746554;0.36928804535779647;0.31879905040304574;0.27962814608533904;0.2936394146342033;0.25074796960415136;0.5039729821993489;0.33714346751991336;0.4507736332033954;0.3012369645589021;0.366680764133556;0.317190665909409;0.4578435889322257;0.25074796960415136;0.1963654943307231;0.33011714104008977;0.3409137749811437;0.17953582934580614;0.3817224621579983;0.25074796960415136;0.2997020044795403;0.613464408254357;0.4005730985393927;0.3630426527464013;0.3867202270336327;0.22124796226201882;0.24039349001258686;0.3066549065450889;0.25359840604369605;0.3608544182009609;0.2821517729255088;0.25074796960415136;0.0;0.32549074540434547;0.27962814608533904;0.2871709537634453;0.5684190435513408;0.0;0.29212466250225255;0.31098556081740286;0.38952506179886;0.30084524887568304;0.16939339070655912;0.4702143400142516;0.22124796226201882;0.5045221910657851;0.44915146418065255;0.0;0.4301825482018322;0.45345128995250494;0.3004247419971891;0.5971540836268732;0.3263729474921803;0.19538094758007762;0.25074796960415136;0.32492833813091604;0.2675776345890683;0.19668983376823423;0.25065184294677584;0.22303988223151622;0.5228420734725007;0.24622506201708644;0.5849867850230601;0.31236167894331607;0.25074796960415136;0.2781133939533883;0.25074796960415136;0.22124796226201882;0.2556740087976765;0.25074796960415136;0.0;0.25074796960415136;0.2948757928077844;0.23382217796185895;0.45345128995250494;0.21221061256499457;0.0;0.23382217796185895;0.25074796960415136;0.32658144875198175;0.25074796960415136;0.337072084392159
GO:0045893;0.375525138180199;0.0;0.3969322070421376;0.0;0.0;0.0;0.4232181929853618;0.3615751491816849;0.5344085269946459;1.0;0.0;0.4547125426809754;0.0;0.36023422299003627;0.0;0.28475817457972;0.49904534749446794;0.36023422299003627;0.4642323990719057;0.0;0.0;0.4202430743357174;0.4516499569111924;0.3714198720975611;0.37706388797495316;0.3869086108908294;0.4876010118995472;0.457188067536625;0.41049714405358184;0.7030893637459291;0.41358299879162264;0.4890337442649189;0.49509180051558643;0.457188067536625;0.48707316341061335;0.5674996020242309;0.5342377827525737;0.0;0.5997970192125497;0.890556768716477;0.3840829914494901;0.42251138374323116;0.459320346291738;0.39809425999835435;0.41358299879162264;0.3993114949460569;0.45445034829178793;0.0;0.38518695131269515;0.0;0.0;0.0;0.3261459680584215;0.4047543355424491;0.4202430743357174;0.6921993264063326;0.0;0.3742382685336138;0.0;0.6068312712585104;0.5077341390938528;0.44330081968224533;0.3615751491816849;0.588616451263164;0.328278295348212;0.0;0.4626841832164099;0.46429507120766417;0.4219088670523119;0.3714198720975611;0.5020913523543988;0.51905579911524;0.36023422299003627;0.0;0.56255985200095;0.58739287728381;0.41072321794478694;0.49050872220117403;0.36981148760392435;0.0;0.36023422299003627;0.31335468204562505;0.6380112967729403;0.0;0.29652501706070816;0.4305915370119714;0.0;0.42683363083368936;0.6506700233652006;0.4367267313853522;0.48984384296768135;0.43934104872814805;0.0;0.4606612724833867;0.41614115993097384;0.41120848979526525;0.3969322070421376;0.3347725946200242;0.36023422299003627;0.0;0.0;0.5875223018181897;0.4247686478991475;0.8867531968874688;0.0;0.36023422299003627;0.5413957819274496;0.0;0.44114039579185704;0.28475817457972;0.0;0.0;0.5602300362724743;0.0;0.0;0.0;0.0;0.0;0.71753415703748;0.0;0.4202430743357174;0.0;0.457188067536625;0.0;0.0;0.48106206405682267;0.34002906994641824;0.0;0.45706789889737925;0.8701854554157495;0.0;0.36023422299003627;0.33073421564790373;0.36023422299003627;0.0;0.3828056351518255;0.0;0.0;0.0;0.5010546424391631;0.4642323990719057;0.29652501706070816;0.4370727393206343;0.0;0.4642323990719057;0.0;0.0;0.0;0.4465583377780439
