;GO:2000480;GO:0016925;GO:0046854;GO:0022008;GO:0002237;GO:0001666;GO:0045892;GO:0051000;GO:0006958;GO:0050716;GO:0070207;GO:0019886;GO:0035556;GO:0033138;GO:0032600;GO:0042308;GO:0007264;GO:2000251;GO:0065004;GO:0051260;GO:0007268;GO:1903413;GO:0006974;GO:0009967;GO:1900028;GO:1903416;GO:0051770;GO:0002768;GO:2000768;GO:0002925;GO:0033762;GO:0001959;GO:0034614;GO:0051897;GO:0051898;GO:0043406;GO:0035023;GO:0045947;GO:1904478;GO:0008284;GO:0045786;GO:0038095;GO:0060548;GO:0045666;GO:0007595;GO:0097193;GO:0042278;GO:0038096;GO:0045944;GO:0001890;GO:0050850;GO:0010918;GO:0071392;GO:0097068;GO:0019221;GO:0032782;GO:0071312;GO:0032024;GO:0050855;GO:0050731;GO:0050853;GO:0031295;GO:0033198;GO:1900165;GO:0048701;GO:0038083;GO:1902227;GO:0043410;GO:0051281;GO:0042326;GO:0002587;GO:0050861;GO:0072112;GO:0050869;GO:0019731;GO:0050900;GO:0032496;GO:0032376;GO:0033189;GO:0030595;GO:0010524;GO:0051712;GO:0071549;GO:0010760;GO:0034394;GO:1903169;GO:0061098;GO:0007179;GO:0006366;GO:0006367;GO:0050871;GO:0051289;GO:0035914;GO:0043031;GO:0045332;GO:1990963;GO:0098655;GO:0016055;GO:0051725;GO:0032485;GO:0048041;GO:0019722;GO:0035116;GO:0071217;GO:1905233;GO:1905232;GO:1905231;GO:0030183;GO:1905237;GO:0007186;GO:0035590;GO:1905235;GO:0042100;GO:0043278;GO:0042742;GO:1901557;GO:0042104;GO:0006898;GO:0032913;GO:0009914;GO:0007218;GO:0007219;GO:0051573;GO:0010628;GO:0061092;GO:0032597;GO:0072139;GO:0010469;GO:1904140;GO:0030336;GO:0016567;GO:0046718;GO:0060100;GO:0033280;GO:1903980;GO:0010839;GO:0000122;GO:0006855;GO:0050892;GO:0030449;GO:0071475;GO:0034644;GO:0071356;GO:0071236;GO:1904151;GO:0035335;GO:2001025;GO:0032467;GO:0050776;GO:0036146;GO:0050829;GO:0032461;GO:0006351;GO:1903997;GO:0006355;GO:0007169;GO:0060856;GO:0007565;GO:0007166;GO:0043215;GO:0002430;GO:0007204;GO:0071222;GO:0045087;GO:0043066;GO:0070098;GO:0006508;GO:0071902
GO:2000480;1.0;0.0;0.0;0.0;0.0;0.0;0.45901401167440975;0.33471916516240413;0.19326468817306902;0.20095374192020526;0.0;0.0;0.33122806469066146;0.47859639525978825;0.0;0.25547738502471556;0.27548353687843885;0.17427935401941208;0.0;0.0;0.0;0.0;0.0;0.33661348159842264;0.256605258081328;0.0;0.2631385824030624;0.28883870275973683;0.17427935401941208;0.17434411443240228;0.0;0.2942389381447438;0.0;0.17427935401941208;0.256605258081328;0.6436168506390175;0.20321418733618574;0.49357795069018023;0.226927634859179;0.3200434115092309;0.42166257483212677;0.22656154200654188;0.41367787851088283;0.305196895178958;0.18831396444722587;0.2738083848385289;0.0;0.209731877021625;0.364828370810083;0.0;0.2301862909603497;0.1637558359534413;0.0;0.0;0.30873478876823485;0.0;0.0;0.2020034135127573;0.2118481364286336;0.5151155060764577;0.22656154200654188;0.2020034135127573;0.0;0.256605258081328;0.0;0.0;0.2834078126429887;0.5459150551994559;0.22361497890962173;0.6582507503795298;0.24371054254372743;0.17427935401941208;0.0;0.316938975951955;0.0;0.0;0.0;0.19491656936359608;0.0;0.0;0.256978719853612;0.2388850004657877;0.0;0.24483841560033986;0.0;0.2316639783080326;0.5560972702176128;0.270065594892252;0.0;0.0;0.23835586183631596;0.0;0.0;0.28622620907904134;0.18831396444722587;0.0;0.0;0.31182212586565516;0.0;0.16413691538016506;0.0;0.27991031780812825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32202656016387493;0.22656154200654188;0.0;0.0;0.0;0.0;0.0;0.15464929765389956;0.0;0.24371054254372743;0.281613196564619;0.22656154200654188;0.2656388139625626;0.48350573773812655;0.40828148660941577;0.19694059100882855;0.0;0.0;0.44282253562045126;0.26939654409412445;0.37323431485046155;0.0;0.0;0.2020034135127573;0.0;0.17427935401941208;0.26939654409412445;0.43234561513242764;0.0;0.0;0.4075843260896513;0.0;0.0;0.0;0.0;0.1578121651708561;0.0;0.25571466545070465;0.2708618217416088;0.3356289197991429;0.0;0.0;0.21883307849767425;0.0;0.49435876127217554;0.424849228081135;0.3148824039229255;0.0;0.0;0.3513304163748421;0.0;0.22656154200654188;0.18707501117897862;0.0;0.0;0.3783809682689155;0.27705053696129267;0.0;0.6834054683367217
GO:0016925;0.0;1.0;0.2597390855475316;0.2590738378648407;0.0;0.0;0.0;0.0;0.3510060776451881;0.0;0.22541450789500678;0.0;0.36239943435731153;0.0;0.22541450789500678;0.0;0.3066549065450889;0.0;0.3117386226830145;0.2520888957958;0.24170237620074347;0.19861195333334608;0.31898380004875654;0.0;0.0;0.0;0.0;0.32001007242638696;0.0;0.0;0.0;0.0;0.2568330285132407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.257732911673192;0.0;0.0;0.0;0.304979754505179;0.41194313815163985;0.24090324668827506;0.0;0.0;0.0;0.0;0.19861195333334608;0.0;0.339906158434885;0.0;0.2401938866539443;0.0;0.0;0.0;0.257732911673192;0.0;0.0;0.0;0.0;0.4471947237475837;0.0;0.0;0.20262510424472285;0.0;0.0;0.0;0.2520888957958;0.0;0.0;0.32482549772165453;0.0;0.0;0.0;0.3190577906003164;0.2231975591759166;0.0;0.19861195333334608;0.0;0.0;0.0;0.0;0.3012369645589021;0.4483348119515774;0.33371151943409466;0.0;0.22541450789500678;0.2590738378648407;0.0;0.22541450789500678;0.24090324668827506;0.0;0.34299349553230524;0.4496366109174712;0.0;0.22541450789500678;0.3110816874747784;0.0;0.21140323934614252;0.0;0.19861195333334608;0.18684511085235794;0.29273316783467446;0.0;0.35319792983052506;0.257732911673192;0.0;0.22050444082219184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.257732911673192;0.2968101836292127;0.0;0.0;0.18684511085235794;0.24224417287992372;0.2520888957958;0.0;0.0;0.0;0.7612487036219701;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2036747758372749;0.2264397112986804;0.18684511085235794;0.30215413506383965;0.0;0.44950844425660386;0.0;0.0;0.0;0.22528634123413932;0.0;0.0;0.4566216781001715;0.0;0.0;0.3460537735895756;0.2675776345890683;0.0;0.3825017860414922;0.0;0.257732911673192;0.235427485716529;0.22541450789500678;0.0;0.0;0.30822190662794274;0.5000065394995353;0.0
GO:0046854;0.0;0.2597390855475316;1.0;0.2750478485085872;0.0;0.0;0.0;0.0;0.28972436474014246;0.0;0.24138851853875337;0.0;0.38251476257330225;0.0;0.24138851853875337;0.0;0.32677023476107964;0.0;0.32771263332676104;0.26806290643954656;0.24753394820524305;0.20858484291008988;0.3316541424059722;0.0;0.0;0.0;0.0;0.3401254006423776;0.0;0.0;0.0;0.0;0.26680591808998444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27784823988918267;0.0;0.0;0.0;0.32509508272116966;0.39356213549647956;0.2610185749042658;0.0;0.0;0.0;0.0;0.20858484291008988;0.0;0.36002148665087563;0.0;0.247922350162812;0.0;0.0;0.0;0.27784823988918267;0.0;0.0;0.0;0.0;0.5021350909830457;0.0;0.0;0.20845667624922237;0.0;0.0;0.0;0.26806290643954656;0.0;0.0;0.34079950836540107;0.0;0.0;0.0;0.33917311881630713;0.22902913118041618;0.0;0.20858484291008988;0.0;0.0;0.0;0.0;0.3213522927748928;0.4083573328522647;0.33201565809507144;0.0;0.24138851853875337;0.2750478485085872;0.0;0.24138851853875337;0.2610185749042658;0.0;0.36310882374829595;0.27240942790474726;0.0;0.24138851853875337;0.33119701569076904;0.0;0.22407358170335817;0.0;0.20858484291008988;0.19457357436122563;0.30870717847842105;0.0;0.3733132580465157;0.27784823988918267;0.0;0.22823290433105947;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.27784823988918267;0.3169255118452034;0.0;0.0;0.19457357436122563;0.25821818352367026;0.26806290643954656;0.0;0.0;0.0;0.32007280341815864;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21140323934614252;0.23227128330317992;0.19457357436122563;0.3148244774210553;0.0;0.41824203644509217;0.0;0.0;0.0;0.23525923081088307;0.0;0.0;0.41664419900085886;0.0;0.0;0.3661691018055663;0.28769296280505896;0.0;0.40261711425748287;0.0;0.27784823988918267;0.23822787709712456;0.24138851853875337;0.0;0.0;0.32833723484393346;0.4017798333935821;0.0
GO:0022008;0.0;0.2590738378648407;0.2750478485085872;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41923666540876925;0.0;0.5407328530778057;0.0;0.41923666540876925;0.0;0.4849883252655831;0.0;0.505560780196777;0.44591105330956243;0.34079950836540107;0.2946779048740996;0.4249197025661302;0.0;0.0;0.0;0.0;0.4983434911468811;0.0;0.0;0.0;0.0;0.35289898005399417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4360663303936862;0.0;0.0;0.0;0.4833131732256732;0.3985156756304367;0.41923666540876925;0.0;0.48003430265244385;0.0;0.0;0.2946779048740996;0.0;0.5182395771553792;0.0;0.348026680675686;0.0;0.0;0.0;0.4360663303936862;0.0;0.0;0.0;0.48003430265244385;0.24224417287992372;0.0;0.0;0.3213522927748928;0.0;0.0;0.0;0.5955180925115984;0.0;0.0;0.5186476552354169;0.0;0.0;0.0;0.4973912093208106;0.3419247477060866;0.0;0.2946779048740996;0.0;0.0;0.0;0.0;0.4795703832793963;0.5182395771553792;0.41923666540876925;0.0;0.41923666540876925;0.602503034580639;0.0;0.41923666540876925;0.5337928711680304;0.0;0.5213269142527994;0.2750478485085872;0.0;0.41923666540876925;0.48941510619527256;0.48003430265244385;0.3173391418635162;0.0;0.2946779048740996;0.2750478485085872;0.6361623645504728;0.0;0.5315313485510191;0.4360663303936862;0.0;0.32833723484393346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4360663303936862;0.4751436023497068;0.0;0.0;0.2750478485085872;0.4360663303936862;0.5955180925115984;0.0;0.0;0.0;0.31940755573546764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29187751349350416;0.32553684346333794;0.2750478485085872;0.4080900375812133;0.0;0.2844072995739852;0.0;0.0;0.0;0.3213522927748928;0.0;0.0;0.5265264433039731;0.0;0.0;0.5243871923100698;0.5604672590688236;0.0;0.5608352047619864;0.0;0.4360663303936862;0.3073397300691713;0.41923666540876925;0.0;0.0;0.4865553253484369;0.0;0.0
GO:0002237;0.0;0.0;0.0;0.0;1.0;0.5461426361674595;0.0;0.0;0.5411870866904016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.517010821674414;0.573672678409423;0.0;0.0;0.6454545664595929;0.0;0.0;0.0;0.0;0.5338404866593309;0.0;0.5347490064218536;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.517010821674414;0.5666441622879944;0.0;0.0;0.5703595974760004;0.0;0.0;0.0;0.0;0.0;0.5751947902365165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5737718993295924;0.0;0.8466223204434988;0.0;0.5751947902365165;0.0;0.0;0.0;0.517010821674414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6221924804123916;0.5338404866593309;0.4987588950612756;0.517010821674414;0.0;0.5338404866593309;0.0;0.0;0.5666441622879944;0.0;0.5338404866593309;0.6004462872303855;0.5498144973030775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5751947902365165;0.0;0.0;0.0;0.0;0.0;0.0;0.4334579911406488;0.46711732111048265;0.517010821674414;0.5940813815213167;0.0;0.0;0.0;0.0;0.0;0.5032023191427522;0.5202949568671386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7603417023523814;0.5789189570378521;0.0;0.0;0.0;0.0
GO:0001666;0.0;0.0;0.0;0.0;0.5461426361674595;1.0;0.0;0.0;0.4679880922554182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38572062507567756;0.6482884462475536;0.0;0.0;0.4617306378666805;0.0;0.0;0.0;0.0;0.40255029006059445;0.0;0.5661252850961707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38572062507567756;0.42521152705001103;0.0;0.0;0.4390694008772639;0.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5077760432554087;0.0;0.4946624801562114;0.0;0.40255029006059445;0.0;0.0;0.0;0.38572062507567756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40838186206509414;0.42521152705001103;0.38572062507567756;0.36609056871016515;0.0;0.42521152705001103;0.0;0.0;0.42521152705001103;0.0;0.42521152705001103;0.5612529857178625;0.40838186206509414;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.0;0.0;0.0;0.5299063144651966;0.5212743510801015;0.36609056871016515;0.49913275778279126;0.0;0.0;0.0;0.0;0.0;0.41239501297647074;0.4811016553546155;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4679880922554182;0.6207310492473191;0.0;0.0;0.0;0.0
GO:0045892;0.45901401167440975;0.0;0.0;0.0;0.0;0.0;1.0;0.39327647835205615;0.3335874083405793;0.34722897774779593;0.0;0.0;0.48886572169356696;0.4175935147750178;0.0;0.42590632804041756;0.41580625704594915;0.32055458984700275;0.0;0.0;0.0;0.0;0.0;0.4897274877787293;0.40971926426163474;0.0;0.5137098749333129;0.4291614229272471;0.32055458984700275;0.33076178889923996;0.0;0.4473529443250505;0.0;0.32055458984700275;0.40971926426163474;0.4606738119740168;0.346840575790227;0.7174046018076805;0.39180848352047387;0.4776810685121364;0.5920915178478288;0.36688426217405223;0.5841068215265848;0.44551961534646833;0.32863668461473616;0.4141311050060392;0.0;0.3500545971891353;0.7226455772923279;0.0;0.3764615267879403;0.2991366772726036;0.0;0.0;0.44905750893574514;0.0;0.0;0.35139552338078395;0.3612402462966602;0.45411262559168725;0.36688426217405223;0.3373842548319197;0.0;0.40971926426163474;0.0;0.0;0.44666425746254235;0.48491217471468545;0.37672898508992847;0.6004564834972942;0.40859139120502236;0.32055458984700275;0.0;0.47005298213226177;0.0;0.0;0.0;0.35133424383043377;0.0;0.0;0.4146163768565175;0.40376584912708263;0.0;0.40971926426163474;0.0;0.3847779844883393;0.4258298531972573;0.4103883150597623;0.0;0.0;0.3846310976639067;0.0;0.0;0.4438638660819469;0.32863668461473616;0.0;0.0;0.4521448460331654;0.0;0.3077633038342063;0.0;0.4202330379756386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4796642171667804;0.36688426217405223;0.0;0.0;0.0;0.0;0.0;0.29599646135321817;0.0;0.40859139120502236;0.41923846395165737;0.36688426217405223;0.40596153413007285;0.5011771383684712;0.7121735986662494;0.3500545971891353;0.0;0.0;0.4521448460331654;0.40971926426163474;0.530871971853367;0.0;0.0;0.35139552338078395;0.0;0.32055458984700275;0.42703420109702994;0.885445348461629;0.0;0.0;0.5983702941944098;0.0;0.0;0.0;0.0;0.31809866954731103;0.0;0.4205955141119995;0.42397582792191546;0.5060578628148449;0.0;0.0;0.36822518836570084;0.0;0.3739612952284402;0.8600058296148485;0.4552051240904358;0.0;0.0;0.5089680733777476;0.0;0.36688426217405223;0.31424867671734896;0.0;0.0;0.536018625271821;0.4173732571288029;0.0;0.46765875404305746
GO:0051000;0.33471916516240413;0.0;0.0;0.0;0.0;0.0;0.39327647835205615;1.0;0.2796733514796847;0.3063477393804779;0.0;0.0;0.34426088318423803;0.35527689528355394;0.0;0.22410562170685017;0.2885163553720154;0.2641846126864164;0.0;0.0;0.0;0.0;0.0;0.4562912352701864;0.18047340216027258;0.0;0.37539222349954465;0.3018715212533134;0.2796733514796847;0.3063477393804779;0.0;0.3200630426511168;0.0;0.2796733514796847;0.19326468817306902;0.48877814124215624;0.21955067411629325;0.32924218748660505;0.2809857706950961;0.4269298791681982;0.34553071891107134;0.23959436050011845;0.3375460225898274;0.3751383696370177;0.2178139717893584;0.28684120333210544;0.0;0.2796733514796847;0.469218798022041;0.0;0.3355802884206223;0.18831396444722587;0.0;0.0;0.3217676072618114;0.0;0.0;0.2965030164646016;0.23395034462272646;0.3917960061002234;0.2965030164646016;0.2810142776713333;0.0;0.19326468817306902;0.0;0.0;0.20727595672193327;0.4225955552232216;0.2908590005872096;0.3721155536347106;0.2100943531579859;0.2796733514796847;0.0;0.25359840604369605;0.0;0.0;0.0;0.3269201943116717;0.0;0.0;0.3638651875125793;0.38679678546709556;0.0;0.19326468817306902;0.0;0.2739552716629616;0.4712491193007919;0.2830984133858286;0.0;0.0;0.3437498592965886;0.0;0.0;0.22410562170685017;0.2178139717893584;0.0;0.0;0.32485494435923173;0.0;0.18047340216027258;0.0;0.2929431363017048;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3350593786574515;0.23959436050011845;0.0;0.0;0.0;0.0;0.0;0.25017334413755216;0.0;0.2100943531579859;0.30841575112627967;0.23959436050011845;0.2786716324561392;0.2668368600725426;0.5304050786825181;0.2969882883150799;0.0;0.0;0.47976752882135887;0.22276469551520156;0.3111137274782704;0.0;0.0;0.2965030164646016;0.0;0.2796733514796847;0.19326468817306902;0.36513061156567;0.0;0.0;0.36060830943871974;0.0;0.0;0.0;0.0;0.2969882883150799;0.0;0.4036264504520125;0.3709095190478601;0.39523514998946707;0.0;0.0;0.33064761828491374;0.0;0.414856910509376;0.44868806202734973;0.32791522241650206;0.0;0.0;0.36436323486841865;0.0;0.2965030164646016;0.2034259638919712;0.0;0.0;0.30224911234786006;0.29008335545486924;0.0;0.5130780201465921
GO:0006958;0.19326468817306902;0.3510060776451881;0.28972436474014246;0.0;0.5411870866904016;0.4679880922554182;0.3335874083405793;0.2796733514796847;1.0;0.3063477393804779;0.0;0.4281987696717968;0.5057646369198152;0.26700300912246905;0.0;0.25690929733551365;0.45002010910759266;0.2641846126864164;0.0;0.0;0.0;0.36113501923310715;0.49551813449738175;0.5499367251124401;0.20727595672193327;0.4412863495963541;0.2796733514796847;0.607292036724794;0.2796733514796847;0.4936205689663454;0.37796468421802404;0.4340152398861599;0.4193560944130017;0.367972541167917;0.2997718995493371;0.42457883506530203;0.3233604327120895;0.2695531174751282;0.3179307638960037;0.4269298791681982;0.38247571211197895;0.545014875971599;0.374491015790735;0.5366421233725949;0.37931772552493564;0.4483449570676827;0.4320584663676305;0.6350459901332135;0.37764124357442513;0.0;0.4238794781088546;0.254758964990266;0.36113501923310715;0.4047672387796846;0.48327136099738865;0.0;0.4144837950346935;0.2965030164646016;0.4303008383528057;0.3035221199391385;0.6518756551181304;0.5171299654099799;0.4047672387796846;0.22276469551520156;0.0;0.3341764126602712;0.3170868363847323;0.45212086609250157;0.3432927325813855;0.3124264836232338;0.3525316527972966;0.4669461810655522;0.0;0.3960357056830067;0.6947263251764791;0.6295072830436976;0.4897069306791534;0.3269201943116717;0.37796468421802404;0.6082508371290912;0.3638651875125793;0.38679678546709556;0.36113501923310715;0.3357019878123797;0.0;0.30075782622462227;0.3032618846424371;0.4446021671214058;0.5600735830959697;0.4610706713493598;0.4624792846967138;0.0;0.0;0.3698465896326918;0.37931772552493564;0.0;0.0;0.48635869809480897;0.3711214058611788;0.2842831607560688;0.0;0.45444689003728206;0.0;0.38793757379476773;0.4047672387796846;0.36113501923310715;0.33847378224369057;0.5974149531567176;0.4047672387796846;0.49656313239302874;0.4010981142356957;0.4047672387796846;0.46185809964163066;0.4047672387796846;0.4144837950346935;0.38793757379476773;0.3655991012511464;0.0;0.23959436050011845;0.38351072010987214;0.4010981142356957;0.4401753861917164;0.20714779006106576;0.4293399065086368;0.2969882883150799;0.0;0.0;0.488270933145352;0.49720574154795694;0.34391740310693386;0.4113397955158151;0.0;0.2965030164646016;0.4047672387796846;0.3984027768798099;0.22276469551520156;0.3054415415541932;0.0;0.0;0.48178099436405386;0.35530344722860746;0.3889627771984413;0.33847378224369057;0.47868846951246485;0.2969882883150799;0.3781657373964596;0.4972719402942662;0.3709095190478601;0.6082457596419599;0.38780940713390033;0.33847378224369057;0.33064761828491374;0.5683604492445637;0.25017334413755216;0.3889989920158729;0.4894189761520793;0.0;0.0;0.5258669886039959;0.0;0.6518756551181304;0.2674207901853377;0.4630325427783602;0.6907068604824789;0.3317491196899926;0.4515871091904465;0.5326406660656956;0.34509078548823724
GO:0050716;0.20095374192020526;0.0;0.0;0.0;0.0;0.0;0.34722897774779593;0.3063477393804779;0.3063477393804779;1.0;0.0;0.0;0.4047173967689824;0.3272560498018805;0.0;0.48250672662936156;0.3316579321213646;0.32591512361023184;0.0;0.0;0.0;0.0;0.0;0.5025330074007335;0.23640626492241817;0.0;0.3063477393804779;0.34501309800266255;0.41468876384229086;0.33302212728127106;0.0;0.36320461940046594;0.0;0.32591512361023184;0.23640626492241817;0.3843476155497437;0.2626922508656424;0.2986834256756131;0.4320400008939348;0.4958328882881619;0.4059872324958157;0.28273593724946766;0.39800253617457176;0.5101537819996239;0.2444883596901516;0.32998278008145465;0.0;0.3063477393804779;0.4238830157049723;0.0;0.3818220605511694;0.21498835234801905;0.0;0.0;0.36490918401116057;0.0;0.0;0.6630672819624368;0.2770919213720756;0.3637751606185499;0.3231774043653948;0.3272560498018805;0.0;0.5844668248621272;0.0;0.0;0.2659062722645507;0.4100634485348164;0.47621860495487334;0.3415567918237187;0.23676874105877915;0.32591512361023184;0.0;0.2967399827930452;0.0;0.0;0.0;0.45984606668515954;0.0;0.0;0.5194522968754838;0.4134711733678888;0.0;0.31056141024936107;0.0;0.42048585103920144;0.32270110221132353;0.32623999013517774;0.0;0.0;0.3899916314271358;0.0;0.0;0.2672471984561994;0.2444883596901516;0.0;0.0;0.36799652110858083;0.0;0.22361497890962173;0.0;0.33608471305105403;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.39551589224219585;0.28273593724946766;0.0;0.0;0.0;0.0;0.0;0.2964151162680993;0.0;0.45918329055519047;0.3350901390270728;0.28273593724946766;0.3218132092054883;0.22762812982099845;0.4560142944094299;0.44954421705408015;0.0;0.0;0.36799652110858083;0.3400614175914936;0.4284104495545624;0.0;0.0;0.4467438256734847;0.0;0.32591512361023184;0.2504175334712824;0.3217805637418816;0.0;0.0;0.3275936273280361;0.0;0.0;0.0;0.0;0.3236626762158731;0.0;0.4303008383528057;0.4367813475439196;0.42190953789026026;0.0;0.0;0.3768893904154609;0.0;0.2718569877743147;0.3993368931365586;0.3710567991658512;0.0;0.0;0.42481974845316306;0.0;0.3231774043653948;0.2301003517927644;0.0;0.0;0.35940195764607347;0.33322493220421834;0.0;0.3645300030571237
