;GO:0042407;GO:0006120;GO:0015990;GO:1902600;GO:0051591;GO:0043312;GO:0045333;GO:0006122;GO:0042775;GO:0021860;GO:0042776;GO:0006119;GO:0001932;GO:0048146;GO:0032981;GO:0009060;GO:0019933
GO:0042407;1.0;0.1333333333333333;0.0;0.0;0.0;0.06896551724137934;0.1428571428571429;0.1333333333333333;0.125;0.125;0.021739130434782594;0.0444444444444444;0.0;0.0;0.2666666666666667;0.1333333333333333;0.125
GO:0006120;0.1333333333333333;1.0;0.0;0.0;0.0;0.0714285714285714;0.6666666666666667;1.0;0.8888888888888888;0.1333333333333333;0.05681818181818177;0.12195121951219512;0.0;0.0;0.125;0.6;0.1333333333333333
GO:0015990;0.0;0.0;1.0;0.8571428571428572;0.0;0.125;0.0;0.0;0.0;0.0;0.15116279069767447;0.0;0.0;0.0;0.0;0.0;0.0
GO:1902600;0.0;0.0;0.8571428571428572;1.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.14117647058823535;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051591;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.06896551724137934;0.0714285714285714;0.125;0.1333333333333333;0.0;1.0;0.07407407407407407;0.0714285714285714;0.06896551724137934;0.06896551724137934;0.0490196078431373;0.03448275862068961;0.0;0.0;0.06666666666666665;0.0714285714285714;0.06896551724137934
GO:0045333;0.1428571428571429;0.6666666666666667;0.0;0.0;0.0;0.07407407407407407;1.0;0.6666666666666667;0.6;0.1428571428571429;0.05747126436781613;0.125;0.0;0.0;0.1333333333333333;0.875;0.1428571428571429
GO:0006122;0.1333333333333333;1.0;0.0;0.0;0.0;0.0714285714285714;0.6666666666666667;1.0;0.8888888888888888;0.1333333333333333;0.05681818181818177;0.12195121951219512;0.0;0.0;0.125;0.6;0.1333333333333333
GO:0042775;0.125;0.8888888888888888;0.0;0.0;0.0;0.06896551724137934;0.6;0.8888888888888888;1.0;0.125;0.0561797752808989;0.11904761904761907;0.0;0.0;0.11764705882352944;0.5454545454545454;0.125
GO:0021860;0.125;0.1333333333333333;0.0;0.0;0.0;0.06896551724137934;0.1428571428571429;0.1333333333333333;0.125;1.0;0.021739130434782594;0.0444444444444444;0.0;0.0;0.11764705882352944;0.1333333333333333;0.125
GO:0042776;0.021739130434782594;0.05681818181818177;0.15116279069767447;0.14117647058823535;0.0;0.0490196078431373;0.05747126436781613;0.05681818181818177;0.0561797752808989;0.021739130434782594;1.0;0.44705882352941173;0.0;0.0;0.021505376344086002;0.05681818181818177;0.021739130434782594
GO:0006119;0.0444444444444444;0.12195121951219512;0.0;0.0;0.0;0.03448275862068961;0.125;0.12195121951219512;0.11904761904761907;0.0444444444444444;0.44705882352941173;1.0;0.0;0.0;0.04347826086956519;0.12195121951219512;0.0444444444444444
GO:0001932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.19999999999999996;0.0;0.0;0.19999999999999996
GO:0048146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19999999999999996;1.0;0.0;0.0;0.2857142857142857
GO:0032981;0.2666666666666667;0.125;0.0;0.0;0.0;0.06666666666666665;0.1333333333333333;0.125;0.11764705882352944;0.11764705882352944;0.021505376344086002;0.04347826086956519;0.0;0.0;1.0;0.125;0.11764705882352944
GO:0009060;0.1333333333333333;0.6;0.0;0.0;0.0;0.0714285714285714;0.875;0.6;0.5454545454545454;0.1333333333333333;0.05681818181818177;0.12195121951219512;0.0;0.0;0.125;1.0;0.1333333333333333
GO:0019933;0.125;0.1333333333333333;0.0;0.0;0.0;0.06896551724137934;0.1428571428571429;0.1333333333333333;0.125;0.125;0.021739130434782594;0.0444444444444444;0.19999999999999996;0.2857142857142857;0.11764705882352944;0.1333333333333333;1.0
