;GO:0042407;GO:0006120;GO:0015990;GO:1902600;GO:0051591;GO:0043312;GO:0045333;GO:0006122;GO:0042775;GO:0021860;GO:0042776;GO:0006119;GO:0001932;GO:0048146;GO:0032981;GO:0009060;GO:0019933
GO:0042407;1.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.1;0.14285714285714285;0.14285714285714285;0.14285714285714285;0.0;0.1111111111111111;0.0;0.0;0.2857142857142857;0.09090909090909091;0.14285714285714285
GO:0006120;0.14285714285714285;1.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.42857142857142855;0.0
GO:0015990;0.0;0.0;1.0;0.7777777777777778;0.0;0.0;0.0;0.0;0.0;0.0;0.5833333333333334;0.0;0.0;0.0;0.0;0.0;0.0
GO:1902600;0.0;0.0;0.7777777777777778;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051591;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043312;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045333;0.1;0.5;0.0;0.0;0.0;0.0;1.0;0.5;0.5;0.0;0.42857142857142855;0.5;0.0;0.0;0.0;0.8;0.0
GO:0006122;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.5;1.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.42857142857142855;0.0
GO:0042775;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.5;0.0;1.0;0.0;0.0;0.6;0.0;0.0;0.0;0.42857142857142855;0.0
GO:0021860;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0
GO:0042776;0.0;0.0;0.5833333333333334;0.7;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.375;0.0
GO:0006119;0.1111111111111111;0.6;0.0;0.0;0.0;0.0;0.5;0.6;0.6;0.2;0.8;1.0;0.0;0.0;0.2;0.42857142857142855;0.2
GO:0001932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3;0.0;0.0;0.0
GO:0048146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;1.0;0.0;0.0;0.0
GO:0032981;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;1.0;0.0;0.0
GO:0009060;0.09090909090909091;0.42857142857142855;0.0;0.0;0.0;0.0;0.8;0.42857142857142855;0.42857142857142855;0.0;0.375;0.42857142857142855;0.0;0.0;0.0;1.0;0.0
GO:0019933;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;1.0
