;GO:0035264;GO:0016525;GO:0060441;GO:0060480;GO:0008584;GO:0060065;GO:0006366;GO:0045446;GO:0045944;GO:0045647;GO:0048539;GO:0060644;GO:0060326;GO:0000122;GO:2000738;GO:0045893;GO:0033599;GO:0060070;GO:0010870;GO:0035115;GO:0045638;GO:0060574;GO:0045639;GO:0006351;GO:0060272;GO:0060218;GO:0048704;GO:0060435;GO:0006357;GO:0060535;GO:0090190;GO:0001658;GO:0043065;GO:0030099;GO:0001759;GO:0010720;GO:0032332
GO:0035264;1.0;0.0;0.25;0.1428571428571429;0.18181818181818177;0.19999999999999996;0.0;0.2222222222222222;0.0;0.0;0.2222222222222222;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.16666666666666663;0.0;0.0;0.18181818181818177;0.19999999999999996;0.19999999999999996;0.2222222222222222;0.0;0.2222222222222222;0.0;0.25;0.0;0.25;0.11764705882352944;0.0;0.0
GO:0016525;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06521739130434778;0.34615384615384615;0.0;0.0;0.0;0.08695652173913049;0.19047619047619047;0.06818181818181823;0.3529411764705882;0.15000000000000002;0.1071428571428571;0.0;0.3913043478260869;0.0;0.23076923076923073;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.2692307692307693;0.0;0.13636363636363635;0.0;0.33333333333333337;0.19047619047619047;0.25
GO:0060441;0.25;0.0;1.0;0.10526315789473684;0.125;0.1333333333333333;0.0;0.1428571428571429;0.0;0.0;0.1428571428571429;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1875;0.0;0.11764705882352944;0.0;0.0;0.19999999999999996;0.1333333333333333;0.2142857142857143;0.1428571428571429;0.0;0.33333333333333337;0.0;1.0;0.0;0.15384615384615385;0.09090909090909094;0.0;0.0
GO:0060480;0.1428571428571429;0.0;0.10526315789473684;1.0;0.11764705882352944;0.125;0.052631578947368474;0.5454545454545454;0.0;0.0;0.1333333333333333;0.5454545454545454;0.11764705882352944;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.11111111111111116;0.0;0.25;0.0;0.05405405405405406;0.11764705882352944;0.3846153846153846;0.125;0.1333333333333333;0.0;0.1333333333333333;0.0;0.10526315789473684;0.0;0.4545454545454546;0.08695652173913049;0.0;0.0
GO:0008584;0.18181818181818177;0.0;0.125;0.11764705882352944;1.0;0.875;0.0;0.16666666666666663;0.0;0.0;0.4;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.1333333333333333;0.0;0.0;0.1428571428571429;0.15384615384615385;0.15384615384615385;0.4;0.0;0.16666666666666663;0.0;0.125;0.0;0.18181818181818177;0.09999999999999998;0.0;0.0
GO:0060065;0.19999999999999996;0.0;0.1333333333333333;0.125;0.875;1.0;0.0;0.18181818181818177;0.0;0.0;0.4444444444444444;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.1428571428571429;0.0;0.0;0.15384615384615385;0.16666666666666663;0.16666666666666663;0.4444444444444444;0.0;0.18181818181818177;0.0;0.1333333333333333;0.0;0.19999999999999996;0.10526315789473684;0.0;0.0
GO:0006366;0.0;0.0;0.0;0.052631578947368474;0.0;0.0;1.0;0.06060606060606055;0.0;0.0;0.0;0.06060606060606055;0.05714285714285716;0.0;0.0;0.0;0.0;0.05555555555555558;0.0;0.0;0.0;0.05555555555555558;0.0;0.9655172413793104;0.0;0.05882352941176472;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0625;0.0;0.0;0.0
GO:0045446;0.2222222222222222;0.0;0.1428571428571429;0.5454545454545454;0.16666666666666663;0.18181818181818177;0.06060606060606055;1.0;0.0;0.0;0.19999999999999996;1.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.0;0.36363636363636365;0.0;0.0625;0.16666666666666663;0.625;0.18181818181818177;0.19999999999999996;0.0;0.19999999999999996;0.0;0.1428571428571429;0.0;0.8333333333333334;0.11111111111111116;0.0;0.0
GO:0045944;0.0;0.06521739130434778;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.07692307692307687;0.0;0.0;0.0;0.3921568627450981;0.15000000000000002;0.9428571428571428;0.09999999999999998;0.09999999999999998;0.4444444444444444;0.0;0.08163265306122447;0.0;0.12765957446808507;0.0;0.0;0.0;0.0;0.0;0.5428571428571429;0.0;0.07999999999999996;0.0;0.15000000000000002;0.0;0.0888888888888889;0.15000000000000002;0.1333333333333333
GO:0045647;0.0;0.34615384615384615;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;1.0;0.0;0.0;0.0;0.11764705882352944;0.23076923076923073;0.07999999999999996;0.30434782608695654;0.15384615384615385;0.11764705882352944;0.0;0.8571428571428572;0.0;0.3928571428571429;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.17647058823529416;0.0;0.1428571428571429;0.0;0.2068965517241379;0.23076923076923073;0.27586206896551724
