;GO:0060088;GO:0014066;GO:0014065;GO:0051291;GO:0006886;GO:0007216;GO:0051091;GO:0006559;GO:0045892;GO:0006914;GO:0048563;GO:0070885;GO:2001020;GO:0007264;GO:1900740;GO:0048009;GO:0042462;GO:0006572;GO:0006012;GO:0097062;GO:0097186;GO:0006605;GO:0071560;GO:0072334;GO:0048333;GO:0035308;GO:0010469;GO:0030335;GO:0016567;GO:0031581;GO:0006383;GO:0008286;GO:0008284;GO:0006464;GO:0002062;GO:0043243;GO:0043488;GO:0042795;GO:0045625;GO:0045944;GO:0045744;GO:0000398;GO:0051389;GO:0002576;GO:0000165;GO:0007229;GO:0050650;GO:0032703;GO:0045078;GO:0071277;GO:0051262;GO:0001845;GO:0051904;GO:0033674;GO:0010756;GO:0070106;GO:0042129;GO:0038083;GO:1904646;GO:0006396;GO:0002230;GO:0006359;GO:1903955;GO:0046328;GO:0048747;GO:0009617;GO:0048791;GO:0006906;GO:0045087;GO:0043066;GO:0070374;GO:0035329;GO:0017158
GO:0060088;1.0;0.0;0.1333333333333333;0.33333333333333337;0.0;0.1333333333333333;0.0;0.050000000000000044;0.0;0.15384615384615385;0.0;0.0;0.0;0.15384615384615385;0.06896551724137934;0.1333333333333333;0.1428571428571429;0.05555555555555558;0.0;0.5;0.0;0.0;0.10526315789473684;0.0;0.18181818181818177;0.0;0.0;0.0;0.08695652173913049;0.33333333333333337;0.05714285714285716;0.1333333333333333;0.0;0.09999999999999998;0.18181818181818177;0.0;0.0;0.050000000000000044;0.0;0.0;0.0;0.07407407407407407;0.0;0.125;0.06451612903225812;0.15384615384615385;0.06666666666666665;0.0;0.0;0.11764705882352944;0.33333333333333337;0.2666666666666667;0.0;0.0;0.0;0.1428571428571429;0.0;0.06896551724137934;0.07999999999999996;0.09523809523809523;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.06451612903225812;0.2857142857142857;0.0;0.0;0.0;0.15384615384615385;0.0
GO:0014066;0.0;1.0;0.2857142857142857;0.0;0.0;0.2857142857142857;0.1428571428571429;0.0;0.10256410256410253;0.0;0.0;0.4285714285714286;0.4545454545454546;0.33333333333333337;0.1454545454545455;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12121212121212122;0.8;0.21052631578947367;0.0;0.0;0.0;0.2857142857142857;0.33333333333333337;0.0;0.0;0.2857142857142857;0.16666666666666663;0.0;0.15625;0.09999999999999998;0.5;0.0;0.16981132075471694;0.0;0.1333333333333333;0.33333333333333337;0.0;0.19999999999999996;0.10810810810810811;0.0;0.0;0.0;0.0;0.1428571428571429;0.12121212121212122;0.3076923076923077;0.2222222222222222;0.0;0.0;0.0;0.2222222222222222;0.16666666666666663;0.10810810810810811;0.34615384615384615;0.0;0.0;0.0;0.0;0.0;0.25;0.2142857142857143;0.33333333333333337;0.25
GO:0014065;0.1333333333333333;0.2857142857142857;1.0;0.1333333333333333;0.0;0.5;0.1428571428571429;0.04878048780487809;0.10256410256410253;0.1428571428571429;0.0;0.15384615384615385;0.33333333333333337;0.7777777777777778;0.08620689655172409;0.5;0.1333333333333333;0.05405405405405406;0.0;0.11764705882352944;0.0;0.0;0.09999999999999998;0.0;0.16666666666666663;0.12121212121212122;0.2857142857142857;0.21052631578947367;0.08333333333333337;0.1333333333333333;0.05555555555555558;0.5;0.33333333333333337;0.09523809523809523;0.16666666666666663;0.2857142857142857;0.16666666666666663;0.04878048780487809;0.12121212121212122;0.09999999999999998;0.19999999999999996;0.0714285714285714;0.06896551724137934;0.11764705882352944;0.2592592592592593;0.6;0.06451612903225812;0.19999999999999996;0.10810810810810811;0.11111111111111116;0.1333333333333333;0.11111111111111116;0.0;0.1428571428571429;0.12121212121212122;0.5454545454545454;0.2222222222222222;0.06666666666666665;0.07692307692307687;0.09090909090909094;0.1578947368421053;0.16666666666666663;0.10810810810810811;0.12903225806451613;0.1333333333333333;0.0;0.0625;0.11764705882352944;0.0;0.25;0.08510638297872342;0.7777777777777778;0.25
GO:0051291;0.33333333333333337;0.0;0.1333333333333333;1.0;0.0;0.1333333333333333;0.0;0.050000000000000044;0.0;0.15384615384615385;0.0;0.0;0.0;0.15384615384615385;0.06896551724137934;0.1333333333333333;0.1428571428571429;0.05555555555555558;0.0;0.2857142857142857;0.0;0.0;0.10526315789473684;0.0;0.18181818181818177;0.0;0.0;0.0;0.08695652173913049;0.4545454545454546;0.05714285714285716;0.1333333333333333;0.0;0.09999999999999998;0.18181818181818177;0.0;0.0;0.050000000000000044;0.0;0.0;0.0;0.07407407407407407;0.0;0.125;0.06451612903225812;0.15384615384615385;0.06666666666666665;0.0;0.0;0.11764705882352944;1.0;0.3571428571428571;0.0;0.0;0.0;0.1428571428571429;0.0;0.06896551724137934;0.07999999999999996;0.09523809523809523;0.0;0.0;0.0;0.0;0.1428571428571429;0.0;0.06451612903225812;0.2857142857142857;0.0;0.0;0.0;0.15384615384615385;0.0
GO:0006886;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.9375;0.0;0.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.21212121212121215;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007216;0.1333333333333333;0.2857142857142857;0.5;0.1333333333333333;0.0;1.0;0.1428571428571429;0.04878048780487809;0.10256410256410253;0.1428571428571429;0.0;0.15384615384615385;0.33333333333333337;0.6;0.08620689655172409;0.6363636363636364;0.1333333333333333;0.05405405405405406;0.0;0.11764705882352944;0.0;0.0;0.09999999999999998;0.0;0.16666666666666663;0.12121212121212122;0.2857142857142857;0.21052631578947367;0.08333333333333337;0.1333333333333333;0.05555555555555558;0.6363636363636364;0.33333333333333337;0.09523809523809523;0.16666666666666663;0.2857142857142857;0.16666666666666663;0.04878048780487809;0.12121212121212122;0.09999999999999998;0.19999999999999996;0.0714285714285714;0.06896551724137934;0.11764705882352944;0.2142857142857143;0.7777777777777778;0.06451612903225812;0.19999999999999996;0.10810810810810811;0.11111111111111116;0.1333333333333333;0.11111111111111116;0.0;0.1428571428571429;0.12121212121212122;0.7;0.2222222222222222;0.06666666666666665;0.07692307692307687;0.09090909090909094;0.1578947368421053;0.16666666666666663;0.10810810810810811;0.12903225806451613;0.1333333333333333;0.0;0.0625;0.11764705882352944;0.0;0.25;0.08510638297872342;0.6;0.25
GO:0051091;0.0;0.1428571428571429;0.1428571428571429;0.0;0.0;0.1428571428571429;1.0;0.0;0.5;0.0;0.0;0.09999999999999998;0.15384615384615385;0.15384615384615385;0.06944444444444442;0.1428571428571429;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2142857142857143;0.18518518518518523;0.15625;0.0;0.0;0.0;0.1428571428571429;0.19999999999999996;0.0;0.0;0.18518518518518523;0.4;0.0;0.08510638297872342;0.5263157894736843;0.11764705882352944;0.0;0.1515151515151515;0.0;0.09090909090909094;0.15384615384615385;0.0;0.10344827586206895;0.30952380952380953;0.0;0.0;0.0;0.0;0.2432432432432432;0.275;0.14814814814814814;0.125;0.0;0.0;0.0;0.09090909090909094;0.8260869565217391;0.09999999999999998;0.22499999999999998;0.0;0.0;0.0;0.0;0.0;0.1333333333333333;0.18181818181818177;0.15384615384615385;0.1333333333333333
GO:0006559;0.050000000000000044;0.0;0.04878048780487809;0.050000000000000044;0.0;0.04878048780487809;0.0;1.0;0.0;0.17142857142857137;0.0;0.0;0.0;0.05128205128205132;0.023255813953488413;0.04878048780487809;0.050000000000000044;0.8285714285714285;0.1351351351351351;0.04761904761904767;0.0;0.0;0.0444444444444444;0.0;0.05405405405405406;0.0;0.0;0.0;0.18604651162790697;0.050000000000000044;0.16666666666666663;0.04878048780487809;0.0;0.19999999999999996;0.05405405405405406;0.0;0.0;0.15254237288135597;0.0;0.0;0.0;0.19565217391304346;0.0;0.04761904761904767;0.1568627450980392;0.05128205128205132;0.16000000000000003;0.0;0.0;0.046511627906976716;0.050000000000000044;0.046511627906976716;0.0;0.0;0.0;0.050000000000000044;0.0;0.16326530612244894;0.039215686274509776;0.22499999999999998;0.0;0.0;0.0;0.0;0.050000000000000044;0.0;0.03508771929824561;0.04761904761904767;0.0;0.0;0.0;0.05128205128205132;0.0
GO:0045892;0.0;0.10256410256410253;0.10256410256410253;0.0;0.0;0.10256410256410253;0.5;0.0;1.0;0.0;0.0;0.12244897959183676;0.10810810810810811;0.10810810810810811;0.04761904761904767;0.10256410256410253;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3191489361702128;0.10256410256410253;0.09090909090909094;0.0;0.0;0.0;0.10256410256410253;0.10810810810810811;0.0;0.0;0.10256410256410253;0.29268292682926833;0.0;0.06896551724137934;0.38;0.13953488372093026;0.0;0.20833333333333337;0.0;0.07272727272727275;0.10810810810810811;0.0;0.10256410256410253;0.2222222222222222;0.0;0.0;0.0;0.0;0.11764705882352944;0.1923076923076923;0.10526315789473684;0.09302325581395354;0.0;0.0;0.0;0.06818181818181823;0.5588235294117647;0.06451612903225812;0.17647058823529416;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.13432835820895528;0.10810810810810811;0.09756097560975607
GO:0006914;0.15384615384615385;0.0;0.1428571428571429;0.15384615384615385;0.0;0.1428571428571429;0.0;0.17142857142857137;0.0;1.0;0.0;0.0;0.0;0.16666666666666663;0.03389830508474578;0.1428571428571429;0.15384615384615385;0.19354838709677424;0.15384615384615385;0.1333333333333333;0.0;0.0;0.11111111111111116;0.0;0.19999999999999996;0.0;0.0;0.0;0.19999999999999996;0.15384615384615385;0.125;0.1428571428571429;0.0;0.23529411764705888;0.19999999999999996;0.0;0.0;0.10810810810810811;0.0;0.0;0.0;0.16666666666666663;0.0;0.1333333333333333;0.1428571428571429;0.16666666666666663;0.14814814814814814;0.0;0.0;0.125;0.15384615384615385;0.125;0.0;0.0;0.0;0.15384615384615385;0.0;0.15384615384615385;0.08333333333333337;0.2222222222222222;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.06666666666666665;0.1333333333333333;0.0;0.0;0.0;0.16666666666666663;0.0
