;GO:0016601;GO:0061178;GO:0032092;GO:0043507;GO:0015031;GO:1904338;GO:0000413;GO:0000184;GO:0050714;GO:0070207;GO:2000050;GO:0034063;GO:0061003;GO:0007186;GO:0060271;GO:0030260;GO:1904268;GO:0042220;GO:0051260;GO:0043312;GO:0030217;GO:0106064;GO:0019076;GO:1990138;GO:0048013;GO:0072657;GO:0010469;GO:0098989;GO:0035023;GO:0090630;GO:0002181;GO:0008284;GO:0038096;GO:0010718;GO:1990145;GO:0050772;GO:0006614;GO:0001766;GO:0019064;GO:0060071;GO:0045070;GO:0050852;GO:0070228;GO:0006278;GO:0070372;GO:0043065;GO:0030032;GO:0050900;GO:0035722
GO:0016601;1.0;0.1;0.13333333333333333;0.08695652173913043;0.0;0.1111111111111111;0.21052631578947367;0.2;0.1111111111111111;0.11764705882352941;0.11764705882352941;0.11764705882352941;0.09090909090909091;0.13333333333333333;0.125;0.0;0.09523809523809523;0.0;0.125;0.10526315789473684;0.125;0.125;0.0;0.14285714285714285;0.1111111111111111;0.0;0.125;0.1111111111111111;0.10526315789473684;0.11764705882352941;0.1111111111111111;0.13333333333333333;0.1;0.125;0.0;0.1;0.0;0.25;0.11764705882352941;0.10526315789473684;0.1111111111111111;0.1;0.1111111111111111;0.2222222222222222;0.1;0.11764705882352941;0.125;0.13333333333333333;0.11764705882352941
GO:0061178;0.1;1.0;0.23529411764705882;0.32;0.0;0.1;0.0;0.2727272727272727;0.8;0.0;0.42105263157894735;0.0;0.16666666666666666;0.11764705882352941;0.0;0.0;0.08695652173913043;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.1;0.0;0.4444444444444444;0.1;0.38095238095238093;0.21052631578947367;0.0;0.35294117647058826;0.09090909090909091;0.3333333333333333;0.0;0.09090909090909091;0.0;0.0;0.0;0.09523809523809523;0.3;0.09090909090909091;0.3;0.0;0.36363636363636365;0.3157894736842105;0.0;0.0;0.10526315789473684
GO:0032092;0.13333333333333333;0.23529411764705882;1.0;0.4;0.0;0.13333333333333333;0.0;0.23529411764705882;0.26666666666666666;0.0;0.2857142857142857;0.0;0.21052631578947367;0.16666666666666666;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.13333333333333333;0.0;0.46153846153846156;0.13333333333333333;0.25;0.5714285714285714;0.0;0.3333333333333333;0.11764705882352941;0.3076923076923077;0.0;0.11764705882352941;0.0;0.0;0.0;0.125;0.26666666666666666;0.11764705882352941;0.26666666666666666;0.0;0.23529411764705882;0.2857142857142857;0.0;0.0;0.14285714285714285
GO:0043507;0.08695652173913043;0.32;0.4;1.0;0.0;0.08695652173913043;0.0;0.4;0.43478260869565216;0.0;0.5454545454545454;0.0;0.14814814814814814;0.4;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.47619047619047616;0.0;0.0;0.08695652173913043;0.0;0.5714285714285714;0.08695652173913043;0.5833333333333334;0.45454545454545453;0.0;0.5;0.08;0.38095238095238093;0.0;0.4;0.0;0.0;0.0;0.08333333333333333;0.34782608695652173;0.08;0.34782608695652173;0.0;0.8;0.45454545454545453;0.0;0.0;0.09090909090909091
GO:0015031;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.26666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1904338;0.1111111111111111;0.1;0.13333333333333333;0.08695652173913043;0.0;1.0;0.0;0.1;0.1111111111111111;0.0;0.11764705882352941;0.0;0.09090909090909091;0.13333333333333333;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.1111111111111111;0.0;0.125;0.1111111111111111;0.10526315789473684;0.11764705882352941;0.0;0.13333333333333333;0.1;0.125;0.0;0.1;0.0;0.0;0.0;0.10526315789473684;0.1111111111111111;0.1;0.1111111111111111;0.0;0.1;0.11764705882352941;0.0;0.0;0.11764705882352941
GO:0000413;0.21052631578947367;0.0;0.0;0.0;0.0;0.0;1.0;0.47619047619047616;0.0;0.1111111111111111;0.0;0.1111111111111111;0.0;0.25;0.11764705882352941;0.0;0.0;0.0;0.11764705882352941;0.1;0.11764705882352941;0.0;0.0;0.26666666666666666;0.21052631578947367;0.0;0.0;0.21052631578947367;0.0;0.0;0.631578947368421;0.0;0.19047619047619047;0.0;0.5;0.0;0.0;0.23529411764705882;0.1111111111111111;0.2;0.0;0.19047619047619047;0.0;0.5263157894736842;0.0;0.0;0.11764705882352941;0.125;0.2222222222222222
GO:0000184;0.2;0.2727272727272727;0.23529411764705882;0.4;0.0;0.1;0.47619047619047616;1.0;0.3;0.10526315789473684;0.3157894736842105;0.10526315789473684;0.16666666666666666;0.23529411764705882;0.1111111111111111;0.0;0.08695652173913043;0.0;0.1111111111111111;0.09523809523809523;0.1111111111111111;0.4444444444444444;0.0;0.25;0.2;0.0;0.2222222222222222;0.2;0.2857142857142857;0.21052631578947367;0.4;0.35294117647058826;0.18181818181818182;0.3333333333333333;0.47058823529411764;0.09090909090909091;0.0;0.2222222222222222;0.10526315789473684;0.19047619047619047;0.3;0.18181818181818182;0.3;0.5;0.45454545454545453;0.3157894736842105;0.1111111111111111;0.11764705882352941;0.21052631578947367
GO:0050714;0.1111111111111111;0.8;0.26666666666666666;0.43478260869565216;0.0;0.1111111111111111;0.0;0.3;1.0;0.0;0.47058823529411764;0.0;0.18181818181818182;0.5333333333333333;0.0;0.0;0.38095238095238093;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.1111111111111111;0.0;0.5;0.1111111111111111;0.42105263157894735;0.23529411764705882;0.0;0.6666666666666666;0.1;0.625;0.0;0.5;0.0;0.0;0.0;0.10526315789473684;0.4444444444444444;0.1;0.4444444444444444;0.0;0.4;0.5882352941176471;0.0;0.0;0.11764705882352941
GO:0070207;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.10526315789473684;0.0;1.0;0.0;0.125;0.0;0.14285714285714285;0.13333333333333333;0.0;0.0;0.0;0.9333333333333333;0.1111111111111111;0.13333333333333333;0.0;0.0;0.15384615384615385;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.26666666666666666;0.125;0.1111111111111111;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.0;0.13333333333333333;0.14285714285714285;0.125
GO:2000050;0.11764705882352941;0.42105263157894735;0.2857142857142857;0.5454545454545454;0.0;0.11764705882352941;0.0;0.3157894736842105;0.47058823529411764;0.0;1.0;0.0;0.19047619047619047;0.5714285714285714;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.5333333333333333;0.0;0.0;0.11764705882352941;0.0;0.8;0.11764705882352941;0.6666666666666666;0.25;0.0;0.5714285714285714;0.10526315789473684;0.5333333333333333;0.0;0.10526315789473684;0.0;0.0;0.0;0.1111111111111111;0.35294117647058826;0.10526315789473684;0.47058823529411764;0.0;0.631578947368421;0.5;0.0;0.0;0.125
GO:0034063;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.10526315789473684;0.0;0.125;0.0;1.0;0.0;0.14285714285714285;0.13333333333333333;0.0;0.0;0.0;0.13333333333333333;0.1111111111111111;0.13333333333333333;0.0;0.0;0.15384615384615385;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.0;0.11764705882352941;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.26666666666666666;0.125;0.1111111111111111;0.0;0.10526315789473684;0.0;0.11764705882352941;0.0;0.0;0.13333333333333333;0.14285714285714285;0.125
