;GO:0006281;GO:1904851;GO:0006164;GO:0009116;GO:0046655;GO:0046931;GO:0009113;GO:0046654;GO:0000413;GO:0001666;GO:0051289;GO:0035999;GO:0071733;GO:0009070;GO:0071899;GO:0009086;GO:0044208;GO:0043312;GO:0006177;GO:0000105;GO:0071169;GO:0031100;GO:0035066;GO:0043967;GO:0043968;GO:1904874;GO:0006183;GO:1904871;GO:0006189;GO:0006541;GO:0009257;GO:1903507;GO:0000122;GO:0071392;GO:0051262;GO:0032508;GO:0071353;GO:0034644;GO:0019346;GO:0042407;GO:0006351;GO:0008053;GO:0006310;GO:0001780;GO:0090090;GO:0000492;GO:0046651;GO:0046452;GO:0032212;GO:0009060
GO:0006281;1.0;0.0;0.4444444444444444;0.6666666666666666;0.375;0.14285714285714285;0.47058823529411764;0.47058823529411764;0.5555555555555556;0.42857142857142855;0.125;0.35294117647058826;0.19047619047619047;0.3333333333333333;0.0;0.3157894736842105;0.2857142857142857;0.1111111111111111;0.4;0.4444444444444444;0.0;0.0;0.0;0.19047619047619047;0.19047619047619047;0.0;0.4;0.0;0.47619047619047616;0.3333333333333333;0.3333333333333333;0.0;0.0;0.4;0.13333333333333333;0.25;0.4;0.375;0.3157894736842105;0.25;0.4444444444444444;0.2857142857142857;0.875;0.0;0.0;0.11764705882352941;0.2857142857142857;0.375;0.0;0.4
GO:1904851;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.35294117647058826;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.0;0.5333333333333333;0.0;0.7777777777777778;0.0;0.0;0.0;0.3157894736842105;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.3333333333333333;0.0;0.0;0.0;0.4;0.0
GO:0006164;0.4444444444444444;0.0;1.0;0.47058823529411764;0.4444444444444444;0.125;0.631578947368421;0.5263157894736842;0.4;0.0;0.1111111111111111;0.3157894736842105;0.17391304347826086;0.5;0.0;0.47619047619047616;0.8695652173913043;0.1;0.9090909090909091;0.5;0.0;0.0;0.0;0.17391304347826086;0.17391304347826086;0.0;0.9090909090909091;0.0;0.8695652173913043;0.4;0.5;0.0;0.0;0.23529411764705882;0.11764705882352941;0.2222222222222222;0.23529411764705882;0.2222222222222222;0.38095238095238093;0.2222222222222222;0.4;0.25;0.4444444444444444;0.0;0.0;0.10526315789473684;0.25;0.4444444444444444;0.0;0.35294117647058826
GO:0009116;0.6666666666666666;0.0;0.47058823529411764;1.0;0.5333333333333333;0.15384615384615385;0.75;0.5;0.47058823529411764;0.0;0.13333333333333333;0.375;0.1;0.47058823529411764;0.0;0.4444444444444444;0.4;0.11764705882352941;0.7368421052631579;0.47058823529411764;0.0;0.0;0.0;0.1;0.1;0.0;0.7368421052631579;0.0;0.4;0.47058823529411764;0.47058823529411764;0.0;0.0;0.14285714285714285;0.14285714285714285;0.13333333333333333;0.14285714285714285;0.13333333333333333;0.4444444444444444;0.13333333333333333;0.35294117647058826;0.15384615384615385;0.6666666666666666;0.0;0.0;0.125;0.15384615384615385;0.5333333333333333;0.0;0.2857142857142857
GO:0046655;0.375;0.0;0.4444444444444444;0.5333333333333333;1.0;0.14285714285714285;0.47058823529411764;0.8235294117647058;0.3333333333333333;0.0;0.125;0.8235294117647058;0.19047619047619047;0.6666666666666666;0.0;0.3157894736842105;0.38095238095238093;0.1111111111111111;0.4;0.4444444444444444;0.0;0.0;0.0;0.19047619047619047;0.19047619047619047;0.0;0.4;0.0;0.38095238095238093;0.6666666666666666;0.7777777777777778;0.0;0.0;0.26666666666666666;0.13333333333333333;0.25;0.26666666666666666;0.25;0.3157894736842105;0.25;0.2222222222222222;0.2857142857142857;0.375;0.0;0.0;0.11764705882352941;0.2857142857142857;0.875;0.0;0.4
GO:0046931;0.14285714285714285;0.0;0.125;0.15384615384615385;0.14285714285714285;1.0;0.13333333333333333;0.13333333333333333;0.125;0.0;0.14285714285714285;0.13333333333333333;0.10526315789473684;0.125;0.0;0.11764705882352941;0.10526315789473684;0.125;0.1111111111111111;0.125;0.0;0.0;0.0;0.10526315789473684;0.10526315789473684;0.0;0.1111111111111111;0.0;0.10526315789473684;0.125;0.125;0.0;0.0;0.15384615384615385;0.15384615384615385;0.2857142857142857;0.15384615384615385;0.14285714285714285;0.11764705882352941;0.2857142857142857;0.125;0.3333333333333333;0.14285714285714285;0.0;0.0;0.13333333333333333;0.16666666666666666;0.14285714285714285;0.0;0.15384615384615385
GO:0009113;0.47058823529411764;0.0;0.631578947368421;0.75;0.47058823529411764;0.13333333333333333;1.0;0.5555555555555556;0.42105263157894735;0.0;0.11764705882352941;0.3333333333333333;0.09090909090909091;0.5263157894736842;0.0;0.5;0.5454545454545454;0.10526315789473684;0.5714285714285714;0.5263157894736842;0.0;0.0;0.0;0.09090909090909091;0.09090909090909091;0.0;0.5714285714285714;0.0;0.5454545454545454;0.42105263157894735;0.5263157894736842;0.0;0.0;0.125;0.125;0.11764705882352941;0.125;0.11764705882352941;0.4;0.11764705882352941;0.21052631578947367;0.13333333333333333;0.47058823529411764;0.0;0.0;0.1111111111111111;0.13333333333333333;0.47058823529411764;0.0;0.25
GO:0046654;0.47058823529411764;0.0;0.5263157894736842;0.5;0.8235294117647058;0.13333333333333333;0.5555555555555556;1.0;0.42105263157894735;0.0;0.11764705882352941;0.8888888888888888;0.18181818181818182;0.7368421052631579;0.0;0.7;0.45454545454545453;0.10526315789473684;0.47619047619047616;0.5263157894736842;0.0;0.0;0.0;0.18181818181818182;0.18181818181818182;0.0;0.47619047619047616;0.0;0.45454545454545453;0.631578947368421;0.9473684210526315;0.0;0.0;0.25;0.125;0.23529411764705882;0.25;0.23529411764705882;0.6;0.23529411764705882;0.42105263157894735;0.26666666666666666;0.47058823529411764;0.0;0.0;0.1111111111111111;0.26666666666666666;0.8235294117647058;0.0;0.375
GO:0000413;0.5555555555555556;0.0;0.4;0.47058823529411764;0.3333333333333333;0.125;0.42105263157894735;0.42105263157894735;1.0;0.0;0.1111111111111111;0.3157894736842105;0.17391304347826086;0.4;0.0;0.38095238095238093;0.2608695652173913;0.1;0.36363636363636365;0.4;0.0;0.0;0.0;0.6086956521739131;0.6086956521739131;0.0;0.36363636363636365;0.0;0.34782608695652173;0.4;0.4;0.0;0.0;0.23529411764705882;0.11764705882352941;0.2222222222222222;0.23529411764705882;0.2222222222222222;0.38095238095238093;0.2222222222222222;0.4;0.25;0.5555555555555556;0.0;0.0;0.10526315789473684;0.25;0.4444444444444444;0.0;0.35294117647058826
GO:0001666;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.3076923076923077;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
