;GO:0006281;GO:1904851;GO:0006164;GO:0009116;GO:0046655;GO:0046931;GO:0009113;GO:0046654;GO:0000413;GO:0001666;GO:0051289;GO:0035999;GO:0071733;GO:0009070;GO:0071899;GO:0009086;GO:0044208;GO:0043312;GO:0006177;GO:0000105;GO:0071169;GO:0031100;GO:0035066;GO:0043967;GO:0043968;GO:1904874;GO:0006183;GO:1904871;GO:0006189;GO:0006541;GO:0009257;GO:1903507;GO:0000122;GO:0071392;GO:0051262;GO:0032508;GO:0071353;GO:0034644;GO:0019346;GO:0042407;GO:0006351;GO:0008053;GO:0006310;GO:0001780;GO:0090090;GO:0000492;GO:0046651;GO:0046452;GO:0032212;GO:0009060
GO:0006281;1.0;0.0;0.5326514606604502;0.5977597690568452;0.48522729259623437;0.38065266004893084;0.489555485854778;0.4157763394900339;0.4422915974488394;0.600863907160148;0.35397827214813765;0.4585529046954412;0.37663950913755423;0.4308856353521444;0.0;0.4462571293049717;0.43364854891384036;0.35397827214813765;0.4036632697212295;0.4358916677060246;0.0;0.0;0.0;0.5112572787045616;0.49442761371964467;0.0;0.4008448732851769;0.0;0.3868336047363126;0.426829549778844;0.398946674505117;0.0;0.0;0.4795765623952405;0.38065266004893084;0.33802226655984824;0.4599465060297281;0.4931205641490836;0.38592341143434467;0.30154454015396176;0.6370821205788785;0.33386294393214694;0.7523132950962229;0.0;0.0;0.35397827214813765;0.3951878228592714;0.4527213326909415;0.0;0.4256828748359931
GO:1904851;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3166183446805923;0.0;0.28237092570552574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3114314555184034;0.0;0.0;0.4325994900713487;0.0;0.5614452974618274;0.0;0.0;0.0;0.3185993073708242;0.3054415415541932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2178139717893584;0.27611347131678793;0.0;0.0;0.0;0.2969882883150799;0.0
GO:0006164;0.5326514606604502;0.0;1.0;0.6730250065221659;0.4686092701095558;0.3670658181861564;0.769295157645091;0.5368006760117479;0.3916195403486443;0.0;0.34039143028536323;0.4419348822087626;0.36002148665087563;0.5822481717800259;0.0;0.5803047288974579;0.6972020411628839;0.34039143028536323;0.7563229995027299;0.5795772412171549;0.0;0.0;0.0;0.47072766024361334;0.45389799525869645;0.0;0.739493334517813;0.0;0.6972020411628839;0.4753699063716535;0.4973097740374143;0.0;0.0;0.30758775465669974;0.3670658181861564;0.3312741950497898;0.2935764861078355;0.3312741950497898;0.41714883119175894;0.2935764861078355;0.6426884517017376;0.3244174196416167;0.5365445921038748;0.0;0.0;0.34039143028536323;0.3857422985687411;0.45876454719367954;0.0;0.4144111525033359
GO:0009116;0.5977597690568452;0.0;0.6730250065221659;1.0;0.540890076702099;0.43217412658255144;0.6299290317164936;0.5042427992245622;0.44724023101877386;0.0;0.40549973868175826;0.5142156888013059;0.40549973868175826;0.544534300341349;0.0;0.542590857458781;0.5049282468589665;0.40549973868175826;0.6316084609160107;0.5142156888013059;0.0;0.0;0.0;0.516205912274496;0.4993762472895791;0.0;0.6147787959310937;0.0;0.5049282468589665;0.5404782147680485;0.46475189725022864;0.0;0.0;0.3304047696981658;0.43217412658255144;0.3540912100912558;0.31639350114930154;0.36688249610405227;0.48225713958815397;0.31639350114930154;0.6716960798985014;0.34723443468308274;0.6016529005002699;0.0;0.0;0.40549973868175826;0.42404805240347543;0.5310453537862228;0.0;0.4545431043801971
GO:0046655;0.48522729259623437;0.0;0.4686092701095558;0.540890076702099;1.0;0.3370285876952687;0.4255132953038835;0.7050716859158686;0.33477975529609594;0.0;0.31035419979447554;0.6882420209309517;0.3371567543561361;0.4650319293726279;0.0;0.46308848649005996;0.4764577995498199;0.31035419979447554;0.334002291353687;0.4254160056088495;0.0;0.0;0.0;0.44786292794887383;0.43103326296395694;0.0;0.3326613651620383;0.0;0.31717262636877;0.4609758437993275;0.6882420209309517;0.0;0.0;0.26806290643954656;0.3370285876952687;0.2857482257656338;0.25074796960415136;0.2857482257656338;0.40275476861943293;0.25074796960415136;0.526359927809227;0.2848925714244635;0.489120424039659;0.0;0.0;0.31035419979447554;0.3462174503515879;0.7473629792707976;0.0;0.3790276218584268
GO:0046931;0.38065266004893084;0.0;0.3670658181861564;0.43217412658255144;0.3370285876952687;1.0;0.3662611367354131;0.2675776345890683;0.2520888957958;0.0;0.5925963001785468;0.31035419979447554;0.503876007032658;0.3130251303573463;0.0;0.3283966243101736;0.26806290643954656;0.4122517233397286;0.23807762724693576;0.28769296280505896;0.0;0.0;0.0;0.547380059918368;0.5305503949334511;0.0;0.23525923081088307;0.0;0.20845667624922237;0.3262839816194411;0.25074796960415136;0.0;0.0;0.28769296280505896;0.61927068807934;0.4101761850872267;0.26806290643954656;0.3185519013942973;0.26806290643954656;0.37931724649798837;0.5195415012349325;0.4188081484723219;0.38454579149235546;0.0;0.0;0.5925963001785468;0.3885087437065169;0.3045226277899759;0.0;0.3459140379849535
GO:0009113;0.489555485854778;0.0;0.769295157645091;0.6299290317164936;0.4255132953038835;0.3662611367354131;1.0;0.4937047012060755;0.34852356554297204;0.0;0.33958674883462;0.39883890740309036;0.33958674883462;0.5391521969743536;0.0;0.5372087540917856;0.5683947223532282;0.33958674883462;0.6120269418998057;0.5364812664114826;0.0;0.0;0.0;0.4502929224273577;0.43346325744244074;0.0;0.5951972769148888;0.0;0.5683947223532282;0.4322739315659812;0.45421379923174204;0.0;0.0;0.2644917798510275;0.3662611367354131;0.2881782202441175;0.25048051130216326;0.30096950625691393;0.3740528563860867;0.25048051130216326;0.6081998619381799;0.2813214448359444;0.4934486172982026;0.0;0.0;0.33958674883462;0.35813506255633715;0.41566857238800725;0.0;0.3886301145330588
GO:0046654;0.4157763394900339;0.0;0.5368006760117479;0.5042427992245622;0.7050716859158686;0.2675776345890683;0.4937047012060755;1.0;0.2954350250380871;0.0;0.24090324668827506;0.7683178054779194;0.25821818352367026;0.5371367462287613;0.0;0.5351933033461933;0.3781915340748137;0.24090324668827506;0.4127762610992025;0.5016621400372269;0.0;0.0;0.0;0.36892435711640803;0.35209469213149114;0.0;0.39594659611428557;0.0;0.3781915340748137;0.43150106451793885;0.88127281146983;0.0;0.0;0.21140323934614252;0.2675776345890683;0.23733410580710873;0.19861195333334608;0.23733410580710873;0.37327998933804424;0.19861195333334608;0.519658798431082;0.22823290433105947;0.4196694709334585;0.0;0.0;0.24090324668827506;0.2895577832581839;0.6952269629999923;0.0;0.3167491669483747
GO:0000413;0.4422915974488394;0.0;0.3916195403486443;0.44724023101877386;0.33477975529609594;0.2520888957958;0.34852356554297204;0.2954350250380871;1.0;0.0;0.22541450789500678;0.3081053673953027;0.24090324668827506;0.34088252080636516;0.0;0.3389390779237972;0.27860536005317016;0.22541450789500678;0.2708768965443025;0.2926166286020344;0.0;0.0;0.0;0.46803753964387723;0.45120787465896034;0.0;0.2658140740403737;0.0;0.2540472315593856;0.33682643523306477;0.2658140740403737;0.0;0.0;0.19861195333334608;0.2520888957958;0.2264397112986804;0.18684511085235794;0.2264397112986804;0.27860536005317016;0.18684511085235794;0.4566216781001715;0.21544161831826303;0.446184728892264;0.0;0.0;0.22541450789500678;0.27676649724538743;0.30944629358695136;0.0;0.30273789839951043
GO:0001666;0.600863907160148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38572062507567756;0.0;0.0;0.36609056871016515;0.5212743510801015;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051289;0.35397827214813765;0.0;0.34039143028536323;0.40549973868175826;0.31035419979447554;0.5925963001785468;0.33958674883462;0.24090324668827506;0.22541450789500678;0.0;1.0;0.28367981189368235;0.4772016191318648;0.2863507424565531;0.0;0.3017222364093804;0.24138851853875337;0.3855773354389354;0.21140323934614252;0.2610185749042658;0.0;0.0;0.0;0.5207056720175749;0.503876007032658;0.0;0.20858484291008988;0.0;0.1817822883484292;0.2996095937186479;0.22407358170335817;0.0;0.0;0.2610185749042658;0.8714280885539538;0.3835017971864335;0.24138851853875337;0.2918775134935041;0.24138851853875337;0.3526428585971952;0.4928671133341394;0.39213376057152866;0.3578714035915623;0.0;0.0;0.5659219122777537;0.3618343558057237;0.27784823988918267;0.0;0.31923965008416033
GO:0035999;0.4585529046954412;0.0;0.4419348822087626;0.5142156888013059;0.6882420209309517;0.31035419979447554;0.39883890740309036;0.7683178054779194;0.3081053673953027;0.0;0.28367981189368235;1.0;0.31048236645534294;0.4187274851063223;0.0;0.4364140985892668;0.34293197046215274;0.28367981189368235;0.30732790345289374;0.39874161770805633;0.0;0.0;0.0;0.4211885400480807;0.40435887506316376;0.0;0.30598697726124513;0.0;0.2764869699191126;0.4146713995330219;0.7091968471380736;0.0;0.0;0.24138851853875337;0.31035419979447554;0.2590738378648406;0.22407358170335817;0.2590738378648406;0.37608038071863975;0.22407358170335817;0.4996855399084339;0.25821818352367026;0.4624460361388658;0.0;0.0;0.28367981189368235;0.3195430624507947;0.6783972980150754;0.0;0.3523532339576336
GO:0071733;0.37663950913755423;0.3166183446805923;0.36002148665087563;0.40549973868175826;0.3371567543561361;0.503876007032658;0.33958674883462;0.25821818352367026;0.24090324668827506;0.0;0.4772016191318648;0.31048236645534294;1.0;0.2863507424565531;0.28237092570552574;0.3213522927748928;0.2610185749042658;0.3855773354389354;0.21140323934614252;0.28367981189368235;0.0;0.0;0.3949807428666861;0.6279768882772641;0.6111472232923472;0.3392795816700089;0.22407358170335817;0.2969882883150799;0.1817822883484292;0.2996095937186479;0.24138851853875337;0.5494554123336809;0.6126188082416969;0.28367981189368235;0.503876007032658;0.5865252848911542;0.2610185749042658;0.2918775134935041;0.2610185749042658;0.43001189249017197;0.4928671133341394;0.506447787665413;0.38053264058097885;0.3042227565413432;0.2925806601653439;0.4772016191318648;0.3618343558057237;0.30050947687859925;0.4210293127918036;0.31923965008416033
GO:0009070;0.4308856353521444;0.0;0.5822481717800259;0.544534300341349;0.4650319293726279;0.3130251303573463;0.5391521969743536;0.5371367462287613;0.34088252080636516;0.0;0.2863507424565531;0.4187274851063223;0.2863507424565531;1.0;0.0;0.6992371070757382;0.42363902984309176;0.2863507424565531;0.45822375686748057;0.6811946825600401;0.0;0.0;0.0;0.39705691604929083;0.38022725106437394;0.0;0.4413940918825636;0.0;0.42363902984309176;0.602147783713863;0.5203070812438444;0.0;0.0;0.24405944910162414;0.3130251303573463;0.2718872070669584;0.232292606620636;0.2718872070669584;0.6647764562880958;0.232292606620636;0.5267184603714964;0.2608891140865411;0.43477876679556904;0.0;0.0;0.2863507424565531;0.3222139930136655;0.45518720645675165;0.0;0.34818539416778843
GO:0071899;0.0;0.28237092570552574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28237092570552574;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.240511531005056;0.0;0.0;0.30917348026718633;0.0;0.25970968871610917;0.0;0.0;0.0;0.3340880461640925;0.32093028034746146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2351289086247536;0.29342840815218313;0.0;0.0;0.0;0.22276469551520156;0.0
GO:0009086;0.4462571293049717;0.0;0.5803047288974579;0.542590857458781;0.46308848649005996;0.3283966243101736;0.5372087540917856;0.5351933033461933;0.3389390779237972;0.0;0.3017222364093804;0.4364140985892668;0.3213522927748928;0.6992371070757382;0.0;1.0;0.42169558696052384;0.3017222364093804;0.4562803139849126;0.6369599463225433;0.0;0.0;0.0;0.43205846636763057;0.4152288013827136;0.0;0.4394506489999957;0.0;0.42169558696052384;0.5734017862696346;0.5183636383612764;0.0;0.0;0.2689185607807169;0.3283966243101736;0.29260500117380694;0.25490729223185266;0.29260500117380694;0.6274038254869376;0.25490729223185266;0.5474362544783451;0.2857482257656338;0.4501502607483963;0.0;0.0;0.3017222364093804;0.34707310469275826;0.45324376357418367;0.0;0.37574195862735305
GO:0044208;0.43364854891384036;0.0;0.6972020411628839;0.5049282468589665;0.4764577995498199;0.26806290643954656;0.5683947223532282;0.3781915340748137;0.27860536005317016;0.0;0.24138851853875337;0.34293197046215274;0.2610185749042658;0.42363902984309176;0.0;0.42169558696052384;1.0;0.24138851853875337;0.6390184063515703;0.3983068622908044;0.0;0.0;0.0;0.37172474849700354;0.3548950835120866;0.0;0.6092412139041159;0.0;0.5893850657379899;0.3295520504475159;0.34587313029662853;0.0;0.0;0.20858484291008988;0.26806290643954656;0.23227128330317992;0.19457357436122563;0.23227128330317992;0.3008309826097539;0.19457357436122563;0.5210243029657112;0.22541450789500678;0.437541680357265;0.0;0.0;0.24138851853875337;0.28673938682213124;0.3401315790815572;0.0;0.315408240756726
GO:0043312;0.35397827214813765;0.0;0.34039143028536323;0.40549973868175826;0.31035419979447554;0.4122517233397286;0.33958674883462;0.24090324668827506;0.22541450789500678;0.0;0.3855773354389354;0.28367981189368235;0.3855773354389354;0.2863507424565531;0.0;0.3017222364093804;0.24138851853875337;1.0;0.21140323934614252;0.2610185749042658;0.3505316825485241;0.0;0.0;0.42908138832464554;0.4122517233397286;0.0;0.20858484291008988;0.0;0.1817822883484292;0.2996095937186479;0.22407358170335817;0.0;0.0;0.2610185749042658;0.4122517233397286;0.2745625766581089;0.24138851853875337;0.2918775134935041;0.24138851853875337;0.24138851853875337;0.4928671133341394;0.27784823988918267;0.3578714035915623;0.4878049998621209;0.0;0.3855773354389354;0.6012433063859073;0.27784823988918267;0.0;0.31923965008416033
GO:0006177;0.4036632697212295;0.0;0.7563229995027299;0.6316084609160107;0.334002291353687;0.23807762724693576;0.6120269418998057;0.4127762610992025;0.2708768965443025;0.0;0.21140323934614252;0.30732790345289374;0.21140323934614252;0.45822375686748057;0.0;0.4562803139849126;0.6390184063515703;0.21140323934614252;1.0;0.43823788946921455;0.0;0.0;0.0;0.3221094129388803;0.3052797479539634;0.0;0.7435120373674644;0.0;0.6390184063515703;0.34638171543243285;0.37863165927889036;0.0;0.0;0.17595071634392961;0.23807762724693576;0.20680965493316789;0.1658082777046826;0.20680965493316789;0.28816064025253824;0.1658082777046826;0.5182239115851157;0.19278038132884656;0.40755640116465414;0.0;0.0;0.21140323934614252;0.25410526025597097;0.3241575684378107;0.0;0.27817976990572585
GO:0000105;0.4358916677060246;0.0;0.5795772412171549;0.5142156888013059;0.4254160056088495;0.28769296280505896;0.5364812664114826;0.5016621400372269;0.2926166286020344;0.0;0.2610185749042658;0.39874161770805633;0.28367981189368235;0.6811946825600401;0.0;0.6369599463225433;0.3983068622908044;0.2610185749042658;0.43823788946921455;1.0;0.0;0.0;0.0;0.3943859854864201;0.3775563205015032;0.0;0.42140822448429766;0.0;0.3613618690898968;0.539870622960668;0.4580299204906494;0.0;0.0;0.22407358170335817;0.28769296280505896;0.24506256931597636;0.20858484291008988;0.24506256931597636;0.4816495477807735;0.20858484291008988;0.5522929249972423;0.24090324668827506;0.43978479914944923;0.0;0.0;0.2610185749042658;0.3022281256153995;0.4155712826929732;0.0;0.3327231775921212
GO:0071169;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3505316825485241;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
