;GO:0006281;GO:1904851;GO:0006164;GO:0009116;GO:0046655;GO:0046931;GO:0009113;GO:0046654;GO:0000413;GO:0001666;GO:0051289;GO:0035999;GO:0071733;GO:0009070;GO:0071899;GO:0009086;GO:0044208;GO:0043312;GO:0006177;GO:0000105;GO:0071169;GO:0031100;GO:0035066;GO:0043967;GO:0043968;GO:1904874;GO:0006183;GO:1904871;GO:0006189;GO:0006541;GO:0009257;GO:1903507;GO:0000122;GO:0071392;GO:0051262;GO:0032508;GO:0071353;GO:0034644;GO:0019346;GO:0042407;GO:0006351;GO:0008053;GO:0006310;GO:0001780;GO:0090090;GO:0000492;GO:0046651;GO:0046452;GO:0032212;GO:0009060
GO:0006281;1.0;0.0;0.3;0.375;0.2857142857142857;0.0;0.3;0.2727272727272727;0.3;0.3333333333333333;0.0;0.2857142857142857;0.16666666666666666;0.2;0.0;0.2222222222222222;0.2222222222222222;0.0;0.23076923076923078;0.3333333333333333;0.0;0.0;0.0;0.16666666666666666;0.16666666666666666;0.0;0.25;0.0;0.23076923076923078;0.2;0.2;0.0;0.0;0.25;0.0;0.09090909090909091;0.2222222222222222;0.2;0.2222222222222222;0.1;0.42857142857142855;0.1111111111111111;0.6666666666666666;0.0;0.0;0.0;0.1111111111111111;0.25;0.0;0.2222222222222222
GO:1904851;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.5;0.0;0.5;0.0;0.0;0.0;0.18181818181818182;0.18181818181818182;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.3;0.0
GO:0006164;0.3;0.0;1.0;0.42857142857142855;0.3333333333333333;0.0;0.7142857142857143;0.4444444444444444;0.25;0.0;0.0;0.25;0.14285714285714285;0.4444444444444444;0.0;0.4444444444444444;0.6666666666666666;0.0;0.75;0.5714285714285714;0.0;0.0;0.0;0.14285714285714285;0.14285714285714285;0.0;0.75;0.0;0.6666666666666666;0.3;0.4;0.0;0.0;0.1;0.0;0.08333333333333333;0.09090909090909091;0.08333333333333333;0.3;0.09090909090909091;0.375;0.1;0.3;0.0;0.0;0.0;0.1;0.3333333333333333;0.0;0.2
GO:0009116;0.375;0.0;0.42857142857142855;1.0;0.42857142857142855;0.0;0.42857142857142855;0.375;0.3;0.0;0.0;0.3333333333333333;0.0;0.375;0.0;0.375;0.3;0.0;0.4444444444444444;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.3;0.375;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.4;0.0;0.375;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.125
GO:0046655;0.2857142857142857;0.0;0.3333333333333333;0.42857142857142855;1.0;0.0;0.3333333333333333;0.5714285714285714;0.2;0.0;0.0;0.5714285714285714;0.2;0.45454545454545453;0.0;0.25;0.42857142857142855;0.0;0.25;0.375;0.0;0.0;0.0;0.2;0.2;0.0;0.2727272727272727;0.0;0.25;0.45454545454545453;0.6666666666666666;0.0;0.0;0.125;0.0;0.1;0.1111111111111111;0.1;0.25;0.1111111111111111;0.2;0.125;0.2857142857142857;0.0;0.0;0.0;0.125;0.75;0.0;0.25
GO:0046931;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.14285714285714285;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0009113;0.3;0.0;0.7142857142857143;0.42857142857142855;0.3333333333333333;0.0;1.0;0.4444444444444444;0.25;0.0;0.0;0.25;0.0;0.4444444444444444;0.0;0.4444444444444444;0.5;0.0;0.5555555555555556;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.5555555555555556;0.0;0.5;0.3;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.2;0.0;0.3;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.125
GO:0046654;0.2727272727272727;0.0;0.4444444444444444;0.375;0.5714285714285714;0.0;0.4444444444444444;1.0;0.23076923076923078;0.0;0.0;0.7142857142857143;0.125;0.5;0.0;0.5;0.3333333333333333;0.0;0.36363636363636365;0.5;0.0;0.0;0.0;0.125;0.125;0.0;0.36363636363636365;0.0;0.3333333333333333;0.4166666666666667;0.875;0.0;0.0;0.09090909090909091;0.0;0.07692307692307693;0.08333333333333333;0.07692307692307693;0.4166666666666667;0.08333333333333333;0.3333333333333333;0.09090909090909091;0.2727272727272727;0.0;0.0;0.0;0.09090909090909091;0.5714285714285714;0.0;0.18181818181818182
GO:0000413;0.3;0.0;0.25;0.3;0.2;0.0;0.25;0.23076923076923078;1.0;0.0;0.0;0.2;0.1111111111111111;0.23076923076923078;0.0;0.23076923076923078;0.16666666666666666;0.0;0.2;0.25;0.0;0.0;0.0;0.45454545454545453;0.45454545454545453;0.0;0.21428571428571427;0.0;0.2;0.23076923076923078;0.21428571428571427;0.0;0.0;0.08333333333333333;0.0;0.07142857142857142;0.07692307692307693;0.07142857142857142;0.23076923076923078;0.07692307692307693;0.3;0.08333333333333333;0.3;0.0;0.0;0.0;0.08333333333333333;0.25;0.0;0.16666666666666666
GO:0001666;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.125;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
