;GO:0031295;GO:0051918;GO:1901224;GO:1901741;GO:0007565;GO:0051591;GO:0045663;GO:0043312;GO:0006468;GO:0043029;GO:0030216;GO:0033209;GO:0071260;GO:0043154;GO:0051262;GO:0042098;GO:0010820;GO:0070588;GO:0010544;GO:0031069;GO:0032496;GO:0010469;GO:0018149
GO:0031295;1.0;0.11511873865597294;0.12755981097713553;0.12755981097713553;0.0;0.0;0.12755981097713553;0.20709043845653538;0.0;0.20709043845653538;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.20709043845653538;0.28985679281760435;0.0;0.3481362591427032;0.0;0.0;0.047799631016701725;0.0
GO:0051918;0.11511873865597294;1.0;0.21066859409381297;0.11511873865597294;0.0;0.0;0.11511873865597294;0.0;0.0;0.16702085169111647;0.0;0.042064647228987374;0.0;0.12804570306913615;0.0;0.0;0.42150463152831036;0.0;0.554395415990829;0.0;0.0;0.1492331351584338;0.0
GO:1901224;0.12755981097713553;0.21066859409381297;1.0;0.12755981097713553;0.0;0.0;0.12755981097713553;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.21066859409381297;0.0;0.1492331351584338;0.0;0.0;0.1786822519641151;0.0
GO:1901741;0.12755981097713553;0.11511873865597294;0.12755981097713553;1.0;0.0;0.0;0.30379685991921485;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0
GO:0007565;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1642658631441654;0.0;0.0;0.0
GO:0051591;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26593385309172635;0.0;0.0
GO:0045663;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.30379685991921485;0.0;0.0;1.0;0.0;0.0;0.036692364793703955;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.0;0.12755981097713553;0.0;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0
GO:0043312;0.20709043845653538;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.01468324974140624;0.20709043845653538;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.3098562224461712;0.0;0.14698621595948655;0.0;0.0;0.0;0.0;0.01468324974140624
GO:0006468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;1.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.18032682375526765
GO:0043029;0.20709043845653538;0.16702085169111647;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.20709043845653538;0.0;1.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.0;0.20709043845653538;0.036692364793703955;0.0;0.16702085169111647;0.0;0.0;0.036692364793703955;0.0
