;GO:0031295;GO:0051918;GO:1901224;GO:1901741;GO:0007565;GO:0051591;GO:0045663;GO:0043312;GO:0006468;GO:0043029;GO:0030216;GO:0033209;GO:0071260;GO:0043154;GO:0051262;GO:0042098;GO:0010820;GO:0070588;GO:0010544;GO:0031069;GO:0032496;GO:0010469;GO:0018149
GO:0031295;1.0;0.43852901558847923;0.3660149997115376;0.4;0.0;0.0;0.43852901558847923;0.6830074998557688;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.3081136762725405;0.0;0.48300749985576874;0.4;0.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0
GO:0051918;0.43852901558847923;1.0;0.5356143810225276;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.0;0.4;0.0;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.5356143810225276;0.0;0.6000000000000001;0.0;0.0;0.5356143810225276;0.0
GO:1901224;0.3660149997115376;0.5356143810225276;1.0;0.43852901558847923;0.0;0.0;0.48300749985576874;0.0;0.0;0.3081136762725405;0.0;0.4;0.0;0.3356143810225276;0.0;0.0;0.4;0.0;0.4;0.0;0.0;0.6000000000000001;0.0
GO:1901741;0.4;0.48300749985576874;0.43852901558847923;1.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.3356143810225276;0.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.4;0.0;0.43852901558847923;0.0;0.0;0.43852901558847923;0.0
GO:0007565;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0
GO:0051591;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.0;0.0
GO:0045663;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.6000000000000001;0.0;0.0;1.0;0.0;0.0;0.3356143810225276;0.0;0.43852901558847923;0.0;0.4;0.0;0.0;0.4;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0
GO:0043312;0.6830074998557688;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.43852901558847923;0.6000000000000001;0.8;0.8;0.5356143810225276;0.0;0.8;0.5356143810225276;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923
GO:0006468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;1.0;0.0;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.3356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.8
GO:0043029;0.5356143810225276;0.4;0.3081136762725405;0.3356143810225276;0.0;0.0;0.3356143810225276;0.6000000000000001;0.0;1.0;0.0;0.5356143810225276;0.0;0.2830074998557688;0.0;0.43852901558847923;0.2830074998557688;0.0;0.3356143810225276;0.0;0.0;0.43852901558847923;0.0
GO:0030216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;1.0;0.8;0.5356143810225276;0.0;0.8;0.48300749985576874;0.0;0.0;0.0;0.8;0.0;0.0;0.43852901558847923
GO:0033209;0.6000000000000001;0.5356143810225276;0.4;0.43852901558847923;0.0;0.0;0.43852901558847923;0.8;0.48300749985576874;0.5356143810225276;0.8;1.0;0.5356143810225276;0.3660149997115376;0.8;0.48300749985576874;0.3660149997115376;0.0;0.43852901558847923;0.0;0.0;0.6000000000000001;0.48300749985576874
GO:0071260;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.5356143810225276;0.3660149997115376;0.0;0.5356143810225276;0.5356143810225276;1.0;0.0;0.5356143810225276;0.3660149997115376;0.0;0.0;0.0;0.0;0.6830074998557688;0.0;0.3660149997115376
GO:0043154;0.3081136762725405;0.48300749985576874;0.3356143810225276;0.3660149997115376;0.0;0.0;0.4;0.0;0.0;0.2830074998557688;0.0;0.3660149997115376;0.0;1.0;0.0;0.0;0.2830074998557688;0.0;0.48300749985576874;0.0;0.0;0.4;0.0
GO:0051262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8;0.43852901558847923;0.0;0.8;0.8;0.5356143810225276;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923
GO:0042098;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.0;0.48300749985576874;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3356143810225276
GO:0010820;0.4;0.5356143810225276;0.4;0.4;0.0;0.0;0.4;0.0;0.0;0.2830074998557688;0.0;0.3660149997115376;0.0;0.2830074998557688;0.0;0.0;1.0;0.0;0.4;0.0;0.0;0.4;0.0
