;GO:0031295;GO:0051918;GO:1901224;GO:1901741;GO:0007565;GO:0051591;GO:0045663;GO:0043312;GO:0006468;GO:0043029;GO:0030216;GO:0033209;GO:0071260;GO:0043154;GO:0051262;GO:0042098;GO:0010820;GO:0070588;GO:0010544;GO:0031069;GO:0032496;GO:0010469;GO:0018149
GO:0031295;1.0;0.3138179532999968;0.3174113268860042;0.31607040069435555;0.0;0.0;0.3502150025146677;0.5046346648470378;0.0;0.4450284346567137;0.0;0.36914472200145243;0.0;0.24742958596357933;0.0;0.491157827923837;0.3979175050293316;0.0;0.4652371482632818;0.0;0.0;0.3950967913936122;0.0
GO:0051918;0.3138179532999968;1.0;0.4270934995077629;0.3166183446805923;0.0;0.0;0.3334480096655092;0.0;0.0;0.3153852148385326;0.0;0.3090453136063189;0.0;0.3515433365654691;0.0;0.0;0.49985841709300166;0.0;0.6249130154981619;0.0;0.0;0.46146837858369144;0.0
GO:1901224;0.3174113268860042;0.4270934995077629;1.0;0.33338533752975075;0.0;0.0;0.3698450588801801;0.0;0.0;0.19235234341934632;0.0;0.28273593724946766;0.0;0.2602208719763758;0.0;0.0;0.3674872693174387;0.0;0.3432759524350472;0.0;0.0;0.5468310335796243;0.0
GO:1901741;0.31607040069435555;0.3166183446805923;0.33338533752975075;1.0;0.0;0.0;0.5049006830816913;0.0;0.0;0.18831396444722587;0.0;0.2832212090999459;0.0;0.2574024755403231;0.0;0.0;0.29924073570943865;0.0;0.2832212090999459;0.0;0.0;0.3586370700431829;0.0
GO:0007565;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5032980343937457;0.0;0.0;0.0
GO:0051591;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.36514817014448375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5870502825994341;0.0;0.0
GO:0045663;0.3502150025146677;0.3334480096655092;0.3698450588801801;0.5049006830816913;0.0;0.0;1.0;0.0;0.0;0.20514362943214276;0.0;0.30005087408486286;0.0;0.2897208793185083;0.0;0.0;0.31607040069435555;0.0;0.31968093045037527;0.0;0.0;0.3950967913936122;0.0
GO:0043312;0.5046346648470378;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.34867829643395737;0.4550013242334574;0.4122517233397286;0.4122517233397286;0.28367981189368235;0.0;0.4122517233397286;0.5650768381687452;0.0;0.37518728183829114;0.0;0.0;0.0;0.0;0.34120084104347487
GO:0006468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34867829643395737;1.0;0.0;0.3753526843347505;0.3949827407002629;0.3158746208052939;0.0;0.3753526843347505;0.37065398251296944;0.0;0.0;0.0;0.0;0.0;0.0;0.7150040153160722
GO:0043029;0.4450284346567137;0.3153852148385326;0.19235234341934632;0.18831396444722587;0.0;0.0;0.20514362943214276;0.4550013242334574;0.0;1.0;0.0;0.3040945898804758;0.0;0.19741516592327513;0.0;0.4546981065734077;0.1637558359534413;0.0;0.31255959539719325;0.0;0.0;0.3372191574687838;0.0
