;GO:2000480;GO:0033144;GO:0034199;GO:1904695;GO:0051491;GO:1901224;GO:0051091;GO:0002363;GO:0090051;GO:0006686;GO:0007016;GO:0021795;GO:0003334;GO:0030307;GO:0001666;GO:0071377;GO:0010812;GO:0001947;GO:0001829;GO:0042789;GO:0038027;GO:1904504;GO:0045773;GO:0007266;GO:0009725;GO:0003100;GO:0009967;GO:0051016;GO:2000406;GO:0048010;GO:0051893;GO:0097498;GO:0048015;GO:0051496;GO:0048013;GO:0070830;GO:0071803;GO:0051017;GO:0035385;GO:0070507;GO:0060261;GO:0008285;GO:0090398;GO:0046512;GO:0051150;GO:0043123;GO:0048812;GO:0046513;GO:0043124;GO:0046511;GO:0046638;GO:0043525;GO:1903427;GO:0048538;GO:0043524;GO:2000811;GO:0060947;GO:0071277;GO:0045792;GO:0051384;GO:0030521;GO:0016579;GO:0090324;GO:1903673;GO:0048821;GO:0048666;GO:0005980;GO:0061621;GO:0005978;GO:0030517;GO:0010764;GO:0003091;GO:0045727;GO:0007179;GO:0002042;GO:0046016;GO:0043542;GO:0008306;GO:0043149;GO:0043547;GO:0003257;GO:0009749;GO:0010735;GO:0071333;GO:0030220;GO:0016055;GO:0055003;GO:0060292;GO:0007186;GO:0045214;GO:0003382;GO:1900222;GO:0043312;GO:0021861;GO:0007616;GO:0043280;GO:0001998;GO:0051056;GO:0010628;GO:0030336;GO:0090307;GO:0008360;GO:0019934;GO:0046716;GO:0033561;GO:1902894;GO:0022028;GO:0043200;GO:0046039;GO:1902895;GO:1904837;GO:0045987;GO:0000122;GO:0050773;GO:0045471;GO:0050771;GO:0050772;GO:0001569;GO:0043297;GO:0045198;GO:0035855;GO:0019388;GO:0060071;GO:1990869;GO:0060193;GO:0031532;GO:0032467;GO:0060693;GO:0006351;GO:0031098;GO:0060218;GO:0006357;GO:0090090;GO:0071222;GO:0030838;GO:0071346;GO:0030950;GO:0030036;GO:0071902
GO:2000480;1.0;0.19360046312865217;0.4054954366092777;0.04707022364997294;0.06625461593292258;0.07043557658994934;0.2865932660883128;0.0;0.18326327404790962;0.0;0.047289889281872693;0.0;0.0;0.07518783092193837;0.0;0.0;0.20094384634094317;0.0;0.0;0.0;0.05891366192879757;0.13037033715712584;0.06767585792175514;0.07172169412910703;0.0;0.04574956090136948;0.09211470544115867;0.18326327404790962;0.06574570715869288;0.07043557658994934;0.06940336889605397;0.0;0.07002629921499125;0.06860266703484923;0.07138959245943555;0.0;0.06199461267470701;0.0;0.060190181509098085;0.07610325158856145;0.14771746029390637;0.24647756143231725;0.0;0.0;0.0665693157398131;0.07582258514862657;0.0;0.0;0.19665426594903737;0.0;0.0683844064831006;0.06881314205750791;0.27045397434190915;0.0;0.2154254646027021;0.18482990446978276;0.0;0.0;0.047289889281872693;0.0;0.06849454919210259;0.0;0.4660579410528406;0.0;0.0;0.0;0.0;0.0;0.0;0.19699923747594025;0.17426886874198053;0.051216321685996095;0.3037470410782747;0.07215988597727828;0.0;0.1324922628088279;0.0;0.0;0.0;0.3553631371101628;0.1324922628088279;0.0;0.1324922628088279;0.05355519090867833;0.0;0.07947310404933171;0.0;0.1840677527969746;0.09071887686342082;0.0;0.0;0.1528951055815147;0.0;0.0;0.0;0.32171199804585615;0.04105865449635474;0.07977950369047866;0.20779240971389085;0.22539064883873164;0.0;0.07564156477232964;0.06329673112888025;0.049553782751963496;0.04988213999021326;0.2679312210367409;0.0;0.0;0.0;0.14909714823405956;0.0;0.058844373015996446;0.3735311391591187;0.0744485474151398;0.0;0.20438543552592514;0.07138959245943555;0.0;0.0;0.0;0.0;0.0;0.06911551376350168;0.0;0.30644068174698336;0.0;0.06728590139753303;0.05342800857268471;0.0;0.0727946041989137;0.0;0.2222953335513181;0.21425768140194887;0.0;0.07215988597727828;0.0;0.0;0.0;0.612113002121469
GO:0033144;0.19360046312865217;1.0;0.06743528356058355;0.051224110257822045;0.07365293121101205;0.2947772435719048;0.08864399890005728;0.0;0.20271676799005342;0.0;0.052161763449237154;0.0;0.0;0.08486134141661067;0.0;0.0;0.22457400847252837;0.0;0.0;0.0;0.064691858391116;0.064691858391116;0.07541351765338182;0.08047197194295247;0.0;0.05029398067445827;0.40023315434996526;0.20271676799005342;0.07302456128862944;0.07885642429493901;0.07756491695714439;0.0;0.0783437917721063;0.07656617891654538;0.0800541281140144;0.0;0.06842595255362052;0.0;0.066234335109854;0.08602929668161857;0.07182606636463391;0.2830035299738722;0.0;0.0;0.07404204325464914;0.32025046388526646;0.0;0.0;0.43521534177011484;0.0;0.07629440558732367;0.07682844806790616;0.20870437985940912;0.0;0.24281644906252592;0.20463538942132808;0.0;0.0;0.052161763449237154;0.0;0.07643152782602118;0.0;0.18969636596932127;0.0;0.0;0.0;0.0;0.0;0.0;0.21965845853230206;0.19176853038276306;0.056980097388524484;0.08209895053970975;0.08102401931034114;0.0;0.06370792878581515;0.0;0.0;0.0;0.07146972631274413;0.06370792878581515;0.0;0.06370792878581515;0.059889964989587874;0.0;0.09036054111256872;0.0;0.39269608163069647;0.10518600330523371;0.0;0.0;0.16737883188550948;0.0;0.0;0.0;0.08317622460563007;0.04468202786965736;0.3392628391906865;0.09645492463348132;0.255551754674497;0.0;0.085439787885186;0.07001571277956971;0.05492979556769869;0.055333553669770795;0.19938398752695566;0.0;0.0;0.0;0.07257073585711789;0.0;0.06548281615770558;0.28989638631785575;0.08392078111895489;0.0;0.22888129907077961;0.0800541281140144;0.0;0.0;0.0;0.0;0.0;0.0772055552749534;0.0;0.06045574773083742;0.0;0.07492961163174648;0.058844373015996446;0.0;0.08182511863539114;0.0;0.11437696254474784;0.4790966528576999;0.0;0.08102401931034114;0.0;0.0;0.0;0.09143076027187777
GO:0034199;0.4054954366092777;0.06743528356058355;1.0;0.12969169761759194;0.17829806004172954;0.1896502202739011;0.39217374394378546;0.0;0.06380566320889053;0.0;0.04765987877387211;0.0;0.0;0.20256822363710128;0.0;0.0;0.07001571277956971;0.0;0.0;0.0;0.05935430562821362;0.22117448731458703;0.18215566813020168;0.0723758230831306;0.0;0.04609575207782078;0.2487075457693762;0.06380566320889053;0.17691709245464474;0.07106635296718629;0.07001571277956971;0.0;0.07064973399071632;0.18467201190659746;0.07203765028479697;0.0;0.16674368327191205;0.0;0.06065020204840553;0.07684015533548144;0.24823073884752195;0.0860532617763991;0.0;0.0;0.0671324682520333;0.20429485202799744;0.0;0.0;0.0685081729759963;0.0;0.18407936770653582;0.18524354715889121;0.1449865188662084;0.0;0.0751093627406264;0.064355530819282;0.0;0.0;0.04765987877387211;0.0;0.06909089219842168;0.0;0.31624340717220883;0.0;0.0;0.0;0.0;0.0;0.0;0.0686293895526055;0.06065020204840553;0.05165058363502477;0.38723855266765544;0.07282206919688144;0.0;0.2224569763840064;0.0;0.0;0.0;0.44552041858241254;0.2224569763840064;0.0;0.2224569763840064;0.054030204838101385;0.0;0.08027705756640544;0.0;0.06408801570823591;0.0917679554893653;0.0;0.0;0.05059186880199425;0.0;0.0;0.0;0.4029354628020882;0.04133727606172416;0.08058969986148781;0.3546902128967598;0.07861820428592814;0.0;0.07636951190058851;0.06380566320889053;0.04996019717837248;0.05029398067445827;0.14332892198696748;0.0;0.0;0.0;0.2505684850109583;0.0;0.1624084667450622;0.20044492365578012;0.07515360627040177;0.0;0.07122564328418697;0.19224225915791937;0.0;0.0;0.0;0.0;0.0;0.06972276648428098;0.0;0.38363746474743005;0.0;0.18109708935251456;0.05383991633304158;0.0;0.07346854217462857;0.0;0.2250597743201371;0.07469837565196377;0.0;0.19433558762142622;0.0;0.0;0.0;0.6129027178856007
GO:1904695;0.04707022364997294;0.051224110257822045;0.12969169761759194;1.0;0.13906649961595177;0.14665333856586601;0.16032290413457004;0.0;0.21964851287019974;0.0;0.18931330959745427;0.0;0.0;0.15513003047359342;0.0;0.0;0.05290719387587252;0.0;0.0;0.0;0.04583737136342332;0.1254435903369808;0.3069535053759242;0.054431295632272475;0.0;0.2761547240001901;0.18411428510577374;0.44563746992903763;0.13813461964346535;0.05358746129213542;0.05290719387587252;0.0;0.053318054057187626;0.14334238519974626;0.05421379955540991;0.0;0.1312086561690892;0.0;0.04671326840924201;0.05727507838795649;0.13634766340210666;0.06298688701626835;0.0;0.0;0.051025442896625695;0.1562506435139657;0.0;0.0;0.05192603780886983;0.0;0.3097428591191795;0.1437237757629791;0.04996252627028004;0.0;0.05617858380794982;0.0491921270978965;0.0;0.0;0.4351636100419608;0.0;0.05230599979054912;0.0;0.046307867842103195;0.0;0.0;0.0;0.0;0.0;0.0;0.2339471689297489;0.04671326840924201;0.30488823222952904;0.1512667563358484;0.05471784726286207;0.0;0.1239028508560776;0.0;0.3219319439390221;0.0;0.053007649495348814;0.1239028508560776;0.0;0.1239028508560776;0.21102491879497762;0.0;0.05943017885344112;0.0;0.19461543588088098;0.06642753415705416;0.0;0.0;0.2004937907415235;0.0;0.0;0.3065959661861898;0.15278059505425015;0.49828803942410677;0.05962476762479234;0.1872097969316293;0.0583936688372268;0.0;0.22623411018675185;0.04882663939968755;0.19723810112696502;0.1983799755855658;0.048188336269153004;0.0;0.0;0.0;0.13745944830114576;0.0;0.7822527078624174;0.06410296433700415;0.2528480326322155;0.0;0.2415280889804769;0.32148907045855524;0.19885401131468128;0.0;0.0;0.0;0.0;0.23714946111874247;0.0;0.04669779387121418;0.0;0.1409492928432617;0.21174720915260087;0.0;0.055132062888306355;0.0;0.07049255725306815;0.05591709948333647;0.0;0.49940612980915927;0.0;0.0;0.0;0.16407854450745066
GO:0051491;0.06625461593292258;0.07365293121101205;0.17829806004172954;0.13906649961595177;1.0;0.20816977709119755;0.21090224150075804;0.0;0.0693445216752181;0.0;0.0516763282371073;0.0;0.0;0.35792696243301747;0.0;0.0;0.07674203570482166;0.0;0.0;0.0;0.06411844068378712;0.17110877217681345;0.6268115195115566;0.07958660532105954;0.0;0.049842537061192994;0.28155586060231447;0.4433779881414688;0.19292834843306395;0.0780060620783756;0.49067653182536103;0.0;0.07750439090127903;0.5765694805380094;0.07917788194440732;0.0;0.5158452051377793;0.0;0.06563337391235209;0.3627952499143061;0.541225753962257;0.09644252615044484;0.0;0.0;0.07329185094917633;0.22594824493269527;0.0;0.0;0.07493466607903784;0.0;0.20147700012392364;0.2028724695281033;0.0713725303759227;0.0;0.08290444648239924;0.06999448524519496;0.0;0.0;0.0516763282371073;0.0;0.07563239510154253;0.0;0.06493053510876767;0.0;0.0;0.0;0.0;0.0;0.0;0.5406388005440986;0.06563337391235209;0.05640133548431842;0.2166335273374884;0.0801265313188331;0.0;0.16852901663661407;0.0;0.0;0.0;0.07056153467423987;0.16852901663661407;0.0;0.16852901663661407;0.05925091259682442;0.0;0.08924572112452052;0.0;0.06967815110957121;0.10367840793834032;0.0;0.0;0.054515195491525274;0.0;0.0;0.0;0.21944380393431306;0.04432535305777728;0.08963229157117264;0.26002918747522324;0.08720022611381913;0.0;0.3603382452957377;0.0693445216752181;0.05439173856787503;0.05478759699814471;0.06821520878684885;0.0;0.0;0.0;0.19174126659227417;0.0;0.177382803151017;0.09875941838032018;0.5973718008219007;0.0;0.5630933115824833;0.6649605085198499;0.0;0.0;0.0;0.0;0.0;0.07639024117564523;0.0;0.059804629636469396;0.0;0.19790982506427574;0.0583054092098877;0.0;0.08090989588606846;0.0;0.11259662458766755;0.08240400982736301;0.0;0.609766703158617;0.0;0.0;0.0;0.2409499153658825
GO:1901224;0.07043557658994934;0.2947772435719048;0.1896502202739011;0.14665333856586601;0.20816977709119755;1.0;0.22885754803304365;0.0;0.07393806823191643;0.0;0.05499310788385894;0.0;0.0;0.2420256339361488;0.0;0.0;0.08240795407738538;0.0;0.0;0.0;0.06802619257744044;0.18153713913901426;0.21344738736538751;0.08569706367046433;0.0;0.052921082492219045;0.6106688103939336;0.07393806823191643;0.20628975732148072;0.08386729319675622;0.08240795407738538;0.0;0.08328768051112001;0.2169107512549731;0.0852233562456071;0.0;0.19258864958034677;0.0;0.06973386961672676;0.0920278863276652;0.20270922972402522;0.10556370721292793;0.0;0.0;0.07844266530264267;0.5599712366780989;0.0;0.0;0.3910123924911889;0.0;0.21609358430093065;0.21769967989560873;0.07624813146504669;0.0;0.08955628602834452;0.07467745322682168;0.0;0.0;0.05499310788385894;0.0;0.08112977827376186;0.0;0.06894099713536478;0.0;0.0;0.0;0.0;0.0;0.0;0.08049417227659961;0.06973386961672676;0.060375705655236644;0.23362468387349428;0.0863234069619665;0.0;0.17863601638989962;0.0;0.0;0.0;0.0768940692519884;0.17863601638989962;0.0;0.17863601638989962;0.06365269475441498;0.0;0.09700166112078645;0.0;0.26191176704676855;0.11429495384975691;0.0;0.0;0.057718574531572316;0.0;0.0;0.0;0.23689641257140645;0.04674354375054762;0.4744016687649342;0.2878758903385578;0.09458999174064713;0.0;0.09135362386384081;0.07393806823191643;0.05807868132979406;0.058530247933843545;0.07265556665158078;0.0;0.0;0.0;0.20493313526909532;0.0;0.18991468985569568;0.10834589096997933;0.08961919360740123;0.0;0.08408922623074634;0.22743010735225655;0.0;0.0;0.0;0.0;0.0;0.08200243269990737;0.0;0.06429218365401795;0.0;0.21199532207540148;0.06198473960167786;0.0;0.08723331370128189;0.0;0.1252294246504656;0.3325930587068508;0.0;0.23036574217745082;0.0;0.0;0.0;0.26215624612071453
GO:0051091;0.2865932660883128;0.08864399890005728;0.39217374394378546;0.16032290413457004;0.21090224150075804;0.22885754803304365;1.0;0.0;0.08247669465318755;0.0;0.06112453137848768;0.0;0.0;0.250191770945539;0.0;0.0;0.09315709438768736;0.0;0.0;0.0;0.07518783092193837;0.18107939483858707;0.216923459598273;0.09738221238125024;0.0;0.05857541869332503;0.3353298924152954;0.08247669465318755;0.20876636253669156;0.09502628745836238;0.09315709438768736;0.0;0.09428285592246008;0.2208952558169932;0.09677097435088775;0.0;0.1933421749883755;0.0;0.07727952323186994;0.10564039355367143;0.28152084609696904;0.12387341481584702;0.0;0.0;0.0881214953788242;0.25311953902585405;0.0;0.0;0.0905071917840444;0.0;0.21995665875362694;0.22180228047528888;0.250956354424697;0.0;0.10239641858436364;0.08339777763919948;0.0;0.0;0.06112453137848768;0.0;0.091527023673713;0.0;0.23014873447112644;0.0;0.0;0.0;0.0;0.0;0.0;0.09071887686342082;0.07727952323186994;0.06784766755923922;0.309067867792166;0.0981918167604049;0.0;0.24463052491881015;0.0;0.0;0.0;0.578987136950071;0.24463052491881015;0.0;0.24463052491881015;0.07201393808078979;0.0;0.11224722329458237;0.0;0.08294908217461933;0.1360711355234059;0.0;0.0;0.06355521212272064;0.0;0.0;0.0;0.5037404826960451;0.051100511975479775;0.11285941883578011;0.4074622920621141;0.10903047613968231;0.0;0.1047528703860931;0.08247669465318755;0.06496050687760827;0.06552594804309224;0.2678875754946495;0.0;0.0;0.0;0.28498149518663135;0.0;0.21348669698371625;0.4230146070548271;0.10247866634787804;0.0;0.09531130865728099;0.23305938286199768;0.0;0.0;0.0;0.0;0.0;0.09263921492940011;0.0;0.47149297440468024;0.0;0.21526305893873698;0.06876676364858375;0.0;0.09937083403814799;0.0;0.502949118477051;0.10163408144744793;0.0;0.23648128346109176;0.0;0.0;0.0;0.5660199316894611
GO:0002363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.018793571078130664;0.019443700530977902;0.020605974847087632;0.24856176896857696;0.0;0.0;0.02073002640556365;0.0;0.19580191852368325;0.25486351238216365;0.020327253806802243;0.018571933505860526;0.0;0.0;0.02273919105887121;0.0;0.0;0.0;0.019992662136233234;0.0;0.02231857877471457;0.0;0.15554060792679242;0.02218483009939226;0.0;0.022630534039172655;0.021154061359467343;0.0;0.022041628613433593;0.01898513217417398;0.0;0.0;0.0;0.27110714435366784;0.019443700530977902;0.0;0.0;0.31722046998447556;0.02157480869171149;0.0;0.017532779044369076;0.0;0.0;0.0;0.19106131822130643;0.0;0.0;0.23146331745725374;0.02256256257530849;0.019443700530977902;0.0;0.021684700450242282;0.025038403971077983;0.0;0.016820808509603918;0.26171090468248986;0.3053439371754868;0.01968676996160056;0.02073002640556365;0.020401339940053793;0.0;0.0;0.0;0.0;0.022882608116611785;0.019992662136233234;0.018307684229438067;0.022071096543193832;0.0;0.01968676996160056;0.0;0.0;0.0;0.0;0.022100137607658533;0.26171090468248986;0.025284507983790092;0.18280421184396095;0.0;0.029008941367035804;0.0214978701212227;0.26978758655442964;0.0;0.026352129467078544;0.24443125293968812;0.0;0.0;0.0;0.0;0.0;0.0;0.021290549717543024;0.0;0.019992662136233234;0.020401339940053793;0.0;0.0;0.018307684229438067;0.0;0.02110621004689814;0.0;0.02095457486752342;0.0;0.0;0.0;0.0;0.0;0.0;0.18635787764678022;0.019154254597201287;0.25486351238216365;0.25740307787833305;0.0;0.021887368178553204;0.018793571078130664;0.0;0.021950519573941625;0.0;0.0;0.030941579472333947;0.023090446691145742;0.2519615296526092;0.0;0.0;0.023770427279244093;0.022882608116611785;0.022862694272932867;0.01979541245547476;0.025476012282727677;0.0
GO:0090051;0.18326327404790962;0.20271676799005342;0.06380566320889053;0.21964851287019974;0.0693445216752181;0.07393806823191643;0.08247669465318755;0.0;1.0;0.0;0.04933388209357355;0.0;0.0;0.07919232429866183;0.0;0.0;0.21078241360147926;0.0;0.0;0.0;0.06134422349101479;0.06134422349101479;0.43699928835868035;0.07535656130497771;0.0;0.04765987877387211;0.09819814481871138;0.19141156229572312;0.4609924255496166;0.07393806823191643;0.07280148098271655;0.0;0.07348720551833265;0.07192094945161555;0.07499003071932547;0.0;0.064691858391116;0.0;0.06272948316682497;0.08020851095418209;0.06772278161164935;0.26144620713916567;0.0;0.0;0.2973829452902134;0.07989680968003428;0.0;0.0;0.20606742713510534;0.0;0.34632232844817895;0.07215231241751137;0.19674117729752033;0.0;0.2267732643906413;0.1931212512669679;0.0;0.0;0.04933388209357355;0.0;0.07180212848235264;0.0;0.1797611898024477;0.0;0.0;0.0;0.0;0.0;0.0;0.45573374941512385;0.5783838167883052;0.05362246177079258;0.07678143673302747;0.07584044373612775;0.0;0.06045879382841809;0.0;0.0;0.0;0.06626531054079468;0.06045879382841809;0.0;0.06045879382841809;0.05619176525923524;0.0;0.0839606935927836;0.0;0.19228934052043858;0.09661344752641352;0.0;0.0;0.3561797224286481;0.0;0.0;0.0;0.0777228807921069;0.04259074977501249;0.08430274745015102;0.08829162056475809;0.7574265261128231;0.0;0.49119269103660707;0.06611104301467376;0.05180281643722896;0.052161763449237154;0.18843741777355508;0.0;0.0;0.0;0.0683844064831006;0.0;0.2771785729915378;0.26731806076215187;0.37865196778153015;0.0;0.47367247547560853;0.46218918845833945;0.0;0.0;0.0;0.0;0.0;0.44674867112887034;0.0;0.05668954091704466;0.0;0.07047506265307596;0.3901193866958056;0.0;0.07654187627451019;0.0;0.10431251878312732;0.22547958143605748;0.0;0.07584044373612775;0.0;0.0;0.0;0.08488390881207307
GO:0006686;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018793571078130664;0.0;1.0;0.018571933505860526;0.019629487714027224;0.018446220176376486;0.0;0.0;0.01974202850009074;0.0;0.0;0.01889255409576281;0.22273796845330035;0.017774984128329507;0.0;0.0;0.021555863886025584;0.0;0.0;0.0;0.019072139574988347;0.0;0.021177524947973595;0.0;0.0;0.021057065768047428;0.0;0.021458197157809184;0.020126232879360377;0.0;0.020928011150375257;0.01815312070227472;0.0;0.0;0.0;0.020038414336241286;0.6841532667548691;0.0;0.0;0.023255446653902515;0.7554269512598272;0.0;0.6196452882879521;0.0;0.0;0.0;0.0;0.0;0.0;0.017230094564966995;0.021397076072284558;0.018571933505860526;0.0;0.020605974847087632;0.19893764288386512;0.0;0.016164404869870686;0.019376394895878803;0.022431927775403124;0.0886703339380936;0.48189139328484204;0.19134983429192345;0.0;0.0;0.0;0.0;0.021684700450242282;0.019072139574988347;0.017532779044369076;0.02095457486752342;0.0;0.018793571078130664;0.0;0.0;0.0;0.0;0.020980750278630406;0.019376394895878803;0.02382991529697199;0.019629487714027224;0.0;0.027110350420939105;0.020437197936451847;0.019945577875110712;0.0;0.02477593375833625;0.01815312070227472;0.0;0.0;0.0;0.0;0.0;0.0;0.020249741408514595;0.0;0.019072139574988347;0.019443700530977902;0.0;0.0;0.017532779044369076;0.0;0.41536140184569015;0.0;0.019945577875110712;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018307684229438063;0.01889255409576281;0.019072139574988347;0.08762462115340147;0.020788895273728073;0.01797790430867298;0.0;0.020845858660619693;0.0;0.0;0.3309614891437739;0.021871259152207445;0.01868714032575525;0.0;0.0;0.02248038167603477;0.021684700450242282;0.021666816202049213;0.01889255409576281;0.023999945204943005;0.0
