;GO:0036257;GO:1901624;GO:0048489;GO:0045893;GO:0035556;GO:0090502;GO:0007264;GO:0009967;GO:0006605;GO:0048010;GO:0018146;GO:0048096;GO:0034614;GO:0015711;GO:0090316;GO:0035023;GO:0043123;GO:0038096;GO:1903307;GO:1903428;GO:0000165;GO:0043491;GO:0070100;GO:0070588;GO:2000777;GO:0030520;GO:0035655;GO:0050852;GO:0090166;GO:1903435;GO:1990830;GO:0050900;GO:0050868;GO:0018108;GO:0032092;GO:1902991;GO:0006486;GO:0046777;GO:0000413;GO:0060326;GO:0006643;GO:0032925;GO:0032927;GO:0031398;GO:0051604;GO:0035879;GO:0016973;GO:0032402;GO:0007183;GO:0061762;GO:0007186;GO:0032482;GO:1901796;GO:0043312;GO:1990182;GO:0000302;GO:0006378;GO:0043316;GO:0060314;GO:0032515;GO:0051057;GO:0045860;GO:0010628;GO:0044375;GO:0050766;GO:0018105;GO:0006090;GO:0018107;GO:0072659;GO:0042759;GO:0044819;GO:0043320;GO:0006468;GO:1904716;GO:0045747;GO:0000122;GO:0000086;GO:0006977;GO:0000082;GO:0032465;GO:0010793;GO:0050776;GO:0022417;GO:0007169;GO:1903599;GO:0007166;GO:0006357;GO:1990000;GO:0030318;GO:0019370;GO:0019372;GO:0043066;GO:0010848;GO:0043065;GO:0031122;GO:0036413
GO:0036257;1.0;0.0;0.0;0.0;0.03283735790357287;0.024460313871913754;0.027719194384884363;0.0;0.0;0.024096278998844044;0.022514034702917574;0.17427182803194097;0.025142423916297587;0.0;0.0;0.0;0.0;0.02556752109258495;0.0;0.0;0.02757294294445992;0.022798395911577007;0.0;0.0;0.0;0.02195827355615107;0.020256340167518972;0.025354032071882922;0.28243907191042955;0.0;0.024731759379785487;0.028039930148121697;0.0;0.02640622063337995;0.0;0.0;0.026954162096071464;0.0265067636003936;0.023187454025804268;0.02658001878485894;0.026481942959946225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17118192732250798;0.01911377124220526;0.03208563715201645;0.024242713280608143;0.0;0.028866643176838593;0.01948697196488797;0.0;0.022798395911577007;0.01781114000881766;0.0;0.0;0.0;0.0;0.0;0.16152632571251768;0.0;0.026194296481582512;0.02412627638302942;0.024460313871913754;0.0;0.02257404436964586;0.020923545221878833;0.01978663948571285;0.030828759030759673;0.0;0.0;0.0;0.025354032071882922;0.02373898114639985;0.024998489483297467;0.0;0.0;0.0;0.020621975026485204;0.028979749081477154;0.0;0.03438570050306261;0.0;0.17280991816446906;0.02170242042218144;0.021876643500360515;0.021297844365349615;0.0;0.0;0.0;0.3350884913717206;0.15728096144998047
GO:1901624;0.0;1.0;0.0;0.08380505635767124;0.0843649029034733;0.0;0.07363471323483578;0.2622385962124934;0.0;0.06558777375215778;0.0;0.05748943163641322;0.0;0.0;0.28668733586984324;0.21523766867288685;0.21927546001129175;0.36257482327734164;0.2630044179033213;0.06390153993849595;0.07331737414662519;0.06260768318294821;0.2904730286137755;0.0;0.05262136121035541;0.06065020204840553;0.056614310378147896;0.36006492555687836;0.0;0.20844357186653928;0.0;0.0;0.5481963061216012;0.0;0.051287136684715885;0.05369034714345831;0.0;0.0;0.0;0.0;0.0;0.1910083654644495;0.17819431194805127;0.06776932471232938;0.0;0.0;0.0;0.0;0.0;0.053850618625840056;0.08283331419665965;0.06592070451414411;0.21413952640421827;0.0;0.0;0.0;0.0;0.0;0.25313066061894146;0.1870650199148349;0.20197161864195987;0.07655403744130919;0.07528547071581024;0.04133727606172416;0.26522754978918217;0.0;0.0;0.0;0.0;0.0;0.1685294780279436;0.0;0.0;0.05064502466817386;0.19979796682856682;0.23064923787746175;0.0;0.18753647020420267;0.0;0.06658840035653536;0.23085630442816144;0.4267572843513061;0.0;0.07634456048102807;0.06004954854082531;0.08747344433409794;0.08842914798015818;0.0;0.0;0.0;0.0;0.2322501489901752;0.05262136121035541;0.0774036521805592;0.0;0.0
GO:0048489;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.5192534154192188;0.0;0.0;0.0;0.0;0.3117996913928658;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2867959931828665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20329470833083144;0.39471234300079694;0.8109993078305787;0.0;0.0;0.0;0.0;0.0;0.515455359065304;0.3372840029768521;0.0;0.0;0.30659650730798454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41417639409809276;0.0;0.0;0.34280697416509437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045893;0.0;0.08380505635767124;0.0;1.0;0.19172382843992442;0.0;0.14402753683320785;0.5065777892548416;0.0;0.11615333384364783;0.0;0.4922363825375868;0.0;0.0;0.3120087210873792;0.12710158306020947;0.35110760562308285;0.30579493386162626;0.296132082828436;0.5342075716832161;0.1428184322642866;0.10712320057715119;0.08782769436667205;0.0;0.3073734969146655;0.10151710540614634;0.09069518168961575;0.3019167046016149;0.0;0.20359079457868667;0.0;0.0;0.12286697601330543;0.0;0.09215407325590634;0.23382551605442653;0.0;0.0;0.0;0.0;0.0;0.1030110796765677;0.2452095957341681;0.46819696250224124;0.0;0.0;0.0;0.0;0.0;0.08380505635767124;0.1839925444835942;0.1172016069414786;0.12591116525831147;0.0;0.0;0.0;0.0;0.0;0.1039278791385494;0.25797845665903646;0.3025506093644695;0.5915829851878555;0.9518295132107676;0.06433115976058791;0.30050614310118023;0.0;0.0;0.0;0.0;0.0;0.09485530852390933;0.0;0.0;0.2899835895713101;0.296890123047136;0.5598926828632573;0.0;0.3032133022384217;0.0;0.11932895052251587;0.2536255176232135;0.15457887271250498;0.0;0.15477299217522342;0.3720583311414117;0.20856769345601883;0.7090465201993377;0.0;0.0;0.0;0.0;0.17155948036864394;0.08086522718411576;0.424816709126662;0.0;0.0
GO:0035556;0.03283735790357287;0.0843649029034733;0.0;0.19172382843992442;1.0;0.03683077216041623;0.7483540390374098;0.19272335598847784;0.0;0.31048186015696794;0.032588790003417294;0.09365152307159791;0.03839940232942112;0.0;0.11519036763397138;0.12839378963625045;0.13295331318071513;0.3396949020788301;0.11195128488405012;0.11195128488405012;0.7419997813792928;0.5549620145461929;0.08844277323034869;0.0;0.08138636239599926;0.2710416768901243;0.2419390963237945;0.3353435437297054;0.02764507552902291;0.07675387763987655;0.03744967793092827;0.0455952974473127;0.12407410390958758;0.041427553727127774;0.09303850242672577;0.09096716697918136;0.04279231649981357;0.041675558168773;0.034018893938532475;0.04185693223854884;0.04161423426893737;0.10385823264421895;0.09255919341714261;0.12438862677444344;0.0;0.0;0.0;0.0;0.028061574753642068;0.4333531339788349;0.494499403273472;0.6076632582620553;0.12717915915166414;0.04782236114521608;0.026606362210237943;0.0;0.033187976108416506;0.023577511584009055;0.10479024166488411;0.11414341112661916;0.11439975810961216;0.1575783400248706;0.1769776570826423;0.0647609139919519;0.11361975409847225;0.040908313499199704;0.03607862352837151;0.03683077216041623;0.0;0.0327146736565139;0.09557315993061272;0.02716814543421921;0.05345905738591564;0.07675387763987655;0.11224040523914947;0.17134361582043567;0.038895193309014905;0.5889305350241593;0.03806467560543585;0.12046723743296153;0.07919775051348336;0.15675922925763114;0.02876818654610246;0.41499439306267977;0.10064112362664952;0.561656831449571;0.21777620083515525;0.028432641087379005;0.03091527530724027;0.03127002181026434;0.030100745967096772;0.173922169788529;0.08138636239599926;0.16122093120363185;0.03529600178027174;0.02500053366913018
GO:0090502;0.024460313871913754;0.0;0.0;0.0;0.03683077216041623;1.0;0.030511829442666557;0.0;0.0;0.02617919421005247;0.14157922959295868;0.02212876516863006;0.027418668006332005;0.0;0.0;0.0;0.0;0.02792499598353303;0.0;0.0;0.17657857059804405;0.024654331298441176;0.0;0.0;0.0;0.02367479721038503;0.021708291142540363;0.027670517953159748;0.021458197157809184;0.0;0.02693100042818388;0.030900900785912917;0.0;0.16839312254301078;0.0;0.0;0.17222872867177547;0.16909578679306525;0.146165128434755;0.029137244709379416;0.13691717585070076;0.0;0.0;0.0;0.17059762350045665;0.0;0.0;0.0;0.021708291142540363;0.020401339940053793;0.03588772287244107;0.026352129467078548;0.0;0.031907952198834036;0.020827074288089328;0.0;0.27776854018533054;0.018924080213231;0.0;0.0;0.0;0.0;0.0;0.020401339940053793;0.0;0.16691372179138678;0.12295088784768927;0.1548937387861236;0.0;0.11508522539688619;0.02247638661534593;0.02116973712405622;0.1997919674692036;0.0;0.0;0.0;0.027670517953159748;0.025757995831347764;0.027247580582115957;0.0;0.0;0.0;0.12881166783634754;0.032046203712445424;0.0;0.038789841505985884;0.0;0.12765286533502807;0.02337765010816656;0.11059383487314653;0.10808685176413717;0.0;0.0;0.0;0.025798961128506784;0.11543069722853057
GO:0007264;0.027719194384884363;0.07363471323483578;0.0;0.14402753683320785;0.7483540390374098;0.030511829442666557;1.0;0.1445908770436066;0.0;0.2581987215800688;0.027541864252318693;0.08061159109509466;0.031580573047366355;0.0;0.09394915431746301;0.10508816206998832;0.10812309103230085;0.2780864626164389;0.09381093935796735;0.09381093935796735;0.5938329683676452;0.46768505518315595;0.07672225771339405;0.0;0.07135542291434897;0.230326899206626;0.2089664404239559;0.27516354472998805;0.02392586490746056;0.0677693247123294;0.030935364245276983;0.03629098722481714;0.10217655973453182;0.03360046987745341;0.07693260346613304;0.07718579831188675;0.03449269523748601;0.03376342974078634;0.028556420860710956;0.033882374901627266;0.03372316903641805;0.0880607990747962;0.0798009569177313;0.1023897651467288;0.0;0.0;0.0;0.0;0.02423720464389706;0.3782358854422998;0.3739110419446276;0.8438971962135854;0.10427306348443147;0.03768794343479293;0.023143883719681388;0.0;0.027968617726700437;0.020817606713530824;0.08872993000731082;0.09534533934132557;0.09552413824619857;0.1238646134239929;0.1313507305835276;0.05652411330431242;0.09497968357065989;0.03325808852520469;0.029993813857819216;0.030511829442666557;0.0;0.027631722885333984;0.08203129438236803;0.023567798469755406;0.04110343207803243;0.0677693247123294;0.09401386913177384;0.13221380700835736;0.03191514929684511;0.49157947759426557;0.03135381941738623;0.09971786719221781;0.06854293734054198;0.11987556451886401;0.024762536842341254;0.32659919547800537;0.08573699112358663;0.4110773175638879;0.15824910774284048;0.024513523537803675;0.026336974281338688;0.026593993894071893;0.025743516130121387;0.13374385124949714;0.07135542291434897;0.12610420751960613;0.02945092973427547;0.021919196294401498
GO:0009967;0.0;0.2622385962124934;0.0;0.5065777892548416;0.19272335598847784;0.0;0.1445908770436066;1.0;0.0;0.11651944622609008;0.0;0.2487075457693762;0.0;0.0;0.3131060099851849;0.47676417190013376;0.6920009307062427;0.5615369185218136;0.29702368588297556;0.29702368588297556;0.14337233555806142;0.10743452395209357;0.3290950830661285;0.0;0.21627294268049288;0.10179665383437803;0.09091824059375284;0.5543910210997774;0.0;0.2040118201474438;0.0;0.0;0.12327670861972848;0.0;0.09245431764587897;0.09047957784789425;0.0;0.0;0.0;0.0;0.0;0.3861470210654982;0.4827655761630678;0.32980922892667647;0.0;0.0;0.0;0.0;0.0;0.08399547542834436;0.18491289178245404;0.11757436800785628;0.47228359629796124;0.0;0.0;0.0;0.0;0.0;0.3895934218216674;0.11346820477504284;0.5960051336474341;0.4170927932831582;0.47931129745483425;0.06447733088902978;0.30142432060621815;0.0;0.0;0.0;0.0;0.0;0.09509932739436268;0.0;0.0;0.2040118201474438;0.584820682354321;0.16982661723929363;0.0;0.30414812309732014;0.0;0.11971538879107692;0.07882791241048835;0.5510191196603546;0.0;0.1554237161285434;0.2671727372021376;0.20975110450814136;0.2153314791272205;0.0;0.0;0.0;0.0;0.17235937717793315;0.08104250688233487;0.426653976621285;0.0;0.0
GO:0006605;0.0;0.0;0.5192534154192188;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5486929020101234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3350981062325128;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.33602010858969245;0.44645575991019054;0.4597418820285391;0.0;0.0;0.0;0.0;0.0;0.37727398841101845;0.23168112989110912;0.0;0.0;0.2083940060983834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5148310482598181;0.0;0.0;0.2359247153439316;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0048010;0.024096278998844044;0.06558777375215778;0.0;0.11615333384364783;0.31048186015696794;0.02617919421005247;0.2581987215800688;0.11651944622609008;0.0;1.0;0.023962161767320297;0.07106635296718629;0.02696207356184275;0.0;0.07976127456595236;0.08942934066335306;0.09161778805944497;0.38375182696741844;0.08112977827376186;0.08112977827376186;0.25672753097623585;0.2093745714896237;0.06802619257744044;0.0;0.06377329531985823;0.20117585561332463;0.29945070506997473;0.38031349232581296;0.021177524947973595;0.0608934353577728;0.026490372986668155;0.030322188550768986;0.08731204658192956;0.02842072764739;0.06592409038561164;0.0673441109904694;0.029056468475252076;0.02853723028483751;0.024726467738885174;0.028622156260740023;0.028508463451121735;0.07679321703223921;0.07043557658994934;0.08746768334664025;0.0;0.0;0.0;0.0;0.02142108215561937;0.1737058907058136;0.3027043856782639;0.22356204667468768;0.08883837148981301;0.031291281570083755;0.02056256764078293;0.0;0.024284542178766546;0.018705448137412227;0.07730157490010064;0.08227485087846169;0.08240795407738538;0.10267442669993852;0.10519050081855456;0.05034705225402706;0.08200243269990737;0.028175385295755702;0.025796926923012622;0.02617919421005247;0.0;0.024030151135821964;0.0721674508407316;0.020896512239237695;0.03361009272542137;0.0608934353577728;0.0812815086046321;0.10834589096997933;0.027205568148847916;0.21860056158248434;0.026796619630783485;0.08551038589811949;0.060669479291596703;0.09770070398953418;0.021830398825955735;0.7802400392737008;0.07502005025565787;0.5295656799972164;0.1252294246504656;0.02163663483905982;0.023044908717638046;0.023241450569117944;0.02258925670932015;0.10937123334934776;0.06377329531985823;0.10420854232272166;0.025394320216796554;0.019590093105253132
