;GO:0045926;GO:0061178;GO:0036498;GO:0015031;GO:0044313;GO:0051091;GO:0071380;GO:0000460;GO:0045892;GO:0045893;GO:0007409;GO:0010811;GO:1904294;GO:0070207;GO:0035556;GO:0086003;GO:0034063;GO:0090503;GO:0098909;GO:0045815;GO:0000902;GO:0046627;GO:0071361;GO:0050684;GO:0001558;GO:0045780;GO:0010666;GO:0035669;GO:0086091;GO:0033365;GO:0034614;GO:0051259;GO:0070507;GO:0033089;GO:0000958;GO:1900276;GO:1900275;GO:0008284;GO:0043123;GO:0007597;GO:0051151;GO:0038096;GO:0045944;GO:0000165;GO:0050730;GO:0051145;GO:0097222;GO:0071277;GO:0045672;GO:0070584;GO:0051384;GO:0010634;GO:0032024;GO:2000650;GO:0048260;GO:0030520;GO:2000772;GO:0006390;GO:0042327;GO:0008298;GO:2000273;GO:0000209;GO:0009303;GO:0000448;GO:0060416;GO:0006275;GO:0006396;GO:0000964;GO:0006397;GO:0043410;GO:0000962;GO:0048704;GO:0007517;GO:0051279;GO:0035928;GO:0055113;GO:0010881;GO:0035523;GO:0010763;GO:0061014;GO:0006361;GO:1904894;GO:0002281;GO:0038111;GO:0046777;GO:0006366;GO:0006363;GO:0000018;GO:0000413;GO:0003254;GO:0042059;GO:1902514;GO:0045844;GO:0072385;GO:0006637;GO:0071850;GO:0006914;GO:0030509;GO:0016055;GO:0010613;GO:0031397;GO:0051209;GO:0071456;GO:0010694;GO:0050996;GO:1904781;GO:0090305;GO:0090303;GO:0042100;GO:0043278;GO:0003143;GO:0048842;GO:0006897;GO:0042742;GO:0060314;GO:0006406;GO:1900737;GO:0071042;GO:0030217;GO:0010508;GO:0006888;GO:0070233;GO:0042074;GO:0010628;GO:0010506;GO:0031663;GO:0001915;GO:0030177;GO:0018105;GO:0018107;GO:0008360;GO:2001031;GO:0032230;GO:0008361;GO:0051591;GO:1901844;GO:0043687;GO:1901725;GO:0000122;GO:0030326;GO:0097421;GO:0044782;GO:0016310;GO:0032469;GO:0035335;GO:0017126;GO:0032467;GO:0035458;GO:0060333;GO:1900087;GO:0006351;GO:1903078;GO:0030041;GO:1900245;GO:0006355;GO:1900246;GO:0043457;GO:0045879;GO:0006511;GO:0006357;GO:0048747;GO:0002026;GO:0097155;GO:0030318;GO:0072393;GO:0045087;GO:2000627;GO:0030838;GO:0034599;GO:0070257;GO:0070536
GO:0045926;1.0;0.12;0.2142857142857143;0.0;0.0;0.12;0.0;0.0;0.11428571428571432;0.08571428571428574;0.0;0.33333333333333337;0.0714285714285714;0.0;0.375;0.0;0.0;0.0;0.33333333333333337;0.23076923076923073;0.0;0.2222222222222222;0.0;0.19999999999999996;0.5714285714285714;0.2142857142857143;0.1578947368421053;0.09677419354838712;0.19999999999999996;0.0;0.0;0.0;0.30000000000000004;0.07499999999999996;0.09756097560975607;0.23076923076923073;0.125;0.33333333333333337;0.1578947368421053;0.0;0.2857142857142857;0.11111111111111116;0.08108108108108103;0.11111111111111116;0.16666666666666663;0.0;0.0;0.0;0.11538461538461542;0.0;0.0;0.15000000000000002;0.08333333333333337;0.13793103448275867;0.17647058823529416;0.25;0.2727272727272727;0.0;0.17647058823529416;0.0;0.1578947368421053;0.0;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.0;0.0714285714285714;0.11538461538461542;0.0;0.0;0.1578947368421053;0.0;0.0;0.08571428571428574;0.0;0.16666666666666663;0.10344827586206895;0.0;0.1578947368421053;0.0;0.30000000000000004;0.0;0.0;0.0;0.23076923076923073;0.0;0.2727272727272727;0.2222222222222222;0.2142857142857143;0.1875;0.0;0.0;0.2857142857142857;0.0;0.11111111111111116;0.30000000000000004;0.19999999999999996;0.16000000000000003;0.08333333333333337;0.0;0.11111111111111116;0.2142857142857143;0.25;0.0;0.25;0.0;0.0;0.0;0.06896551724137934;0.0;0.0;0.09375;0.0;0.2222222222222222;0.09523809523809523;0.0;0.17647058823529416;0.0;0.2222222222222222;0.0;0.2727272727272727;0.30000000000000004;0.33333333333333337;0.1428571428571429;0.17647058823529416;0.0;0.0;0.2727272727272727;0.1428571428571429;0.1875;0.18181818181818177;0.0;0.2142857142857143;0.0;0.125;0.10810810810810811;0.0;0.0;0.0;0.0;0.09090909090909094;0.0;0.0;0.19999999999999996;0.0;0.30000000000000004;0.1428571428571429;0.0;0.1875;0.0;0.0714285714285714;0.15000000000000002;0.0714285714285714;0.33333333333333337;0.25;0.0;0.1428571428571429;0.0;0.30000000000000004;0.0;0.0;0.0;0.0;0.1071428571428571;0.08823529411764708;0.0;0.1875;0.0
GO:0061178;0.12;1.0;0.12903225806451613;0.0;0.0;0.09523809523809523;0.0;0.0;0.07547169811320753;0.07692307692307687;0.0;0.11111111111111116;0.08620689655172409;0.0;0.16000000000000003;0.0;0.0;0.0;0.15384615384615385;0.09677419354838712;0.0;0.21212121212121215;0.0;0.125;0.16000000000000003;0.12903225806451613;0.11111111111111116;0.1063829787234043;0.125;0.0;0.0;0.0;0.14814814814814814;0.07017543859649122;0.050000000000000044;0.2592592592592593;0.05882352941176472;0.15384615384615385;0.21212121212121215;0.0;0.125;0.11627906976744184;0.07407407407407407;0.09090909090909094;0.11428571428571432;0.0;0.0;0.0;0.09302325581395354;0.0;0.0;0.13888888888888884;0.5833333333333333;0.10869565217391308;0.1875;0.13793103448275867;0.18518518518518523;0.0;0.11764705882352944;0.0;0.21212121212121215;0.0;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.0;0.125;0.09302325581395354;0.0;0.0;0.25;0.0;0.0;0.16666666666666663;0.0;0.1470588235294118;0.08695652173913049;0.0;0.21212121212121215;0.0;0.14814814814814814;0.0;0.0;0.0;0.1333333333333333;0.0;0.18518518518518523;0.21212121212121215;0.16666666666666663;0.08823529411764708;0.0;0.0;0.125;0.0;0.09090909090909094;0.14814814814814814;0.125;0.09302325581395354;0.09375;0.0;0.09090909090909094;0.09375;0.2222222222222222;0.0;0.13793103448275867;0.0;0.0;0.0;0.08108108108108103;0.0;0.0;0.26190476190476186;0.0;0.21212121212121215;0.049180327868852514;0.0;0.11764705882352944;0.0;0.11111111111111116;0.0;0.10344827586206895;0.14814814814814814;0.15384615384615385;0.08695652173913049;0.22580645161290325;0.0;0.0;0.18518518518518523;0.10526315789473684;0.19354838709677424;0.1071428571428571;0.0;0.2068965517241379;0.0;0.09756097560975607;0.07272727272727275;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.125;0.0;0.14814814814814814;0.10526315789473684;0.0;0.19354838709677424;0.0;0.125;0.10810810810810811;0.125;0.15384615384615385;0.22580645161290325;0.0;0.10526315789473684;0.0;0.14814814814814814;0.0;0.0;0.0;0.0;0.0888888888888889;0.09999999999999998;0.0;0.23333333333333328;0.0
GO:0036498;0.2142857142857143;0.12903225806451613;1.0;0.0;0.06896551724137934;0.12903225806451613;0.11428571428571432;0.06666666666666665;0.09523809523809523;0.09756097560975607;0.08695652173913049;0.1875;0.08333333333333337;0.09999999999999998;0.5;0.125;0.09090909090909094;0.07407407407407407;0.1875;0.15000000000000002;0.11111111111111116;0.16000000000000003;0.14814814814814814;0.19047619047619047;0.2857142857142857;0.1428571428571429;0.16000000000000003;0.17142857142857137;0.13636363636363635;0.0;0.3157894736842105;0.11764705882352944;0.25;0.08695652173913049;0.08333333333333337;0.21052631578947367;0.08695652173913049;0.2666666666666667;0.16000000000000003;0.09999999999999998;0.19047619047619047;0.19354838709677424;0.09302325581395354;0.19354838709677424;0.16666666666666663;0.125;0.05128205128205132;0.21052631578947367;0.125;0.09523809523809523;0.09999999999999998;0.15384615384615385;0.09523809523809523;0.08108108108108103;0.17391304347826086;0.375;0.23529411764705888;0.050000000000000044;0.17391304347826086;0.0;0.16000000000000003;0.0714285714285714;0.04761904761904767;0.06451612903225812;0.09523809523809523;0.17391304347826086;0.07999999999999996;0.06451612903225812;0.07407407407407407;0.08333333333333337;0.125;0.0;0.0;0.16000000000000003;0.0;0.0;0.15384615384615385;0.06896551724137934;0.16666666666666663;0.11428571428571432;0.05555555555555558;0.16000000000000003;0.09523809523809523;0.4285714285714286;0.06896551724137934;0.05128205128205132;0.05555555555555558;0.21052631578947367;0.07407407407407407;0.23529411764705888;0.16000000000000003;0.1428571428571429;0.13043478260869568;0.07407407407407407;0.09999999999999998;0.25;0.11764705882352944;0.19354838709677424;0.4285714285714286;0.13636363636363635;0.125;0.09259259259259256;0.30000000000000004;0.12121212121212122;0.1428571428571429;0.1578947368421053;0.08333333333333337;0.1578947368421053;0.09523809523809523;0.08695652173913049;0.0;0.06153846153846154;0.0;0.15000000000000002;0.10526315789473684;0.0;0.16000000000000003;0.08163265306122447;0.09090909090909094;0.17391304347826086;0.0;0.16000000000000003;0.11764705882352944;0.16666666666666663;0.25;0.46153846153846156;0.08333333333333337;0.17391304347826086;0.06451612903225812;0.06451612903225812;0.23529411764705888;0.14814814814814814;0.18181818181818177;0.17647058823529416;0.09999999999999998;0.19999999999999996;0.07999999999999996;0.1333333333333333;0.09090909090909094;0.0;0.0;0.11764705882352944;0.125;0.1071428571428571;0.06896551724137934;0.11111111111111116;0.19047619047619047;0.21052631578947367;0.4285714285714286;0.14814814814814814;0.052631578947368474;0.13043478260869568;0.09090909090909094;0.08333333333333337;0.15384615384615385;0.08333333333333337;0.2666666666666667;0.17391304347826086;0.06666666666666665;0.14814814814814814;0.11111111111111116;0.17647058823529416;0.09523809523809523;0.125;0.10526315789473684;0.19999999999999996;0.11764705882352944;0.1282051282051282;0.4;0.13043478260869568;0.06896551724137934
GO:0015031;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2142857142857143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30000000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.26086956521739135;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0044313;0.0;0.0;0.06896551724137934;0.0;1.0;0.0;0.045454545454545414;0.25806451612903225;0.0;0.0;0.06666666666666665;0.0;0.0;0.07407407407407407;0.08695652173913049;0.08695652173913049;0.06896551724137934;0.2857142857142857;0.0;0.0;0.07999999999999996;0.0;0.05555555555555558;0.0;0.0;0.0;0.0;0.04347826086956519;0.0;0.0;0.06666666666666665;0.08333333333333337;0.0;0.0;0.18000000000000005;0.0;0.0;0.0;0.0;0.38095238095238093;0.0;0.04761904761904767;0.0;0.5172413793103448;0.0;0.08695652173913049;0.19999999999999996;0.0714285714285714;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.07407407407407407;0.0;0.22499999999999998;0.0;0.0;0.0;0.7619047619047619;0.2142857142857143;0.25;0.0;0.0;0.3076923076923077;0.25;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.040000000000000036;1.0;0.0;0.0;0.21621621621621623;0.0;0.0714285714285714;0.07999999999999996;0.6521739130434783;0.23076923076923073;0.21621621621621623;0.0;0.7142857142857143;0.0;0.0;0.0;0.0;0.05882352941176472;0.20833333333333337;0.06666666666666665;0.18181818181818177;0.04761904761904767;0.07999999999999996;0.0;0.0;0.03125;0.06451612903225812;0.0;0.0;0.0;0.31999999999999995;0.0;0.0714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17647058823529416;0.06896551724137934;0.0;0.0;0.0;0.08333333333333337;0.0;0.0;0.08333333333333337;0.0;0.0;0.6;0.6;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.7894736842105263;0.0;0.0;0.0;0.0;0.08333333333333337;0.19047619047619047;0.05555555555555558;0.6521739130434783;0.07999999999999996;0.0;0.0714285714285714;0.07999999999999996;0.0;0.23684210526315785;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.07999999999999996;0.0;0.0714285714285714;0.08695652173913049;0.07692307692307687;0.0;0.0;0.04081632653061229;0.07692307692307687;0.0;1.0
GO:0051091;0.12;0.09523809523809523;0.12903225806451613;0.0;0.0;1.0;0.0;0.0;0.5;0.5555555555555556;0.0;0.15384615384615385;0.18867924528301883;0.0;0.16000000000000003;0.0;0.0;0.0;0.11111111111111116;0.2592592592592593;0.0;0.11111111111111116;0.0;0.5;0.16000000000000003;0.12903225806451613;0.1428571428571429;0.1063829787234043;0.09090909090909094;0.0;0.0;0.0;0.14814814814814814;0.0892857142857143;0.10526315789473684;0.1724137931034483;0.09090909090909094;0.19999999999999996;0.1428571428571429;0.0;0.125;0.11627906976744184;0.5263157894736843;0.09090909090909094;0.30000000000000004;0.0;0.0;0.0;0.11904761904761907;0.0;0.0;0.13888888888888884;0.09615384615384615;0.08510638297872342;0.1515151515151515;0.13793103448275867;0.1428571428571429;0.0;0.22580645161290325;0.0;0.21212121212121215;0.0;0.0;0.0;0.0;0.5833333333333333;0.0;0.0;0.0;0.18867924528301883;0.34285714285714286;0.0;0.0;0.11111111111111116;0.0;0.0;0.07692307692307687;0.0;0.1470588235294118;0.3513513513513513;0.0;0.1428571428571429;0.0;0.14814814814814814;0.0;0.0;0.0;0.41666666666666663;0.0;0.1428571428571429;0.11111111111111116;0.09375;0.12121212121212122;0.0;0.0;0.125;0.0;0.6551724137931034;0.14814814814814814;0.125;0.23684210526315785;0.06060606060606055;0.0;0.23076923076923073;0.2068965517241379;0.13793103448275867;0.0;0.13793103448275867;0.0;0.0;0.0;0.06666666666666665;0.0;0.0;0.10416666666666663;0.0;0.11111111111111116;0.10344827586206895;0.0;0.22580645161290325;0.0;0.11111111111111116;0.0;0.28;0.24;0.15384615384615385;0.06382978723404253;0.1515151515151515;0.0;0.0;0.1428571428571429;0.23529411764705888;0.15625;0.06896551724137934;0.0;0.12903225806451613;0.0;0.2857142857142857;0.475;0.0;0.0;0.0;0.0;0.050000000000000044;0.0;0.0;0.16129032258064513;0.0;0.14814814814814814;0.1351351351351351;0.0;0.12121212121212122;0.0;0.08620689655172409;0.782608695652174;0.08620689655172409;0.25;0.11764705882352944;0.0;0.8260869565217391;0.0;0.1071428571428571;0.0;0.0;0.0;0.0;0.32432432432432434;0.09999999999999998;0.0;0.12121212121212122;0.0
GO:0071380;0.0;0.0;0.11428571428571432;0.0;0.045454545454545414;0.0;1.0;0.0444444444444444;0.0;0.0;0.052631578947368474;0.0;0.0;0.05714285714285716;0.06451612903225812;0.06451612903225812;0.05405405405405406;0.04761904761904767;0.0;0.0;0.06060606060606055;0.0;0.3529411764705882;0.0;0.0;0.0;0.0;0.03703703703703709;0.0;0.0;0.25;0.0625;0.0;0.0;0.03076923076923077;0.0;0.0;0.0;0.0;0.05714285714285716;0.0;0.040000000000000036;0.0;0.040000000000000036;0.0;0.06451612903225812;0.03703703703703709;0.1875;0.0;0.05555555555555558;0.23333333333333328;0.0;0.0;0.0;0.0;0.05714285714285716;0.0;0.036363636363636376;0.0;0.0;0.0;0.046511627906976716;0.03508771929824561;0.04347826086956519;0.22580645161290325;0.0;0.050000000000000044;0.04347826086956519;0.04761904761904767;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03448275862068961;0.045454545454545414;0.0;0.0;0.039215686274509776;0.0;0.05555555555555558;0.06060606060606055;0.045454545454545414;0.03703703703703709;0.039215686274509776;0.0;0.04761904761904767;0.0;0.0;0.0;0.0;0.04761904761904767;0.05714285714285716;0.052631578947368474;0.0625;0.040000000000000036;0.06060606060606055;0.0;0.0;0.02777777777777779;0.17142857142857137;0.0;0.0;0.0;0.05128205128205132;0.0;0.05555555555555558;0.11111111111111116;0.0;0.0;0.0;0.05555555555555558;0.0;0.0;0.0;0.030303030303030276;0.05405405405405406;0.0;0.0;0.0;0.0625;0.0;0.0;0.0625;0.0;0.0;0.04347826086956519;0.04347826086956519;0.0;0.0;0.0;0.06060606060606055;0.15625;0.0;0.050000000000000044;0.0;0.0;0.0;0.0;0.0625;0.06451612903225812;0.045454545454545414;0.045454545454545414;0.06060606060606055;0.0;0.2666666666666667;0.06060606060606055;0.0;0.037735849056603765;0.0;0.05405405405405406;0.0;0.0;0.0;0.0;0.0;0.0444444444444444;0.0;0.06060606060606055;0.0;0.05555555555555558;0.06451612903225812;0.05882352941176472;0.06451612903225812;0.0;0.03508771929824561;0.19999999999999996;0.0;0.045454545454545414
GO:0000460;0.0;0.0;0.06666666666666665;0.0;0.25806451612903225;0.0;0.0444444444444444;1.0;0.0;0.0;0.06451612903225812;0.0;0.0;0.0714285714285714;0.08333333333333337;0.08333333333333337;0.06666666666666665;0.6818181818181819;0.0;0.0;0.07692307692307687;0.0;0.05405405405405406;0.0;0.0;0.0;0.0;0.04255319148936165;0.0;0.0;0.06451612903225812;0.07999999999999996;0.0;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.25;0.0;0.046511627906976716;0.0;0.21621621621621623;0.0;0.08333333333333337;0.48484848484848486;0.06896551724137934;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0714285714285714;0.0;0.4285714285714286;0.0;0.0;0.0;0.2666666666666667;0.48571428571428577;0.5769230769230769;0.0;0.0;0.75;0.64;0.7619047619047619;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.039215686274509776;0.25806451612903225;0.0;0.0;0.4838709677419355;0.0;0.06896551724137934;0.07692307692307687;0.25806451612903225;0.4411764705882353;0.4838709677419355;0.0;0.27586206896551724;0.0;0.0;0.0;0.0;0.05714285714285716;0.19999999999999996;0.06451612903225812;0.17391304347826086;0.046511627906976716;0.07692307692307687;0.0;0.0;0.03076923076923077;0.0625;0.0;0.0;0.0;0.7;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.32608695652173914;0.06666666666666665;0.0;0.0;0.0;0.07999999999999996;0.0;0.0;0.07999999999999996;0.0;0.0;0.24242424242424243;0.24242424242424243;0.0;0.0;0.0;0.07692307692307687;0.0;0.0;0.2962962962962963;0.0;0.0;0.0;0.0;0.07999999999999996;0.18181818181818177;0.05405405405405406;0.25806451612903225;0.07692307692307687;0.0;0.06896551724137934;0.07692307692307687;0.0;0.4545454545454546;0.0;0.06666666666666665;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.07692307692307687;0.0;0.06896551724137934;0.08333333333333337;0.07407407407407407;0.0;0.0;0.040000000000000036;0.07407407407407407;0.0;0.25806451612903225
GO:0045892;0.11428571428571432;0.07547169811320753;0.09523809523809523;0.0;0.0;0.5;0.0;0.0;1.0;0.39583333333333337;0.0;0.07894736842105265;0.1384615384615384;0.0;0.11111111111111116;0.0;0.0;0.0;0.07894736842105265;0.15384615384615385;0.0;0.1333333333333333;0.0;0.34285714285714286;0.11111111111111116;0.06976744186046513;0.08510638297872342;0.06779661016949157;0.06818181818181823;0.0;0.0;0.0;0.10526315789473684;0.05882352941176472;0.15625;0.09756097560975607;0.0444444444444444;0.10810810810810811;0.08510638297872342;0.0;0.14634146341463417;0.07272727272727275;0.38;0.07272727272727275;0.2195121951219512;0.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.08333333333333337;0.0625;0.06896551724137934;0.0888888888888889;0.09999999999999998;0.10256410256410253;0.0;0.13953488372093026;0.0;0.08510638297872342;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.1384615384615384;0.23404255319148937;0.0;0.0;0.08510638297872342;0.0;0.0;0.06349206349206349;0.0;0.08695652173913049;0.24489795918367352;0.0;0.08510638297872342;0.0;0.10526315789473684;0.0;0.0;0.0;0.2857142857142857;0.0;0.10256410256410253;0.1333333333333333;0.06976744186046513;0.06666666666666665;0.0;0.0;0.14634146341463417;0.0;0.475;0.10526315789473684;0.06818181818181823;0.34883720930232553;0.07999999999999996;0.0;0.1132075471698113;0.12195121951219512;0.07317073170731703;0.0;0.07317073170731703;0.0;0.0;0.0;0.04597701149425293;0.0;0.0;0.06666666666666665;0.0;0.1333333333333333;0.15384615384615385;0.0;0.13953488372093026;0.0;0.1333333333333333;0.0;0.16216216216216217;0.16666666666666663;0.10810810810810811;0.07017543859649122;0.0888888888888889;0.0;0.0;0.10256410256410253;0.15217391304347827;0.09090909090909094;0.050000000000000044;0.0;0.09523809523809523;0.0;0.19148936170212771;0.9444444444444444;0.0;0.0;0.0;0.0;0.039215686274509776;0.0;0.0;0.09302325581395354;0.0;0.10526315789473684;0.08163265306122447;0.0;0.06666666666666665;0.0;0.05714285714285716;0.5294117647058824;0.05714285714285716;0.17142857142857137;0.13953488372093026;0.0;0.5588235294117647;0.0;0.07692307692307687;0.0;0.0;0.0;0.0;0.22448979591836737;0.06451612903225812;0.0;0.06666666666666665;0.0
GO:0045893;0.08571428571428574;0.07692307692307687;0.09756097560975607;0.0;0.0;0.5555555555555556;0.0;0.0;0.39583333333333337;1.0;0.0;0.11111111111111116;0.2586206896551724;0.0;0.11428571428571432;0.0;0.0;0.0;0.08108108108108103;0.2941176470588235;0.0;0.08695652173913049;0.0;0.3529411764705882;0.11428571428571432;0.09756097560975607;0.13636363636363635;0.08771929824561409;0.06976744186046513;0.0;0.0;0.0;0.10810810810810811;0.09230769230769231;0.08955223880597019;0.09999999999999998;0.045454545454545414;0.17647058823529416;0.13636363636363635;0.0;0.09523809523809523;0.09433962264150941;0.9428571428571428;0.07407407407407407;0.22499999999999998;0.0;0.0;0.0;0.11764705882352944;0.0;0.0;0.1333333333333333;0.09836065573770492;0.051724137931034475;0.1428571428571429;0.10256410256410253;0.10526315789473684;0.0;0.26315789473684215;0.0;0.13636363636363635;0.0;0.0;0.0;0.0;0.4117647058823529;0.0;0.0;0.0;0.2586206896551724;0.5;0.0;0.0;0.08695652173913049;0.0;0.0;0.06451612903225812;0.0;0.13953488372093026;0.5;0.0;0.13636363636363635;0.0;0.10810810810810811;0.0;0.0;0.0;0.2941176470588235;0.0;0.10526315789473684;0.08695652173913049;0.0714285714285714;0.09302325581395354;0.0;0.0;0.09523809523809523;0.0;0.4871794871794872;0.10810810810810811;0.09523809523809523;0.1875;0.052631578947368474;0.0;0.20833333333333337;0.1842105263157895;0.10256410256410253;0.0;0.10256410256410253;0.0;0.0;0.0;0.0714285714285714;0.0;0.0;0.06779661016949157;0.0;0.08695652173913049;0.08823529411764708;0.0;0.26315789473684215;0.0;0.08695652173913049;0.0;0.2727272727272727;0.17142857142857137;0.11111111111111116;0.052631578947368474;0.1428571428571429;0.0;0.0;0.10526315789473684;0.2682926829268293;0.14634146341463417;0.05128205128205132;0.0;0.09756097560975607;0.0;0.19565217391304346;0.38;0.0;0.0;0.0;0.0;0.040000000000000036;0.0;0.0;0.15000000000000002;0.0;0.10810810810810811;0.13043478260869568;0.0;0.09302325581395354;0.0;0.08955223880597019;0.5454545454545454;0.08955223880597019;0.17647058823529416;0.09090909090909094;0.0;0.5757575757575757;0.0;0.07894736842105265;0.0;0.0;0.0;0.0;0.475;0.10169491525423724;0.0;0.09302325581395354;0.0
