;GO:0042416;GO:0015031;GO:1901223;GO:0006366;GO:0008543;GO:0021952;GO:0008344;GO:0045444;GO:0006886;GO:0006367;GO:0001672;GO:0001666;GO:0045892;GO:1990126;GO:0071376;GO:0045893;GO:0016055;GO:0035556;GO:0051403;GO:0038061;GO:0042147;GO:1904948;GO:0006974;GO:0009967;GO:0048846;GO:0031668;GO:0016241;GO:0031146;GO:0008284;GO:0042551;GO:0045862;GO:0045944;GO:0006468;GO:0042753;GO:0043687;GO:0043401;GO:0043524;GO:0000122;GO:0007229;GO:0000086;GO:0060070;GO:0016236;GO:0050852;GO:0030522;GO:0007281;GO:0006351;GO:0000209;GO:0006470;GO:0046600;GO:0007169;GO:0009267;GO:0006357;GO:0010923;GO:0001975;GO:0042053;GO:0034599;GO:0070498;GO:0050868;GO:2001234
GO:0042416;1.0;0.0;0.0;0.5096022264508712;0.15643863788096468;0.14223736307123425;0.0;0.17950783473932258;0.0;0.5381569855577086;0.0;0.0;0.0;0.0;0.12253532422252496;0.0;0.16000437766547573;0.16766708224642696;0.2949844356713177;0.16397951522479035;0.0;0.16729328813042427;0.17422748723698767;0.0;0.15743957789942484;0.16657965316072296;0.0;0.3377320355484023;0.0;0.17155898540194262;0.0;0.0;0.3772139229951206;0.0;0.40038838305551716;0.16421004469474731;0.0;0.0;0.16377739327371996;0.17256052709530179;0.15657295549772396;0.3010685668569426;0.12196168911781569;0.16801000021370027;0.1623871629096052;0.5172195260828729;0.3784640817942437;0.3778933105880058;0.0;0.15985506475508093;0.14554474428998532;0.0;0.0;0.0;0.0;0.16175650929665317;0.16003603120249116;0.0;0.0
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8671860645658;0.0;0.0;0.0;0.0;0.40444849320506204;0.0;0.0;0.0;0.0;0.0;0.0;0.4040233245716968;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901223;0.0;0.0;1.0;0.0;0.37318932387568604;0.0;0.0;0.0;0.0;0.0;0.3955945666474311;0.0;0.2824661195179264;0.0;0.0;0.20971454533866699;0.38405629932530794;0.4078701748338972;0.21381993098011906;0.39633052023048077;0.0;0.0;0.0;0.5636536952289808;0.0;0.0;0.3781981626324186;0.0;0.40153085343102624;0.0;0.2749583905814275;0.20280624268764705;0.0;0.336176804706985;0.0;0.3970475678822619;0.4402071982113419;0.2733445595926737;0.39570230732299205;0.0;0.3735962492266195;0.0;0.32323970360988574;0.4089508899708881;0.0;0.0;0.0;0.0;0.34998588205135484;0.3835985562552848;0.0;0.2777376060241265;0.36106237911305716;0.0;0.3638773990660417;0.0;0.3841533688657194;0.38664326756496936;0.7442163994603028
GO:0006366;0.5096022264508712;0.0;0.0;1.0;0.13770581697112794;0.12658105775423886;0.0;0.15527077186271604;0.0;0.8939408255470326;0.0;0.0;0.0;0.0;0.1107360031804309;0.0;0.14046120282931954;0.1463320144507278;0.34484499903232513;0.14351531749239915;0.0;0.14604721524847597;0.1513043086523656;0.0;0.13848079958411635;0.14550303723375135;0.0;0.39035213535686486;0.0;0.14928774095891645;0.0;0.0;0.4314776596165472;0.0;0.45522318415485763;0.14369186743443724;0.0;0.0;0.1433604723419053;0.15004555278716505;0.13780988200957936;0.26343426229705347;0.11026731217502408;0.14659314658587164;0.14229412786861156;0.9862906524359573;0.43276597698727326;0.4321778887730181;0.0;0.14034612387661924;0.12919372546785082;0.0;0.0;0.0;0.0;0.1418096541712559;0.140485595580646;0.0;0.0
GO:0008543;0.15643863788096468;0.0;0.37318932387568604;0.13770581697112794;1.0;0.2212166031043578;0.0;0.32671812891156904;0.0;0.1482940806392655;0.5223204770157749;0.0;0.23724907628701292;0.0;0.1769640002119087;0.24066929437394435;0.811751385986567;0.7887889056309879;0.3568703288765551;0.7593055244818029;0.0;0.28839379848880625;0.30963804600336947;0.41861686810689486;0.2603083496501297;0.28627956997372217;0.4924145232075738;0.15746403690887495;0.5327192250704172;0.3013088409024981;0.3307308403338936;0.23161511557209982;0.18439187343717056;0.46092846271385046;0.2014482204708367;0.7611214795070288;0.4024401333241999;0.22851395403281125;0.8442548655927478;0.30441188238139083;0.7830713065131301;0.2795762509700438;0.5335983157921254;0.7915786188887183;0.2741170164078493;0.14049003381903916;0.18528719770946236;0.1848780883571793;0.304553091507976;0.9635264685003101;0.22932128786955522;0.33476013452290215;0.3160600818007564;0.0;0.4684123340542034;0.2723247583129632;0.812019792298564;0.3431654662950148;0.33315873905320725
GO:0021952;0.14223736307123425;0.0;0.0;0.12658105775423886;0.2212166031043578;1.0;0.0;0.44870345592938116;0.0;0.13547241891508885;0.0;0.0;0.0;0.0;0.1590056254760374;0.0;0.22841466297901958;0.24435696816675476;0.12087627923756195;0.2366025940990518;0.0;0.404251829960907;0.2585451689452296;0.0;0.2999142728259012;0.24205410378404926;0.0;0.1430845395646587;0.0;0.41943547403200565;0.0;0.0;0.16497699086679812;0.0;0.17849895795830495;0.2370828323439104;0.0;0.0;0.23618202605094665;0.254891253907518;0.22148528276730486;0.23724451566317492;0.1580410562557537;0.24508600680399256;0.3872193352140338;0.12892975551418842;0.1656933347968224;0.1653660995510692;0.0;0.2281104986023817;0.20004348999722626;0.0;0.0;0.0;0.0;0.23200213950902113;0.22847917538077636;0.0;0.0
GO:0008344;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045444;0.17950783473932258;0.0;0.0;0.15527077186271604;0.32671812891156904;0.44870345592938116;0.0;1.0;0.0;0.1688657982454849;0.0;0.0;0.0;0.0;0.20706627683198897;0.0;0.34266658879522083;0.3798440282554884;0.14677374351126588;0.36143067725205374;0.0;0.7426433843397182;0.4152682395968997;0.0;0.4448726167645348;0.37430841075575444;0.0;0.180859258807887;0.0;0.6645968427398786;0.0;0.0;0.2173092334602925;0.0;0.24139665045757497;0.3625525228219963;0.0;0.0;0.3604501939447543;0.40592196886504084;0.3273045336300992;0.3629307594967491;0.20543348210782564;0.3816085650477228;0.5871886039235622;0.15881971781943324;0.2185538334032261;0.21798485824073435;0.0;0.34198249644407097;0.28254981364934173;0.0;0.0;0.0;0.0;0.3508044437718703;0.34281180000109523;0.0;0.0
GO:0006886;0.0;0.8671860645658;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.5586134340742382;0.0;0.0;0.0;0.0;0.0;0.0;0.5581075488822359;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006367;0.5381569855577086;0.0;0.0;0.8939408255470326;0.1482940806392655;0.13547241891508885;0.0;0.1688657982454849;0.0;1.0;0.0;0.0;0.0;0.0;0.11748138516354396;0.0;0.15149440626568644;0.15834623913670723;0.3273585271019094;0.15505324371809728;0.0;0.1580128079788968;0.1641848147730762;0.0;0.149193211676665;0.1573760029940893;0.0;0.3729896352935972;0.0;0.16181298390223223;0.0;0.0;0.41474540560010587;0.0;0.4390824789581904;0.15525934264638153;0.0;0.0;0.1548725158445758;0.16270367030411823;0.14841477115544216;0.28465070242257023;0.11695399127588602;0.15865205552696834;0.15362878026936752;0.9068329437578104;0.4160615154736948;0.41546067957245897;0.0;0.1513605470176402;0.13846936282793076;0.0;0.0;0.0;0.0;0.15306420266886306;0.151522782002091;0.0;0.0
