;GO:0042416;GO:0015031;GO:1901223;GO:0006366;GO:0008543;GO:0021952;GO:0008344;GO:0045444;GO:0006886;GO:0006367;GO:0001672;GO:0001666;GO:0045892;GO:1990126;GO:0071376;GO:0045893;GO:0016055;GO:0035556;GO:0051403;GO:0038061;GO:0042147;GO:1904948;GO:0006974;GO:0009967;GO:0048846;GO:0031668;GO:0016241;GO:0031146;GO:0008284;GO:0042551;GO:0045862;GO:0045944;GO:0006468;GO:0042753;GO:0043687;GO:0043401;GO:0043524;GO:0000122;GO:0007229;GO:0000086;GO:0060070;GO:0016236;GO:0050852;GO:0030522;GO:0007281;GO:0006351;GO:0000209;GO:0006470;GO:0046600;GO:0007169;GO:0009267;GO:0006357;GO:0010923;GO:0001975;GO:0042053;GO:0034599;GO:0070498;GO:0050868;GO:2001234
GO:0042416;1.0;0.0;0.0;0.30952380952380953;0.06060606060606055;0.05128205128205132;0.0;0.06896551724137934;0.0;0.33333333333333337;0.0;0.0;0.0;0.0;0.04255319148936165;0.0;0.0625;0.06666666666666665;0.14;0.06451612903225812;0.0;0.0625;0.06666666666666665;0.0;0.05714285714285716;0.0625;0.0;0.15909090909090906;0.0;0.06451612903225812;0.0;0.0;0.18918918918918914;0.0;0.20588235294117652;0.06451612903225812;0.0;0.0;0.06451612903225812;0.06451612903225812;0.06060606060606055;0.1333333333333333;0.0444444444444444;0.06666666666666665;0.06060606060606055;0.31707317073170727;0.18918918918918914;0.18918918918918914;0.0;0.0625;0.052631578947368474;0.0;0.0;0.0;0.0;0.06060606060606055;0.0625;0.0;0.0
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7333333333333334;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1901223;0.0;0.0;1.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.19047619047619047;0.0;0.1333333333333333;0.0;0.0;0.08695652173913049;0.19047619047619047;0.21052631578947367;0.09090909090909094;0.19999999999999996;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.18181818181818177;0.0;0.19999999999999996;0.0;0.12121212121212122;0.08333333333333337;0.0;0.1578947368421053;0.0;0.19999999999999996;0.23076923076923073;0.12765957446808507;0.19999999999999996;0.0;0.18181818181818177;0.0;0.1515151515151515;0.21052631578947367;0.0;0.0;0.0;0.0;0.16216216216216217;0.19047619047619047;0.0;0.125;0.17647058823529416;0.0;0.17391304347826086;0.0;0.19047619047619047;0.1875;0.5833333333333333
GO:0006366;0.30952380952380953;0.0;0.0;1.0;0.05555555555555558;0.04761904761904767;0.0;0.0625;0.0;0.8333333333333334;0.0;0.0;0.0;0.0;0.040000000000000036;0.0;0.05714285714285716;0.06060606060606055;0.17647058823529416;0.05882352941176472;0.0;0.05714285714285716;0.06060606060606055;0.0;0.052631578947368474;0.05714285714285716;0.0;0.19999999999999996;0.0;0.05882352941176472;0.0;0.0;0.23684210526315785;0.0;0.2571428571428571;0.05882352941176472;0.0;0.0;0.05882352941176472;0.05882352941176472;0.05555555555555558;0.12121212121212122;0.04166666666666663;0.06060606060606055;0.05555555555555558;0.9655172413793104;0.23684210526315785;0.23684210526315785;0.0;0.05714285714285716;0.04878048780487809;0.0;0.0;0.0;0.0;0.05555555555555558;0.05714285714285716;0.0;0.0
GO:0008543;0.06060606060606055;0.0;0.18181818181818177;0.05555555555555558;1.0;0.09090909090909094;0.0;0.16666666666666663;0.0;0.06060606060606055;0.3076923076923077;0.0;0.10256410256410253;0.0;0.06666666666666665;0.10526315789473684;0.7;0.6666666666666667;0.17647058823529416;0.6;0.0;0.1333333333333333;0.15384615384615385;0.2222222222222222;0.11111111111111116;0.1333333333333333;0.2857142857142857;0.0625;0.33333333333333337;0.1428571428571429;0.16000000000000003;0.09999999999999998;0.07999999999999996;0.2727272727272727;0.09090909090909094;0.6;0.19999999999999996;0.09756097560975607;0.7777777777777778;0.1428571428571429;0.6363636363636364;0.1333333333333333;0.30434782608695654;0.6666666666666667;0.125;0.05714285714285716;0.07999999999999996;0.07999999999999996;0.12903225806451613;0.8888888888888888;0.09523809523809523;0.16666666666666663;0.1428571428571429;0.0;0.2666666666666667;0.125;0.7;0.15384615384615385;0.15384615384615385
GO:0021952;0.05128205128205132;0.0;0.0;0.04761904761904767;0.09090909090909094;1.0;0.0;0.25;0.0;0.05128205128205132;0.0;0.0;0.0;0.0;0.05555555555555558;0.0;0.09523809523809523;0.10526315789473684;0.045454545454545414;0.09999999999999998;0.0;0.21052631578947367;0.10526315789473684;0.0;0.13043478260869568;0.09523809523809523;0.0;0.052631578947368474;0.0;0.2222222222222222;0.0;0.0;0.06451612903225812;0.0;0.0714285714285714;0.09999999999999998;0.0;0.0;0.09999999999999998;0.09999999999999998;0.09090909090909094;0.09523809523809523;0.05882352941176472;0.10526315789473684;0.19999999999999996;0.04878048780487809;0.06451612903225812;0.06451612903225812;0.0;0.09523809523809523;0.07407407407407407;0.0;0.0;0.0;0.0;0.09090909090909094;0.09523809523809523;0.0;0.0
GO:0008344;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045444;0.06896551724137934;0.0;0.0;0.0625;0.16666666666666663;0.25;0.0;1.0;0.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.18181818181818177;0.2222222222222222;0.05882352941176472;0.19999999999999996;0.0;0.625;0.2222222222222222;0.0;0.23076923076923073;0.18181818181818177;0.0;0.0714285714285714;0.0;0.5;0.0;0.0;0.09523809523809523;0.0;0.11111111111111116;0.19999999999999996;0.0;0.0;0.19999999999999996;0.19999999999999996;0.16666666666666663;0.18181818181818177;0.08333333333333337;0.2222222222222222;0.4;0.06451612903225812;0.09523809523809523;0.09523809523809523;0.0;0.18181818181818177;0.11764705882352944;0.0;0.0;0.0;0.0;0.16666666666666663;0.18181818181818177;0.0;0.0
GO:0006886;0.0;0.7333333333333334;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.38888888888888884;0.0;0.0;0.0;0.0;0.0;0.0;0.38888888888888884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006367;0.33333333333333337;0.0;0.0;0.8333333333333334;0.06060606060606055;0.05128205128205132;0.0;0.06896551724137934;0.0;1.0;0.0;0.0;0.0;0.0;0.04255319148936165;0.0;0.0625;0.06666666666666665;0.16326530612244894;0.06451612903225812;0.0;0.0625;0.06666666666666665;0.0;0.05714285714285716;0.0625;0.0;0.18604651162790697;0.0;0.06451612903225812;0.0;0.0;0.2222222222222222;0.0;0.24242424242424243;0.06451612903225812;0.0;0.0;0.06451612903225812;0.06451612903225812;0.06060606060606055;0.1333333333333333;0.0444444444444444;0.06666666666666665;0.06060606060606055;0.8620689655172413;0.2222222222222222;0.2222222222222222;0.0;0.0625;0.052631578947368474;0.0;0.0;0.0;0.0;0.06060606060606055;0.0625;0.0;0.0
GO:0001672;0.0;0.0;0.19047619047619047;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.10526315789473684;0.0;0.0;0.10810810810810811;0.33333333333333337;0.4;0.11428571428571432;0.36363636363636365;0.0;0.0;0.0;0.23529411764705888;0.0;0.0;0.3076923076923077;0.0;0.36363636363636365;0.0;0.16666666666666663;0.10256410256410253;0.0;0.30000000000000004;0.0;0.36363636363636365;0.21052631578947367;0.09999999999999998;0.36363636363636365;0.0;0.3076923076923077;0.0;0.16000000000000003;0.4;0.0;0.0;0.0;0.0;0.2142857142857143;0.33333333333333337;0.0;0.17391304347826086;0.14814814814814814;0.0;0.2857142857142857;0.0;0.33333333333333337;0.16000000000000003;0.16000000000000003
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.07407407407407407;0.0;0.0;0.0;0.08823529411764708;0.0;0.0;0.0;0.33333333333333337;0.0;0.0;0.16666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17647058823529416;0.0;0.0;0.1333333333333333;0.0;0.25;0.0;0.0;0.0
GO:0045892;0.0;0.0;0.1333333333333333;0.0;0.10256410256410253;0.0;0.0;0.0;0.0;0.0;0.10526315789473684;0.0;1.0;0.0;0.0;0.39583333333333337;0.10526315789473684;0.11111111111111116;0.06557377049180324;0.10810810810810811;0.0;0.0;0.0;0.09302325581395354;0.0;0.0;0.16216216216216217;0.0;0.10810810810810811;0.0;0.19999999999999996;0.38;0.0;0.08333333333333337;0.0;0.10810810810810811;0.13953488372093026;0.9444444444444444;0.10810810810810811;0.0;0.10256410256410253;0.0;0.07843137254901966;0.11111111111111116;0.0;0.0;0.0;0.0;0.11111111111111116;0.10526315789473684;0.0;0.5588235294117647;0.21276595744680848;0.0;0.2222222222222222;0.0;0.10526315789473684;0.12244897959183676;0.12244897959183676
GO:1990126;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.38888888888888884;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.8181818181818181;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071376;0.04255319148936165;0.0;0.0;0.040000000000000036;0.06666666666666665;0.05555555555555558;0.0;0.07692307692307687;0.0;0.04255319148936165;0.0;0.07407407407407407;0.0;0.0;1.0;0.0;0.06896551724137934;0.07407407407407407;0.07999999999999996;0.0714285714285714;0.0;0.06896551724137934;0.16000000000000003;0.0;0.0625;0.14814814814814814;0.0;0.04347826086956519;0.0;0.0714285714285714;0.0;0.0;0.05128205128205132;0.0;0.05555555555555558;0.0714285714285714;0.0;0.0;0.0714285714285714;0.0714285714285714;0.06666666666666665;0.06896551724137934;0.04761904761904767;0.07407407407407407;0.06666666666666665;0.04081632653061229;0.05128205128205132;0.05128205128205132;0.0;0.06896551724137934;0.12121212121212122;0.0;0.0;0.2142857142857143;0.0;0.23076923076923073;0.06896551724137934;0.0;0.0
GO:0045893;0.0;0.0;0.08695652173913049;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.10810810810810811;0.0;0.39583333333333337;0.0;0.0;1.0;0.10810810810810811;0.11428571428571432;0.06666666666666665;0.11111111111111116;0.0;0.0;0.0;0.15000000000000002;0.0;0.0;0.16666666666666663;0.0;0.17647058823529416;0.0;0.39473684210526316;0.9428571428571428;0.0;0.11764705882352944;0.0;0.11111111111111116;0.09090909090909094;0.38;0.11111111111111116;0.0;0.10526315789473684;0.0;0.10204081632653061;0.11428571428571432;0.0;0.0;0.0;0.0;0.07272727272727275;0.10810810810810811;0.0;0.5757575757575757;0.12;0.0;0.22857142857142854;0.0;0.10810810810810811;0.07999999999999996;0.07999999999999996
GO:0016055;0.0625;0.0;0.19047619047619047;0.05714285714285716;0.7;0.09523809523809523;0.0;0.18181818181818177;0.0;0.0625;0.33333333333333337;0.0;0.10526315789473684;0.0;0.06896551724137934;0.10810810810810811;1.0;0.75;0.18181818181818177;0.6666666666666667;0.0;0.1428571428571429;0.16666666666666663;0.23529411764705888;0.11764705882352944;0.1428571428571429;0.3076923076923077;0.06451612903225812;0.36363636363636365;0.15384615384615385;0.16666666666666663;0.10256410256410253;0.08333333333333337;0.30000000000000004;0.09523809523809523;0.6666666666666667;0.21052631578947367;0.09999999999999998;0.875;0.15384615384615385;0.8888888888888888;0.1428571428571429;0.31818181818181823;0.75;0.1333333333333333;0.05882352941176472;0.08333333333333337;0.08333333333333337;0.1333333333333333;0.7777777777777778;0.09999999999999998;0.17391304347826086;0.14814814814814814;0.0;0.2857142857142857;0.1333333333333333;0.7777777777777778;0.16000000000000003;0.16000000000000003
GO:0035556;0.06666666666666665;0.0;0.21052631578947367;0.06060606060606055;0.6666666666666667;0.10526315789473684;0.0;0.2222222222222222;0.0;0.06666666666666665;0.4;0.0;0.11111111111111116;0.0;0.07407407407407407;0.11428571428571432;0.75;1.0;0.19354838709677424;0.8571428571428572;0.0;0.16666666666666663;0.19999999999999996;0.2666666666666667;0.1333333333333333;0.16666666666666663;0.36363636363636365;0.06896551724137934;0.4444444444444444;0.18181818181818177;0.18181818181818177;0.10810810810810811;0.09090909090909094;0.375;0.10526315789473684;0.8571428571428572;0.23529411764705888;0.10526315789473684;0.8571428571428572;0.18181818181818177;0.6666666666666667;0.16666666666666663;0.2857142857142857;1.0;0.15384615384615385;0.0625;0.09090909090909094;0.09090909090909094;0.1428571428571429;0.75;0.11111111111111116;0.19047619047619047;0.16000000000000003;0.0;0.33333333333333337;0.15384615384615385;0.75;0.17391304347826086;0.17391304347826086
GO:0051403;0.14;0.0;0.09090909090909094;0.17647058823529416;0.17647058823529416;0.045454545454545414;0.0;0.05882352941176472;0.0;0.16326530612244894;0.11428571428571432;0.08823529411764708;0.06557377049180324;0.0;0.07999999999999996;0.06666666666666665;0.18181818181818177;0.19354838709677424;1.0;0.22580645161290325;0.0;0.05405405405405406;0.19354838709677424;0.09999999999999998;0.050000000000000044;0.11428571428571432;0.11111111111111116;0.24444444444444446;0.11764705882352944;0.05555555555555558;0.08510638297872342;0.06451612903225812;0.5806451612903225;0.09090909090909094;0.4838709677419355;0.1875;0.09523809523809523;0.06349206349206349;0.1875;0.05555555555555558;0.17647058823529416;0.11428571428571432;0.13043478260869568;0.19354838709677424;0.052631578947368474;0.18000000000000005;0.4411764705882353;0.53125;0.07547169811320753;0.18181818181818177;0.15384615384615385;0.08695652173913049;0.07999999999999996;0.050000000000000044;0.10810810810810811;0.17647058823529416;0.18181818181818177;0.08333333333333337;0.08333333333333337
GO:0038061;0.06451612903225812;0.0;0.19999999999999996;0.05882352941176472;0.6;0.09999999999999998;0.0;0.19999999999999996;0.0;0.06451612903225812;0.36363636363636365;0.0;0.10810810810810811;0.0;0.0714285714285714;0.11111111111111116;0.6666666666666667;0.8571428571428572;0.22580645161290325;1.0;0.0;0.15384615384615385;0.18181818181818177;0.25;0.125;0.15384615384615385;0.33333333333333337;0.06666666666666665;0.4;0.16666666666666663;0.17391304347826086;0.10526315789473684;0.08695652173913049;0.33333333333333337;0.09999999999999998;0.75;0.2222222222222222;0.10256410256410253;0.75;0.16666666666666663;0.6;0.15384615384615385;0.2727272727272727;0.8571428571428572;0.1428571428571429;0.06060606060606055;0.08695652173913049;0.08695652173913049;0.13793103448275867;0.6666666666666667;0.10526315789473684;0.18181818181818177;0.15384615384615385;0.0;0.3076923076923077;0.1428571428571429;0.6666666666666667;0.16666666666666663;0.16666666666666663
GO:0042147;0.0;0.23529411764705888;0.0;0.0;0.0;0.0;0.0;0.0;0.38888888888888884;0.0;0.0;0.0;0.0;0.8181818181818181;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1904948;0.0625;0.0;0.0;0.05714285714285716;0.1333333333333333;0.21052631578947367;0.0;0.625;0.0;0.0625;0.0;0.0;0.0;0.0;0.06896551724137934;0.0;0.1428571428571429;0.16666666666666663;0.05405405405405406;0.15384615384615385;0.0;1.0;0.16666666666666663;0.0;0.1875;0.1428571428571429;0.0;0.06451612903225812;0.0;0.36363636363636365;0.0;0.0;0.08333333333333337;0.0;0.09523809523809523;0.15384615384615385;0.0;0.0;0.15384615384615385;0.15384615384615385;0.1333333333333333;0.1428571428571429;0.07407407407407407;0.16666666666666663;0.3076923076923077;0.05882352941176472;0.08333333333333337;0.08333333333333337;0.0;0.1428571428571429;0.09999999999999998;0.0;0.0;0.0;0.0;0.1333333333333333;0.1428571428571429;0.0;0.0
GO:0006974;0.06666666666666665;0.0;0.0;0.06060606060606055;0.15384615384615385;0.10526315789473684;0.0;0.2222222222222222;0.0;0.06666666666666665;0.0;0.33333333333333337;0.0;0.0;0.16000000000000003;0.0;0.16666666666666663;0.19999999999999996;0.19354838709677424;0.18181818181818177;0.0;0.16666666666666663;1.0;0.0;0.1333333333333333;0.4;0.0;0.06896551724137934;0.0;0.18181818181818177;0.0;0.0;0.09090909090909094;0.0;0.10526315789473684;0.18181818181818177;0.0;0.0;0.18181818181818177;0.18181818181818177;0.15384615384615385;0.16666666666666663;0.07999999999999996;0.19999999999999996;0.15384615384615385;0.0625;0.09090909090909094;0.09090909090909094;0.0;0.16666666666666663;0.4285714285714286;0.0;0.0;0.1333333333333333;0.0;0.6666666666666667;0.16666666666666663;0.0;0.0
GO:0009967;0.0;0.0;0.36363636363636365;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.23529411764705888;0.0;0.09302325581395354;0.0;0.0;0.15000000000000002;0.23529411764705888;0.2666666666666667;0.09999999999999998;0.25;0.0;0.0;0.0;1.0;0.0;0.0;0.2222222222222222;0.0;0.4285714285714286;0.0;0.2222222222222222;0.1428571428571429;0.0;0.2857142857142857;0.0;0.25;0.16666666666666663;0.0888888888888889;0.25;0.0;0.2222222222222222;0.0;0.2592592592592593;0.2666666666666667;0.0;0.0;0.0;0.0;0.11428571428571432;0.23529411764705888;0.0;0.1428571428571429;0.125;0.0;0.21052631578947367;0.0;0.23529411764705888;0.1333333333333333;0.3076923076923077
GO:0048846;0.05714285714285716;0.0;0.0;0.052631578947368474;0.11111111111111116;0.13043478260869568;0.0;0.23076923076923073;0.0;0.05714285714285716;0.0;0.0;0.0;0.0;0.0625;0.0;0.11764705882352944;0.1333333333333333;0.050000000000000044;0.125;0.0;0.1875;0.1333333333333333;0.0;1.0;0.11764705882352944;0.0;0.05882352941176472;0.0;0.19999999999999996;0.0;0.0;0.07407407407407407;0.0;0.08333333333333337;0.125;0.0;0.0;0.125;0.125;0.11111111111111116;0.11764705882352944;0.06666666666666665;0.1333333333333333;0.17647058823529416;0.05405405405405406;0.07407407407407407;0.07407407407407407;0.0;0.11764705882352944;0.08695652173913049;0.0;0.0;0.0;0.0;0.11111111111111116;0.11764705882352944;0.0;0.0
GO:0031668;0.0625;0.0;0.0;0.05714285714285716;0.1333333333333333;0.09523809523809523;0.0;0.18181818181818177;0.0;0.0625;0.0;0.16666666666666663;0.0;0.0;0.14814814814814814;0.0;0.1428571428571429;0.16666666666666663;0.11428571428571432;0.15384615384615385;0.0;0.1428571428571429;0.4;0.0;0.11764705882352944;1.0;0.0;0.06451612903225812;0.0;0.15384615384615385;0.0;0.0;0.08333333333333337;0.0;0.09523809523809523;0.15384615384615385;0.0;0.0;0.15384615384615385;0.15384615384615385;0.1333333333333333;0.1428571428571429;0.07407407407407407;0.16666666666666663;0.1333333333333333;0.05882352941176472;0.08333333333333337;0.08333333333333337;0.0;0.1428571428571429;0.5714285714285714;0.0;0.0;0.11764705882352944;0.0;0.3076923076923077;0.1428571428571429;0.0;0.0
