;GO:0015874;GO:0036376;GO:0015872;GO:1902474;GO:1902358;GO:0051491;GO:0006520;GO:0009313;GO:0002087;GO:0042136;GO:0051290;GO:0003333;GO:0046415;GO:1904659;GO:0050796;GO:0048488;GO:2000311;GO:2000310;GO:0060291;GO:0051968;GO:0015747;GO:0015746;GO:0035435;GO:0061002;GO:0070837;GO:1904064;GO:0065003;GO:0015760;GO:1904861;GO:0051260;GO:1904823;GO:0060999;GO:0043312;GO:1900029;GO:2000809;GO:0006139;GO:0007269;GO:0007589;GO:1990573;GO:0006605;GO:0098942;GO:0001558;GO:0072531;GO:2000649;GO:0015718;GO:0015879;GO:0015711;GO:0015697;GO:0090314;GO:0032230;GO:1905520;GO:1901642;GO:1902533;GO:0099054;GO:0006855;GO:0071277;GO:0097104;GO:0072488;GO:0023041;GO:0097105;GO:1990822;GO:0043252;GO:0140058;GO:0048789;GO:1900244;GO:0097113;GO:0097115;GO:0097114;GO:0097119;GO:0010248;GO:0015739;GO:0010841;GO:0035725;GO:2000463;GO:0050900;GO:0015812;GO:0032414;GO:0015811;GO:0015855;GO:2000302;GO:0106001
GO:0015874;1.0;0.3525853469134385;0.7723211187816114;0.0;0.37797261413718564;0.0;0.0;0.0;0.0;0.0;0.0;0.4752362062018206;0.0;0.5300965477744176;0.0;0.46130404938826103;0.0;0.0;0.0;0.0;0.643650965350984;0.4692073657684136;0.3923936162129323;0.0;0.5526253396326435;0.0;0.0;0.5794813255565892;0.0;0.0;0.6172741535232904;0.0;0.29033482825493856;0.0;0.0;0.0;0.3725715474190284;0.47877055676409813;0.2923046760040758;0.48830038073130444;0.0;0.0;0.7069979728160667;0.0;0.529620106337391;0.5687162158761225;0.6069589218255841;0.6164864566275201;0.0;0.0;0.0;0.6168255077693131;0.0;0.0;0.5335708055318533;0.0;0.0;0.5078669518483448;0.0;0.0;0.4464081882690386;0.5788507339721327;0.0;0.0;0.0;0.24182305190883183;0.2621870425402259;0.2515936545569983;0.2869400258658904;0.507531445232644;0.5077737095698396;0.0;0.378225328192637;0.0;0.0;0.5267084970603338;0.0;0.4754560397460478;0.7077883170740467;0.0;0.5258262722753215
GO:0036376;0.3525853469134385;1.0;0.4318505921740975;0.0;0.5357341157894858;0.0;0.0;0.0;0.0;0.0;0.0;0.4397173099521073;0.0;0.4082492906187314;0.0;0.35188732884479246;0.0;0.0;0.0;0.0;0.4214863911768611;0.3711554638339516;0.5518988237921917;0.0;0.42148224625690395;0.0;0.0;0.3649644998085203;0.0;0.0;0.408183476933612;0.0;0.24281567858835498;0.0;0.0;0.0;0.297787502524376;0.3619602605852857;0.6702892008195218;0.28332095909918825;0.0;0.0;0.45240213828605375;0.0;0.40796664635036056;0.44582849263338076;0.45236732845257355;0.4746786630564273;0.0;0.0;0.0;0.4079549461028543;0.0;0.0;0.4698087703416013;0.0;0.0;0.6511033930004198;0.0;0.0;0.4177783352483939;0.43656759757787605;0.0;0.0;0.0;0.18972472711589491;0.20203611189412;0.1956869721513356;0.21642267141891192;0.5999639324375816;0.39487980832416414;0.0;0.9420532104124328;0.0;0.0;0.36044936588505627;0.0;0.3319300643117537;0.3782063082958159;0.0;0.33889112888533546
GO:0015872;0.7723211187816114;0.4318505921740975;1.0;0.0;0.3942645591991906;0.0;0.0;0.0;0.0;0.0;0.0;0.4786834425549149;0.0;0.45190223968616783;0.0;0.3908466254278076;0.0;0.0;0.0;0.0;0.6223956209083527;0.5409180742808783;0.4073072002841663;0.0;0.5452808168258974;0.0;0.0;0.4873056082613982;0.0;0.0;0.5262365632658105;0.0;0.2607507630182471;0.0;0.0;0.0;0.32522134363769767;0.40331299365651535;0.3655872027039587;0.429520035693394;0.0;0.0;0.5900778815941867;0.0;0.5259271541940617;0.6964381916209967;0.5900270360050913;0.7463184928608892;0.0;0.0;0.0;0.5259104593810229;0.0;0.0;0.5285664092606976;0.0;0.0;0.6486334699040404;0.0;0.0;0.4528751966828066;0.5670453119570997;0.0;0.0;0.0;0.2086122107004413;0.22359363587293915;0.2158432749015763;0.24134902427031474;0.507040569136649;0.5073175724885021;0.0;0.45921080967869865;0.0;0.0;0.5238602958071129;0.0;0.4788788344549249;0.5906283322025296;0.0;0.4487951677853775
GO:1902474;0.0;0.0;0.0;1.0;0.0;0.3651584407978263;0.0;0.0;0.38377802308999076;0.28275116184427856;0.0;0.0;0.0;0.0;0.3928225298671957;0.0;0.3088660875413234;0.3088660875413234;0.39119824819848215;0.4078007768621653;0.0;0.0;0.0;0.15638910665032102;0.0;0.4897174061590767;0.0;0.0;0.0;0.0;0.0;0.24566923954890274;0.0;0.3651584407978263;0.5794473214385109;0.0;0.2376112219333316;0.3119565602216967;0.0;0.0;0.0;0.4748442362659678;0.0;0.37679602671920803;0.0;0.0;0.0;0.0;0.4099471001535069;0.40780060465693824;0.29292837564355034;0.0;0.391986118925847;0.0;0.0;0.0;0.0;0.0;0.47296053799274645;0.0;0.0;0.0;0.0;0.0;0.4090550975019079;0.0;0.0;0.0;0.0;0.0;0.0;0.4415365015412416;0.0;0.28361021603559405;0.0;0.0;0.40721239249051333;0.0;0.0;0.2424914364217093;0.0
GO:1902358;0.37797261413718564;0.5357341157894858;0.3942645591991906;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5775454252702175;0.0;0.4366125096271039;0.0;0.3771705725051799;0.0;0.0;0.0;0.0;0.5259024271069291;0.45916116907197224;0.8413561816504996;0.0;0.5258968835613694;0.0;0.0;0.39223467765899406;0.0;0.0;0.43653723427131136;0.0;0.25459209065589516;0.0;0.0;0.0;0.3156963391134928;0.388766844428748;0.45548388423205727;0.2994848110924778;0.0;0.0;0.4874958650325021;0.0;0.5078622847614321;0.40785409515874427;0.5674222781511868;0.4360782928112516;0.0;0.0;0.0;0.43627586191535483;0.0;0.0;0.5077682798310686;0.0;0.0;0.5584768054410119;0.0;0.0;0.5472079001951901;0.546124535540701;0.0;0.0;0.0;0.20202545215186513;0.21604397357995456;0.20879968139633298;0.23257625219368816;0.6465401545329792;0.490478682237249;0.0;0.568669118554305;0.0;0.0;0.4451106374131379;0.0;0.46564629766480364;0.4075708512326369;0.0;0.3622792319738135
GO:0051491;0.0;0.0;0.0;0.3651584407978263;0.0;1.0;0.0;0.0;0.2632604067932297;0.1941455253103892;0.0;0.0;0.0;0.0;0.2499025107376098;0.0;0.23853324162524966;0.23853324162524966;0.39635249514367576;0.40846020881282846;0.0;0.0;0.0;0.26068530701968134;0.0;0.29373632233231606;0.0;0.0;0.0;0.0;0.0;0.4684134868124427;0.0;0.8976192400015703;0.3305724360481377;0.0;0.17174304178488586;0.20748302984706965;0.0;0.0;0.0;0.45291464924717956;0.0;0.22177678462150932;0.0;0.0;0.0;0.0;0.22928352127035237;0.40846008466152167;0.4965087786545387;0.0;0.39693337737686196;0.0;0.0;0.0;0.0;0.0;0.3778216635275667;0.0;0.0;0.0;0.0;0.0;0.45718901345549406;0.0;0.0;0.0;0.0;0.0;0.0;0.31061137078894707;0.0;0.3105716841969087;0.0;0.0;0.2563602313738662;0.0;0.0;0.2357750503578058;0.0
GO:0006520;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.40497040652151584;0.0;0.387966517649283;0.23165385317171275;0.0;0.6743559191240688;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2721334498891725;0.0;0.2607086607063463;0.25023495221905884;0.0;0.0;0.15826731901580796;0.0;0.0;0.6029908151108514;0.19850453895341694;0.0;0.15925288485281786;0.0;0.2401222862182641;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2721247264912222;0.0;0.22245029084311105;0.250121880404725;0.0;0.27099350188199467;0.250121880404725;0.0;0.0;0.20706433391676987;0.2605659983665325;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25900181435382474;0.0;0.0;0.0;0.0;0.0;0.0
GO:0009313;0.0;0.0;0.0;0.0;0.0;0.0;0.40497040652151584;1.0;0.0;0.2596118471189142;0.0;0.0;0.2995167551593448;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42134759811828143;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0002087;0.0;0.0;0.0;0.38377802308999076;0.0;0.2632604067932297;0.0;0.0;1.0;0.24713746282123905;0.0;0.0;0.0;0.0;0.23901401169623376;0.0;0.22613310725434393;0.22613310725434393;0.28005354963376383;0.29063800722922645;0.0;0.0;0.0;0.18454242928855702;0.0;0.29089182642951317;0.0;0.0;0.0;0.0;0.0;0.22873132211897393;0.0;0.2632604067932297;0.33741772320438707;0.0;0.21194487979942772;0.2691625607865319;0.0;0.0;0.0;0.40280410742687633;0.0;0.2707947760668266;0.0;0.0;0.0;0.0;0.21581956973994673;0.2906378979340749;0.2691622100645896;0.0;0.28055797498549406;0.0;0.0;0.0;0.0;0.0;0.40144779970351274;0.0;0.0;0.0;0.0;0.0;0.24744389143844928;0.0;0.0;0.0;0.0;0.0;0.0;0.38967419279479093;0.0;0.3124519324984585;0.0;0.0;0.24643267148634004;0.0;0.0;0.15247316210136044;0.33199742792024756
GO:0042136;0.0;0.0;0.0;0.28275116184427856;0.0;0.1941455253103892;0.387966517649283;0.2596118471189142;0.24713746282123905;1.0;0.24949179826016168;0.0;0.36135561476495354;0.0;0.2385579712524649;0.0;0.1668148457852069;0.1668148457852069;0.2794276617508544;0.21428874324195846;0.0;0.0;0.0;0.10901669696558236;0.0;0.21447545091908113;0.2970858869944633;0.0;0.2835221361787719;0.271178604211974;0.0;0.1350827051939583;0.1663952732959144;0.1941455253103892;0.24868681365980386;0.4028900769154439;0.43429401428687203;0.3631583707287592;0.16748501615512315;0.0;0.25934235516086024;0.29672374854953143;0.0;0.19968985623462338;0.0;0.0;0.0;0.0;0.15921982105552224;0.21428866284502557;0.15891905752531005;0.0;0.20687332862397276;0.2970754905557881;0.0;0.23884882821501519;0.2710458180442852;0.0;0.40353716767912;0.2710458180442852;0.0;0.0;0.2212008055107985;0.2833534220028641;0.18250442607200723;0.0;0.0;0.0;0.0;0.0;0.0;0.22989484699499563;0.0;0.20874942497612373;0.28150465857584556;0.0;0.1817600590110905;0.0;0.0;0.190111836344832;0.0
