;GO:0051260;GO:0007166;GO:0061737;GO:0007188;GO:0006099;GO:0007200;GO:0006367;GO:0006103;GO:0007204;GO:0006357;GO:0006104;GO:0106077;GO:0007218;GO:0043161;GO:0006559;GO:0002437;GO:0006816;GO:0016567;GO:0033512
GO:0051260;1.0;0.5538502626929458;0.4122517233397286;0.4849883252655831;0.42908138832464554;0.46815866028066616;0.4122517233397286;0.36084319474922627;0.30035478800013066;0.0;0.33119701569076904;0.23525923081088307;0.42908138832464554;0.4725854412103556;0.3045226277899759;0.0;0.0;0.312422613666427;0.25074796960415136
GO:0007166;0.5538502626929458;1.0;0.6601355378932015;0.7328721398190559;0.5440055397770694;0.716042474834139;0.5271758747921524;0.5025699007633109;0.42929020800141887;0.5390212253023983;0.4687824041326096;0.36567212105657526;0.6769652028781183;0.5875095926627796;0.4421080162318164;0.0;0.0;0.4428355039121192;0.38298705789197046
GO:0061737;0.4122517233397286;0.6601355378932015;1.0;0.6866434819057774;0.4024070004238523;0.6698138169208605;0.3855773354389354;0.36097136141009367;0.2876916686482017;0.3801077491137859;0.3271838647793925;0.22407358170335817;0.6307365449648398;0.44591105330956243;0.30050947687859925;0.0;0.0;0.3012369645589021;0.24138851853875337
GO:0007188;0.4849883252655831;0.7328721398190559;0.6866434819057774;1.0;0.4751436023497068;0.742550418846715;0.4583139373647899;0.4337079633359482;0.36042827057405624;0.45284435103964044;0.399920466705247;0.2968101836292127;0.7034731468906943;0.5186476552354169;0.37324607880445376;0.0;0.0;0.3739735664847566;0.3141251204646079
GO:0006099;0.42908138832464554;0.5440055397770694;0.4024070004238523;0.4751436023497068;1.0;0.4583139373647899;0.4507428466252414;0.525666507838048;0.3045213336331187;0.0;0.40392966819944326;0.30655402972505935;0.41923666540876925;0.5110765644958684;0.4834427416188606;0.0;0.0;0.38371741258060327;0.41714928508286647
GO:0007200;0.46815866028066616;0.716042474834139;0.6698138169208605;0.742550418846715;0.4583139373647899;1.0;0.44148427237987303;0.41687829835103124;0.3435986055891393;0.4360146860547235;0.38309080172033005;0.2799805186442958;0.6866434819057774;0.5018179902505;0.35641641381953687;0.0;0.0;0.3571439014998397;0.297295455479691
GO:0006367;0.4122517233397286;0.5271758747921524;0.3855773354389354;0.4583139373647899;0.4507428466252414;0.44148427237987303;1.0;0.42688862091223045;0.2876916686482017;0.0;0.38710000321452637;0.31688185444917777;0.4024070004238523;0.5214043892199869;0.4072132309079396;0.0;0.0;0.3940452373047217;0.3125937705559852
GO:0006103;0.36084319474922627;0.5025699007633109;0.36097136141009367;0.4337079633359482;0.525666507838048;0.41687829835103124;0.42688862091223045;1.0;0.31137810904129176;0.0;0.5633898518234277;0.3076761605315822;0.3778010263950106;0.4872223387828575;0.466060277647724;0.0;0.0;0.3848395433871261;0.4704220073866405
GO:0007204;0.30035478800013066;0.42929020800141887;0.2876916686482017;0.36042827057405624;0.3045213336331187;0.3435986055891393;0.2876916686482017;0.31137810904129176;1.0;0.3443018286419996;0.29262632449126297;0.21859782073161205;0.3045213336331187;0.34802538651882875;0.26595193659046984;0.0;0.0;0.29576120358715596;0.22808543845787754
GO:0006357;0.0;0.5390212253023983;0.3801077491137859;0.45284435103964044;0.0;0.4360146860547235;0.0;0.0;0.3443018286419996;1.0;0.0;0.0;0.39693741409870287;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006104;0.33119701569076904;0.4687824041326096;0.3271838647793925;0.399920466705247;0.40392966819944326;0.38309080172033005;0.38710000321452637;0.5633898518234277;0.29262632449126297;0.0;1.0;0.2852024796692733;0.3440135297643094;0.4474337210851534;0.3544658766483661;0.0;0.0;0.36236586252481723;0.6020054097137931
GO:0106077;0.23525923081088307;0.36567212105657526;0.22407358170335817;0.2968101836292127;0.30655402972505935;0.2799805186442958;0.31688185444917777;0.3076761605315822;0.21859782073161205;0.0;0.2852024796692733;1.0;0.24090324668827506;0.43145512373180583;0.2926166286020344;0.0;0.0;0.46050653723702106;0.24898440905545682
GO:0007218;0.42908138832464554;0.6769652028781183;0.6307365449648398;0.7034731468906943;0.41923666540876925;0.6866434819057774;0.4024070004238523;0.3778010263950106;0.3045213336331187;0.39693741409870287;0.3440135297643094;0.24090324668827506;1.0;0.4627407182944793;0.3173391418635162;0.0;0.0;0.318066629543819;0.25821818352367026
GO:0043161;0.4725854412103556;0.5875095926627796;0.44591105330956243;0.5186476552354169;0.5110765644958684;0.5018179902505;0.5214043892199869;0.4872223387828575;0.34802538651882875;0.0;0.4474337210851534;0.43145512373180583;0.4627407182944793;1.0;0.570815231898181;0.0;0.0;0.5086185065873498;0.49437933672294
GO:0006559;0.3045226277899759;0.4421080162318164;0.30050947687859925;0.37324607880445376;0.4834427416188606;0.35641641381953687;0.4072132309079396;0.466060277647724;0.26595193659046984;0.0;0.3544658766483661;0.2926166286020344;0.3173391418635162;0.570815231898181;1.0;0.0;0.0;0.36978001145757833;0.541671691843166
GO:0002437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
