;GO:0051260;GO:0007166;GO:0061737;GO:0007188;GO:0006099;GO:0007200;GO:0006367;GO:0006103;GO:0007204;GO:0006357;GO:0006104;GO:0106077;GO:0007218;GO:0043161;GO:0006559;GO:0002437;GO:0006816;GO:0016567;GO:0033512
GO:0051260;1.0;0.3320118664429943;0.31508511574117537;0.29980720034475705;0.23210709274106667;0.31508511574117537;0.15986154915984363;0.26212730873619433;0.18976558719627043;0.0;0.2623894125322901;0.20860331827552217;0.31508511574117537;0.16874935575959488;0.1325566080929104;0.0;0.0;0.20860291564586605;0.11983111905167677
GO:0007166;0.3320118664429943;1.0;0.8303885688799914;0.7860557942367888;0.24986025622236965;0.8303885688799914;0.16808717109795196;0.28499599320541286;0.2749158522511755;0.3523122805064314;0.28530585224431115;0.22283284925178018;0.8303885688799914;0.17794133706755952;0.13816299789576697;0.0;0.0;0.22283238981928957;0.12439421889939208
GO:0061737;0.31508511574117537;0.8303885688799914;1.0;0.8479107962018014;0.24015126382008278;0.8931779455154509;0.16363668603838355;0.2724330706256121;0.26623687119458433;0.3408213252498581;0.2727162003707385;0.2150781043280981;0.8931779455154509;0.17296146363425413;0.13514183825819942;0.0;0.0;0.21507767631633087;0.12193986042340749
GO:0007188;0.29980720034475705;0.7860557942367888;0.8479107962018014;1.0;0.23117252682688125;0.8479107962018014;0.15941766895576745;0.2609359802084232;0.2580927030126313;0.33006101885259786;0.2611957057947992;0.20784813450378725;0.8479107962018014;0.16825482313082693;0.13225126610661397;0.0;0.0;0.20784773478404375;0.11958153373051775
GO:0006099;0.23210709274106667;0.24986025622236965;0.24015126382008278;0.23117252682688125;1.0;0.24015126382008278;0.32828769792347284;0.6958785877298106;0.15974553284896684;0.0;0.4240884056223024;0.41124527509974723;0.24015126382008278;0.3439261111300677;0.47023472220570306;0.0;0.0;0.4112446172453336;0.4298807359673048
GO:0007200;0.31508511574117537;0.8303885688799914;0.8931779455154509;0.8479107962018014;0.24015126382008278;1.0;0.16363668603838355;0.2724330706256121;0.26623687119458433;0.3408213252498581;0.2727162003707385;0.2150781043280981;0.8931779455154509;0.17296146363425413;0.13514183825819942;0.0;0.0;0.21507767631633087;0.12193986042340749
GO:0006367;0.15986154915984363;0.16808717109795196;0.16363668603838355;0.15941766895576745;0.32828769792347284;0.16363668603838355;1.0;0.301561099584996;0.1218470133420206;0.0;0.30173138753002354;0.39507513235735925;0.16363668603838355;0.3446098952598794;0.32259065965905365;0.0;0.0;0.3950746595331007;0.2411825489260044
GO:0006103;0.26212730873619433;0.28499599320541286;0.2724330706256121;0.2609359802084232;0.6958785877298106;0.2724330706256121;0.301561099584996;1.0;0.17341421172654461;0.0;0.5485170709240021;0.38487181058652664;0.2724330706256121;0.31702992704334165;0.41586035462674764;0.0;0.0;0.38487113750296964;0.4151398590771201
GO:0007204;0.18976558719627043;0.2749158522511755;0.26623687119458433;0.2580927030126313;0.15974553284896684;0.26623687119458433;0.1218470133420206;0.17341421172654461;1.0;0.14170626128865307;0.17352888737469666;0.14824945209010307;0.26623687119458433;0.1269430466833005;0.10531252508480313;0.0;0.0;0.14824924873748335;0.09711870554524585
GO:0006357;0.0;0.3523122805064314;0.3408213252498581;0.33006101885259786;0.0;0.3408213252498581;0.0;0.0;0.14170626128865307;1.0;0.0;0.0;0.3408213252498581;0.0;0.0;0.0;0.0;0.0;0.0
