;GO:0051260;GO:0007166;GO:0061737;GO:0007188;GO:0006099;GO:0007200;GO:0006367;GO:0006103;GO:0007204;GO:0006357;GO:0006104;GO:0106077;GO:0007218;GO:0043161;GO:0006559;GO:0002437;GO:0006816;GO:0016567;GO:0033512
GO:0051260;1.0;0.16666666666666663;0.15384615384615385;0.1428571428571429;0.09999999999999998;0.15384615384615385;0.0625;0.11764705882352944;0.07692307692307687;0.0;0.11764705882352944;0.08695652173913049;0.15384615384615385;0.06666666666666665;0.050000000000000044;0.0;0.0;0.08695652173913049;0.0444444444444444
GO:0007166;0.16666666666666663;1.0;0.8571428571428572;0.75;0.11111111111111116;0.8571428571428572;0.06666666666666665;0.1333333333333333;0.13043478260869568;0.19047619047619047;0.1333333333333333;0.09523809523809523;0.8571428571428572;0.0714285714285714;0.052631578947368474;0.0;0.0;0.09523809523809523;0.046511627906976716
GO:0061737;0.15384615384615385;0.8571428571428572;1.0;0.875;0.10526315789473684;1.0;0.06451612903225812;0.125;0.125;0.18181818181818177;0.125;0.09090909090909094;1.0;0.06896551724137934;0.05128205128205132;0.0;0.0;0.09090909090909094;0.045454545454545414
GO:0007188;0.1428571428571429;0.75;0.875;1.0;0.09999999999999998;0.875;0.0625;0.11764705882352944;0.12;0.17391304347826086;0.11764705882352944;0.08695652173913049;0.875;0.06666666666666665;0.050000000000000044;0.0;0.0;0.08695652173913049;0.0444444444444444
GO:0006099;0.09999999999999998;0.11111111111111116;0.10526315789473684;0.09999999999999998;1.0;0.10526315789473684;0.17647058823529416;0.5625;0.0625;0.0;0.25;0.24;0.10526315789473684;0.1875;0.29729729729729726;0.0;0.0;0.24;0.26190476190476186
GO:0007200;0.15384615384615385;0.8571428571428572;1.0;0.875;0.10526315789473684;1.0;0.06451612903225812;0.125;0.125;0.18181818181818177;0.125;0.09090909090909094;1.0;0.06896551724137934;0.05128205128205132;0.0;0.0;0.09090909090909094;0.045454545454545414
GO:0006367;0.0625;0.06666666666666665;0.06451612903225812;0.0625;0.17647058823529416;0.06451612903225812;1.0;0.15625;0.045454545454545414;0.0;0.15625;0.22857142857142854;0.06451612903225812;0.19047619047619047;0.17647058823529416;0.0;0.0;0.22857142857142854;0.12068965517241381
GO:0006103;0.11764705882352944;0.1333333333333333;0.125;0.11764705882352944;0.5625;0.125;0.15625;1.0;0.06896551724137934;0.0;0.375;0.21739130434782605;0.125;0.16666666666666663;0.25;0.0;0.0;0.21739130434782605;0.25
GO:0007204;0.07692307692307687;0.13043478260869568;0.125;0.12;0.0625;0.125;0.045454545454545414;0.06896551724137934;1.0;0.05405405405405406;0.06896551724137934;0.05714285714285716;0.125;0.04761904761904767;0.038461538461538436;0.0;0.0;0.05714285714285716;0.03508771929824561
GO:0006357;0.0;0.19047619047619047;0.18181818181818177;0.17391304347826086;0.0;0.18181818181818177;0.0;0.0;0.05405405405405406;1.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006104;0.11764705882352944;0.1333333333333333;0.125;0.11764705882352944;0.25;0.125;0.15625;0.375;0.06896551724137934;0.0;1.0;0.21739130434782605;0.125;0.16666666666666663;0.125;0.0;0.0;0.21739130434782605;0.28205128205128205
GO:0106077;0.08695652173913049;0.09523809523809523;0.09090909090909094;0.08695652173913049;0.24;0.09090909090909094;0.22857142857142854;0.21739130434782605;0.05714285714285716;0.0;0.21739130434782605;1.0;0.09090909090909094;0.3666666666666667;0.18604651162790697;0.0;0.0;0.7894736842105263;0.16666666666666663
GO:0007218;0.15384615384615385;0.8571428571428572;1.0;0.875;0.10526315789473684;1.0;0.06451612903225812;0.125;0.125;0.18181818181818177;0.125;0.09090909090909094;1.0;0.06896551724137934;0.05128205128205132;0.0;0.0;0.09090909090909094;0.045454545454545414
GO:0043161;0.06666666666666665;0.0714285714285714;0.06896551724137934;0.06666666666666665;0.1875;0.06896551724137934;0.19047619047619047;0.16666666666666663;0.04761904761904767;0.0;0.16666666666666663;0.3666666666666667;0.06896551724137934;1.0;0.26086956521739135;0.0;0.0;0.3666666666666667;0.23529411764705888
GO:0006559;0.050000000000000044;0.052631578947368474;0.05128205128205132;0.050000000000000044;0.29729729729729726;0.05128205128205132;0.17647058823529416;0.25;0.038461538461538436;0.0;0.125;0.18604651162790697;0.05128205128205132;0.26086956521739135;1.0;0.0;0.0;0.18604651162790697;0.5208333333333333
GO:0002437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
GO:0006816;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
GO:0016567;0.08695652173913049;0.09523809523809523;0.09090909090909094;0.08695652173913049;0.24;0.09090909090909094;0.22857142857142854;0.21739130434782605;0.05714285714285716;0.0;0.21739130434782605;0.7894736842105263;0.09090909090909094;0.3666666666666667;0.18604651162790697;0.0;0.0;1.0;0.16666666666666663
GO:0033512;0.0444444444444444;0.046511627906976716;0.045454545454545414;0.0444444444444444;0.26190476190476186;0.045454545454545414;0.12068965517241381;0.25;0.03508771929824561;0.0;0.28205128205128205;0.16666666666666663;0.045454545454545414;0.23529411764705888;0.5208333333333333;0.0;0.0;0.16666666666666663;1.0
