;GO:0007095;GO:0006284;GO:0007098;GO:0007131;GO:0006283;GO:0006289;GO:0042771;GO:0008585;GO:0006287;GO:0045004;GO:0045766;GO:0051090;GO:0045892;GO:0045893;GO:0070200;GO:0032201;GO:0071897;GO:0010778;GO:0032206;GO:0034502;GO:0090502;GO:1902042;GO:0006296;GO:0006293;GO:1900264;GO:0006294;GO:0007141;GO:0051260;GO:0006297;GO:0008630;GO:0006298;GO:0042148;GO:0006334;GO:0045931;GO:0000077;GO:0071480;GO:0001556;GO:0031860;GO:0050727;GO:0070317;GO:0035264;GO:0043009;GO:0006260;GO:1900034;GO:0006261;GO:0090398;GO:1904354;GO:0042276;GO:0006303;GO:0045944;GO:0070192;GO:0006268;GO:0006301;GO:0031619;GO:0000281;GO:1990426;GO:0031297;GO:0071158;GO:0016233;GO:0030521;GO:0019985;GO:0070987;GO:2000378;GO:0016579;GO:0045717;GO:1902065;GO:0000729;GO:0006273;GO:0006271;GO:0006272;GO:0055089;GO:0000724;GO:0007004;GO:0000722;GO:0043137;GO:0007129;GO:0001541;GO:0006309;GO:0085020;GO:0071548;GO:0072757;GO:0046939;GO:0006361;GO:1902990;GO:0036297;GO:0006360;GO:0006366;GO:0000019;GO:0006363;GO:0006367;GO:0006368;GO:0043150;GO:0031954;GO:0031398;GO:0072425;GO:0010575;GO:0045739;GO:0090305;GO:0000707;GO:0006370;GO:0030855;GO:0071681;GO:0051574;GO:0051572;GO:0051573;GO:0051571;GO:0032355;GO:0070512;GO:0070911;GO:0016567;GO:0033600;GO:1903461;GO:0043967;GO:0035067;GO:0043966;GO:0044818;GO:0032077;GO:0045589;GO:0045740;GO:0006342;GO:0000079;GO:0051103;GO:0006978;GO:2000617;GO:0097421;GO:0006977;GO:0000083;GO:0032508;GO:0000082;GO:0034644;GO:0032465;GO:0071479;GO:0071356;GO:0033674;GO:0010833;GO:0070301;GO:0051865;GO:0051106;GO:0070816;GO:0042769;GO:0007286;GO:0046600;GO:0006633;GO:0006359;GO:0007569;GO:0045876;GO:0051598;GO:0006349;GO:0044030;GO:0048478;GO:2000620;GO:0033147;GO:0034599;GO:0010569;GO:2000348
GO:0007095;1.0;0.5085241677478329;0.45446191366004146;0.4456027801347368;0.5173853279095056;0.5328185629143153;0.48104235490038916;0.0;0.019269451414091393;0.3997107971926062;0.0718956728173218;0.08879998874860442;0.28739617180346433;0.10151710540614634;0.0;0.43271416050623474;0.024350382562045435;0.35291780018104574;0.07419515536255698;0.0;0.02367479721038503;0.2093581517331808;0.022259473739925817;0.06941506995496509;0.06350656168718878;0.0218468452509813;0.435657512699238;0.02661137243296497;0.02146819379751103;0.5150101791123101;0.4822864463318365;0.019714642463442972;0.024476228226528934;0.5795704548171263;0.8980341975056436;0.2837869589991401;0.021081804293616;0.01898513217417398;0.07808952024965339;0.6481135851500597;0.0;0.0;0.024954497671643493;0.07357976820902962;0.022114502266200285;0.37373278524713005;0.18753647020420267;0.4695112377701534;0.5041748977759056;0.0988989747471746;0.4693039828813816;0.020060815992430193;0.5041748977759056;0.35291780018104574;0.5475787486811804;0.42869144269776044;0.0219033464565488;0.5331907824349744;0.05198594539089076;0.07370729797609471;0.49405992677189015;0.46781612806764006;0.21412366584287584;0.026323013502448873;0.19510273377853585;0.16251660390640682;0.02153672870995017;0.019508156980232633;0.020803309448960187;0.01863073091991696;0.05172736479189374;0.5254210074954437;0.053469724658358087;0.051452463441874464;0.01898513217417398;0.4342143092526311;0.0;0.020901046312813445;0.01989707421866705;0.18111099226717783;0.2472722557547908;0.023217455034710618;0.022011719779681096;0.4399703526221894;0.500221940787347;0.019508156980232633;0.028644630918890454;0.06477263703294663;0.02195827355615107;0.02526977063439268;0.023549475748095638;0.017390972284480048;0.0707352824998966;0.07890143253421328;0.8127844161375672;0.06224848689650466;0.07419515536255698;0.026504370560984813;0.4037745301657191;0.022114502266200285;0.0266674577692282;0.2509753777116926;0.06578999156532306;0.17894111642627963;0.18907979028930874;0.06804095273256552;0.19779080125358692;0.056614310378147896;0.47707832271844847;0.02861839667283826;0.17894111642627963;0.41069307700996593;0.022862694272932867;0.19787249317559324;0.02268011725393063;0.9702144722663486;0.06272948316682497;0.07053382854642229;0.07246315700767446;0.22244170720721637;0.4599512980971898;0.020472313539169208;0.4602169522735217;0.0641787514327549;0.0;0.7552668139716152;0.5145459777735059;0.023031061942055113;0.5709851028624763;0.30771051485039985;0.5348142396725839;0.303162385161591;0.3194692139814691;0.0921489498794997;0.05459366486698693;0.39361128895290165;0.022965263975006596;0.06272948316682497;0.0641787514327549;0.4911434041731847;0.023723099049333743;0.5781314736777159;0.024313228515537185;0.0707352824998966;0.02324705947286056;0.45514925625321484;0.6442759236464962;0.06039525828269254;0.06941506995496509;0.18907979028930874;0.059095396908183266;0.19510273377853585;0.43429952416271406;0.07215231241751137;0.06350656168718878
GO:0006284;0.5085241677478329;1.0;0.024357396965047087;0.5125513687484727;0.6405542779195676;0.6614837210320949;0.5220788638208639;0.0;0.4451133039577828;0.48468593942105886;0.0;0.0;0.0;0.0;0.0;0.4964944755428464;0.5737496791822394;0.39882524504527994;0.0;0.0;0.26586088171272054;0.0;0.24858353737549593;0.0;0.0;0.023710544467678694;0.023265192308447775;0.029429034107523226;0.5001543541786018;0.56233177901214;0.5933823390969998;0.4561820788673848;0.02683980321043804;0.0;0.5651646612830126;0.3079261556030325;0.022812092573563595;0.4380641953886786;0.0;0.0;0.0;0.0;0.5893880479666347;0.0;0.516513300464921;0.4057915475336057;0.0;0.5763582781996441;0.6227306195370631;0.0;0.0252250691179458;0.021621364435832364;0.6227306195370631;0.018551764961999846;0.0252979469837501;0.41752482856244166;0.5111595762389698;0.0;0.48341104156486475;0.02464965712491014;0.6091399712076094;0.5741051822191431;0.0;0.2096590425925324;0.0;0.1752600209089455;0.5018851570872053;0.45104349307186237;0.48341104156486475;0.429299190707282;0.0;0.6514372790929801;0.4983593017633257;0.47805336288986894;0.4380641953886786;0.023181693605904784;0.0;0.48586684933667756;0.1545308893255664;0.1970805893751855;0.265400732133307;0.2405692762418465;0.24557877203994266;0.429299190707282;0.6174135350418389;0.21553875942016054;0.3280832423640552;0.0;0.24493133778908036;0.28556324235453034;0.2643232814787102;0.39882524504527994;0.0;0.0;0.4866195606861451;0.0;0.0;0.30098561273237756;0.021431277255690676;0.2468246138482355;0.029497640364179557;0.26967142714746467;0.0;0.0;0.0;0.0;0.2169932983583324;0.0;0.5864327609097025;0.23003996983263297;0.0;0.39882524504527994;0.1796278148988877;0.0;0.17806588881675198;0.02384185214477439;0.0;0.0;0.0;0.025790305621365053;0.0;0.47510804578232857;0.49763904205591436;0.0;0.0;0.5520805503157907;0.023642032730942848;0.025111904271561642;0.02648234492816321;0.33629616321507755;0.0;0.3308712089818948;0.3503910923813134;0.0;0.509728520539621;0.42933408746337376;0.18050626858535085;0.0;0.15300585918152368;0.5339981632836852;0.02593688040236573;0.0;0.12570926889133208;0.0;0.025368913256930345;0.0;0.020377004946604303;0.2166243707545157;0.0;0.46481539557002793;0.0;0.0;0.47820136402341445;0.0;0.0
GO:0007098;0.45446191366004146;0.024357396965047087;1.0;0.46869994021152966;0.024805458431646284;0.025587877857996946;0.022973201435475744;0.0;0.02014042183934945;0.018924080213231;0.0;0.0;0.0;0.0;0.0;0.45446191366004146;0.025757995831347764;0.3672513156063503;0.0;0.0;0.025003256786636063;0.0;0.023429919191203605;0.0;0.0;0.1941415312919587;0.45770967043555205;0.23917061943407472;0.022554873086026602;0.024685276070704996;0.02303568721655709;0.02062727568362247;0.21886558113481563;0.0;0.024805458431646284;0.022908878776287125;0.02212876516863006;0.01983002654283323;0.0;0.0;0.0;0.0;0.026434944196698482;0.0;0.02326935612641188;0.023096448141110067;0.0;0.022394831149800485;0.02413778979810429;0.0;0.4949943478637193;0.17752178397415472;0.02413778979810429;0.3672513156063503;0.496377087042883;0.3840294061800822;0.02303568721655709;0.0;0.1844140220435206;0.02385372927394375;0.023627848647866358;0.022309929290988698;0.0;0.027975665965673482;0.0;0.0;0.022630534039172655;0.020401339940053793;0.02182212351854227;0.019443700530977902;0.0;0.02521251911030107;0.1899430572473444;0.1824298739011182;0.01983002654283323;0.45611693185121677;0.0;0.02192969260898353;0.020827074288089328;0.0;0.01983002654283323;0.02449370142765062;0.023155586031973697;0.3945741449369984;0.02393837158402052;0.020401339940053793;0.03061255482574987;0.0;0.023096448141110067;0.026788999817354567;0.024863517957157896;0.01809729474646061;0.0;0.0;0.021458197157809184;0.0;0.0;0.028180599021552923;0.42264717128663176;0.02326935612641188;0.028365038713722448;0.02014042183934945;0.0;0.0;0.0;0.0;0.0;0.0;0.022774214900071033;0.030582593988002515;0.0;0.3672513156063503;0.20365708510483688;0.0;0.20194349921176902;0.46869994021152966;0.0;0.0;0.0;0.21059613238716868;0.0;0.021458197157809184;0.02192969260898353;0.0;0.0;0.49210994554953325;0.4648935648961171;0.20523862083620054;0.5188121932049654;0.0249482518415595;0.0;0.02455917899945468;0.025957148769113186;0.0;0.1941415312919587;0.024392175685828594;0.024213190317556237;0.0;0.02062727568362247;0.023481019219191282;0.02505713758405306;0.0;0.02571642579767643;0.0;0.024526652297013753;0.0;0.402413920886637;0.02212876516863006;0.0;0.021006549578978136;0.0;0.0;0.027066797439943873;0.0;0.0
GO:0007131;0.4456027801347368;0.5125513687484727;0.46869994021152966;1.0;0.5217767468644372;0.5378691936819696;0.022514034702917574;0.38595459925075465;0.4253725377437813;0.4001074448055114;0.0;0.0;0.0;0.0;0.0;0.4720582569767096;0.5413652101483345;0.5751072019816543;0.0;0.0;0.25128489863157516;0.0;0.23579491331448396;0.0;0.0;0.022514034702917574;0.7139821894687762;0.02760794389097917;0.47536554109166074;0.024155908982977235;0.48529607807280645;0.4354701478581274;0.025316771193558314;0.0;0.024270980061372346;0.022452254132169763;0.38595459925075465;0.41893029504235096;0.0;0.0;0.0;0.0;0.5552666440350545;0.0;0.4901191802881619;0.02263239127412538;0.0;0.4720582569767096;0.5080271350075294;0.0;0.7709098938947301;0.020621975026485204;0.5080271350075294;0.5751072019816543;0.48582739959069815;0.4001074448055114;0.48529607807280645;0.0;0.4602156386773117;0.02335906861502658;0.49751492581189405;0.47030337666907235;0.0;0.1968309765955747;0.0;0.0;0.4769287622391393;0.43078518536323546;0.4602156386773117;0.4109072379380871;0.0;0.7710855873776572;0.4737437247246806;0.6622997898759039;0.41893029504235096;0.7115462787842248;0.40818601018071965;0.46244088520293947;0.14744803307727625;0.0;0.01948697196488797;0.22764299353572381;0.23308967923780646;0.4109072379380871;0.503917327209871;0.20585798455356993;0.3061673128074102;0.0;0.2325063438224713;0.26881486961441997;0.24991084063623434;0.38290331367947356;0.0;0.0;0.021057065768047428;0.0;0.0;0.28243808537157067;0.6602810344986052;0.23421173724926214;0.027668313336631823;0.01978663948571285;0.0;0.0;0.0;0.0;0.0;0.0;0.47989676729205;0.21468796358198936;0.0;0.38290331367947356;0.17012824072743984;0.0;0.16872650584094664;0.4592827595055781;0.0;0.0;0.0;0.024380925734277067;0.0;0.4526841210029427;0.021510911652872108;0.0;0.0;0.4817389659233325;0.4556272074852571;0.023773771751884165;0.5072983713606165;0.024407669327549827;0.0;0.02403514890956597;0.025372472667121417;0.0;0.48400599219218976;0.02387517319732646;0.1709160338983097;0.0;0.14605896901159848;0.023001540398192657;0.4359178250352316;0.0;0.11862498699172017;0.0;0.024003994591082614;0.0;0.6292184507153065;0.20608688802417024;0.0;0.44333055426813744;0.0;0.0;0.02643167547920176;0.0;0.0
GO:0006283;0.5173853279095056;0.6405542779195676;0.024805458431646284;0.5217767468644372;1.0;0.9666709142023637;0.5314230477171509;0.0;0.45205432337369605;0.49176874443507584;0.0;0.0;0.0;0.0;0.0;0.5051460153244375;0.5853344813389495;0.4043886887398482;0.0;0.0;0.27106299460605454;0.0;0.25312571092794167;0.0;0.0;0.02413491653699713;0.02367363493202617;0.03008562446867063;0.5089350405321243;0.573187386504322;0.6040330665717615;0.46347542778646755;0.027384869684365366;0.0;0.5761309862659816;0.3134212185707752;0.02320464670294497;0.4447854506242484;0.0;0.0;0.0;0.0;0.6016197089907352;0.0;0.5258831545061282;0.413095362703197;0.0;0.586401464615448;0.6344713792184132;0.0;0.025705936432702227;0.021973691153118542;0.6344713792184132;0.018810554246487674;0.02578162350289755;0.42362619587825645;0.5203344723960089;0.0;0.4916088605550907;0.025108636829465448;0.6203692352344958;0.5840693218527063;0.0;0.21427951594624894;0.0;0.1781391519899479;0.5107272575658505;0.45817217420264694;0.4916088605550907;0.43575219132384907;0.0;0.6642966164672437;0.5070765242511469;0.4860689683109707;0.4447854506242484;0.023587184142736667;0.0;0.49414888594474926;0.15702652122675703;0.20072873869795596;0.2694727975500944;0.24517538624088384;0.25001082287518683;0.43575219132384907;0.6289527999341743;0.21894532023044233;0.33604176405529085;0.0;0.24933984070474058;0.29157367472501844;0.2694648139328191;0.4043886887398482;0.0;0.0;0.4947276898907594;0.0;0.0;0.30767038366377675;0.021777386563907243;0.25130215702757586;0.030157329950248755;0.2738766364618219;0.0;0.0;0.0;0.0;0.22142418432226696;0.0;0.855048720293851;0.23561435881720333;0.0;0.4043886887398482;0.18300875652257972;0.0;0.18138774548714093;0.024270980061372346;0.0;0.0;0.0;0.026293179478893265;0.0;0.48302436837306695;0.5061217462567454;0.0;0.0;0.5625402920534047;0.024063934073774686;0.025588425972444442;0.027012845974040803;0.34286121214555726;0.0;0.3372241577873655;0.35752382164029584;0.0;0.5188516576040987;0.43751851418611504;0.1839206737359371;0.0;0.15545208661870297;0.5437778778285349;0.026445542865875867;0.0;0.1282431837779759;0.0;0.025855333307481455;0.0;0.020689651021367564;0.22035207749558314;0.0;0.4723897039792539;0.0;0.0;0.488377021757397;0.0;0.0
GO:0006289;0.5328185629143153;0.6614837210320949;0.025587877857996946;0.5378691936819696;0.9666709142023637;1.0;0.5477183024128139;0.0;0.4640838282641177;0.5040116376990533;0.0;0.0;0.0;0.0;0.0;0.5202141603716599;0.6056625210043506;0.41398816674485667;0.0;0.0;0.2801758540188985;0.0;0.2610547695096384;0.0;0.0;0.02487497591853578;0.024385258643784206;0.03124437229511166;0.5242335041447928;0.5921903558999352;0.6226093543937506;0.476128966811771;0.02834160822037837;0.0;0.5953329053379173;0.32300265947726464;0.023887947447055524;0.4564262244949147;0.0;0.0;0.0;0.0;0.6231153907855332;0.0;0.5422338634124779;0.42583589818090695;0.0;0.6038934017121985;0.6549988357020906;0.0;0.02654715632649773;0.02258546390480828;0.6549988357020906;0.01925708380277638;0.026627885907366575;0.43417263738893086;0.5363367137596989;0.0;0.5058688204792655;0.025910608153972413;0.6399802189627783;0.6014203449174549;0.0;0.22242769116352948;0.0;0.18314019849538773;0.5261352891374325;0.4705339354550958;0.5058688204792655;0.44691900036186594;0.0;0.6868336194189876;0.5222617918714056;0.5000047956314588;0.4564262244949147;0.024293542426912295;0.0;0.5085587417646844;0.16135818622521605;0.20710124233122532;0.27652534815887436;0.2532350436617246;0.257742956474074;0.44691900036186594;0.6491190422118847;0.22485259685792386;0.35016112087254736;0.0;0.2570298885080313;0.30214469782218567;0.2784687470175887;0.41398816674485667;0.0;0.0;0.5088203909478916;0.0;0.0;0.319464404821583;0.02237812803356361;0.25911561973671043;0.03132171471793834;0.2811646993501536;0.0;0.0;0.0;0.0;0.22920392157049918;0.0;0.8810217271401355;0.24550330339425103;0.0;0.41398816674485667;0.18891946340072402;0.0;0.18719254660147935;0.02501953671552409;0.0;0.0;0.0;0.027173931566996195;0.0;0.4967836912609667;0.5208807421754552;0.0;0.0;0.5808325838107691;0.024799580381822794;0.026421847772199816;0.02794332485431287;0.3543602003159747;0.0;0.3483420091510588;0.3700453179550218;0.0;0.5347614303289464;0.45183619053300705;0.18989139338142286;0.0;0.1596961498994447;0.5608517947202493;0.027336705055139646;0.0;0.13268907171897784;0.0;0.026706521446542935;0.0;0.02123113354662715;0.2268407235174995;0.0;0.48554157487156296;0.0;0.0;0.5062849494070905;0.0;0.0
GO:0042771;0.48104235490038916;0.5220788638208639;0.022973201435475744;0.022514034702917574;0.5314230477171509;0.5477183024128139;1.0;0.0;0.019696116006850124;0.40803779297718146;0.07398292955082676;0.09160921270027401;0.10278622003961259;0.1052052764077095;0.0;0.05459366486698693;0.02503571688058788;0.017737756410157193;0.07614615794821768;0.0;0.0243221252937934;0.07416141918200261;0.022830784477355627;0.07111989241258229;0.06493053510876767;0.0223969095881914;0.02199912415414616;0.027432029807914617;0.02199912415414616;0.9274801997067613;0.4944617509187437;0.020161478237968645;0.025168765361126794;0.08353093526863102;0.5314230477171509;0.2909126996002189;0.021593567230652602;0.01939916358446598;0.08055807889783025;0.07448093604420547;0.0;0.0;0.02567476201974234;0.07549812272771197;0.0226783013298087;0.38319191511824874;0.06625461593292258;0.48104235490038916;0.5174956892713773;0.10239608598566399;0.023743499249571635;0.020523665909713697;0.5174956892713773;0.017737756410157193;0.023808056745488634;0.01853129652496056;0.022456295677098836;0.07917788194440732;0.05323083947788146;0.20030856066211938;0.5068448082741672;0.47926311727862897;0.0758937605564527;0.027125713833221852;0.06899138096179672;0.1662946959053773;0.022071096543193832;0.019945577875110712;0.021301480959127362;0.01902928665361634;0.05295975855937314;0.5399042654776115;0.05478759699814471;0.0526716387143604;0.01939916358446598;0.021924451421384397;0.0;0.0214039663591502;0.02035231342945171;0.18581559952624838;0.2526648166196295;0.02383968627018141;0.02257022405945305;0.047552792464563926;0.5133319534361863;0.019945577875110712;0.029597730552548655;0.06625461593292258;0.022514034702917574;0.02600861888682059;0.024189876077374304;0.017737756410157193;0.07250639733186158;0.08111147954992154;0.4613955893589355;0.06380710396161551;0.07614615794821768;0.02731834069737615;0.02035231342945171;0.0226783013298087;0.027491631542286815;0.25653247972890525;0.06731943923264219;0.06315174622108581;0.06681243422754862;0.06967815110957121;0.20341533029377531;0.05774322622046807;0.48898884232692463;0.029569722319200922;0.06315174622108581;0.017737756410157193;0.02346580852467948;0.06999448524519496;0.023273512255351722;0.07329185094917633;0.06411844068378712;0.07229474390970289;0.07432299341487086;0.07892235016013914;0.0806334254365411;0.02095457486752342;0.7390330980944805;0.06563337391235209;0.0;0.8151613156652248;0.07271152835379259;0.023643210848823974;0.024854171100844123;0.31610608285685105;0.0794255748181648;0.3113083201003883;0.32852813504698714;0.09517767444871929;0.055968235324915204;0.4041175679574223;0.02357387393898682;0.06411844068378712;0.06563337391235209;0.5037758586871993;0.02437310747363431;0.06625461593292258;0.02499644371066882;0.07250639733186158;0.02387089984496942;0.06731943923264219;0.06315174622108581;0.06186135930191103;0.07111989241258229;0.06681243422754862;0.060326504810192534;0.06899138096179672;0.4471255616701391;0.0739960238086043;0.06493053510876767
GO:0008585;0.0;0.0;0.0;0.38595459925075465;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.30641901288013146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3774387546005899;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48818385521517765;0.0;0.0;0.0;0.2076028834532387;0.288546783764357;0.0;0.0;0.0;0.19253123862489244;0.0;0.0;0.0;0.0;0.4062314089711569;0.0;0.0;0.30641901288013146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.37620261315066855;0.641405396476202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3501083871412532;0.0;0.23323877236598742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4046834760281609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5485781577373235;0.0;0.0;0.0;0.2036920784635757;0.0;0.33422378945976594;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006287;0.019269451414091393;0.4451133039577828;0.02014042183934945;0.4253725377437813;0.45205432337369605;0.4640838282641177;0.019696116006850124;0.0;1.0;0.35779152301862943;0.0;0.0;0.0;0.0;0.0;0.4142540452541757;0.4666841431083247;0.34397117181264214;0.0;0.0;0.21748025291628678;0.0;0.2057805626627599;0.0;0.0;0.019696116006850124;0.01938782205326139;0.023487327377323248;0.41679877343879;0.020941342333104795;0.42441349221313274;0.3858078738114436;0.021808253039854338;0.0;0.021027770085949665;0.019648816607209404;0.019072139574988347;0.3727689339411783;0.0;0.0;0.0;0.0;0.47697826495118545;0.0;0.42809775088011826;0.01978663948571285;0.0;0.4142540452541757;0.4416973180970734;0.0;0.02073002640556365;0.018232653144588034;0.4416973180970734;0.016000171534896985;0.0207792198345862;0.35779152301862943;0.42441349221313274;0.0;0.4051060434620082;0.0203398303777047;0.43372940480567207;0.4129020114138662;0.0;0.16773434421846758;0.0;0.0;0.4180000471512208;0.3821260357264026;0.4051060434620082;0.3664031306861906;0.0;0.4583271671950138;0.41555144237539265;0.4013367377876586;0.3727689339411783;0.01932980117066826;0.0;0.4068292663128259;0.13049110504204203;0.0;0.017339728950274563;0.19754890106903014;0.20371718187144539;0.3664031306861906;0.438587348293297;0.1826053871693706;0.25741616852415206;0.0;0.2032714593714191;0.23048887562438997;0.21645026641620926;0.34397117181264214;0.0;0.0;0.018571933505860526;0.0;0.0;0.24043253628027608;0.018097294746460605;0.2045737485465963;0.02353100656421573;0.017576593621501723;0.0;0.0;0.0;0.0;0.0;0.0;0.4202781664171195;0.18053050316523236;0.0;0.34397117181264214;0.147945932962514;0.0;0.14688476060369676;0.01978663948571285;0.0;0.0;0.0;0.02111024600253506;0.0;0.39925882775096416;0.018924080213231;0.0;0.0;0.02062727568362247;0.019648816607209404;0.020653538310306335;0.021571664268412803;0.021130292664295988;0.0;0.020850523764655553;0.02184957295350864;0.0;0.423426466913662;0.02073002640556365;0.14854132540791895;0.0;0.12940198211661327;0.02006821524873952;0.02120834965913348;0.0;0.10228299106209854;0.0;0.020827074288089328;0.0;0.017339728950274563;0.18110965581307678;0.0;0.3919649894827067;0.0;0.0;0.022630534039172655;0.0;0.0
GO:0045004;0.3997107971926062;0.48468593942105886;0.018924080213231;0.4001074448055114;0.49176874443507584;0.5040116376990533;0.40803779297718146;0.0;0.35779152301862943;1.0;0.0;0.0;0.0;0.0;0.0;0.3902552036019763;0.4364477408701702;0.32726062648027104;0.0;0.0;0.2037171818714454;0.0;0.19341637862999211;0.0;0.0;0.01853129652496056;0.018258136190176338;0.021849572953508645;0.39251282317519215;0.4322186973434884;0.46348175428730526;0.3649086542028364;0.020389216306868893;0.0;0.433890343814269;0.2408158456942349;0.01797790430867298;0.35322269809049406;0.0;0.0;0.0;0.0;0.44543831636106884;0.0;0.4025176255577141;0.3167686774572271;0.0;0.4530298488428516;0.48119514502328703;0.0;0.019443700530977902;0.017230094564966998;0.48119514502328703;0.015222863394942618;0.01948697196488797;0.6702161459592625;0.7876160251732727;0.0;0.3821260357264026;0.019100025070911946;0.47303981041015936;0.4516366545409591;0.0;0.15614261018895312;0.0;0.13943845773579666;0.393578005325815;0.36161319903760475;0.3821260357264026;0.34750185475303386;0.0;0.4981579687642656;0.3914064228131476;0.3787704645491891;0.35322269809049406;0.01820667084357273;0.0;0.3836589309696622;0.12336615357188788;0.1529079758583074;0.21399960020960423;0.1852500912310234;0.19159240352488055;0.34750185475303386;0.4780141776824216;0.17280298132602234;0.23835587658785132;0.0;0.19119810752798144;0.2150883772597912;0.20281316324903054;0.32726062648027104;0.0;0.0;0.3860515888019421;0.0;0.0;0.22372273732168213;0.017109163434613224;0.19234985315182385;0.021887368178553208;0.21676761798800354;0.0;0.0;0.0;0.0;0.1646293223136122;0.0;0.45923096661216317;0.16717310194496734;0.0;0.32726062648027104;0.13885380000250908;0.0;0.13791863792438916;0.018611407797757263;0.0;0.0;0.0;0.019777817580782155;0.0;0.37691911864009864;0.392954701776;0.0;0.0;0.42613687797329003;0.018489420279622117;0.019376394895878807;0.020182268837947173;0.2578257684252702;0.0;0.2546250851836454;0.2660301355297834;0.0;0.3983852152457105;0.33093441232395393;0.13937813083896272;0.0;0.12239227436926468;0.41528246688708137;0.019863902677448392;0.0;0.09566452234311891;0.0;0.019529053387198653;0.0;0.016430515760039975;0.17071876224386234;0.0;0.7307100572127596;0.0;0.0;0.3592305490988178;0.0;0.0
