;GO:0002480;GO:0045666;GO:0061418;GO:0045944;GO:0045648;GO:0001892;GO:0045821;GO:0001666;GO:0043171;GO:0030949;GO:0018230;GO:0033235;GO:0016311;GO:0010575;GO:0030522;GO:0042789;GO:0043619;GO:0006351;GO:0000209;GO:0030163;GO:0060395;GO:0046886;GO:0007565;GO:0006355;GO:0006612;GO:0006508;GO:0031146;GO:0001938
GO:0002480;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045666;0.0;1.0;0.09302325581395354;0.12244897959183676;0.4642857142857143;0.0;0.08823529411764708;0.0;0.0;0.19999999999999996;0.0;0.1578947368421053;0.0;0.26086956521739135;0.18181818181818177;0.0;0.09302325581395354;0.0;0.0;0.0;0.18181818181818177;0.18181818181818177;0.0;0.11764705882352944;0.0;0.0;0.0;0.24
GO:0061418;0.0;0.09302325581395354;1.0;0.47619047619047616;0.09090909090909094;0.0;0.15714285714285714;0.09999999999999998;0.05128205128205132;0.10256410256410253;0.04347826086956519;0.2142857142857143;0.06451612903225812;0.09090909090909094;0.1785714285714286;0.03508771929824561;1.0;0.037735849056603765;0.046511627906976716;0.0;0.1785714285714286;0.21052631578947367;0.0;0.6666666666666667;0.0;0.0;0.040000000000000036;0.11764705882352944
GO:0045944;0.0;0.12244897959183676;0.47619047619047616;1.0;0.12;0.0;0.27142857142857146;0.0;0.0;0.1333333333333333;0.0;0.34090909090909094;0.0;0.09999999999999998;0.10810810810810811;0.0;0.47619047619047616;0.0;0.0;0.0;0.10810810810810811;0.35;0.0;0.5142857142857142;0.0;0.0;0.0;0.15000000000000002
GO:0045648;0.0;0.4642857142857143;0.09090909090909094;0.12;1.0;0.0;0.08695652173913049;0.0;0.0;0.19354838709677424;0.0;0.15384615384615385;0.0;0.25;0.17391304347826086;0.0;0.09090909090909094;0.0;0.0;0.0;0.17391304347826086;0.21212121212121215;0.0;0.11428571428571432;0.0;0.0;0.0;0.23076923076923073
GO:0001892;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.0;0.0;0.0
GO:0045821;0.0;0.08823529411764708;0.15714285714285714;0.27142857142857146;0.08695652173913049;0.0;1.0;0.0;0.0;0.09375;0.0;0.19999999999999996;0.0;0.06779661016949157;0.0714285714285714;0.0;0.15714285714285714;0.0;0.0;0.0;0.0714285714285714;0.23728813559322037;0.0;0.180327868852459;0.0;0.0;0.0;0.10169491525423724
GO:0001666;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043171;0.0;0.0;0.05128205128205132;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.25;0.0;0.25;0.0;0.11111111111111116;0.17948717948717952;0.05128205128205132;0.19999999999999996;0.28;0.4444444444444444;0.11111111111111116;0.0;0.0;0.0;0.0;0.2941176470588235;0.3928571428571429;0.0
GO:0030949;0.0;0.19999999999999996;0.10256410256410253;0.1333333333333333;0.19354838709677424;0.0;0.09375;0.0;0.0;1.0;0.0;0.17647058823529416;0.0;0.19047619047619047;0.2222222222222222;0.0;0.10256410256410253;0.0;0.0;0.0;0.2222222222222222;0.2068965517241379;0.0;0.1333333333333333;0.0;0.0;0.0;0.2857142857142857
