;GO:0002480;GO:0045666;GO:0061418;GO:0045944;GO:0045648;GO:0001892;GO:0045821;GO:0001666;GO:0043171;GO:0030949;GO:0018230;GO:0033235;GO:0016311;GO:0010575;GO:0030522;GO:0042789;GO:0043619;GO:0006351;GO:0000209;GO:0030163;GO:0060395;GO:0046886;GO:0007565;GO:0006355;GO:0006612;GO:0006508;GO:0031146;GO:0001938
GO:0002480;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045666;0.0;1.0;0.09110425901305154;0.37416102502608767;0.5735221621849093;0.0;0.23021342793306462;0.0;0.0;0.22640365270967916;0.0;0.2202044552648952;0.0;0.46768629365074854;0.10918640640338058;0.0;0.08251573618106467;0.0;0.0;0.0;0.0965365118224863;0.21836707184728896;0.0;0.1700670121809857;0.0;0.0;0.0;0.270375864410058
GO:0061418;0.0;0.09110425901305154;1.0;0.41892378246122175;0.07347476893782073;0.0;0.21359857283477274;0.33508743227486093;0.022801828253623917;0.06985469323827521;0.02209050384407466;0.15569829600879415;0.027639518502012937;0.06429810567253655;0.08556509320434688;0.021844113748433133;0.8015204327676626;0.0345986560261356;0.027202068487844296;0.0;0.07759676896979321;0.20158873589847925;0.0;0.3938914196844244;0.0;0.0;0.0232017904231567;0.0806552032145233
GO:0045944;0.0;0.37416102502608767;0.41892378246122175;1.0;0.2732578703079515;0.0;0.47751437767497357;0.0;0.0;0.2548520443355094;0.0;0.3518474728610945;0.0;0.2446911229566574;0.1275039730312567;0.0;0.37462132055181974;0.0;0.0;0.0;0.11058254436793338;0.4443244627912111;0.0;0.7256337160740953;0.0;0.0;0.0;0.31196279753914735
GO:0045648;0.0;0.5735221621849093;0.07347476893782073;0.2732578703079515;1.0;0.0;0.18759276064729752;0.0;0.0;0.18505527948740766;0.0;0.18089283192382316;0.0;0.37837758484915457;0.08480089578214776;0.0;0.0677847556631677;0.0;0.0;0.0;0.07696775404132235;0.23522671277683227;0.0;0.11745755006974339;0.0;0.0;0.0;0.21342640678393654
GO:0001892;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42086558715264966;0.0;0.0;0.0;0.0;0.0
GO:0045821;0.0;0.23021342793306462;0.21359857283477274;0.47751437767497357;0.18759276064729752;0.0;1.0;0.0;0.0;0.1787311855703435;0.0;0.24904020154245482;0.0;0.16839161441335698;0.08128375295402972;0.0;0.1976101283090086;0.0;0.0;0.0;0.0740592224856726;0.31535771328552525;0.0;0.33423107872330804;0.0;0.0;0.0;0.20505839650985833
GO:0001666;0.0;0.0;0.33508743227486093;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.304148238514714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043171;0.0;0.0;0.022801828253623917;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.1865666990271427;0.0;0.13001911584432177;0.0;0.026358421311056025;0.19127247706961006;0.021019311839193183;0.30337007908306396;0.22986295437879253;0.6192669561772618;0.02389748341340863;0.0;0.0;0.0;0.0;0.27245293129350184;0.5012468783141961;0.0
GO:0030949;0.0;0.22640365270967916;0.06985469323827521;0.2548520443355094;0.18505527948740766;0.0;0.1787311855703435;0.0;0.0;1.0;0.0;0.1726390152519589;0.0;0.1661258703712239;0.0800150785493576;0.0;0.064691858391116;0.0;0.0;0.0;0.07300458338152635;0.1715076340815284;0.0;0.10847127866413263;0.0;0.0;0.0;0.2020302338790405
