;GO:0002480;GO:0045666;GO:0061418;GO:0045944;GO:0045648;GO:0001892;GO:0045821;GO:0001666;GO:0043171;GO:0030949;GO:0018230;GO:0033235;GO:0016311;GO:0010575;GO:0030522;GO:0042789;GO:0043619;GO:0006351;GO:0000209;GO:0030163;GO:0060395;GO:0046886;GO:0007565;GO:0006355;GO:0006612;GO:0006508;GO:0031146;GO:0001938
GO:0002480;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045666;0.0;1.0;0.522875044157461;0.4926736459615121;0.5735631466773639;0.0;0.4386950786029601;0.0;0.0;0.41202069070216685;0.0;0.3960466800584203;0.0;0.5061406310882473;0.5825247710446755;0.0;0.5434474990886548;0.0;0.0;0.0;0.49620065625666776;0.4793393506418345;0.0;0.500931199021762;0.0;0.0;0.0;0.4386950786029601
GO:0061418;0.0;0.522875044157461;1.0;0.6545842421982389;0.34234216743979184;0.0;0.4120207303748286;0.6096735668006618;0.40733519514263944;0.2832212090999459;0.4122517233397286;0.319433921301569;0.3894610255325874;0.26675402025138994;0.5137341407881356;0.4122517233397286;0.7286566666977461;0.5195415012349325;0.2934803059907776;0.0;0.42741002600012795;0.4336247660967683;0.0;0.6739599811450108;0.0;0.0;0.4122517233397286;0.2925806601653439
GO:0045944;0.0;0.4926736459615121;0.6545842421982389;1.0;0.414038292789096;0.0;0.5762893155970708;0.0;0.0;0.4126973665974474;0.0;0.493508934700893;0.0;0.3931299823676934;0.4390126300397739;0.0;0.6751566971294327;0.0;0.0;0.0;0.37000345208716146;0.6204926994579267;0.0;0.8030335174871553;0.0;0.0;0.0;0.4238830157049723
GO:0045648;0.0;0.5735631466773639;0.34234216743979184;0.414038292789096;1.0;0.0;0.360059725430544;0.0;0.0;0.35301539389526315;0.0;0.3329000656792725;0.0;0.42750527791583115;0.4019918943270063;0.0;0.3629146223709856;0.0;0.0;0.0;0.3424703341006592;0.4364785329640248;0.0;0.4049809090139506;0.0;0.0;0.0;0.3796897817960564
GO:0001892;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5114057690003564;0.0;0.0;0.0;0.0;0.0
GO:0045821;0.0;0.4386950786029601;0.4120207303748286;0.5762893155970708;0.360059725430544;0.0;1.0;0.0;0.0;0.36286011681113944;0.0;0.4186604664717305;0.0;0.3432927325813855;0.3695453238879536;0.0;0.4325931853060224;0.0;0.0;0.0;0.3255125024548749;0.5933166866610352;0.0;0.5765569954942407;0.0;0.0;0.0;0.3699044483464202
GO:0001666;0.0;0.0;0.6096735668006618;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6302460217318555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0043171;0.0;0.0;0.40733519514263944;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.4806666035775373;0.0;0.4660786622917708;0.0;0.4669849220298539;0.4624576117511025;0.4279076500738332;0.5697473896463066;0.4041864795835154;0.697443801125168;0.3806608072418462;0.0;0.0;0.0;0.0;0.5599183966023135;0.6061215831840693;0.0
GO:0030949;0.0;0.41202069070216685;0.2832212090999459;0.4126973665974474;0.35301539389526315;0.0;0.36286011681113944;0.0;0.0;1.0;0.0;0.31607040069435555;0.0;0.3166183446805923;0.3851622293420894;0.0;0.3037936640311397;0.0;0.0;0.0;0.3256406691157423;0.40350438885001394;0.0;0.40546618086442887;0.0;0.0;0.0;0.36286011681113944
GO:0018230;0.0;0.0;0.4122517233397286;0.0;0.0;0.0;0.0;0.0;0.4806666035775373;0.0;1.0;0.0;0.4227027760669281;0.0;0.4719014502269431;0.47669105212023266;0.4328241782709224;0.5839808300154367;0.4219341731958593;0.5870023843369471;0.3855773354389354;0.0;0.0;0.0;0.0;0.6077356350492881;0.49568016639584844;0.0
GO:0033235;0.0;0.3960466800584203;0.319433921301569;0.493508934700893;0.3329000656792725;0.0;0.4186604664717305;0.0;0.0;0.31607040069435555;0.0;1.0;0.0;0.2810142776713333;0.34238566413668214;0.0;0.34000637623276275;0.0;0.0;0.0;0.2733764861840696;0.46523733865270467;0.0;0.4711789004081845;0.0;0.0;0.0;0.3427447885951488
GO:0016311;0.0;0.0;0.3894610255325874;0.0;0.0;0.0;0.0;0.0;0.4660786622917708;0.0;0.4227027760669281;0.0;1.0;0.0;0.44911075241980186;0.3959002215052675;0.4100334804637812;0.5031899994004714;0.3650150591527053;0.4392666918917697;0.3627866376317942;0.0;0.0;0.0;0.0;0.4599999426041106;0.4227027760669281;0.0
GO:0010575;0.0;0.5061406310882473;0.26675402025138994;0.3931299823676934;0.42750527791583115;0.0;0.3432927325813855;0.0;0.0;0.3166183446805923;0.0;0.2810142776713333;0.0;1.0;0.3264037471386044;0.0;0.28732647518258375;0.0;0.0;0.0;0.28237092570552574;0.38393700462026;0.0;0.3716840551804777;0.0;0.0;0.0;0.3236626762158731
GO:0030522;0.0;0.5825247710446755;0.5137341407881356;0.4390126300397739;0.4019918943270063;0.0;0.3695453238879536;0.0;0.4669849220298539;0.3851622293420894;0.4719014502269431;0.34238566413668214;0.44911075241980186;0.3264037471386044;1.0;0.4719014502269431;0.5343065957193294;0.579191228122147;0.3531300328779921;0.0;0.604861113327992;0.4298196522923404;0.0;0.511420352017949;0.0;0.0;0.4719014502269431;0.389175380253466
GO:0042789;0.0;0.0;0.4122517233397286;0.0;0.0;0.0;0.0;0.0;0.4624576117511025;0.0;0.47669105212023266;0.0;0.3959002215052675;0.0;0.4719014502269431;1.0;0.4328241782709224;0.7312064683692188;0.37340837356455;0.5101015959355295;0.3855773354389354;0.0;0.0;0.0;0.0;0.5308348466478705;0.47669105212023266;0.0
GO:0043619;0.0;0.5434474990886548;0.7286566666977461;0.6751566971294327;0.3629146223709856;0.0;0.4325931853060224;0.6302460217318555;0.4279076500738332;0.3037936640311397;0.4328241782709224;0.34000637623276275;0.4100334804637812;0.28732647518258375;0.5343065957193294;0.4328241782709224;1.0;0.5401139561661263;0.31405276092197143;0.0;0.44798248093132176;0.4541972210279622;0.0;0.6945324360762046;0.0;0.0;0.4328241782709224;0.3131531150965377
GO:0006351;0.0;0.0;0.5195415012349325;0.0;0.0;0.0;0.0;0.0;0.5697473896463066;0.0;0.5839808300154367;0.0;0.5031899994004714;0.0;0.579191228122147;0.7312064683692188;0.5401139561661263;1.0;0.4806981514597539;0.6173913738307335;0.4928671133341394;0.0;0.0;0.0;0.0;0.6381246245430744;0.5839808300154367;0.0
GO:0000209;0.0;0.0;0.2934803059907776;0.0;0.0;0.0;0.0;0.0;0.4041864795835154;0.0;0.4219341731958593;0.0;0.3650150591527053;0.0;0.3531300328779921;0.37340837356455;0.31405276092197143;0.4806981514597539;1.0;0.5010346426166596;0.26680591808998444;0.0;0.0;0.0;0.0;0.5217678933290005;0.40971242467556096;0.0
GO:0030163;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.697443801125168;0.0;0.5870023843369471;0.0;0.4392666918917697;0.0;0.0;0.5101015959355295;0.0;0.6173913738307335;0.5010346426166596;1.0;0.0;0.0;0.0;0.0;0.0;0.6990578529903867;0.8067802585136483;0.0
GO:0060395;0.0;0.49620065625666776;0.42741002600012795;0.37000345208716146;0.3424703341006592;0.0;0.3255125024548749;0.0;0.3806608072418462;0.3256406691157423;0.3855773354389354;0.2733764861840696;0.3627866376317942;0.28237092570552574;0.604861113327992;0.3855773354389354;0.44798248093132176;0.4928671133341394;0.26680591808998444;0.0;1.0;0.3661567744937494;0.0;0.44775747421935785;0.0;0.0;0.3855773354389354;0.3255125024548749
GO:0046886;0.0;0.4793393506418345;0.4336247660967683;0.6204926994579267;0.4364785329640248;0.0;0.5933166866610352;0.0;0.0;0.40350438885001394;0.0;0.46523733865270467;0.0;0.38393700462026;0.4298196522923404;0.0;0.4541972210279622;0.0;0.0;0.0;0.3661567744937494;1.0;0.0;0.6249635857778408;0.0;0.0;0.0;0.43017877675080707
GO:0007565;0.0;0.0;0.0;0.0;0.0;0.5114057690003564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
