;GO:1904874;GO:0007021;GO:1904851;GO:1904871;GO:0046931;GO:0043312;GO:0009615;GO:0090090;GO:0051973;GO:0045892;GO:0051086;GO:0051131;GO:0032212
GO:1904874;1.0;0.0;0.5333333333333333;0.5333333333333333;0.0;0.0;0.0;0.4;0.5;0.35294117647058826;0.0;0.0;0.47058823529411764
GO:0007021;0.0;1.0;0.0;0.0;0.15384615384615385;0.11764705882352941;0.0;0.0;0.0;0.0;0.15384615384615385;0.14285714285714285;0.0
GO:1904851;0.5333333333333333;0.0;1.0;0.7777777777777778;0.0;0.0;0.0;0.3333333333333333;0.42105263157894735;0.3;0.0;0.0;0.4
GO:1904871;0.5333333333333333;0.0;0.7777777777777778;1.0;0.0;0.0;0.0;0.3333333333333333;0.42105263157894735;0.3;0.0;0.0;0.4
GO:0046931;0.0;0.15384615384615385;0.0;0.0;1.0;0.125;0.0;0.0;0.0;0.0;0.16666666666666666;0.15384615384615385;0.0
GO:0043312;0.0;0.11764705882352941;0.0;0.0;0.125;1.0;0.0;0.0;0.0;0.0;0.125;0.11764705882352941;0.0
GO:0009615;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0090090;0.4;0.0;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;1.0;0.42105263157894735;0.5;0.0;0.0;0.4
GO:0051973;0.5;0.0;0.42105263157894735;0.42105263157894735;0.0;0.0;0.0;0.42105263157894735;1.0;0.6666666666666666;0.0;0.0;0.8571428571428571
GO:0045892;0.35294117647058826;0.0;0.3;0.3;0.0;0.0;0.0;0.5;0.6666666666666666;1.0;0.0;0.0;0.6363636363636364
GO:0051086;0.0;0.15384615384615385;0.0;0.0;0.16666666666666666;0.125;0.0;0.0;0.0;0.0;1.0;0.15384615384615385;0.0
GO:0051131;0.0;0.14285714285714285;0.0;0.0;0.15384615384615385;0.11764705882352941;0.0;0.0;0.0;0.0;0.15384615384615385;1.0;0.0
GO:0032212;0.47058823529411764;0.0;0.4;0.4;0.0;0.0;0.0;0.4;0.8571428571428571;0.6363636363636364;0.0;0.0;1.0
