;GO:1904874;GO:0007021;GO:1904851;GO:1904871;GO:0046931;GO:0043312;GO:0009615;GO:0090090;GO:0051973;GO:0045892;GO:0051086;GO:0051131;GO:0032212
GO:1904874;1.0;0.0;0.6830074998557688;0.6000000000000001;0.0;0.0;0.0;0.43852901558847923;0.48300749985576874;0.43852901558847923;0.0;0.0;0.48300749985576874
GO:0007021;0.0;1.0;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.0
GO:1904851;0.6830074998557688;0.0;1.0;0.6000000000000001;0.0;0.0;0.0;0.4;0.43852901558847923;0.4;0.0;0.0;0.43852901558847923
GO:1904871;0.6000000000000001;0.0;0.6000000000000001;1.0;0.0;0.0;0.0;0.3660149997115376;0.4;0.3660149997115376;0.0;0.0;0.4
GO:0046931;0.0;0.8;0.0;0.0;1.0;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.0
GO:0043312;0.0;0.8;0.0;0.0;0.8;1.0;0.0;0.0;0.0;0.0;0.5356143810225276;0.8;0.0
GO:0009615;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0090090;0.43852901558847923;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;1.0;0.3356143810225276;0.4;0.0;0.0;0.3356143810225276
GO:0051973;0.48300749985576874;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.3356143810225276;1.0;0.5356143810225276;0.0;0.0;0.8
GO:0045892;0.43852901558847923;0.0;0.4;0.3660149997115376;0.0;0.0;0.0;0.4;0.5356143810225276;1.0;0.0;0.0;0.5356143810225276
GO:0051086;0.0;0.5356143810225276;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;0.0;0.0;0.0;1.0;0.5356143810225276;0.0
GO:0051131;0.0;0.8;0.0;0.0;0.8;0.8;0.0;0.0;0.0;0.0;0.5356143810225276;1.0;0.0
GO:0032212;0.48300749985576874;0.0;0.43852901558847923;0.4;0.0;0.0;0.0;0.3356143810225276;0.8;0.5356143810225276;0.0;0.0;1.0
