;GO:0007050;GO:0018108;GO:1901985;GO:0032091;GO:1902715;GO:0006913;GO:0045892;GO:0002437;GO:0045893;GO:0070286;GO:0035556;GO:0033138;GO:0035397;GO:0046827;GO:0030260;GO:0060271;GO:0032088;GO:0060317;GO:0060999;GO:0042102;GO:0045657;GO:0030217;GO:0002323;GO:0010629;GO:0097011;GO:0045860;GO:0010628;GO:0050680;GO:0032355;GO:0018105;GO:2000484;GO:0030336;GO:0018107;GO:0060143;GO:0033280;GO:0008285;GO:0043123;GO:0046598;GO:0003352;GO:0045944;GO:0010718;GO:0050850;GO:0032507;GO:0000165;GO:0019064;GO:0023041;GO:0034765;GO:0070588;GO:0032464;GO:1904030;GO:0050731;GO:0050852;GO:0051149;GO:0050829;GO:0038043;GO:0090200;GO:0007169;GO:0060732;GO:0045086;GO:0030516;GO:0001973;GO:0071663;GO:0045087;GO:0006948;GO:0070374;GO:0035723;GO:0051835;GO:0050900;GO:0010524;GO:0071901;GO:0071902;GO:0030511
GO:0007050;1.0;0.1725116156441295;0.2845274130985694;0.28374626076720083;0.22327797189265838;0.0;0.2989176286679829;0.0;0.21923974608177757;0.2722072671206443;0.6103201002556461;0.23406135424980928;0.29119532768728656;0.22158355126126056;0.0;0.23138571037597122;0.32221897487128165;0.2847193298988416;0.22882441461263822;0.22821401418757983;0.2698986201684001;0.22986298810407102;0.23969754353890557;0.4399292871403848;0.23968545277087988;0.19768726482460958;0.35207383374041584;0.6124936427210115;0.0;0.17251162400732145;0.22327797189265838;0.5054240979938633;0.17251160868876245;0.3900050744857336;0.0;0.6689251124358512;0.32895690524516585;0.3125796086851283;0.45961341726472527;0.2105550922367377;0.3630364976355065;0.32895697710522964;0.3681160439995403;0.3166841394629301;0.23928279084915957;0.6103201002556461;0.38475939898328443;0.0;0.35142532663350556;0.2969863326049612;0.2340613571894301;0.35311880012570546;0.40588270460622095;0.0;0.5568532155354157;0.23862714871896037;0.5568238656863324;0.23899421233362506;0.22329298068060033;0.2692472088288825;0.5122442213096661;0.30077737032437274;0.0;0.0;0.18436969682742918;0.5568532155354157;0.42223854948544476;0.28260488916825316;0.2538506948240582;0.26522199142811387;0.19059469690001293;0.30068936227484105
GO:0018108;0.1725116156441295;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18379351376727177;0.19474670848504544;0.0;0.0;0.0;0.0;0.16423043770467705;0.0;0.18941374145169906;0.0;0.0;0.0;0.16346186454141212;0.16837450384800529;0.0;0.16836853781160732;0.0;0.0;0.0;0.0;0.9157920029521478;0.0;0.0;0.9157919406316873;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18267907303394268;0.8002740956348556;0.16816974703447538;0.19474670848504544;0.0;0.0;0.0;0.0;0.0;0.13179089856784754;0.0;0.0;0.18320976305208814;0.0;0.18320323302970257;0.0;0.0;0.0;0.17302064053350746;0.0;0.0;0.0;0.0;0.18320976305208814;0.0;0.1884756060534251;0.1013797514965299;0.0;0.0;0.0
GO:1901985;0.2845274130985694;0.0;1.0;0.1839167254833522;0.2480424319682373;0.0;0.342462787745995;0.0;0.5507198061065863;0.0;0.3201880597001981;0.7899514184036802;0.2577493499037306;0.2108306214787963;0.0;0.0;0.4082100059260536;0.0;0.2529369054177121;0.25240064675197466;0.28771833140949404;0.0;0.0;0.35149382244941335;0.0;0.689628384156824;0.5224709149944687;0.29383064988854035;0.0;0.0;0.2480424319682373;0.2574263395719837;0.0;0.37655516428050423;0.0;0.3113655902011021;0.3335996366173634;0.27087657096435863;0.30237569554973703;0.5331014574214198;0.35809781771810284;0.3335996897256387;0.17794128031269607;0.2012085921350601;0.0;0.3201880597001981;0.24920593653951326;0.0;0.3499029221995951;0.39382121949944254;0.7899514262476169;0.2622917335875606;0.3870608457328268;0.0;0.30171320476329605;0.2614690661681038;0.30170273068129044;0.44418473002867936;0.6263795730697621;0.20637869038886578;0.28534630885763446;0.26370036452656065;0.0;0.0;0.6511886761518715;0.30171320476329605;0.39761586433970936;0.0;0.23505526025159115;0.39986196653965667;0.6692750671806582;0.31220993255544216
GO:0032091;0.28374626076720083;0.0;0.1839167254833522;1.0;0.14149525252266795;0.0;0.13576178944061099;0.0;0.13875675750584576;0.0;0.3493523768160281;0.14884275059534702;0.24144972132325607;0.17852393642122605;0.0;0.0;0.2926242923469244;0.0;0.14526809716763098;0.14485222859763516;0.17363127302938666;0.0;0.0;0.2995706011747483;0.0;0.16814175253499167;0.2995679838436973;0.2997488808133842;0.0;0.0;0.14149525252266795;0.24097081835648143;0.0;0.2610902945984651;0.0;0.3319981869647436;0.21576629521777696;0.26152362949088076;0.3151084317595905;0.1328912122287729;0.24083931196752797;0.2157663474895602;0.31233942166831186;0.1670843775459081;0.0;0.3493523768160281;0.3320444956663734;0.0;0.2322326672469687;0.1985987961631875;0.14884275260526242;0.18813465618892417;0.27318668066486157;0.0;0.31389400256441463;0.15196912035677201;0.3138748347569422;0.15222086146442718;0.14150544383709476;0.17317554214828523;0.28512597674379264;0.2503999507684773;0.0;0.0;0.11540082114935285;0.31389400256441463;0.28578473926942477;0.0;0.13172684442426968;0.20252560326291436;0.1617449048923657;0.19539500379236296
GO:1902715;0.22327797189265838;0.0;0.2480424319682373;0.14149525252266795;1.0;0.0;0.14813119741275735;0.0;0.20904356195830162;0.0;0.24466107467984716;0.21852526337190684;0.20644690223025922;0.48132377321439695;0.0;0.0;0.17185787501711977;0.0;0.2757849591184557;0.21483218246050714;0.3074049925308022;0.0;0.0;0.1831935382316929;0.0;0.19451288128753688;0.22890446598680145;0.22896691345106918;0.0;0.0;0.8844130802277311;0.24742516686684804;0.0;0.29864167424278876;0.0;0.23947616037728936;0.2709699382677428;0.21478398360983056;0.2808762990639085;0.20329791809704145;0.367652404204553;0.27096997330686934;0.1379317390176806;0.1685178633071035;0.0;0.24466107467984716;0.28664594901562407;0.0;0.2816285282435353;0.13440788910550722;0.21852526521325827;0.21662902845555926;0.30521171385651014;0.0;0.23372523653712787;0.22136699337602642;0.23371895100649379;0.22159387860801744;0.3299467481582693;0.20650317518383865;0.22378194012439817;0.29341560960417906;0.0;0.0;0.1850609336623415;0.23372523653712787;0.3117370927924119;0.0;0.28756894863191557;0.1361988246522735;0.1895259593414515;0.25668575630458335
GO:0006913;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.29754722787037674;0.0;0.0;0.0;0.0;0.3774997840332998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045892;0.2989176286679829;0.0;0.342462787745995;0.13576178944061099;0.14813119741275735;0.0;1.0;0.0;0.5690051754656396;0.0;0.23453190389329298;0.30280880296148666;0.1594105539494848;0.1360181557152617;0.0;0.0;0.6818458960668634;0.0;0.15055222651353847;0.15028775376213765;0.1673039512673562;0.0;0.0;0.4758899745874795;0.0;0.2703362858861852;0.3061304220577927;0.3062379318887134;0.0;0.0;0.14813119741275735;0.2769084972255593;0.0;0.20677735739249428;0.0;0.31972371301034963;0.18825435464382465;0.16561297191181368;0.22483066869856105;0.5537590352754593;0.19894185883918336;0.1882543781780336;0.1324778646540093;0.1636496662064977;0.0;0.23453190389329298;0.18389058969662958;0.0;0.19540390561598053;0.41160015883610734;0.3028088054442097;0.17499182076284076;0.21115684212135366;0.0;0.22446419629691636;0.1547343705482004;0.22445839900259446;0.3059506796324996;0.3792279015486508;0.16705341822938458;0.21527778192760036;0.16224001412133335;0.0;0.0;0.2575011746568744;0.22446419629691636;0.21549960578003466;0.0;0.14162820267060736;0.4169558155172063;0.263568125835451;0.17864347415590465
GO:0002437;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2597837484257678;0.2724155707285664;0.0;0.2723999540890052;0.0;0.0;0.0;0.299031824271787;0.0;0.0;0.0;0.0;0.0;0.26028369432804666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1879876624720369;0.0;0.4361791748798088;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.829111724826435;0.0;0.0;0.0;0.0;0.3292238462580804;0.0;0.0;0.0;0.0
GO:0045893;0.21923974608177757;0.0;0.5507198061065863;0.13875675750584576;0.20904356195830162;0.0;0.5690051754656396;0.0;1.0;0.0;0.23982072189214945;0.4860220272223756;0.20298983291051134;0.17271870369671946;0.0;0.0;0.6588706160611912;0.0;0.21250919291346582;0.21213053018634714;0.23653270938287807;0.0;0.0;0.3125986841682586;0.0;0.4332249047357366;0.4859491274450301;0.2247222406596201;0.0;0.0;0.20904356195830162;0.2027894385604633;0.0;0.29344642758707973;0.0;0.23483684439180433;0.2666859508866279;0.21104458689964206;0.2296864705178112;0.9728419195819074;0.28211476517628825;0.26668598482658745;0.135328174295087;0.166207281122882;0.0;0.23982072189214945;0.1879514782258581;0.0;0.27700376766159296;0.2634368028832473;0.4860220312653496;0.213449480142609;0.2997874405348365;0.0;0.22930401079163146;0.21849957935365585;0.2292979608072348;0.49146496635776776;0.643111166336998;0.16971939791657628;0.21972562969878978;0.20666281951948112;0.0;0.0;0.41240169345764294;0.22930401079163146;0.3060805491041026;0.0;0.19974263571122683;0.2669079999068153;0.42224129039624264;0.2528383186013041
GO:0070286;0.2722072671206443;0.18379351376727177;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3320234930632193;0.0;0.0;0.0;0.0;0.5104644322239019;0.0;0.31681581342836534;0.0;0.0;0.0;0.2503382728462421;0.2620475322441903;0.0;0.26203308167918465;0.0;0.0;0.0;0.0;0.18379352326010265;0.0;0.0;0.18379350587242455;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2984147440116789;0.1630152422456085;0.44362858853931436;0.3320234930632193;0.0;0.0;0.0;0.0;0.0;0.18299140693111626;0.0;0.0;0.29983348762675793;0.0;0.2998159985105462;0.0;0.0;0.0;0.2734767970984777;0.0;0.0;0.0;0.0;0.29983348762675793;0.0;0.31419996918533993;0.1291845666957734;0.0;0.0;0.0
