;GO:0036498;GO:0036499;GO:0014067;GO:0016925;GO:1990090;GO:0006283;GO:0009312;GO:0042776;GO:0007259;GO:0071493;GO:0001666;GO:0046580;GO:0070682;GO:0035437;GO:0034620;GO:0010499;GO:0051402;GO:1903891;GO:0045815;GO:1903895;GO:0007141;GO:1902600;GO:0008630;GO:1903897;GO:0009725;GO:0006334;GO:0042149;GO:0006605;GO:0071480;GO:0001676;GO:0035307;GO:0061051;GO:0010389;GO:0106101;GO:0006383;GO:0008286;GO:0008284;GO:0042795;GO:0045664;GO:0045944;GO:0043401;GO:0043525;GO:0000398;GO:0043524;GO:0048384;GO:0034605;GO:0071277;GO:0000281;GO:0045671;GO:0097501;GO:0033235;GO:0033234;GO:0036500;GO:0038128;GO:0016579;GO:0007088;GO:0008334;GO:1990440;GO:0045046;GO:0001934;GO:2000146;GO:0030512;GO:0018108;GO:0006361;GO:0007175;GO:0008543;GO:0042177;GO:0006363;GO:0051170;GO:0000413;GO:0006369;GO:0032091;GO:0006367;GO:0006488;GO:0043547;GO:0006368;GO:0060964;GO:0006635;GO:0051443;GO:0048167;GO:0031398;GO:0010976;GO:0098779;GO:0016558;GO:0032480;GO:0030182;GO:0060393;GO:0006370;GO:1900740;GO:0042220;GO:0090263;GO:1901796;GO:0043312;GO:0000387;GO:0043161;GO:0007219;GO:0010628;GO:0042351;GO:0071287;GO:0071320;GO:0072657;GO:0019673;GO:0071847;GO:1900180;GO:0030335;GO:0090074;GO:0060741;GO:0043687;GO:0006983;GO:0000079;GO:0032869;GO:0000122;GO:0000086;GO:0032868;GO:0071353;GO:0035338;GO:0032465;GO:0071236;GO:0042407;GO:0006351;GO:0035690;GO:0060338;GO:0051085;GO:0007166;GO:0046323;GO:0060334;GO:0006479;GO:0006357;GO:0030318;GO:0097711;GO:0043066;GO:0070373;GO:0071901;GO:0030433;GO:0070536
GO:0036498;1.0;0.7840137002243461;0.07125181014331403;0.023774885523242514;0.3164117574250536;0.43198396586400434;0.0;0.022484369103512793;0.20547365549164154;0.2765253481588743;0.3513368253281624;0.07981166255964058;0.01979541245547476;0.05469492869258163;0.38440764979348757;0.0;0.024048094967072765;0.06574570715869288;0.07035725871585408;0.06444168885358036;0.023029518021079505;0.0;0.4298427045721957;0.07027508608932823;0.25355230115614374;0.026526631774882112;0.41102348574815706;0.0;0.30475688698748105;0.026400442523724803;0.07861510346524063;0.06911551376350168;0.08846160932022146;0.018401602429566784;0.024048094967072765;0.22157501291504333;0.10604586528696879;0.025286956411806717;0.10173059432165928;0.10939432577707275;0.23058874299904097;0.07981166255964058;0.028656228966159426;0.08743304802000754;0.19293799871854517;0.4252333663647187;0.3321385068623571;0.025019536715524083;0.0759466937700136;0.2254423332194703;0.07078231266253743;0.07078231266253743;0.7671889883396676;0.20342446242947151;0.028709589875904537;0.08988270940289443;0.02318457567359441;0.6513604520005625;0.020788895273728073;0.10706860175655171;0.09278635969741453;0.08221459324206887;0.027725161210271056;0.02365613100925357;0.07209905214210022;0.2206115693847128;0.07569344152346673;0.023594412171996895;0.0;0.024198294749429496;0.023995889000096953;0.0652396163316577;0.027461233317984602;0.022266125884216358;0.0748606712634677;0.025441547064307;0.08035005843280983;0.024837551635675234;0.0772055552749534;0.08944648172728323;0.08544120496492917;0.09293164429761933;0.36135676395706484;0.02158733483293802;0.06946114734606301;0.028365038713722448;0.081332980359468;0.023774885523242514;0.07522674686106487;0.1897358634544204;0.08443137785277431;0.0867486411128018;0.03045019108888914;0.02394252600276957;0.029176175308559302;0.22870524467968684;0.1018880669827278;0.01925708380277638;0.27895491513870624;0.3209482678740414;0.0;0.021023545921079443;0.17412416931911204;0.07587481067787763;0.0984762478749708;0.051273067271858985;0.0;0.02958230300782699;0.6513604520005625;0.08491091851545882;0.33508024214765686;0.10525362740112884;0.026567541938809204;0.2172824161757865;0.30097587696151346;0.02258546390480828;0.08357258266406269;0.3427174048229093;0.023594412171996895;0.03674864229448366;0.37501961837607356;0.0759466937700136;0.02346580852467948;0.31604191134121495;0.0;0.07547471996961866;0.026725867265921553;0.12111662886265383;0.02258546390480828;0.025985857112216904;0.10622101580115571;0.08156194414718383;0.08718956753311087;0.7555935222439151;0.02353100656421573
GO:0036499;0.7840137002243461;1.0;0.06408801570823591;0.021200691870145665;0.28148781999309647;0.38241475467552016;0.0;0.020168437609475898;0.1831785516401763;0.24947499433237977;0.30645384683341786;0.07093050095117616;0.01797790430867298;0.04919579505644232;0.34465333705701623;0.0;0.021417671458441475;0.05959856069666081;0.0625161284975159;0.0585250000880146;0.020605974847087632;0.0;0.38073575434432705;0.06329673112888025;0.21838612974556723;0.023361732439439318;0.3658966565263033;0.0;0.27222611999695484;0.023263802655009012;0.06998384400843188;0.06235447317662384;0.07768107141443797;0.016820808509603918;0.021417671458441475;0.19586740412424555;0.09091990065110615;0.022394831149800485;0.08772934312446701;0.09337022746264595;0.2028777969061318;0.07093050095117616;0.024997807735534387;0.07688680400840746;0.17314929981138097;0.37711499925628367;0.2938665737178568;0.02218483009939226;0.0678612956772135;0.2060756573541679;0.06370792878581515;0.06370792878581515;0.8367023750348562;0.1815481671245443;0.025038403971077983;0.07877476584726023;0.02073002640556365;0.5862598116536393;0.018793571078130664;0.09167065378302296;0.08099621230291233;0.07282206919688144;0.024286344850750423;0.02110621004689814;0.06477263703294663;0.19511417312927834;0.06669386966148262;0.021057065768047428;0.0;0.02153672870995017;0.02137625180786892;0.0575644937945887;0.024083588471831858;0.019992662136233234;0.06492722814618747;0.022515997531319814;0.07135542291434897;0.022041628613433593;0.06886461412120384;0.07843949506529221;0.07534225199307079;0.08110689872024471;0.32600800339056635;0.019443700530977902;0.06180761974581917;0.02477593375833625;0.07212953933973544;0.021200691870145665;0.06728590139753303;0.16933164200881465;0.0745559368949744;0.07635704662816539;0.026352129467078544;0.021333893842622458;0.025392555300297933;0.20141836246102496;0.08622630010363651;0.017532779044369076;0.2514507804058373;0.2850724900092487;0.0;0.01898513217417398;0.15784376383498408;0.06683463478049238;0.08529844530974716;0.04640990047317579;0.0;0.025699623925739136;0.848146563940832;0.07492961163174648;0.2961670751397281;0.0903369268209372;0.023393457114963385;0.19093475602217475;0.26920522321230356;0.020249741408514595;0.07388549166957566;0.30211766413645436;0.021057065768047428;0.030941579472333947;0.326942700891157;0.0678612956772135;0.02095457486752342;0.2662061115048286;0.0;0.06748421709113606;0.023516124006709313;0.1017779103404574;0.020249741408514595;0.022941277152828832;0.09104861872733003;0.0723095596143837;0.07669845538692183;0.669369567303013;0.021006549578978136
GO:0014067;0.07125181014331403;0.06408801570823591;1.0;0.0;0.0;0.0;0.0;0.0;0.06916445580749518;0.0;0.0;0.5359117004409939;0.0;0.04919579505644232;0.0;0.0;0.0;0.22278843607345847;0.0625161284975159;0.3363879932960678;0.0;0.0;0.07282206919688144;0.2366127566157067;0.0;0.0;0.0;0.0;0.0;0.0;0.06998384400843188;0.19467417060287867;0.07768107141443797;0.0;0.0;0.07395550568218885;0.09091990065110615;0.0;0.08772934312446701;0.09337022746264595;0.07660248589583527;0.07093050095117616;0.0;0.22261066539076993;0.06537761647131815;0.0;0.0;0.0;0.1964790756985085;0.0;0.06370792878581515;0.1844538162377943;0.06284830663696661;0.06854885612745097;0.0;0.07877476584726023;0.0;0.06370792878581515;0.0;0.09167065378302296;0.23450865135338125;0.41856419800028327;0.0;0.0;0.37229794718906156;0.0736711011413855;0.20301759300909872;0.0;0.0;0.0;0.0;0.0575644937945887;0.0;0.0;0.06492722814618747;0.0;0.07135542291434897;0.0;0.06886461412120384;0.2764386766269093;0.07534225199307079;0.08110689872024471;0.06235447317662384;0.0;0.1881437417577924;0.0;0.2696311299527575;0.0;0.2515248785695794;0.0;0.2787013710845109;0.37168543943746873;0.0;0.0;0.0;0.07605143344848973;0.08622630010363651;0.0;0.0;0.0;0.0;0.0;0.05959856069666081;0.06683463478049238;0.08529844530974716;0.04640990047317579;0.0;0.0;0.06370792878581515;0.07492961163174648;0.0;0.261552858755413;0.0;0.0;0.0;0.0;0.07388549166957566;0.0;0.0;0.0;0.0;0.25367578943382124;0.0;0.1005139557551921;0.0;0.2522662126338619;0.0;0.1017779103404574;0.0;0.0;0.26361342312505454;0.5463311062438115;0.22206533888780114;0.0;0.0
GO:0016925;0.023774885523242514;0.021200691870145665;0.0;1.0;0.023450496235711462;0.17638396511339346;0.10354072824588832;0.18334319525797232;0.023020231667961345;0.02058440795226302;0.0;0.0;0.01923203648967206;0.021200691870145665;0.02185501700479828;0.22485485466776717;0.02322170824825576;0.0;0.0;0.0;0.022270548647631585;0.0;0.024345108746812876;0.0;0.0;0.025524670937798342;0.023316016121525878;0.0;0.022615617199934667;0.11987712687294716;0.0;0.0;0.0;0.017913791370828665;0.16744084752619923;0.02475805570909344;0.0;0.1757555901523868;0.0;0.0;0.025726876097397496;0.0;0.1600221682683841;0.0;0.021660817699326165;0.024093356294993446;0.024573680840469257;0.02412627638302942;0.0;0.0;0.0;0.0;0.020759707699946048;0.022798395911577007;0.5610827208223329;0.0;0.13048088253783288;0.021065349530960804;0.020168437609475894;0.0;0.0;0.0;0.558352056849809;0.13304499577643;0.0;0.024654331298441176;0.0;0.13270959219752096;0.0;0.4897806058110543;0.13489031027121437;0.0;0.15360966050735989;0.10170316440403183;0.0;0.14272206490885042;0.0;0.11303206134878489;0.0;0.0;0.0;0.0;0.02058440795226302;0.020919068091574542;0.0;0.02722237640674539;0.0;0.13369018636672927;0.022344310956209142;0.0;0.0;0.0;0.029137244709379412;0.02312325529381081;0.2797000638640572;0.025524670937798342;0.0;0.09625217243956835;0.020759707699946048;0.023774885523242514;0.0;0.10481503382881759;0.01960991546369627;0.0;0.0;0.0;0.0;0.34806682992559046;0.021065349530960804;0.0;0.024783346579654475;0.0;0.02556254675463227;0.0;0.022344310956209142;0.10250368774962633;0.0;0.025327038893549238;0.022798395911577007;0.25131062047778474;0.027616636155778373;0.0;0.0226783013298087;0.034770356498777584;0.0;0.0;0.31573651252688795;0.0;0.02185501700479828;0.025023591056221185;0.0;0.0;0.0;0.24316217682694274;0.46328125161385614
GO:1990090;0.3164117574250536;0.28148781999309647;0.0;0.023450496235711462;1.0;0.32576162980082257;0.0;0.022194025132937306;0.023506148618294156;0.27315113723404816;0.22682842195535663;0.0;0.01957001359577429;0.02161214347188439;0.4074699327359335;0.0;0.023716259423215674;0.0;0.0;0.0;0.0227250195291557;0.0;0.3241702756589377;0.0;0.6199232787313954;0.026123442886886162;0.31017422423410496;0.0;0.3006636329772878;0.026001051635617133;0.0;0.0;0.0;0.01820667084357273;0.023716259423215674;0.025321003779974174;0.0;0.024920311170240236;0.0;0.0;0.026335285571629723;0.0;0.028186277728638912;0.0;0.02209050384407466;0.3207439035830443;0.4232820790580929;0.024660550263540332;0.0;0.2439408983531141;0.0;0.0;0.27552151982625495;0.023274895928415428;0.028237901216018567;0.0;0.022875990475104722;0.2796561920672896;0.020540446236642355;0.0;0.0;0.0;0.027285017650832112;0.023334952359942086;0.0;0.02521251911030107;0.0;0.023274895928415428;0.0;0.023862330053545055;0.02366548275715926;0.0;0.02702936444414652;0.021981355279213428;0.0;0.025070438077349332;0.0;0.024483731597494816;0.0;0.0;0.0;0.0;0.27315113723404816;0.021319557844277772;0.0;0.027904513025113844;0.0;0.023450496235711462;0.022801828253623917;0.34802488873449655;0.0;0.0;0.029920101689082698;0.02361357759387323;0.028689160428132646;0.026123442886886162;0.0;0.019043711450542553;0.3563383618435143;0.5493315138407228;0.0;0.020769490860343062;0.019961425850583678;0.0;0.0;0.0;0.0;0.029081751728328917;0.2796561920672896;0.0;0.5731629207096557;0.0;0.02616311795203516;0.532617672484025;0.4167792315247444;0.022292520168939445;0.0;0.4365606851875235;0.023274895928415428;0.03597935128117233;0.47702995372225215;0.0;0.023149742568041698;0.03589099495732782;0.0;0.0;0.026316645829899975;0.0;0.022292520168939445;0.02559881963641493;0.0;0.0;0.0;0.3716932901243535;0.023213193728767175
GO:0006283;0.43198396586400434;0.38241475467552016;0.0;0.17638396511339346;0.32576162980082257;1.0;0.10996282096671818;0.21933884382809737;0.024522556886335638;0.2836400321419258;0.3636579936468219;0.0;0.020269459708345785;0.022468373465070406;0.3949462247471598;0.13921163572024386;0.024751319379670914;0.0;0.0;0.0;0.02367363493202617;0.0;0.573187386504322;0.0;0.26336292991128324;0.027384869684365366;0.4230948477810555;0.0;0.3134212185707752;0.12857068939486993;0.0;0.0;0.0;0.018810554246487674;0.2542744469219572;0.026504370560984813;0.0;0.2677770403277616;0.0;0.0;0.02761775606655143;0.0;0.3047063339562434;0.0;0.022985841799558752;0.43816694925036204;0.3424560725237294;0.02578162350289755;0.0;0.23045249753172894;0.0;0.0;0.3739951948323707;0.024270980061372346;0.21427951594624894;0.0;0.2448868166828699;0.3798284830347829;0.021312348186411655;0.0;0.0;0.0;0.20668322112892687;0.25001082287518683;0.0;0.026385532768708257;0.0;0.24933984070474058;0.0;0.17961765216576192;0.2537063371087965;0.0;0.29157367472501844;0.10789251775458374;0.0;0.2694648139328191;0.0;0.12072927845879729;0.0;0.0;0.0;0.0;0.3706540641785821;0.022152314799624193;0.0;0.02934856309454142;0.0;0.25130215702757586;0.023757001743890862;0.1951765242236063;0.0;0.0;0.03158652720139114;0.024639500312458353;0.21788629170486543;0.027384869684365366;0.0;0.18712318005699727;0.2861968054181912;0.3305722445914649;0.0;0.20472529029013348;0.020689651021367564;0.0;0.0;0.0;0.0;0.2210290742531816;0.3798284830347829;0.0;0.345584271576974;0.0;0.02742847204772619;0.22444737591895036;0.3094235719450809;0.10883367692904802;0.0;0.35371356393822334;0.024270980061372346;0.3946597535896536;0.38822624877893663;0.0;0.02413491653699713;0.03831584488241656;0.0;0.0;0.19899088038024904;0.0;0.02320464670294497;0.026808916581757256;0.0;0.0;0.0;0.4424768897101881;0.17452290806421736
GO:0009312;0.0;0.0;0.0;0.10354072824588832;0.0;0.10996282096671818;1.0;0.20132916778457371;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10146036153969176;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11400629691312637;0.0;0.0;0.0;0.0;0.2142421477935866;0.0;0.0;0.2243801034748214;0.0;0.0;0.0;0.0;0.12285809107390896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12306594096662608;0.0;0.10116319198351661;0.0;0.0;0.0;0.0;0.0;0.1192200126103735;0.21101765743893153;0.0;0.0;0.0;0.21050918159092172;0.0;0.10524046657209622;0.21381314751537056;0.0;0.24197858356346236;0.1995165069298674;0.0;0.22563948765753358;0.0;0.10779790943537663;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.10354072824588832;0.0;0.0;0.0;0.0;0.0;0.0;0.1248803651703852;0.0;0.0;0.17425939202636664;0.0;0.0;0.0;0.09238120590227412;0.0;0.0;0.0;0.0;0.0;0.12645530677636072;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20216795877675722;0.0;0.0;0.0;0.3144739982389678;0.0;0.0;0.0;0.0;0.0;0.0;0.11529117950228421;0.0;0.0;0.0;0.0;0.0;0.0;0.10933312550736882;0.10255958184153728
GO:0042776;0.022484369103512793;0.020168437609475898;0.0;0.18334319525797232;0.022194025132937306;0.21933884382809737;0.20132916778457371;1.0;0.02180825303985434;0.01960991546369627;0.0;0.0;0.01837872977948846;0.18311491181411144;0.020759707699946048;0.17968985123314468;0.021988989959064193;0.0;0.0;0.0;0.021134275670770666;0.8210054415771487;0.022993705148552673;0.0;0.0;0.024043123913043942;0.022073532747140877;0.4489255565826045;0.021444785313718844;0.38401800491794064;0.0;0.0;0.0;0.2510876650954311;0.27060789918238526;0.023361732439439318;0.0;0.28329889376255596;0.0;0.0;0.024222454375137523;0.0;0.24480369684864728;0.0;0.02058440795226302;0.02276899765406057;0.023197499151391014;0.022798395911577007;0.0;0.0;0.0;0.0;0.01976894614374969;0.021609059926712387;0.21757131718689401;0.0;0.20193113383637856;0.020045915875616153;0.32953747427422525;0.0;0.0;0.0;0.47624019167905074;0.2665692413839612;0.0;0.02326935612641188;0.0;0.26593228342729974;0.40927926887400856;0.18632719708876275;0.27007063823516486;0.0;0.3053049266401322;0.5276773159678849;0.0;0.2848747142634423;0.0;0.36328918415575534;0.0;0.0;0.0;0.0;0.01960991546369627;0.3696326419271319;0.0;0.02554367371480678;0.0;0.20663691190420794;0.021200691870145665;0.0;0.0;0.0;0.27250875439166217;0.021900692391224698;0.22074652579627455;0.024043123913043942;0.0;0.46134135607044996;0.01976894614374969;0.022484369103512793;0.3943812498891622;0.4766589404646754;0.018723519825233667;0.0;0.0;0.0;0.0;0.22350188520289674;0.020045915875616153;0.0;0.02338424971167419;0.0;0.024076727534893844;0.0;0.021200691870145665;0.31090800024085236;0.0;0.02386768978888643;0.021609059926712387;0.39563343656769784;0.025890497911337133;0.0;0.021501138931747515;0.03207772399586913;0.37648334142129447;0.0;0.20395501752218084;0.0;0.020759707699946048;0.3450645663290065;0.0;0.0;0.0;0.1935087409143242;0.1816203525796169
GO:0007259;0.20547365549164154;0.1831785516401763;0.06916445580749518;0.023020231667961345;0.023506148618294156;0.024522556886335638;0.0;0.02180825303985434;1.0;0.02062727568362247;0.0;0.07720183802251195;0.019269451414091393;0.0530926157643328;0.0219033464565488;0.0;0.023276278751782824;0.06396446292750323;0.06805274568969757;0.06272948316682497;0.022320735465966204;0.0;0.4080965928745112;0.06824375092038179;0.0;0.025590617348347174;0.023371031293004923;0.0;0.022667373102279776;0.025473156650414868;0.07608170479694065;0.06714972393178878;0.08526674916075373;0.017946248599749984;0.023276278751782824;0.213991963223433;0.1014873545283696;0.024434978772287282;0.09752817864773412;0.10454997010965197;0.2223876010774436;0.07720183802251195;0.02756697820489949;0.08431073939445256;0.1871628512608113;0.02415210557500926;0.024634798889385322;0.02418518651379283;0.07357976820902962;0.0;0.06872197826530593;0.06872197826530593;0.17936035068639336;0.19701490681573583;0.02761635611849388;0.08658628899667808;0.022466365356077225;0.06872197826530593;0.020209588569859743;0.10242366551093811;0.08927767517595814;0.07944797610435175;0.026704281328477596;0.022908878776287125;0.06996250624821013;0.2130932021464294;0.07303271462328577;0.022850992746507454;0.0;0.02341696381729374;0.02322736667005061;0.06297272834029151;0.026459346144740787;0.021602877895512254;0.07189109180774839;0.024579298133241622;0.0777054876278617;0.0240150954509017;0.07476077595485593;0.08618139954154612;0.08245710903108741;0.08941217178695694;0.06714972393178878;0.02096334253509538;0.0672140262894522;0.027297399948845148;0.07862440230151004;0.023020231667961345;0.07290379748994728;0.0;0.08151619961703205;0.08367416324801079;0.029223210697176455;0.023177363514598714;0.028047816838821595;0.22063518850892594;0.09712508080493412;0.018758980498249034;0.020803309448960187;0.02383209010488365;0.0;0.020431274075746683;0.16940663435729741;0.07320154291843235;0.09453319029031099;0.04986238723806892;0.0;0.028422936893758126;0.1820066723220317;0.08196310992958986;0.02484551333078237;0.10076153026610804;0.02562868927847458;0.0;0.022394831149800485;0.0219033464565488;0.08071540297013424;0.02539196674099981;0.022850992746507454;0.034976349588450986;0.027693851637747725;0.07357976820902962;0.022730344865489506;0.30083641037537723;0.0;0.07313666887232652;0.025775991394575665;0.11520648551477154;0.0219033464565488;0.0250869704527156;0.10164775918325263;0.07883834990576254;0.08408431567961713;0.024374846985172702;0.022791514758978015
GO:0071493;0.2765253481588743;0.24947499433237977;0.0;0.02058440795226302;0.27315113723404816;0.2836400321419258;0.0;0.01960991546369627;0.02062727568362247;1.0;0.47727207893207346;0.0;0.017532779044369076;0.019154254597201287;0.25641075196477675;0.0;0.020788895273728073;0.0;0.0;0.0;0.02002330655878193;0.0;0.2824328398931272;0.0;0.2103201327979733;0.022615617199934667;0.2717494163229639;0.0;0.6640507495989407;0.022523830502730362;0.0;0.0;0.0;0.016430515760039975;0.020788895273728073;0.022011719779681096;0.0;0.021708291142540363;0.0;0.0;0.022774214900071033;0.0;0.02414543532572892;0.0;0.019529053387198653;0.42441174126514386;0.28479235645675655;0.021510911652872108;0.0;0.13212696599547466;0.0;0.0;0.24477726420567078;0.02044898396350942;0.024183308172272374;0.0;0.02014042183934945;0.24803522277947368;0.018307684229438063;0.0;0.0;0.0;0.023481019219191282;0.020495327744062996;0.0;0.02192969260898353;0.0;0.02044898396350942;0.0;0.020901046312813445;0.02074986969008576;0.0;0.0232914340570394;0.019443700530977902;0.0;0.02182212351854227;0.0;0.02137625180786892;0.0;0.0;0.0;0.0;0.2429045708295973;0.018924080213231;0.0;0.02393837158402052;0.0;0.02058440795226302;0.020082913816025467;0.1644417161486623;0.0;0.0;0.025406642781729216;0.02070995544300125;0.024513523537803675;0.022615617199934667;0.0;0.017109163434613224;0.24477726420567078;0.2765253481588743;0.0;0.018489420279622113;0.017846288321375487;0.0;0.0;0.0;0.0;0.024799580381822794;0.24803522277947368;0.0;0.2869524562525772;0.0;0.02264534653196818;0.18474036050983395;0.2615703359796985;0.01968676996160056;0.0;0.2925350354589499;0.02044898396350942;0.029646180214144644;0.3157497321333986;0.0;0.02035231342945171;0.02958616570733876;0.0;0.0;0.022760273954801125;0.0;0.01968676996160056;0.02222136300885264;0.0;0.0;0.0;0.2821217784984274;0.020401339940053793
