;GO:0016525;GO:0015031;GO:0042176;GO:0045840;GO:0006369;GO:0042059;GO:0006367;GO:0043547;GO:0045723;GO:0046339;GO:0043029;GO:0051126;GO:0030948;GO:2000036;GO:2000278;GO:0001829;GO:0017148;GO:0051006;GO:0035556;GO:0032369;GO:0007186;GO:0090340;GO:0090187;GO:0042102;GO:0009967;GO:0006334;GO:0046426;GO:0038180;GO:0006888;GO:0010867;GO:0010628;GO:0072657;GO:0010745;GO:0090108;GO:0030335;GO:0016567;GO:0032270;GO:0008360;GO:0043405;GO:1903543;GO:0008285;GO:0044255;GO:0043320;GO:0045861;GO:0045944;GO:0006468;GO:0006622;GO:0043401;GO:0043687;GO:0043525;GO:0046834;GO:0043524;GO:0000122;GO:0048384;GO:0031339;GO:0006977;GO:0001845;GO:0006816;GO:0071353;GO:0010875;GO:0016197;GO:0016236;GO:0006351;GO:0006355;GO:0045116;GO:0007205;GO:0060336;GO:0061502;GO:0000289;GO:0006357;GO:0000288;GO:0051279;GO:0048550;GO:0071222;GO:0048873;GO:0045087;GO:0006909;GO:0031047;GO:0030032;GO:0010887;GO:0030595;GO:0036258;GO:0030036;GO:0010884;GO:0010642
GO:0016525;1.0;0.0;0.3273070067812775;0.24783692623875483;0.0;0.3196506885453863;0.0;0.2332283635944561;0.2105789641472785;0.0;0.2439510979781118;0.2371865518621605;0.31955149733661575;0.5641343607640201;0.2626251674006935;0.0;0.21657986972645393;0.213256459314924;0.3579381974968376;0.40655929619065834;0.35811445931487096;0.2206064268945965;0.3231496866672104;0.19210784430325906;0.28439419962259715;0.0;0.3033607100372776;0.33504575186725427;0.0;0.22450512024207483;0.3261333140883689;0.0;0.5136809269403841;0.3347050726953938;0.28160702276994914;0.0;0.24097860171512422;0.4706164461227471;0.19377989456222114;0.2478665077441175;0.4373546016077704;0.0;0.0;0.2866530998828046;0.16534270828927214;0.0;0.0;0.34704079533076954;0.0;0.27476810114236017;0.0;0.34073506560722233;0.2026230140978781;0.3473578068045347;0.3404188633025185;0.1789385438610618;0.0;0.0;0.0;0.27586622597349925;0.0;0.0;0.0;0.23856043942431032;0.0;0.3464349774496028;0.24064695695025903;0.0;0.18977033316334216;0.23246293097306292;0.18978601429997607;0.2631826593009172;0.3415541602317304;0.0;0.25342537400733484;0.0;0.0;0.3625231943375547;0.0;0.39453122487606523;0.0;0.0;0.0;0.3374284608196971;0.3363675872165413
GO:0015031;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.41903027686025035;0.0;0.0;0.4429570127309357;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2794859789748405;0.0;0.0;0.0;0.6336197397247884;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42249589081012606;0.0;0.0;0.43605226512455453;0.0;0.0;0.0;0.0;0.0;0.0;0.4050364559630097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4590125507505094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0042176;0.3273070067812775;0.0;1.0;0.27648416728748265;0.0;0.2886439463881598;0.0;0.27235390784912494;0.34896648534031577;0.0;0.2870896692844505;0.20771261095832508;0.28854357209121306;0.46906184611474083;0.5946863824022863;0.0;0.42104666863697726;0.24550481918228342;0.42092665894750675;0.3795758426240335;0.42117043590500286;0.24301974999547726;0.2976242115232079;0.2088841826024355;0.3227702980394512;0.0;0.27225981183943837;0.3896206017863495;0.0;0.3744350157231328;0.5708840386390992;0.0;0.35482333038303493;0.3096445554541043;0.31918490951020834;0.0;0.5993759937658847;0.38395514092533733;0.47163166006393725;0.2765209831320502;0.4132950760348119;0.0;0.0;0.5718345567503769;0.3580428936439313;0.0;0.0;0.40593674301855864;0.0;0.31042740757736076;0.0;0.3101517981455755;0.35321733942297484;0.4063705514397171;0.30982669610126257;0.15343078332333351;0.0;0.0;0.0;0.31182978372903114;0.0;0.0;0.0;0.5341575983966126;0.0;0.40510809688081806;0.21101034089911552;0.0;0.24695576187650914;0.5190350585994982;0.24697756210345537;0.2957202049910348;0.31099431071959843;0.0;0.3003016663134538;0.0;0.0;0.5030391639372165;0.0;0.3666248470637923;0.0;0.0;0.0;0.39284649483901735;0.3056683052626558
GO:0045840;0.24783692623875483;0.0;0.27648416728748265;1.0;0.0;0.29537799489919475;0.0;0.19550055280380207;0.3392650192442483;0.0;0.2029791622059131;0.2999196024207649;0.2952979156166591;0.32137902640558014;0.300437072882426;0.0;0.20863530221702048;0.18127036245849332;0.3912230682352536;0.27668676274792103;0.391383462288633;0.35363941724475123;0.2875023410093141;0.3124040952305261;0.44181077217559;0.0;0.2821420059745812;0.37016434379853896;0.0;0.35918938981232384;0.3439100283331401;0.0;0.34563233809245125;0.5288143992315586;0.4380721271010038;0.0;0.38240384045353754;0.42698445548049263;0.22940949887207532;0.3919984993550708;0.3861742615955403;0.0;0.0;0.26838724786177015;0.27257711147725133;0.0;0.0;0.38125508057433644;0.0;0.42885561577971054;0.0;0.3122585099549399;0.1963196540284664;0.3815464966411505;0.41303108937910044;0.3739042138758315;0.0;0.0;0.0;0.2980136698737508;0.0;0.0;0.0;0.2761601460477756;0.0;0.38069793462205576;0.22954277101017595;0.0;0.14081738498491345;0.26991670468012136;0.14082810073529076;0.30099270512092635;0.3647946096098312;0.0;0.20949574353100658;0.0;0.0;0.25094124762209363;0.0;0.2697410296939809;0.0;0.0;0.0;0.3539233040454661;0.3087847888390496
GO:0006369;0.0;0.0;0.0;0.0;1.0;0.0;0.9427708139478874;0.0;0.0;0.3809160396642623;0.0;0.10204277915928144;0.0;0.0;0.0;0.16912876196588617;0.0;0.0;0.15849207260045725;0.0;0.1585415265625111;0.0;0.0;0.0;0.0;0.14395323996810405;0.0;0.15191387108941307;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4235254801361605;0.0;0.0;0.0;0.0;0.0;0.4135261084828513;0.12136976422633419;0.0;0.0;0.41503652399133567;0.0;0.15539954308552595;0.43940877858588545;0.0;0.3712034661698393;0.0;0.0;0.15549049108044108;0.0;0.08171517268747057;0.1474979491216413;0.0;0.14720474713297776;0.0;0.0;0.2849078591762468;0.907361306763615;0.0;0.42405592274220555;0.15522557282983446;0.0;0.0;0.49699648328716356;0.0;0.4970294194015376;0.0;0.0;0.12567560403142905;0.0;0.0;0.0;0.13868457852396382;0.15059790449413124;0.0;0.1483616203336571;0.15048144494898416;0.1605751591982699;0.0;0.0
GO:0042059;0.3196506885453863;0.0;0.2886439463881598;0.29537799489919475;0.0;1.0;0.0;0.2044744026191969;0.2544961531623191;0.0;0.21266972463077566;0.317336562875669;0.8226218965466565;0.3379265420399928;0.31129253169261034;0.0;0.2916042162776605;0.18895968020345888;0.40983356379111285;0.35849783916562245;0.4100095841363096;0.2656113927432493;0.23882024602236293;0.23379990207551193;0.5658676194357886;0.0;0.7847321734171447;0.38678268082174133;0.0;0.2699104583529111;0.2877307741444467;0.0;0.49108422149483133;0.323579908081952;0.3314669373356743;0.0;0.2879378160296729;0.38251432552492015;0.398817162838485;0.2954100039459199;0.5513904955891787;0.0;0.0;0.3778032642564162;0.20329049898089546;0.0;0.0;0.3989079067381642;0.0;0.3242308242670509;0.0;0.4418824548799564;0.2739895628553614;0.3992269450747891;0.44151377354108773;0.24374754088199574;0.0;0.0;0.0;0.24788149640732757;0.0;0.0;0.0;0.28530542579731405;0.0;0.39829801380041135;0.6344314203075233;0.0;0.17859442771217104;0.2786466090365948;0.1786083161882231;0.3118890816473136;0.4428371705463307;0.0;0.2198343652828696;0.0;0.0;0.32381369892844697;0.0;0.34911265389220053;0.0;0.0;0.0;0.2964867926059829;0.8615893983480035
GO:0006367;0.0;0.0;0.0;0.0;0.9427708139478874;0.0;1.0;0.0;0.0;0.38059862798416966;0.0;0.10198230790070693;0.0;0.0;0.0;0.16896270762862328;0.0;0.0;0.15834623913670723;0.0;0.1583956021182147;0.0;0.0;0.0;0.0;0.1438329244492919;0.0;0.15177988690132985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4232223355164519;0.0;0.0;0.0;0.0;0.0;0.4131520502035015;0.1212842266924336;0.0;0.0;0.41474540560010587;0.0;0.15525934264638153;0.4390824789581904;0.0;0.37090202840808423;0.0;0.0;0.15535012656203112;0.0;0.08167638971170464;0.1473716379436176;0.0;0.14707893741392072;0.0;0.0;0.28465070242257023;0.9068329437578104;0.0;0.4237520185751507;0.15508568598331807;0.0;0.0;0.4967491570791664;0.0;0.4967820604198396;0.0;0.0;0.12558389189456465;0.0;0.0;0.0;0.13857290547149254;0.15046623054425237;0.0;0.14823382624063933;0.1503499744822225;0.16042546892816642;0.0;0.0
GO:0043547;0.2332283635944561;0.0;0.27235390784912494;0.19550055280380207;0.0;0.2044744026191969;0.0;1.0;0.16215643898908522;0.0;0.30585556948843157;0.14536185404352253;0.20440019170191492;0.34161278308385845;0.2091905417132515;0.0;0.13135653719841908;0.7445045069187242;0.30427677083194765;0.27264364150067893;0.3044644571590723;0.17097341353264425;0.21112302851511106;0.14620736458888525;0.22983686238671044;0.0;0.19239071569878552;0.28029083747073125;0.0;0.17443224103323218;0.2711575581242058;0.0;0.2538995357485473;0.22005079090531693;0.2271598495013342;0.0;0.18924110675890607;0.27597475244422914;0.24359624679491965;0.19552767291863898;0.2984082787373764;0.0;0.0;0.18021054065966086;0.12374589125162273;0.0;0.0;0.29276298208157436;0.0;0.22063336241135642;0.0;0.22042824759146812;0.12203459804129549;0.2930954436969334;0.2201863213162063;0.10650953601668224;0.0;0.0;0.0;0.2216773087709407;0.0;0.0;0.0;0.18704741989964788;0.0;0.2921280487327543;0.14774254714352975;0.0;0.11356441583864783;0.18154645757090102;0.11357468416572981;0.20971186712434128;0.22105531864605762;0.0;0.32089649378650287;0.0;0.0;0.23729845134413396;0.0;0.2628186290764036;0.0;0.0;0.0;0.28275176194297347;0.2170939403494653
GO:0045723;0.2105789641472785;0.0;0.34896648534031577;0.3392650192442483;0.0;0.2544961531623191;0.0;0.16215643898908522;1.0;0.0;0.16726818113979114;0.20170874559409874;0.25443670442457317;0.26140429103046126;0.501246212891728;0.0;0.3636924805971737;0.1522433619617714;0.32258830162017677;0.23104845362964768;0.32269734651689175;0.3101746753946948;0.24688741972845418;0.27799143577062235;0.37598745598084055;0.0;0.24460915536477665;0.30813386816874194;0.0;0.8176449442389508;0.3988356564288531;0.0;0.290943985044236;0.3659574132971019;0.37327641413632473;0.0;0.5557737422101957;0.30541879812052347;0.322748303045097;0.3392957863017055;0.3191478026562742;0.0;0.0;0.37060029045349047;0.5341169375209193;0.0;0.0;0.31578058551013366;0.0;0.3665638261344572;0.0;0.2669289901100229;0.344294889120977;0.31598047780753663;0.26674548322046;0.2194131998865677;0.0;0.0;0.0;0.25459885943946997;0.0;0.0;0.0;0.46603160400419785;0.0;0.3153982738383453;0.2040680348466556;0.0;0.16103186090377375;0.4568441760855991;0.16104299547095338;0.2586532719800264;0.26740393823912295;0.0;0.17166863476120683;0.0;0.0;0.2678312896047803;0.0;0.22618494757709237;0.0;0.0;0.0;0.2943195584179231;0.2643864970189371
GO:0046339;0.0;0.0;0.0;0.0;0.3809160396642623;0.0;0.38059862798416966;0.0;0.0;1.0;0.0;0.1393805172368174;0.0;0.0;0.0;0.30418738855183075;0.0;0.0;0.271425204894367;0.0;0.27157027666776656;0.0;0.0;0.0;0.0;0.2314015310508195;0.0;0.25268670725522907;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48366943783376587;0.0;0.0;0.0;0.0;0.0;0.8551380846818647;0.17812367821786237;0.0;0.0;0.46947322228451727;0.0;0.26247974763316845;0.5109759487620216;0.0;0.7168403777608124;0.0;0.0;0.2627393211788496;0.0;0.10403205577387616;0.24070009029126024;0.0;0.2399202560798884;0.0;0.0;0.4813757971311198;0.36119665043774934;0.0;0.484565548374994;0.26198380409413463;0.0;0.0;0.2934051880874084;0.0;0.2934302755305886;0.0;0.0;0.1875544081774889;0.0;0.0;0.0;0.21808350893445494;0.24906655927790367;0.0;0.24300863802509473;0.24874817725612175;0.2775922762182051;0.0;0.0
