;GO:0043306;GO:0090197;GO:1901741;GO:1902513;GO:0045626;GO:0043687;GO:0032091;GO:0042832;GO:0043524;GO:0010835;GO:0097345;GO:0047497;GO:0030828;GO:0043032;GO:0002639;GO:0032147;GO:0051965;GO:0010499;GO:0050731;GO:0016579;GO:0035771;GO:0046928;GO:0034640;GO:0006351;GO:0050805;GO:0009743;GO:0045630;GO:0045773;GO:0007266;GO:0006357;GO:0010629;GO:0043161;GO:0007614;GO:0031668;GO:0051056;GO:0016064
GO:0043306;1.0;0.39740208203551036;0.12755981097713553;0.3959990409261581;0.38220218632940633;0.0;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.12755981097713553;0.3919018271710533;0.4633338898762799;0.12755981097713553;0.12755981097713553;0.0;0.12755981097713553;0.0;0.047799631016701725;0.33382621846353866;0.0;0.0;0.047799631016701725;0.0;0.4633338898762799;0.12755981097713553;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.1492331351584338;0.0
GO:0090197;0.39740208203551036;1.0;0.12755981097713553;0.23542160760630382;0.18922943134840794;0.0;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.24944431948534626;0.0;0.12755981097713553;0.0;0.047799631016701725;0.33382621846353866;0.0;0.0;0.047799631016701725;0.0;0.24944431948534626;0.24944431948534626;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0
GO:1901741;0.12755981097713553;0.12755981097713553;1.0;0.047799631016701725;0.2410224993701646;0.0;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.12755981097713553;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.27776606418114075;0.0;0.12755981097713553;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.30379685991921485;0.30379685991921485;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0
GO:1902513;0.3959990409261581;0.23542160760630382;0.047799631016701725;1.0;0.047799631016701725;0.0;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.3178431150425771;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.0;0.0;0.0;0.047799631016701725;0.0
GO:0045626;0.38220218632940633;0.18922943134840794;0.2410224993701646;0.047799631016701725;1.0;0.0;0.036692364793703955;0.0;0.13839445927415203;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.3546209716205755;0.38220218632940633;0.047799631016701725;0.23094064297706635;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.6393235175571894;0.2410224993701646;0.047799631016701725;0.047799631016701725;0.12804570306913615;0.0;0.0;0.0;0.1492331351584338;0.0
GO:0043687;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.1468397877411918;0.0;0.18032682375526765;0.01468324974140624;0.0;0.01468324974140624;0.10587402764930422;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.1468397877411918;0.0;0.01468324974140624;0.0;0.0
GO:0032091;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;1.0;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.17530917548795347;0.036692364793703955;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.0;0.0;0.036692364793703955;0.0;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.036692364793703955;0.0;0.0;0.0;0.036692364793703955;0.0
GO:0042832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.11807622278079505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25275595634260717;0.0;0.11807622278079505
GO:0043524;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.13839445927415203;0.0;0.036692364793703955;0.0;1.0;0.047799631016701725;0.036692364793703955;0.0;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.13839445927415203;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12804570306913615;0.0;0.0;0.0;0.047799631016701725;0.0
GO:0010835;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.036692364793703955;0.0;0.047799631016701725;1.0;0.036692364793703955;0.0;0.10900961301269105;0.047799631016701725;0.042064647228987374;0.23426849400579874;0.047799631016701725;0.0;0.23426849400579874;0.0;0.047799631016701725;0.047799631016701725;0.0;0.0;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.10900961301269105;0.10567815125427765;0.0;0.0;0.0;0.047799631016701725;0.0
