;GO:0043306;GO:0090197;GO:1901741;GO:1902513;GO:0045626;GO:0043687;GO:0032091;GO:0042832;GO:0043524;GO:0010835;GO:0097345;GO:0047497;GO:0030828;GO:0043032;GO:0002639;GO:0032147;GO:0051965;GO:0010499;GO:0050731;GO:0016579;GO:0035771;GO:0046928;GO:0034640;GO:0006351;GO:0050805;GO:0009743;GO:0045630;GO:0045773;GO:0007266;GO:0006357;GO:0010629;GO:0043161;GO:0007614;GO:0031668;GO:0051056;GO:0016064
GO:0043306;1.0;0.5189607195680745;0.36286011681113944;0.6421221068779442;0.4532488990088873;0.0;0.30405036106169475;0.0;0.3037663092728688;0.2672471984561994;0.2814333528910592;0.0;0.3272560498018805;0.5900401690627735;0.5862957468413222;0.3636469939576824;0.4290254066862661;0.0;0.3637751606185499;0.0;0.2832212090999459;0.596736424308001;0.0;0.0;0.36232803483805776;0.0;0.5732105040778565;0.3895345047119326;0.30005087408486286;0.3912933982213108;0.38158138932866953;0.0;0.0;0.0;0.423784387987905;0.0
GO:0090197;0.5189607195680745;1.0;0.34323006044562704;0.4315547290434565;0.2667142592067323;0.0;0.2900390925128305;0.0;0.3037663092728688;0.2672471984561994;0.2618032965255468;0.0;0.3272560498018805;0.360059725430544;0.36225467632141545;0.3636469939576824;0.4808540537174175;0.0;0.3637751606185499;0.0;0.2659062722645507;0.5699338697463404;0.0;0.0;0.34501309800266255;0.0;0.37774377064138326;0.44136315174308405;0.28273593724946766;0.37728212967244656;0.36609265053540124;0.0;0.0;0.0;0.330440697173662;0.0
GO:1901741;0.36286011681113944;0.34323006044562704;1.0;0.33159756136396423;0.3035201922299226;0.0;0.2773759731609016;0.0;0.2925806601653439;0.2560615493486744;0.254758964990266;0.0;0.31607040069435555;0.35301539389526315;0.3528952252560175;0.34976389206968567;0.5475635211593439;0.0;0.352589511511025;0.0;0.25654682119915273;0.3638502324627482;0.0;0.0;0.33565364693726457;0.0;0.41897717018018493;0.5147454059975677;0.2733764861840696;0.36461901032051763;0.3549070014278763;0.0;0.0;0.0;0.3192550480661371;0.0
GO:1902513;0.6421221068779442;0.4315547290434565;0.33159756136396423;1.0;0.27199133117364005;0.0;0.35242671332571307;0.0;0.3849463371655506;0.3484272263488811;0.3298097051550775;0.0;0.3016122821713534;0.3484272263488811;0.33823363382768235;0.35201449487601955;0.3947316706151867;0.0;0.3521426615368871;0.0;0.33159756136396423;0.660254864620354;0.0;0.0;0.4303344434675884;0.0;0.29879388573530075;0.37790200563026977;0.3484272263488811;0.45515848927859737;0.4299577415926878;0.0;0.0;0.0;0.41162072506634373;0.0
GO:0045626;0.4532488990088873;0.2667142592067323;0.3035201922299226;0.27199133117364005;1.0;0.0;0.2388065761182528;0.0;0.3227453198957108;0.2020034135127573;0.20232523299609012;0.0;0.18096658036508195;0.41060050046434754;0.4876545535207944;0.23467246135627912;0.34920161200533484;0.0;0.21748569118175143;0.0;0.209731877021625;0.2974052319197081;0.0;0.0;0.3780033771743688;0.0;0.6318979575672026;0.3569971346923765;0.22656154200654188;0.3260496132778688;0.3975925805141341;0.0;0.0;0.0;0.36430632445844835;0.0
GO:0043687;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.34933943682064933;0.3769562232871239;0.0;0.0;0.0;0.0;0.0;0.5089060593286395;0.0;0.5884464677886055;0.34933943682064933;0.0;0.3297093804551369;0.5704041683865672;0.0;0.0;0.0;0.0;0.3661691018055663;0.0;0.0;0.5692397771992666;0.0;0.4433918741273503;0.0;0.0
GO:0032091;0.30405036106169475;0.2900390925128305;0.2773759731609016;0.35242671332571307;0.2388065761182528;0.0;1.0;0.0;0.31671348041362374;0.28019436959695426;0.3524709421444941;0.0;0.2556362411031697;0.2942056381458185;0.31927164155297494;0.4803174518503438;0.39597499503020417;0.0;0.29215535191983916;0.0;0.3298097051550775;0.39785300368764814;0.0;0.0;0.3719715376922817;0.0;0.26336470461203737;0.3791453300452872;0.3466393701399944;0.4042405693620657;0.40951827907357635;0.0;0.0;0.0;0.3573991368632811;0.0
GO:0042832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42699560880419374;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5284552728169479;0.0;0.3632034331050586
GO:0043524;0.3037663092728688;0.3037663092728688;0.2925806601653439;0.3849463371655506;0.3227453198957108;0.0;0.31671348041362374;0.0;1.0;0.3094103251502608;0.28847768442634;0.0;0.2671190317953318;0.3094103251502608;0.302520400915593;0.31854568803180633;0.35339964988644923;0.0;0.3164294286247977;0.0;0.2925806601653439;0.4171990082643346;0.0;0.0;0.4909583831662794;0.0;0.26308065282321136;0.3365699849015323;0.3094103251502608;0.417967786122104;0.48374503194438395;0.0;0.0;0.0;0.37260382386772345;0.0
GO:0010835;0.2672471984561994;0.2672471984561994;0.2560615493486744;0.3484272263488811;0.2020034135127573;0.0;0.28019436959695426;0.0;0.3094103251502608;1.0;0.2519585736096705;0.0;0.32034257039628045;0.27289121433359137;0.26600129009892354;0.5408346053155497;0.31688053906977975;0.0;0.5409627719764171;0.0;0.2560615493486744;0.38067989744766517;0.0;0.0;0.3524833119221815;0.0;0.22656154200654188;0.30005087408486286;0.27289121433359137;0.48045034232833195;0.4913468398564907;0.0;0.0;0.0;0.33608471305105403;0.0
