;GO:0043306;GO:0090197;GO:1901741;GO:1902513;GO:0045626;GO:0043687;GO:0032091;GO:0042832;GO:0043524;GO:0010835;GO:0097345;GO:0047497;GO:0030828;GO:0043032;GO:0002639;GO:0032147;GO:0051965;GO:0010499;GO:0050731;GO:0016579;GO:0035771;GO:0046928;GO:0034640;GO:0006351;GO:0050805;GO:0009743;GO:0045630;GO:0045773;GO:0007266;GO:0006357;GO:0010629;GO:0043161;GO:0007614;GO:0031668;GO:0051056;GO:0016064
GO:0043306;1.0;0.36363636363636365;0.3333333333333333;0.625;0.36363636363636365;0.0;0.1;0.0;0.18181818181818182;0.18181818181818182;0.14285714285714285;0.0;0.25;0.5555555555555556;0.5;0.21428571428571427;0.375;0.0;0.25;0.0;0.0;0.5;0.0;0.0;0.2222222222222222;0.0;0.5555555555555556;0.3333333333333333;0.0;0.18181818181818182;0.2;0.0;0.0;0.0;0.3;0.0
GO:0090197;0.36363636363636365;1.0;0.3;0.3333333333333333;0.14285714285714285;0.0;0.09090909090909091;0.0;0.25;0.25;0.125;0.0;0.3076923076923077;0.3;0.2727272727272727;0.26666666666666666;0.4444444444444444;0.0;0.3076923076923077;0.0;0.0;0.4444444444444444;0.0;0.0;0.2727272727272727;0.0;0.2727272727272727;0.4;0.0;0.23076923076923078;0.18181818181818182;0.0;0.0;0.0;0.25;0.0
GO:1901741;0.3333333333333333;0.3;1.0;0.3;0.15384615384615385;0.0;0.1;0.0;0.2727272727272727;0.2727272727272727;0.14285714285714285;0.0;0.3333333333333333;0.3333333333333333;0.3;0.2857142857142857;0.625;0.0;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.3;0.5;0.0;0.25;0.2;0.0;0.0;0.0;0.2727272727272727;0.0
GO:1902513;0.625;0.3333333333333333;0.3;1.0;0.15384615384615385;0.0;0.1;0.0;0.3;0.3;0.14285714285714285;0.0;0.23076923076923078;0.3;0.18181818181818182;0.21428571428571427;0.14285714285714285;0.0;0.25;0.0;0.0;0.5714285714285714;0.0;0.0;0.3333333333333333;0.0;0.18181818181818182;0.14285714285714285;0.0;0.2727272727272727;0.2;0.0;0.0;0.0;0.3;0.0
GO:0045626;0.36363636363636365;0.14285714285714285;0.15384615384615385;0.15384615384615385;1.0;0.0;0.07692307692307693;0.0;0.23076923076923078;0.14285714285714285;0.1;0.0;0.125;0.25;0.4;0.0625;0.1;0.0;0.125;0.0;0.0;0.16666666666666666;0.0;0.0;0.2727272727272727;0.0;0.5555555555555556;0.1;0.0;0.14285714285714285;0.25;0.0;0.0;0.0;0.25;0.0
GO:0043687;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.5555555555555556;0.14285714285714285;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.42857142857142855;0.0;0.125;0.0;0.0
GO:0032091;0.1;0.09090909090909091;0.1;0.1;0.07692307692307693;0.0;1.0;0.0;0.09090909090909091;0.09090909090909091;0.16666666666666666;0.0;0.07692307692307693;0.1;0.09090909090909091;0.18181818181818182;0.16666666666666666;0.0;0.07692307692307693;0.0;0.0;0.125;0.0;0.0;0.1111111111111111;0.0;0.09090909090909091;0.16666666666666666;0.0;0.09090909090909091;0.1;0.0;0.0;0.0;0.1;0.0
GO:0042832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.1
GO:0043524;0.18181818181818182;0.25;0.2727272727272727;0.3;0.23076923076923078;0.0;0.09090909090909091;0.0;1.0;0.2727272727272727;0.125;0.0;0.21428571428571427;0.2727272727272727;0.16666666666666666;0.2;0.125;0.0;0.23076923076923078;0.0;0.0;0.3333333333333333;0.0;0.0;0.4444444444444444;0.0;0.16666666666666666;0.125;0.0;0.25;0.3;0.0;0.0;0.0;0.2727272727272727;0.0
GO:0010835;0.18181818181818182;0.25;0.2727272727272727;0.3;0.14285714285714285;0.0;0.09090909090909091;0.0;0.2727272727272727;1.0;0.125;0.0;0.3076923076923077;0.2727272727272727;0.16666666666666666;0.5454545454545454;0.125;0.0;0.6;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.16666666666666666;0.125;0.0;0.36363636363636365;0.4;0.0;0.0;0.0;0.2727272727272727;0.0
GO:0097345;0.14285714285714285;0.125;0.14285714285714285;0.14285714285714285;0.1;0.14285714285714285;0.16666666666666666;0.0;0.125;0.125;1.0;0.0;0.1;0.14285714285714285;0.125;0.1111111111111111;0.3333333333333333;0.0;0.1;0.0;0.0;0.2;0.0;0.0;0.16666666666666666;0.0;0.125;0.3333333333333333;0.0;0.125;0.14285714285714285;0.0;0.0;0.25;0.14285714285714285;0.0
GO:0047497;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
