;GO:0043306;GO:0090197;GO:1901741;GO:1902513;GO:0045626;GO:0043687;GO:0032091;GO:0042832;GO:0043524;GO:0010835;GO:0097345;GO:0047497;GO:0030828;GO:0043032;GO:0002639;GO:0032147;GO:0051965;GO:0010499;GO:0050731;GO:0016579;GO:0035771;GO:0046928;GO:0034640;GO:0006351;GO:0050805;GO:0009743;GO:0045630;GO:0045773;GO:0007266;GO:0006357;GO:0010629;GO:0043161;GO:0007614;GO:0031668;GO:0051056;GO:0016064
GO:0043306;1.0;0.5217391304347826;0.36363636363636365;0.631578947368421;0.38461538461538464;0.0;0.2222222222222222;0.0;0.2857142857142857;0.2857142857142857;0.17391304347826086;0.0;0.3333333333333333;0.7;0.6;0.3333333333333333;0.4;0.0;0.34782608695652173;0.0;0.1;0.5;0.0;0.0;0.3;0.0;0.46153846153846156;0.3333333333333333;0.09523809523809523;0.2608695652173913;0.3157894736842105;0.0;0.0;0.0;0.4;0.0
GO:0090197;0.5217391304347826;1.0;0.38095238095238093;0.5555555555555556;0.24;0.0;0.23529411764705882;0.0;0.4;0.4;0.18181818181818182;0.0;0.43478260869565216;0.42105263157894735;0.42105263157894735;0.43478260869565216;0.5263157894736842;0.0;0.45454545454545453;0.0;0.10526315789473684;0.7368421052631579;0.0;0.0;0.42105263157894735;0.0;0.32;0.43478260869565216;0.1;0.36363636363636365;0.3333333333333333;0.0;0.0;0.0;0.42105263157894735;0.0
GO:1901741;0.36363636363636365;0.38095238095238093;1.0;0.47058823529411764;0.25;0.0;0.25;0.0;0.42105263157894735;0.42105263157894735;0.19047619047619047;0.0;0.45454545454545453;0.4444444444444444;0.4444444444444444;0.45454545454545453;0.6666666666666666;0.0;0.47619047619047616;0.0;0.1111111111111111;0.4444444444444444;0.0;0.0;0.4444444444444444;0.0;0.3333333333333333;0.45454545454545453;0.10526315789473684;0.38095238095238093;0.35294117647058826;0.0;0.0;0.0;0.4444444444444444;0.0
GO:1902513;0.631578947368421;0.5555555555555556;0.47058823529411764;1.0;0.2857142857142857;0.0;0.3076923076923077;0.0;0.5;0.5;0.2222222222222222;0.0;0.42105263157894735;0.5333333333333333;0.4;0.42105263157894735;0.26666666666666666;0.0;0.4444444444444444;0.0;0.13333333333333333;0.6666666666666666;0.0;0.0;0.5333333333333333;0.0;0.2857142857142857;0.21052631578947367;0.125;0.4444444444444444;0.42857142857142855;0.0;0.0;0.0;0.5333333333333333;0.0
GO:0045626;0.38461538461538464;0.24;0.25;0.2857142857142857;1.0;0.0;0.2;0.0;0.34782608695652173;0.2608695652173913;0.16;0.0;0.23076923076923078;0.36363636363636365;0.45454545454545453;0.15384615384615385;0.18181818181818182;0.0;0.24;0.0;0.09090909090909091;0.2727272727272727;0.0;0.0;0.36363636363636365;0.0;0.8571428571428571;0.15384615384615385;0.08695652173913043;0.24;0.38095238095238093;0.0;0.0;0.0;0.36363636363636365;0.0
GO:0043687;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.21052631578947367;0.11764705882352941;0.0;0.0;0.0;0.0;0.0;0.5882352941176471;0.0;0.7777777777777778;0.25;0.0;0.125;0.4444444444444444;0.0;0.0;0.0;0.0;0.23529411764705882;0.0;0.0;0.5555555555555556;0.0;0.3076923076923077;0.0;0.0
GO:0032091;0.2222222222222222;0.23529411764705882;0.25;0.3076923076923077;0.2;0.0;1.0;0.0;0.26666666666666666;0.26666666666666666;0.23529411764705882;0.0;0.2222222222222222;0.2857142857142857;0.2857142857142857;0.3333333333333333;0.2857142857142857;0.0;0.23529411764705882;0.0;0.14285714285714285;0.2857142857142857;0.0;0.0;0.2857142857142857;0.0;0.2;0.2222222222222222;0.13333333333333333;0.23529411764705882;0.3076923076923077;0.0;0.0;0.0;0.2857142857142857;0.0
GO:0042832;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.2857142857142857
GO:0043524;0.2857142857142857;0.4;0.42105263157894735;0.5;0.34782608695652173;0.0;0.26666666666666666;0.0;1.0;0.4444444444444444;0.2;0.0;0.38095238095238093;0.47058823529411764;0.35294117647058826;0.38095238095238093;0.23529411764705882;0.0;0.4;0.0;0.11764705882352941;0.47058823529411764;0.0;0.0;0.5882352941176471;0.0;0.2608695652173913;0.19047619047619047;0.1111111111111111;0.4;0.5;0.0;0.0;0.0;0.47058823529411764;0.0
GO:0010835;0.2857142857142857;0.4;0.42105263157894735;0.5;0.2608695652173913;0.0;0.26666666666666666;0.0;0.4444444444444444;1.0;0.2;0.0;0.47619047619047616;0.47058823529411764;0.35294117647058826;0.7619047619047619;0.23529411764705882;0.0;0.8;0.0;0.11764705882352941;0.47058823529411764;0.0;0.0;0.47058823529411764;0.0;0.2608695652173913;0.19047619047619047;0.1111111111111111;0.5;0.625;0.0;0.0;0.0;0.47058823529411764;0.0
