id	name	nbGenes	ICSeco	ICZhou	ICSanchez	ICMazandu
GO:0008584	male gonad development	12	1.00	0.79	9.63	50.96
GO:0006950	response to stress	228	0.39	0.32	4.70	6.14
GO:0009987	cellular process	952	0.09	0.05	0.84	3.37
GO:0050789	regulation of biological process	788	0.09	0.17	1.80	4.47
