;GO:0014068;GO:0008584;GO:0032693;GO:0035162;GO:0038155;GO:0051928;GO:1901224;GO:0046854;GO:0042531;GO:0051091;GO:0045766;GO:0006687;GO:0000187;GO:0032725;GO:0051000;GO:0048247;GO:0048245;GO:0006958;GO:0032729;GO:0050715;GO:0034105;GO:0050716;GO:0010536;GO:0035556;GO:0033138;GO:0086003;GO:0098909;GO:2000251;GO:0050729;GO:1904343;GO:0002371;GO:1904349;GO:0008354;GO:0006974;GO:0051770;GO:0001558;GO:0010666;GO:0002925;GO:0086091;GO:0120072;GO:0051259;GO:0051897;GO:0043922;GO:0008285;GO:0008284;GO:0061515;GO:0097192;GO:0045944;GO:0038093;GO:0050850;GO:0097067;GO:0000165;GO:0034605;GO:0030889;GO:0071277;GO:0051781;GO:0045672;GO:0019221;GO:0051142;GO:0032024;GO:0050855;GO:2000650;GO:0050731;GO:0050853;GO:2000391;GO:0060374;GO:2001240;GO:0031295;GO:0038083;GO:0043410;GO:0002230;GO:0001660;GO:0046888;GO:0001541;GO:0032819;GO:0043382;GO:0030593;GO:0051712;GO:0010881;GO:0018108;GO:0032092;GO:1904251;GO:1905065;GO:0046777;GO:0008542;GO:0045840;GO:0003254;GO:0043303;GO:0002320;GO:1902514;GO:0043547;GO:0002675;GO:0051289;GO:0050871;GO:0097324;GO:0043031;GO:0002318;GO:0032762;GO:0051607;GO:0010613;GO:0032760;GO:0030223;GO:0050910;GO:0038109;GO:0030225;GO:0010575;GO:0035234;GO:0030183;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0042100;GO:0042104;GO:0042742;GO:0060314;GO:0030217;GO:0007219;GO:0030218;GO:0002327;GO:0010628;GO:0010863;GO:0010469;GO:0001916;GO:0018105;GO:0032755;GO:0018107;GO:0030335;GO:0048170;GO:0008360;GO:0071639;GO:1901844;GO:0009615;GO:0045747;GO:1901725;GO:0045471;GO:0009968;GO:0045590;GO:0048863;GO:0032740;GO:0035855;GO:0071356;GO:2000330;GO:0032469;GO:0050777;GO:0031532;GO:0050776;GO:0060333;GO:0045639;GO:0038165;GO:0050829;GO:0007286;GO:0007169;GO:1901215;GO:0038162;GO:0002551;GO:0006357;GO:0002026;GO:0045086;GO:0032735;GO:0030318;GO:0071222;GO:2000503;GO:0002548;GO:0045087;GO:0070098;GO:0043066;GO:0042130;GO:0030838;GO:0042098;GO:0070374;GO:0043065;GO:0071347;GO:0002827;GO:0030032;GO:0071345;GO:0070498;GO:0071346;GO:0032733
GO:0014068;1.0;0.0;0.042064647228987374;0.0;0.047799631016701725;0.11511873865597294;0.29215307485716907;0.0;0.29215307485716907;0.11511873865597294;0.11511873865597294;0.0;0.29215307485716907;0.11511873865597294;0.11511873865597294;0.0;0.0;0.21066859409381297;0.11511873865597294;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.29215307485716907;0.047799631016701725;0.12755981097713553;0.0;0.042064647228987374;0.12755981097713553;0.21066859409381297;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.042064647228987374;0.11511873865597294;0.0;0.29215307485716907;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.12755981097713553;0.1492331351584338;0.29215307485716907;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.24096127213516677;0.1786822519641151;0.042064647228987374;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.0;0.1786822519641151;0.12755981097713553;0.0;0.29215307485716907;0.1492331351584338;0.036692364793703955;0.16845680521671735;0.0;0.12755981097713553;0.21066859409381297;0.0;0.11511873865597294;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.042064647228987374;0.036692364793703955;0.21066859409381297;0.0;0.12755981097713553;0.0;0.047799631016701725;0.0;0.0;0.0;0.1492331351584338;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.0;0.12755981097713553;0.0;0.2326756683755529;0.0;0.047799631016701725;0.0;0.0;0.11511873865597294;0.036692364793703955;0.1786822519641151;0.21066859409381297;0.0;0.11511873865597294;0.0;0.12755981097713553;0.16845680521671735;0.047799631016701725;0.11511873865597294;0.16845680521671735;0.0;0.25051392497694763;0.047799631016701725;0.0;0.1786822519641151;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.21066859409381297;0.036692364793703955;0.1492331351584338;0.0;0.1492331351584338;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.12755981097713553;0.11511873865597294;0.0;0.0;0.21066859409381297;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.29215307485716907;0.12755981097713553;0.0;0.21066859409381297;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294
GO:0008584;0.0;1.0;0.0;0.27188578912737915;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2611260707055071;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.428153331618382;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.0;0.34386328635089514;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.34386328635089514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0032693;0.042064647228987374;0.0;1.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.18922943134840794;0.0;0.042064647228987374;0.3422028587648819;0.042064647228987374;0.0;0.0;0.042064647228987374;0.3422028587648819;0.3422028587648819;0.18922943134840794;0.3422028587648819;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.18922943134840794;0.0;0.18922943134840794;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.18922943134840794;0.18922943134840794;0.0;0.042064647228987374;0.12804570306913615;0.12804570306913615;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.12804570306913615;0.0;0.042064647228987374;0.18922943134840794;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.12804570306913615;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.12804570306913615;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.036692364793703955;0.12804570306913615;0.0;0.042064647228987374;0.18922943134840794;0.0;0.042064647228987374;0.18922943134840794;0.0;0.036692364793703955;0.042064647228987374;0.18922943134840794;0.0;0.0;0.042064647228987374;0.042064647228987374;0.0;0.0;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.0;0.12804570306913615;0.0;0.0;0.0;0.18922943134840794;0.3422028587648819;0.0;0.0;0.042064647228987374;0.0;0.3422028587648819;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.042064647228987374;0.0;0.3422028587648819;0.0;0.042064647228987374;0.18922943134840794;0.042064647228987374;0.3422028587648819;0.18922943134840794;0.0;0.042064647228987374;0.042064647228987374;0.0;0.12804570306913615;0.2868411840981557;0.0;0.3422028587648819;0.0;0.0;0.18922943134840794;0.036692364793703955;0.12804570306913615;0.0;0.042064647228987374;0.042064647228987374;0.18922943134840794;0.042064647228987374;0.0;0.0;0.042064647228987374;0.12804570306913615;0.042064647228987374;0.0;0.042064647228987374;0.18922943134840794;0.3422028587648819;0.3422028587648819;0.0;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.12804570306913615;0.12804570306913615;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.0;0.0;0.042064647228987374;0.0;0.6129527322772111
GO:0035162;0.0;0.27188578912737915;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.1302612429746404;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16985210689062205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1302612429746404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0038155;0.047799631016701725;0.0;0.042064647228987374;0.0;1.0;0.042064647228987374;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.12659489728285286;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.2052608479739753;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.01468324974140624;0.12659489728285286;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.338483172736548;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.2052608479739753;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.036692364793703955;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.12659489728285286;0.01468324974140624;0.036692364793703955;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.036692364793703955;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.0;0.0;0.042064647228987374;0.042064647228987374;0.01468324974140624;0.0;0.338483172736548;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.12659489728285286;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.0;0.047799631016701725;0.01468324974140624;0.2052608479739753;0.01468324974140624;0.01468324974140624;0.042064647228987374;0.036692364793703955;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.036692364793703955;0.042064647228987374;0.01468324974140624;0.042064647228987374;0.338483172736548;0.047799631016701725;0.338483172736548;0.0;0.01468324974140624;0.2052608479739753;0.047799631016701725;0.338483172736548;0.01468324974140624;0.047799631016701725;0.042064647228987374;0.047799631016701725;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.047799631016701725;0.01468324974140624;0.0;0.338483172736548;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.047799631016701725;0.047799631016701725;0.01468324974140624;0.042064647228987374;0.01468324974140624;0.01468324974140624;0.338483172736548;0.01468324974140624;0.042064647228987374
GO:0051928;0.11511873865597294;0.0;0.042064647228987374;0.0;0.042064647228987374;1.0;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.0;0.0;0.11511873865597294;0.11511873865597294;0.3033452914461477;0.11511873865597294;0.3033452914461477;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.042064647228987374;0.0;0.042064647228987374;0.0;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.3033452914461477;0.042064647228987374;0.39968776582423904;0.11511873865597294;0.11511873865597294;0.19673256925640645;0.0;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.036692364793703955;0.23542160760630382;0.0;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.44558717611311854;0.0;0.036692364793703955;0.042064647228987374;0.11511873865597294;0.0;0.0;0.11511873865597294;0.042064647228987374;0.0;0.0;0.44558717611311854;0.036692364793703955;0.11511873865597294;0.0;0.11511873865597294;0.0;0.042064647228987374;0.0;0.0;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.11511873865597294;0.19673256925640645;0.11511873865597294;0.0;0.11511873865597294;0.0;0.44558717611311854;0.0;0.042064647228987374;0.0;0.0;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.0;0.19673256925640645;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.0;0.11511873865597294;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.042064647228987374;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.0;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.0;0.0;0.19673256925640645;0.0;0.0;0.042064647228987374;0.042064647228987374;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.042064647228987374;0.0;0.11511873865597294
GO:1901224;0.29215307485716907;0.0;0.042064647228987374;0.0;0.047799631016701725;0.11511873865597294;1.0;0.0;0.29215307485716907;0.11511873865597294;0.11511873865597294;0.0;0.29215307485716907;0.11511873865597294;0.11511873865597294;0.0;0.0;0.21066859409381297;0.11511873865597294;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.29215307485716907;0.047799631016701725;0.12755981097713553;0.0;0.042064647228987374;0.12755981097713553;0.21066859409381297;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.042064647228987374;0.11511873865597294;0.0;0.29215307485716907;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.12755981097713553;0.1492331351584338;0.29215307485716907;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.24096127213516677;0.1786822519641151;0.042064647228987374;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.0;0.1786822519641151;0.12755981097713553;0.0;0.29215307485716907;0.1492331351584338;0.036692364793703955;0.16845680521671735;0.0;0.12755981097713553;0.21066859409381297;0.0;0.11511873865597294;0.047799631016701725;0.0;0.036692364793703955;0.047799631016701725;0.12755981097713553;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.042064647228987374;0.036692364793703955;0.21066859409381297;0.0;0.12755981097713553;0.0;0.047799631016701725;0.0;0.0;0.0;0.1492331351584338;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.12755981097713553;0.0;0.12755981097713553;0.0;0.2326756683755529;0.0;0.047799631016701725;0.0;0.0;0.11511873865597294;0.036692364793703955;0.1786822519641151;0.21066859409381297;0.0;0.11511873865597294;0.0;0.12755981097713553;0.16845680521671735;0.047799631016701725;0.11511873865597294;0.16845680521671735;0.0;0.25051392497694763;0.047799631016701725;0.0;0.1786822519641151;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.21066859409381297;0.036692364793703955;0.1492331351584338;0.0;0.1492331351584338;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.047799631016701725;0.042064647228987374;0.12755981097713553;0.11511873865597294;0.0;0.0;0.21066859409381297;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.29215307485716907;0.12755981097713553;0.0;0.21066859409381297;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294
GO:0046854;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;1.0;0.0;0.0;0.0;0.29564490308903574;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.06927734236639929;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.2794464493768247;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.2794464493768247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.2794464493768247;0.0;0.0;0.0;0.2794464493768247;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.2794464493768247;0.0;0.2794464493768247;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.01468324974140624;0.0;0.01468324974140624;0.0;0.0;0.01468324974140624;0.01468324974140624;0.0;0.0;0.01468324974140624;0.0;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.01468324974140624;0.0
GO:0042531;0.29215307485716907;0.0;0.042064647228987374;0.0;0.047799631016701725;0.11511873865597294;0.29215307485716907;0.0;1.0;0.11511873865597294;0.11511873865597294;0.0;0.2970121637671333;0.11511873865597294;0.17111199477934044;0.0;0.0;0.21066859409381297;0.11511873865597294;0.12755981097713553;0.11511873865597294;0.12755981097713553;0.5584069141800461;0.047799631016701725;0.2970121637671333;0.0;0.042064647228987374;0.12755981097713553;0.21066859409381297;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.17825033928423412;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.042064647228987374;0.11511873865597294;0.0;0.29215307485716907;0.10900961301269105;0.047799631016701725;0.12755981097713553;0.0;0.047799631016701725;0.1816892161000484;0.1492331351584338;0.29215307485716907;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.12755981097713553;0.12755981097713553;0.047799631016701725;0.12755981097713553;0.24096127213516677;0.1786822519641151;0.042064647228987374;0.4705829239211909;0.21066859409381297;0.12755981097713553;0.0;0.1786822519641151;0.12755981097713553;0.0;0.2970121637671333;0.1492331351584338;0.036692364793703955;0.16845680521671735;0.0;0.12755981097713553;0.21066859409381297;0.0;0.11511873865597294;0.047799631016701725;0.0;0.036692364793703955;0.10648035217448149;0.12755981097713553;0.0;0.0;0.12755981097713553;0.047799631016701725;0.0;0.0;0.042064647228987374;0.036692364793703955;0.21066859409381297;0.0;0.12755981097713553;0.0;0.047799631016701725;0.0;0.0;0.0;0.1492331351584338;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.047799631016701725;0.12755981097713553;0.21066859409381297;0.2924564268136258;0.0;0.12755981097713553;0.0;0.2326756683755529;0.0;0.047799631016701725;0.0;0.0;0.17825033928423412;0.036692364793703955;0.1786822519641151;0.21066859409381297;0.0;0.11511873865597294;0.0;0.12755981097713553;0.16845680521671735;0.047799631016701725;0.11511873865597294;0.16845680521671735;0.0;0.25051392497694763;0.23426849400579874;0.0;0.1786822519641151;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.21066859409381297;0.036692364793703955;0.1492331351584338;0.0;0.1492331351584338;0.047799631016701725;0.12755981097713553;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.10900961301269105;0.042064647228987374;0.24457446477495315;0.11511873865597294;0.0;0.0;0.21066859409381297;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.12755981097713553;0.0;0.2970121637671333;0.12755981097713553;0.0;0.21066859409381297;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294
GO:0051091;0.11511873865597294;0.0;0.042064647228987374;0.0;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;1.0;0.11511873865597294;0.0;0.23753055021918945;0.11511873865597294;0.23753055021918945;0.0;0.0;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.23753055021918945;0.047799631016701725;0.11511873865597294;0.0;0.042064647228987374;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.14613499162995364;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.042064647228987374;0.11511873865597294;0.0;0.11511873865597294;0.1579037026584673;0.047799631016701725;0.11511873865597294;0.0;0.047799631016701725;0.15831211565824807;0.047799631016701725;0.11511873865597294;0.0;0.047799631016701725;0.0;0.047799631016701725;0.0;0.11511873865597294;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.047799631016701725;0.17530917548795347;0.11511873865597294;0.11511873865597294;0.11511873865597294;0.0;0.047799631016701725;0.11511873865597294;0.0;0.11511873865597294;0.042064647228987374;0.036692364793703955;0.047799631016701725;0.0;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.047799631016701725;0.0;0.23753055021918945;0.10648035217448149;0.11511873865597294;0.0;0.0;0.11511873865597294;0.047799631016701725;0.0;0.0;0.042064647228987374;0.23753055021918945;0.11511873865597294;0.0;0.11511873865597294;0.0;0.047799631016701725;0.0;0.0;0.0;0.11511873865597294;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.047799631016701725;0.11511873865597294;0.11511873865597294;0.23753055021918945;0.0;0.11511873865597294;0.0;0.17530917548795347;0.0;0.047799631016701725;0.0;0.0;0.1356691921375081;0.23753055021918945;0.17530917548795347;0.11511873865597294;0.0;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.0;0.11511873865597294;0.17530917548795347;0.0;0.047799631016701725;0.047799631016701725;0.0;0.11511873865597294;0.0;0.0;0.11511873865597294;0.036692364793703955;0.042064647228987374;0.0;0.042064647228987374;0.047799631016701725;0.11511873865597294;0.047799631016701725;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.0;0.15831211565824807;0.042064647228987374;0.14613499162995364;0.11511873865597294;0.0;0.0;0.11511873865597294;0.0;0.0;0.047799631016701725;0.047799631016701725;0.047799631016701725;0.11511873865597294;0.0;0.11511873865597294;0.11511873865597294;0.0;0.11511873865597294;0.0;0.0;0.047799631016701725;0.0;0.11511873865597294
