;GO:0014068;GO:0021955;GO:0022408;GO:0007097;GO:0051491;GO:0045765;GO:0046854;GO:0002237;GO:0001666;GO:2000510;GO:0002518;GO:0032600;GO:0007264;GO:1900024;GO:0000226;GO:0046621;GO:0061844;GO:0002885;GO:0007416;GO:0048010;GO:0051893;GO:0002920;GO:2000525;GO:0001954;GO:0002922;GO:2000526;GO:0002768;GO:2000768;GO:0048013;GO:0002408;GO:0010820;GO:2000522;GO:0001959;GO:0072610;GO:0051897;GO:0043406;GO:0035023;GO:0034695;GO:0008284;GO:0043123;GO:0038095;GO:0097193;GO:0038096;GO:0001890;GO:0045667;GO:0000165;GO:0007229;GO:2000811;GO:0019221;GO:0038007;GO:0033634;GO:0031295;GO:0033198;GO:0038083;GO:0045954;GO:0050862;GO:0002467;GO:2000547;GO:2000669;GO:0072112;GO:0035768;GO:0030593;GO:0050900;GO:0032496;GO:2000545;GO:0033625;GO:0007172;GO:0038116;GO:0038115;GO:0061098;GO:0007173;GO:0007179;GO:0043542;GO:0043547;GO:0016055;GO:0010613;GO:0051209;GO:0071731;GO:0019722;GO:0035754;GO:0051964;GO:0060396;GO:0010594;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0043312;GO:0042104;GO:0042742;GO:0032913;GO:0030217;GO:0045860;GO:0010507;GO:0002606;GO:0032597;GO:0072139;GO:0010469;GO:0030335;GO:0008360;GO:2000060;GO:0090630;GO:0008361;GO:0001570;GO:0097022;GO:0050771;GO:0097029;GO:0050776;GO:0050706;GO:0006355;GO:0060219;GO:0007204;GO:0032735;GO:0071222;GO:0046330;GO:0070098;GO:0045087;GO:0030838;GO:0070374;GO:0043065;GO:0071345
GO:0014068;1.0;0.0;0.3410018740345888;0.0;0.3766132507412334;0.2824988246139957;0.0;0.0;0.0;0.37531027726176197;0.0;0.0;0.3644034644741684;0.30130062705297606;0.0;0.2413418430069999;0.0;0.31924236474696716;0.0;0.34068008114160275;0.3100540823716308;0.37878771611446155;0.32556512741631816;0.34119252033850905;0.445917809636051;0.2933414564436927;0.3828356338837511;0.3497550805264336;0.34068008114160275;0.0;0.3353724609434694;0.3972430611076198;0.6085888461559896;0.0;0.8976622216028247;0.4581311335637362;0.6330191894160727;0.0;0.5084246005883869;0.8976623603071304;0.36104692221569434;0.35219467983850633;0.3548768725191501;0.0;0.35247962776426617;0.22245558866785833;0.3644041242794228;0.3019968231533216;0.3644041242794228;0.3644041242794228;0.3202750274894258;0.317607193428799;0.0;0.0;0.29266240139404853;0.7201451258618985;0.0;0.3305815263977782;0.28556952401732427;0.0;0.0;0.0;0.0;0.0;0.22556737835595045;0.42007245624093703;0.505268918223166;0.3407015087524234;0.3407015087524234;0.2284332969040944;0.32995546939137455;0.34067362175701554;0.0;0.20159517385404696;0.35213672954456443;0.36177809285351614;0.15114731899577097;0.0;0.3521304932495464;0.0;0.25673390089903925;0.34068008114160275;0.32008683658776205;0.37757546703976974;0.3766132990328078;0.347701608530856;0.270535286478386;0.0;0.2662171421431053;0.0;0.25652190697737187;0.0;0.24348169004457443;0.2855000541729374;0.34129696803472714;0.0;0.0;0.6072311377745927;0.40808609610981667;0.34023859820165664;0.2718135261360442;0.19527790261799505;0.20730768570322472;0.0;0.0;0.1915525108604341;0.0;0.3930490732339631;0.25044914488095366;0.26368554692924656;0.0;0.14846165115072837;0.3414496928600024;0.0;0.498914159052714;0.35214759148002966;0.0;0.26940228924827553;0.5457229482429704;0.44593618706642907;0.0
GO:0021955;0.0;1.0;0.0;0.0;0.0;0.0;0.1685018726185726;0.0;0.0;0.0;0.1879214424273928;0.24289433256962703;0.23997827347428236;0.0;0.40784666669826947;0.0;0.0;0.0;0.4251235021941773;0.2227099769656388;0.0;0.0;0.0;0.0;0.0;0.0;0.20722753845948838;0.0;0.2227099769656388;0.18238939188030326;0.0;0.0;0.0;0.1675531473442839;0.0;0.0;0.0;0.0;0.0;0.0;0.19434952789130772;0.23105973179763845;0.14066921095060286;0.240529324245874;0.0;0.1402969565701731;0.23997875729585194;0.0;0.23997875729585194;0.23997875729585194;0.0;0.0;0.0;0.14809232207886333;0.0;0.0;0.23026312516911718;0.0;0.0;0.3656937550984353;0.1885191204156889;0.17718304303966867;0.23946192874118494;0.0;0.0;0.0;0.3082726318901809;0.22272545989031645;0.22272545989031645;0.0;0.21498636223976164;0.22270530965560797;0.2315311404672022;0.0;0.23101756007946198;0.0;0.09333980238000657;0.0;0.23101302187919592;0.1879214424273928;0.0;0.2227099769656388;0.0;0.24967680951960752;0.0;0.0;0.0;0.15075052229650648;0.0;0.0;0.0;0.3395676563655673;0.0;0.0;0.0;0.2176846383906587;0.37896232263280033;0.0;0.0;0.0;0.0;0.0;0.3898366893018219;0.44276337773569774;0.21456503204385058;0.0;0.37882639805264695;0.0;0.0;0.0;0.3928256472500415;0.15967052823027772;0.0;0.16327667853178415;0.0;0.23102546443609226;0.0;0.20532792625062884;0.0;0.0;0.22290527594406703
GO:0022408;0.3410018740345888;0.0;1.0;0.0;0.34120267251360453;0.3868347403414737;0.0;0.0;0.0;0.2508102259180188;0.0;0.0;0.5050202550205953;0.46957614665794795;0.0;0.3918554854823022;0.0;0.22261403373057936;0.0;0.46057209332492466;0.4874537679440626;0.42662123399904256;0.39794461798949815;0.46150916767503125;0.3395869486808032;0.2512756506115667;0.4220082531489926;0.3110859243448597;0.46057209332492466;0.0;0.21964161691871173;0.365106874656038;0.46087703030089594;0.0;0.3410018740345888;0.15434289168730891;0.4242777469771424;0.0;0.5068707360264385;0.34100194045418747;0.39081774000593184;0.48187050603951503;0.26881496118877696;0.0;0.48240407431499754;0.26801123441074437;0.5050215222891902;0.5462999234089727;0.5050215222891902;0.5050215222891902;0.5076504641936811;0.38616276625983675;0.0;0.0;0.20053068250549552;0.30137915768514323;0.0;0.44230564940311573;0.5082897280620702;0.0;0.0;0.0;0.0;0.0;0.3055308390718983;0.3923802930410179;0.36104884213950045;0.46061125715150103;0.46061125715150103;0.18770122396250083;0.44118563445935827;0.460560287672279;0.0;0.27258994482090615;0.48176203234281295;0.3135954663963803;0.2377892739250426;0.0;0.4817503597776131;0.0;0.4444393085452657;0.46057209332492466;0.423718076276804;0.5306771890816709;0.34120272767097237;0.22912987281287064;0.2283316083556693;0.0;0.3129828319989461;0.0;0.4244970766948906;0.0;0.20197460230407524;0.5081315772281236;0.3694998919181969;0.0;0.0;0.4594878704017089;0.3779507616315757;0.45976556863329127;0.22959970737931348;0.2611658320613781;0.28313969488996277;0.0;0.0;0.31225495609242854;0.0;0.449578046404809;0.3097189026406331;0.3302178886520467;0.0;0.1836944075216171;0.3697236031570773;0.0;0.1698658765522766;0.48178236315072676;0.0;0.22720934605813853;0.18809340227329277;0.42437273641791584;0.0
GO:0007097;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42496826492938555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3166217704449921;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2010363810253363;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28143529767720094;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3768634324367764;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051491;0.3766132507412334;0.0;0.34120267251360453;0.0;1.0;0.2826710253480236;0.0;0.0;0.0;0.2929919222420099;0.0;0.0;0.3646327778734422;0.36045627859522983;0.0;0.2414675120741377;0.0;0.22949521844615725;0.0;0.3408805007134685;0.43288412026099865;0.3033430530025163;0.3256966329049109;0.34139354347008855;0.3206093610833968;0.2934482137592767;0.3192859730847581;0.34990685866344007;0.3408805007134685;0.0;0.2618037091146833;0.39743886412652757;0.341047511472357;0.0;0.3766132507412334;0.1921644923414115;0.3205833873252306;0.0;0.5087453898142948;0.3766133089616613;0.3011046845900913;0.3524088805278504;0.26764638033975113;0.0;0.3526941753033919;0.22254102540115078;0.36463343850936897;0.3021543020579988;0.36463343850936897;0.36463343850936897;0.32045215152471385;0.3177323473589466;0.0;0.0;0.2103806211332771;0.3410286402590784;0.0;0.7156508837185763;0.28571033256959694;0.0;0.0;0.0;0.0;0.0;0.1880812407389443;0.6550969567429594;0.28311969757755145;0.3409019535439087;0.3409019535439087;0.2284980312256871;0.3301434656760923;0.34087403372670155;0.0;0.20171383199840467;0.3523508597288959;0.3017147813047662;0.15118675613703067;0.0;0.35234461584720445;0.0;0.3584077871083039;0.3408805007134685;0.3202637524735392;0.3778216635275667;0.8976193551533931;0.2714315215471517;0.2706260865742793;0.0;0.2663050662926708;0.0;0.25666388668752704;0.0;0.24355523561287074;0.28564079420831284;0.3414981142979967;0.0;0.0;0.3402862175419591;0.4082927369615769;0.4070664783501991;0.2719051864386802;0.1953892385845774;0.2074331659432247;0.0;0.0;0.30330607064781284;0.0;0.31477167095449227;0.2505574422956662;0.26380559676217713;0.0;0.14852599373419742;0.3416510192359879;0.0;0.20927549588301977;0.3523617348786108;0.0;0.42005046507767435;0.22891557519145833;0.4461829491431522;0.0
GO:0045765;0.2824988246139957;0.0;0.3868347403414737;0.0;0.2826710253480236;1.0;0.0;0.0;0.0;0.2058664390198569;0.0;0.0;0.4255741159563459;0.48721007147927803;0.0;0.4891998293060071;0.0;0.22895691133219237;0.0;0.38631750448128316;0.3388876277938518;0.45054099380739454;0.23465357439095408;0.38714136918402453;0.3545711795902018;0.20625826797383612;0.3525518675467169;0.44677410528878664;0.38631750448128316;0.0;0.1797109170143181;0.3032218592255373;0.3865855837789092;0.0;0.2824988246139957;0.12544936637333784;0.35453148588375055;0.0;0.4272163973239071;0.28249888157292796;0.3254395589805779;0.4050827041910954;0.22105136382662255;0.0;0.6079476041840409;0.22037231957897652;0.42557524042506284;0.32697351711510714;0.42557524042506284;0.42557524042506284;0.35433096580414625;0.22750954477653929;0.0;0.0;0.20566304263615856;0.24865812076705585;0.0;0.37028999309646715;0.30336464156636966;0.0;0.0;0.0;0.0;0.0;0.22447240790315165;0.3267936350801053;0.2997259492831067;0.3863519336279049;0.3863519336279049;0.15307941808336759;0.3693092439206349;0.3863071261189282;0.0;0.2857044387407632;0.4049869203931802;0.40775922588845237;0.13912557431083195;0.0;0.40497661348369296;0.0;0.45908859920939676;0.38631750448128316;0.4423867428796672;0.4484013608882741;0.28267107265085156;0.1876555100247424;0.18698652483393066;0.0;0.18341118220270192;0.0;0.4432359685138077;0.0;0.16495901186958126;0.3032666894611721;0.3873094199145012;0.0;0.0;0.385364469588978;0.3143059527757765;0.5763758983568559;0.1880493055763356;0.2731798922766665;0.29731533868403787;0.0;0.0;0.36446495976258675;0.0;0.47622173459386774;0.31957663295618366;0.2732611575160561;0.0;0.18955798592997902;0.48426092198119886;0.0;0.13828351841320347;0.405004872616616;0.0;0.18604619744989284;0.15340536440486158;0.3546143629872811;0.0
GO:0046854;0.0;0.1685018726185726;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.16802512702618144;0.13135160880196653;0.208456575054217;0.0;0.20881680967274355;0.0;0.0;0.0;0.21645602830974492;0.19530247205438975;0.0;0.0;0.0;0.0;0.0;0.0;0.18329346904352856;0.0;0.19530247205438975;0.16358865605709808;0.0;0.0;0.0;0.1515524923787997;0.0;0.0;0.0;0.0;0.0;0.0;0.17314556876076845;0.2016940883534783;0.12921575359117163;0.0;0.0;0.43246936233067657;0.2084569401211171;0.0;0.2084569401211171;0.2084569401211171;0.0;0.0;0.0;0.45444785994155884;0.0;0.0;0.0;0.0;0.0;0.19005246865885883;0.1685027847828584;0.15938796970923869;0.2080668575999978;0.0;0.0;0.0;0.1630737373221312;0.19531437859013995;0.19531437859013995;0.0;0.18933742032994813;0.1952988828027685;0.2020531944511853;0.0;0.2016619540287363;0.0;0.08815495821142243;0.0;0.2016584958877302;0.16802512702618144;0.0;0.19530247205438975;0.0;0.21573595145001387;0.0;0.0;0.0;0.13767288396006178;0.0;0.0;0.0;0.17799751649582177;0.0;0.0;0.0;0.11873879252597139;0.19609613301622147;0.0;0.0;0.0;0.0;0.0;0.20076223431334014;0.22444131878890353;0.18901055020402593;0.0;0.19603448621150132;0.0;0.0;0.0;0.20235509075716596;0.1450744011539046;0.0;0.14804524729841476;0.0;0.2016679771637043;0.0;0.11247636574178584;0.0;0.0;0.19545264414997326
GO:0002237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.3510843476080313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5455305269263431;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42122907987696184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.46688792843154686;0.0;0.0;0.0;0.31266493908904563;0.0;0.0;0.0;0.0;0.0;0.0;0.8596453274276542;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3656017162082475;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5472475000259129;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6055071259269741;0.0;0.0;0.35013453879110146;0.0;0.0;0.0;0.502256023641006
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3510843476080313;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2836615284626605;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.26196264679027026;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24018329786716525;0.0;0.0;0.0;0.32990364073318124;0.0;0.0;0.0;0.0;0.0;0.0;0.2993428567360905;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3830205222412116;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38236674877341537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20777477599152205;0.0;0.0;0.49965710722652;0.0;0.0;0.0;0.31500617755485083
GO:2000510;0.37531027726176197;0.0;0.2508102259180188;0.0;0.2929919222420099;0.2058664390198569;0.0;0.0;0.0;1.0;0.0;0.0;0.26324420613522115;0.2286504834032405;0.0;0.18311057987180313;0.0;0.40074410322426857;0.0;0.25063610064713754;0.23365649688559137;0.3247213847116983;0.3346559617027776;0.25091334549498223;0.42712316099734465;0.23999139400609587;0.3341234521702956;0.2764750293011219;0.25063610064713754;0.0;0.8520072182327325;0.3912871914637136;0.30079580856847943;0.0;0.3753102772617619;0.21489807764358618;0.28731263833614884;0.0;0.3670156358913937;0.3753103223821169;0.3196883216230205;0.2568131366671562;0.3580423889299929;0.0;0.25696461106666607;0.18018594785002037;0.26324455045993855;0.2290511968031861;0.26324455045993855;0.26324455045993855;0.2394143225917007;0.3280627335419169;0.0;0.0;0.30697339943149216;0.4234085178841402;0.0;0.24512714924425547;0.21947549663196111;0.0;0.0;0.0;0.0;0.0;0.4016757050130041;0.31863763008828905;0.26146634770046706;0.25064769803806547;0.25064769803806547;0.19472432979463253;0.24478275791708273;0.25063260452106034;0.0;0.14829203477383915;0.25678232296474024;0.2744890317730119;0.15640194376997213;0.0;0.2567790067982337;0.0;0.20203544108354338;0.25063610064713754;0.4720584262305494;0.27004983527260273;0.2929919514694954;0.877987029888838;0.2245074557712704;0.0;0.2838921176623574;0.0;0.19171841177935206;0.0;0.2055538771265513;0.21943446024234534;0.34929119372636463;0.0;0.0;0.30030189470165686;0.6995775234786434;0.25039706841405157;0.2253870391429527;0.14484521738405223;0.15136007275501276;0.0;0.0;0.1593614407166773;0.0;0.3333646301480629;0.23768766596104082;0.20631577952776065;0.0;0.11738796976371094;0.2510524004516134;0.0;0.23141034321829176;0.2567880987519479;0.0;0.22372663365938747;0.24991274444632797;0.333300792997446;0.0
