;GO:0014068;GO:0021955;GO:0022408;GO:0007097;GO:0051491;GO:0045765;GO:0046854;GO:0002237;GO:0001666;GO:2000510;GO:0002518;GO:0032600;GO:0007264;GO:1900024;GO:0000226;GO:0046621;GO:0061844;GO:0002885;GO:0007416;GO:0048010;GO:0051893;GO:0002920;GO:2000525;GO:0001954;GO:0002922;GO:2000526;GO:0002768;GO:2000768;GO:0048013;GO:0002408;GO:0010820;GO:2000522;GO:0001959;GO:0072610;GO:0051897;GO:0043406;GO:0035023;GO:0034695;GO:0008284;GO:0043123;GO:0038095;GO:0097193;GO:0038096;GO:0001890;GO:0045667;GO:0000165;GO:0007229;GO:2000811;GO:0019221;GO:0038007;GO:0033634;GO:0031295;GO:0033198;GO:0038083;GO:0045954;GO:0050862;GO:0002467;GO:2000547;GO:2000669;GO:0072112;GO:0035768;GO:0030593;GO:0050900;GO:0032496;GO:2000545;GO:0033625;GO:0007172;GO:0038116;GO:0038115;GO:0061098;GO:0007173;GO:0007179;GO:0043542;GO:0043547;GO:0016055;GO:0010613;GO:0051209;GO:0071731;GO:0019722;GO:0035754;GO:0051964;GO:0060396;GO:0010594;GO:0007186;GO:0031274;GO:0090023;GO:0043552;GO:0043312;GO:0042104;GO:0042742;GO:0032913;GO:0030217;GO:0045860;GO:0010507;GO:0002606;GO:0032597;GO:0072139;GO:0010469;GO:0030335;GO:0008360;GO:2000060;GO:0090630;GO:0008361;GO:0001570;GO:0097022;GO:0050771;GO:0097029;GO:0050776;GO:0050706;GO:0006355;GO:0060219;GO:0007204;GO:0032735;GO:0071222;GO:0046330;GO:0070098;GO:0045087;GO:0030838;GO:0070374;GO:0043065;GO:0071345
GO:0014068;1.0;0.0;0.34406081617659207;0.0;0.31655567254483385;0.2966859262479818;0.0;0.0;0.0;0.3848022061528339;0.0;0.0;0.3049835442205714;0.2659062722645507;0.0;0.27001153834718855;0.0;0.41846153612266773;0.0;0.28273593724946766;0.2659062722645507;0.43880714159427486;0.30058166190108726;0.33064761828491374;0.4853145746876575;0.29924073570943865;0.3961936621228441;0.29924073570943865;0.23923188436375753;0.0;0.3506576043325218;0.29924073570943865;0.5252094668865925;0.0;0.6158495449666409;0.6474794823444922;0.5003457354911346;0.0;0.4691585003873687;0.6425239328674341;0.316601564534254;0.3033083921806614;0.3506576043325218;0.0;0.30005087408486286;0.3033083921806614;0.23923188436375753;0.209731877021625;0.3382347961103674;0.23923188436375753;0.2969882883150799;0.30058166190108726;0.0;0.0;0.40163187113775084;0.48405549610164217;0.0;0.2504175334712824;0.19694059100882855;0.0;0.0;0.0;0.0;0.0;0.2997718995493371;0.33338533752975075;0.42791111975067725;0.2560615493486744;0.2560615493486744;0.29602671431053035;0.29513882130469515;0.29956560223438455;0.0;0.19235234341934632;0.3413221332077877;0.34376122428552547;0.28972087931850826;0.0;0.3094103251502608;0.0;0.30005087408486286;0.23923188436375753;0.3065505443034252;0.36884150434140267;0.33338533752975075;0.3506576043325218;0.31607040069435555;0.0;0.2697407283673061;0.0;0.2100943531579859;0.0;0.362700425611178;0.2878196533873931;0.3236626762158731;0.0;0.0;0.5300013685947074;0.42039344330117095;0.32013805716557836;0.33099883974815736;0.1637558359534413;0.2442209013881635;0.0;0.0;0.3033083921806614;0.0;0.5145336473785316;0.23640626492241817;0.3726625052357654;0.0;0.2034259638919712;0.3236626762158731;0.0;0.5798318479390692;0.3065505443034252;0.0;0.3699044483464202;0.5903879165966288;0.42686720703243974;0.0
GO:0021955;0.0;1.0;0.0;0.0;0.0;0.0;0.334939805637046;0.0;0.0;0.0;0.47632823115663253;0.551122849864645;0.5252502260285294;0.0;0.6139820834110166;0.0;0.0;0.0;0.5902001218206656;0.5030026190574257;0.0;0.0;0.0;0.0;0.0;0.0;0.5386053919098275;0.0;0.45949856617171564;0.47632823115663253;0.0;0.0;0.0;0.45949856617171564;0.0;0.0;0.0;0.0;0.0;0.0;0.47632823115663253;0.5235750739886196;0.45949856617171564;0.5202962034153902;0.0;0.5235750739886196;0.45949856617171564;0.0;0.5585014779183255;0.45949856617171564;0.0;0.0;0.0;0.2979948124361384;0.0;0.0;0.5202962034153902;0.0;0.0;0.6007291598317699;0.45949856617171564;0.45949856617171564;0.5589095559983632;0.0;0.0;0.0;0.551122849864645;0.47632823115663253;0.47632823115663253;0.0;0.5154055031126532;0.5198322840423426;0.5099875611264664;0.0;0.5615888150157458;0.0;0.5099875611264664;0.0;0.5296770069582188;0.47632823115663253;0.0;0.45949856617171564;0.0;0.5717932493139655;0.0;0.0;0.0;0.45949856617171564;0.0;0.0;0.0;0.6596750671724335;0.0;0.0;0.0;0.5679525148495619;0.6007291598317699;0.0;0.0;0.0;0.0;0.0;0.5647384934506536;0.6007291598317699;0.45949856617171564;0.0;0.5740547719309768;0.0;0.0;0.0;0.6007291598317699;0.3616128993809819;0.0;0.45949856617171564;0.0;0.5268172261113833;0.0;0.4799128651315618;0.0;0.0;0.4393592352775529
GO:0022408;0.34406081617659207;0.0;1.0;0.0;0.36137575301198727;0.4384598512617239;0.0;0.0;0.0;0.360890481161509;0.0;0.0;0.44675746923431353;0.6352482616470225;0.0;0.49262101822987336;0.0;0.36259388348951854;0.0;0.42450986226320975;0.6084457070853619;0.4666288693729738;0.6353799286124756;0.6154306491544026;0.41995930432824274;0.38100580937749967;0.4601126351156115;0.34406081617659207;0.38100580937749967;0.0;0.3285720773833238;0.34406081617659207;0.4783041565134149;0.0;0.34406081617659207;0.40249330811610395;0.36764934933934446;0.0;0.5139785808545221;0.37073520407738525;0.3978354743624166;0.4450823171944036;0.38100580937749967;0.0;0.4471710992526263;0.4450823171944036;0.38100580937749967;0.4406704764499991;0.4800087211241095;0.38100580937749967;0.6513539392562222;0.608577374050815;0.0;0.0;0.37856789413326514;0.34406081617659207;0.0;0.38805014091278045;0.4210404200844867;0.0;0.0;0.0;0.0;0.0;0.4633317134394157;0.3782054179969042;0.38100580937749967;0.3978354743624166;0.3978354743624166;0.34084679477768376;0.43691274631843724;0.4413395272481267;0.0;0.3239838297938416;0.4830960582215298;0.3715829520642245;0.540623262955827;0.0;0.451184250164003;0.0;0.5068357663251257;0.38100580937749967;0.4483244693171673;0.5159617295091662;0.3782054179969042;0.34406081617659207;0.360890481161509;0.0;0.5690864720764814;0.0;0.41991254702787434;0.0;0.4075205060783314;0.5274082212563196;0.3715829520642245;0.0;0.0;0.4830960582215298;0.46521352376832437;0.4619119821793205;0.37581892021531077;0.2931428962600604;0.3785498405431305;0.0;0.0;0.5274082212563196;0.0;0.5423553751572305;0.37073520407738525;0.5102951126772635;0.0;0.3266547603567123;0.3715829520642245;0.0;0.38313808813261274;0.4483244693171673;0.0;0.41472452881357363;0.3454017423682407;0.47168728749959316;0.0
GO:0007097;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6394028163345368;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5521797743671366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6725347092357608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5521797743671366;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6562324813194537;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051491;0.31655567254483385;0.0;0.36137575301198727;0.0;1.0;0.314000863083377;0.0;0.0;0.0;0.33338533752975075;0.0;0.0;0.3222984810559666;0.37043049038104225;0.0;0.28732647518258375;0.0;0.3301623464344354;0.0;0.30005087408486286;0.44626662596278094;0.34216988119462693;0.31607040069435555;0.35027767465042614;0.3916690848454038;0.31655567254483385;0.33565364693726457;0.31655567254483385;0.25654682119915273;0.0;0.29924073570943865;0.31655567254483385;0.35384516833506796;0.0;0.31655567254483385;0.3731619664422189;0.24880914897764567;0.0;0.4691585003873687;0.34323006044562704;0.2733764861840696;0.3206233290160566;0.2969882883150799;0.0;0.30005087408486286;0.3206233290160566;0.25654682119915273;0.209731877021625;0.3555497329457626;0.25654682119915273;0.3166183446805923;0.31607040069435555;0.0;0.0;0.35027767465042614;0.31655567254483385;0.0;0.6402349049280897;0.19694059100882855;0.0;0.0;0.0;0.0;0.0;0.22374314557048924;0.5434906366395791;0.25654682119915273;0.2733764861840696;0.2733764861840696;0.29602671431053035;0.31245375814009035;0.31688053906977975;0.0;0.20514362943214276;0.3586370700431829;0.3432927325813855;0.30703581615390346;0.0;0.326725261985656;0.0;0.48575752793711446;0.25654682119915273;0.3238654811388204;0.36884150434140267;0.7271728956155319;0.31655567254483385;0.33338533752975075;0.0;0.28375199691617037;0.0;0.22410562170685017;0.0;0.362700425611178;0.2878196533873931;0.3432927325813855;0.0;0.0;0.3586370700431829;0.44002349966668336;0.4442923316475823;0.33099883974815736;0.17552267843442942;0.25823216993702774;0.0;0.0;0.5331045212879706;0.0;0.4148652063549795;0.2504175334712824;0.38815124402903367;0.0;0.21233821081761228;0.3432927325813855;0.0;0.32282926887219104;0.3238654811388204;0.0;0.5532071928945881;0.31607040069435555;0.42686720703243974;0.0
GO:0045765;0.2966859262479818;0.0;0.4384598512617239;0.0;0.314000863083377;1.0;0.0;0.0;0.0;0.3135155912328987;0.0;0.0;0.39938257930570326;0.5456677922553042;0.0;0.4879667785851604;0.0;0.3316861824094642;0.0;0.37713497233459947;0.3406752509841701;0.4357211682929195;0.3135155912328987;0.3476601930532108;0.38905160324818844;0.3336309194488894;0.4127377451870012;0.43205252184658083;0.3336309194488894;0.0;0.2811971874547135;0.2966859262479818;0.4309292665848046;0.0;0.2966859262479818;0.3551184181874937;0.3202744594107341;0.0;0.4439424539364953;0.3233603141487749;0.3504605844338063;0.3977074272657933;0.3336309194488894;0.0;0.5110265432005441;0.3977074272657933;0.3336309194488894;0.2811971874547135;0.4326338311954992;0.3336309194488894;0.314000863083377;0.3135155912328987;0.0;0.0;0.3476601930532108;0.2966859262479818;0.0;0.3406752509841701;0.26718591890584925;0.0;0.0;0.0;0.0;0.0;0.3680192378746365;0.3308305280682939;0.3336309194488894;0.3504605844338063;0.3504605844338063;0.29347190484907343;0.38953785638982696;0.3939646373195164;0.0;0.29307612871378724;0.4357211682929195;0.4316386189763372;0.3841199144036401;0.0;0.40380936023539266;0.0;0.4982178117217075;0.3336309194488894;0.4949441280046283;0.4459256025911393;0.3308305280682939;0.2966859262479818;0.3135155912328987;0.0;0.26718591890584925;0.0;0.40216383969494857;0.0;0.3601456161497211;0.3607624340648857;0.3406752509841701;0.0;0.0;0.4357211682929195;0.41783863383971404;0.6327032527849952;0.31443276173783624;0.2622351951800061;0.3476421394630762;0.0;0.0;0.5562673576097543;0.0;0.5114476740771763;0.4120085626108248;0.46292022274865313;0.0;0.29574705927665795;0.4316386189763372;0.0;0.3202744594107341;0.400949579388557;0.0;0.35003470204956816;0.2980268524396304;0.4069974607355877;0.0
GO:0046854;0.0;0.334939805637046;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.27784823988918267;0.24138851853875337;0.32677023476107964;0.0;0.34653904544005387;0.0;0.0;0.0;0.28046579049477405;0.3045226277899759;0.0;0.0;0.0;0.0;0.0;0.0;0.3401254006423776;0.0;0.2610185749042658;0.27784823988918267;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.0;0.0;0.0;0.27784823988918267;0.32509508272116966;0.2610185749042658;0.0;0.0;0.5662115987999495;0.2610185749042658;0.0;0.36002148665087563;0.2610185749042658;0.0;0.0;0.0;0.5021350909830457;0.0;0.0;0.0;0.0;0.0;0.26806290643954656;0.2610185749042658;0.2610185749042658;0.34079950836540107;0.0;0.0;0.0;0.24138851853875337;0.27784823988918267;0.27784823988918267;0.0;0.3169255118452034;0.3213522927748928;0.2918775134935041;0.0;0.36310882374829595;0.0;0.2918775134935041;0.0;0.33119701569076904;0.27784823988918267;0.0;0.2610185749042658;0.0;0.3733132580465157;0.0;0.0;0.0;0.24138851853875337;0.0;0.0;0.0;0.32700881378021013;0.0;0.0;0.0;0.25821818352367026;0.26806290643954656;0.0;0.0;0.0;0.0;0.0;0.2799805186442958;0.26806290643954656;0.24138851853875337;0.0;0.24138851853875337;0.0;0.0;0.0;0.28769296280505896;0.23822787709712456;0.0;0.24138851853875337;0.0;0.32833723484393346;0.0;0.23513106415001556;0.0;0.0;0.2903430355611802
GO:0002237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5461426361674595;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5470975114287991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5666441622879944;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5751947902365165;0.0;0.0;0.0;0.5411870866904016;0.0;0.0;0.0;0.0;0.0;0.0;0.8466223204434988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5201601507885365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6004462872303855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7603417023523814;0.0;0.0;0.5789189570378521;0.0;0.0;0.0;0.6315726899541678
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5461426361674595;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38572062507567756;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.40255029006059445;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42521152705001103;0.0;0.0;0.0;0.4351844166267547;0.0;0.0;0.0;0.0;0.0;0.0;0.4946624801562114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5247338749011929;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5612529857178625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4679880922554182;0.0;0.0;0.6207310492473191;0.0;0.0;0.0;0.46747881772676786
GO:2000510;0.3848022061528339;0.0;0.360890481161509;0.0;0.33338533752975075;0.3135155912328987;0.0;0.0;0.0;1.0;0.0;0.0;0.3218132092054883;0.28273593724946766;0.0;0.28684120333210544;0.0;0.5248857836777403;0.0;0.29956560223438455;0.2672471984561994;0.49156689484223437;0.43206210684964375;0.3474772832698307;0.5325744753844672;0.31607040069435555;0.4489534153708037;0.31607040069435555;0.2560615493486744;0.0;0.6884802963880208;0.4348624982302392;0.4312148485055644;0.0;0.3848022061528339;0.4414085000502189;0.32617882914814217;0.0;0.46332692838286904;0.41147659405362713;0.36936131778221354;0.32013805716557836;0.3979175050293316;0.0;0.29956560223438455;0.32013805716557836;0.2560615493486744;0.21377025599374544;0.35506446109528433;0.2560615493486744;0.3138179532999968;0.43206210684964375;0.0;0.0;0.4488917718345607;0.4348624982302392;0.0;0.2672471984561994;0.2020034135127573;0.0;0.0;0.0;0.0;0.0;0.4991019972516165;0.3502150025146677;0.3339165013696492;0.27289121433359137;0.27289121433359137;0.30108953681445916;0.31196848628961205;0.31639526721930145;0.0;0.20918200840426326;0.3581517981927046;0.3605908892704424;0.3807056896303681;0.0;0.32623999013517774;0.0;0.31688053906977975;0.2560615493486744;0.5366139312001803;0.3683562324909244;0.3502150025146677;0.6884802963880208;0.3329000656792725;0.0;0.3979175050293316;0.0;0.22692401814290286;0.0;0.36673880458329844;0.2906380498234458;0.484198123120449;0.0;0.0;0.43600675021367935;0.7091968471380736;0.3369677221504953;0.33381723618421;0.18058550093835818;0.2610505663730804;0.0;0.0;0.32013805716557836;0.0;0.5672934006264911;0.327391075234278;0.38949217022068233;0.0;0.22025562887688815;0.34049234120079;0.0;0.39107580248019114;0.3233802092883421;0.0;0.3694191764959419;0.38431693430235564;0.42638193518196144;0.0
