;GO:0016579;GO:0042426;GO:0045926;GO:0006094;GO:0015871;GO:0045947;GO:1900271;GO:0006096;GO:0006882;GO:0043312;GO:0071280;GO:0043687;GO:0006656;GO:0043456;GO:0043161;GO:0006888;GO:0071294;GO:0071276;GO:1902093;GO:0036018
GO:0016579;1.0;0.07546542517764049;0.0;0.031648231299633796;0.0;0.0;0.0;0.001313321209363232;0.010224353395975485;0.016620707704463857;0.016620707704463857;0.7257167746113345;0.025895144099264012;0.0;0.13738169198530442;0.0;0.016620707704463857;0.016620707704463857;0.0;0.016620707704463857
GO:0042426;0.07546542517764049;1.0;0.01309673151835547;0.024938070973403743;0.0;0.002521461686312516;0.017369664730604115;0.0018074055580488504;0.013560145928501698;0.01309673151835547;0.01309673151835547;0.07546542517764049;0.025895144099264012;0.010205792929373018;0.132861369337997;0.0;0.01309673151835547;0.01309673151835547;0.01309673151835547;0.01309673151835547
GO:0045926;0.0;0.01309673151835547;1.0;0.0;0.0;0.0059623291452822825;0.10720516157221387;0.0;0.010224353395975485;0.0;0.0;0.0;0.0;0.013535529933153809;0.0;0.0;0.0;0.0;0.028875424187701802;0.0
GO:0006094;0.031648231299633796;0.024938070973403743;0.0;1.0;0.0;0.0;0.0;0.0013249532195152727;0.0;0.0;0.0;0.0367210434954374;0.026124495895994106;0.0;0.018405778889697428;0.0;0.0;0.0;0.0;0.0
GO:0015871;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.056185937859846775;0.0;0.0;0.0;0.0;0.0;0.09308571379262101;0.0;0.0;0.0;0.0
GO:0045947;0.0;0.002521461686312516;0.0059623291452822825;0.0;0.0;1.0;0.0059623291452822825;0.0;0.002521461686312516;0.0;0.0;0.0;0.0;0.03077666268184247;0.0;0.0;0.0;0.0;0.0059623291452822825;0.0
GO:1900271;0.0;0.017369664730604115;0.10720516157221387;0.0;0.0;0.0059623291452822825;1.0;0.0;0.013560145928501698;0.0;0.0;0.0;0.0;0.024132945173760082;0.0;0.0;0.0;0.0;0.05148295133122328;0.0
GO:0006096;0.001313321209363232;0.0018074055580488504;0.0;0.0013249532195152727;0.0;0.0;0.0;1.0;2.2792179645054705E-4;2.2792179645054705E-4;2.2792179645054705E-4;0.001313321209363232;0.003903254722065478;0.0;0.0017755924721411579;0.0;2.2792179645054705E-4;2.2792179645054705E-4;0.0;2.2792179645054705E-4
GO:0006882;0.010224353395975485;0.013560145928501698;0.010224353395975485;0.0;0.0;0.002521461686312516;0.013560145928501698;2.2792179645054705E-4;1.0;0.010224353395975485;0.010224353395975485;0.010224353395975485;0.0044940017113647875;0.010205792929373018;0.009666166431303604;0.0;0.010224353395975485;0.010224353395975485;0.010224353395975485;0.010224353395975485
GO:0043312;0.016620707704463857;0.01309673151835547;0.0;0.0;0.056185937859846775;0.0;0.0;2.2792179645054705E-4;0.010224353395975485;1.0;0.02535564089323761;0.022277141600228655;0.0044940017113647875;0.0;0.009666166431303604;0.08273933133539209;0.02535564089323761;0.02535564089323761;0.0;0.02535564089323761
GO:0071280;0.016620707704463857;0.01309673151835547;0.0;0.0;0.0;0.0;0.0;2.2792179645054705E-4;0.010224353395975485;0.02535564089323761;1.0;0.022277141600228655;0.0044940017113647875;0.0;0.009666166431303604;0.0;0.75511134081818;0.75511134081818;0.0;0.3087052771897396
GO:0043687;0.7257167746113345;0.07546542517764049;0.0;0.0367210434954374;0.0;0.0;0.0;0.001313321209363232;0.010224353395975485;0.022277141600228655;0.022277141600228655;1.0;0.025895144099264012;0.0;0.1285085390730175;0.0;0.022277141600228655;0.022277141600228655;0.0;0.022277141600228655
GO:0006656;0.025895144099264012;0.025895144099264012;0.0;0.026124495895994106;0.0;0.0;0.0;0.003903254722065478;0.0044940017113647875;0.0044940017113647875;0.0044940017113647875;0.025895144099264012;1.0;0.0;0.025895144099264012;0.0;0.0044940017113647875;0.0044940017113647875;0.0;0.0044940017113647875
GO:0043456;0.0;0.010205792929373018;0.013535529933153809;0.0;0.0;0.03077666268184247;0.024132945173760082;0.0;0.010205792929373018;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.024132945173760082;0.0
GO:0043161;0.13738169198530442;0.132861369337997;0.0;0.018405778889697428;0.0;0.0;0.0;0.0017755924721411579;0.009666166431303604;0.009666166431303604;0.009666166431303604;0.1285085390730175;0.025895144099264012;0.0;1.0;0.0;0.009666166431303604;0.009666166431303604;0.0;0.009666166431303604
GO:0006888;0.0;0.0;0.0;0.0;0.09308571379262101;0.0;0.0;0.0;0.0;0.08273933133539209;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0071294;0.016620707704463857;0.01309673151835547;0.0;0.0;0.0;0.0;0.0;2.2792179645054705E-4;0.010224353395975485;0.02535564089323761;0.75511134081818;0.022277141600228655;0.0044940017113647875;0.0;0.009666166431303604;0.0;1.0;0.75511134081818;0.0;0.3087052771897396
GO:0071276;0.016620707704463857;0.01309673151835547;0.0;0.0;0.0;0.0;0.0;2.2792179645054705E-4;0.010224353395975485;0.02535564089323761;0.75511134081818;0.022277141600228655;0.0044940017113647875;0.0;0.009666166431303604;0.0;0.75511134081818;1.0;0.0;0.3087052771897396
GO:1902093;0.0;0.01309673151835547;0.028875424187701802;0.0;0.0;0.0059623291452822825;0.05148295133122328;0.0;0.010224353395975485;0.0;0.0;0.0;0.0;0.024132945173760082;0.0;0.0;0.0;0.0;1.0;0.0
GO:0036018;0.016620707704463857;0.01309673151835547;0.0;0.0;0.0;0.0;0.0;2.2792179645054705E-4;0.010224353395975485;0.02535564089323761;0.3087052771897396;0.022277141600228655;0.0044940017113647875;0.0;0.009666166431303604;0.0;0.3087052771897396;0.3087052771897396;0.0;1.0
