;GO:0016579;GO:0042426;GO:0045926;GO:0006094;GO:0015871;GO:0045947;GO:1900271;GO:0006096;GO:0006882;GO:0043312;GO:0071280;GO:0043687;GO:0006656;GO:0043456;GO:0043161;GO:0006888;GO:0071294;GO:0071276;GO:1902093;GO:0036018
GO:0016579;1.0;0.19999999999999996;0.0;0.13793103448275867;0.0;0.0;0.0;0.06779661016949157;0.05555555555555558;0.052631578947368474;0.07407407407407407;0.8333333333333334;0.21621621621621623;0.0;0.4;0.0;0.07407407407407407;0.07407407407407407;0.0;0.07407407407407407
GO:0042426;0.19999999999999996;1.0;0.07407407407407407;0.08333333333333337;0.0;0.03508771929824561;0.09677419354838712;0.09090909090909094;0.09999999999999998;0.045454545454545414;0.06060606060606055;0.21875;0.18604651162790697;0.04255319148936165;0.29729729729729726;0.0;0.06060606060606055;0.06060606060606055;0.05555555555555558;0.06060606060606055
GO:0045926;0.0;0.07407407407407407;1.0;0.0;0.0;0.11111111111111116;0.25;0.0;0.08695652173913049;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.1875;0.0
GO:0006094;0.13793103448275867;0.08333333333333337;0.0;1.0;0.0;0.0;0.0;0.07894736842105265;0.0;0.0;0.0;0.15384615384615385;0.16666666666666663;0.0;0.11428571428571432;0.0;0.0;0.0;0.0;0.0
GO:0015871;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.13793103448275867;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0
GO:0045947;0.0;0.03508771929824561;0.11111111111111116;0.0;0.0;1.0;0.09756097560975607;0.0;0.037735849056603765;0.0;0.0;0.0;0.0;0.19999999999999996;0.0;0.0;0.0;0.0;0.0888888888888889;0.0
GO:1900271;0.0;0.09677419354838712;0.25;0.0;0.0;0.09756097560975607;1.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.12903225806451613;0.0;0.0;0.0;0.0;0.19999999999999996;0.0
GO:0006096;0.06779661016949157;0.09090909090909094;0.0;0.07894736842105265;0.0;0.0;0.0;1.0;0.015873015873015928;0.015625;0.017094017094017144;0.06956521739130439;0.134453781512605;0.0;0.09090909090909094;0.0;0.017094017094017144;0.017094017094017144;0.0;0.017094017094017144
GO:0006882;0.05555555555555558;0.09999999999999998;0.08695652173913049;0.0;0.0;0.037735849056603765;0.11111111111111116;0.015873015873015928;1.0;0.050000000000000044;0.06896551724137934;0.06060606060606055;0.0444444444444444;0.046511627906976716;0.04761904761904767;0.0;0.06896551724137934;0.06896551724137934;0.0625;0.06896551724137934
GO:0043312;0.052631578947368474;0.045454545454545414;0.0;0.0;0.13793103448275867;0.0;0.0;0.015625;0.050000000000000044;1.0;0.06451612903225812;0.05714285714285716;0.04255319148936165;0.0;0.045454545454545414;0.1923076923076923;0.06451612903225812;0.06451612903225812;0.0;0.06451612903225812
GO:0071280;0.07407407407407407;0.06060606060606055;0.0;0.0;0.0;0.0;0.0;0.017094017094017144;0.06896551724137934;0.06451612903225812;1.0;0.08333333333333337;0.05555555555555558;0.0;0.06060606060606055;0.0;0.8333333333333334;0.8333333333333334;0.0;0.375
GO:0043687;0.8333333333333334;0.21875;0.0;0.15384615384615385;0.0;0.0;0.0;0.06956521739130439;0.06060606060606055;0.05714285714285716;0.08333333333333337;1.0;0.23529411764705888;0.0;0.3928571428571429;0.0;0.08333333333333337;0.08333333333333337;0.0;0.08333333333333337
GO:0006656;0.21621621621621623;0.18604651162790697;0.0;0.16666666666666663;0.0;0.0;0.0;0.134453781512605;0.0444444444444444;0.04255319148936165;0.05555555555555558;0.23529411764705888;1.0;0.0;0.18604651162790697;0.0;0.05555555555555558;0.05555555555555558;0.0;0.05555555555555558
GO:0043456;0.0;0.04255319148936165;0.11111111111111116;0.0;0.0;0.19999999999999996;0.12903225806451613;0.0;0.046511627906976716;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.11428571428571432;0.0
GO:0043161;0.4;0.29729729729729726;0.0;0.11428571428571432;0.0;0.0;0.0;0.09090909090909094;0.04761904761904767;0.045454545454545414;0.06060606060606055;0.3928571428571429;0.18604651162790697;0.0;1.0;0.0;0.06060606060606055;0.06060606060606055;0.0;0.06060606060606055
GO:0006888;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.1923076923076923;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0071294;0.07407407407407407;0.06060606060606055;0.0;0.0;0.0;0.0;0.0;0.017094017094017144;0.06896551724137934;0.06451612903225812;0.8333333333333334;0.08333333333333337;0.05555555555555558;0.0;0.06060606060606055;0.0;1.0;0.8333333333333334;0.0;0.375
GO:0071276;0.07407407407407407;0.06060606060606055;0.0;0.0;0.0;0.0;0.0;0.017094017094017144;0.06896551724137934;0.06451612903225812;0.8333333333333334;0.08333333333333337;0.05555555555555558;0.0;0.06060606060606055;0.0;0.8333333333333334;1.0;0.0;0.375
GO:1902093;0.0;0.05555555555555558;0.1875;0.0;0.0;0.0888888888888889;0.19999999999999996;0.0;0.0625;0.0;0.0;0.0;0.0;0.11428571428571432;0.0;0.0;0.0;0.0;1.0;0.0
GO:0036018;0.07407407407407407;0.06060606060606055;0.0;0.0;0.0;0.0;0.0;0.017094017094017144;0.06896551724137934;0.06451612903225812;0.375;0.08333333333333337;0.05555555555555558;0.0;0.06060606060606055;0.0;0.375;0.375;0.0;1.0
