;GO:0016579;GO:0042426;GO:0045926;GO:0006094;GO:0015871;GO:0045947;GO:1900271;GO:0006096;GO:0006882;GO:0043312;GO:0071280;GO:0043687;GO:0006656;GO:0043456;GO:0043161;GO:0006888;GO:0071294;GO:0071276;GO:1902093;GO:0036018
GO:0016579;1.0;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.2599120563717816;0.43852901558847923;0.2830074998557688;0.6000000000000001;0.48300749985576874;0.0;0.6000000000000001;0.0;0.2830074998557688;0.2830074998557688;0.0;0.2830074998557688
GO:0042426;0.43852901558847923;1.0;0.4;0.43852901558847923;0.0;0.2830074998557688;0.48300749985576874;0.5356143810225276;0.3356143810225276;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.6000000000000001;0.3660149997115376;0.6830074998557688;0.0;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3660149997115376
GO:0045926;0.0;0.4;1.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.3081136762725405;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.48300749985576874;0.0
GO:0006094;0.3660149997115376;0.43852901558847923;0.0;1.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0
GO:0015871;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0
GO:0045947;0.0;0.2830074998557688;0.48300749985576874;0.0;0.0;1.0;0.3356143810225276;0.0;0.21862188087829626;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.3660149997115376;0.0
GO:1900271;0.0;0.48300749985576874;0.48300749985576874;0.0;0.0;0.3356143810225276;1.0;0.0;0.3660149997115376;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.4;0.0
GO:0006096;0.43852901558847923;0.5356143810225276;0.0;0.48300749985576874;0.0;0.0;0.0;1.0;0.2830074998557688;0.48300749985576874;0.3081136762725405;0.43852901558847923;0.5356143810225276;0.0;0.6830074998557688;0.0;0.3081136762725405;0.3081136762725405;0.0;0.3081136762725405
GO:0006882;0.2599120563717816;0.3356143810225276;0.3081136762725405;0.0;0.0;0.21862188087829626;0.3660149997115376;0.2830074998557688;1.0;0.4;0.3081136762725405;0.3081136762725405;0.3081136762725405;0.2830074998557688;0.43852901558847923;0.0;0.3081136762725405;0.3081136762725405;0.2599120563717816;0.3081136762725405
GO:0043312;0.43852901558847923;0.48300749985576874;0.0;0.0;0.48300749985576874;0.0;0.0;0.48300749985576874;0.4;1.0;0.43852901558847923;0.43852901558847923;0.48300749985576874;0.0;0.8;0.8;0.43852901558847923;0.43852901558847923;0.0;0.43852901558847923
GO:0071280;0.2830074998557688;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.3081136762725405;0.43852901558847923;1.0;0.3356143810225276;0.3356143810225276;0.0;0.48300749985576874;0.0;0.8;0.8;0.0;0.48300749985576874
GO:0043687;0.6000000000000001;0.43852901558847923;0.0;0.3660149997115376;0.0;0.0;0.0;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.3356143810225276;1.0;0.48300749985576874;0.0;0.6000000000000001;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3356143810225276
GO:0006656;0.48300749985576874;0.6000000000000001;0.0;0.48300749985576874;0.0;0.0;0.0;0.5356143810225276;0.3081136762725405;0.48300749985576874;0.3356143810225276;0.48300749985576874;1.0;0.0;0.6830074998557688;0.0;0.3356143810225276;0.3356143810225276;0.0;0.3356143810225276
GO:0043456;0.0;0.3660149997115376;0.5356143810225276;0.0;0.0;0.6000000000000001;0.43852901558847923;0.0;0.2830074998557688;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.0
GO:0043161;0.6000000000000001;0.6830074998557688;0.0;0.48300749985576874;0.0;0.0;0.0;0.6830074998557688;0.43852901558847923;0.8;0.48300749985576874;0.6000000000000001;0.6830074998557688;0.0;1.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.48300749985576874
GO:0006888;0.0;0.0;0.0;0.0;0.6000000000000001;0.0;0.0;0.0;0.0;0.8;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0071294;0.2830074998557688;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.8;0.3356143810225276;0.3356143810225276;0.0;0.48300749985576874;0.0;1.0;0.8;0.0;0.48300749985576874
GO:0071276;0.2830074998557688;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.8;0.3356143810225276;0.3356143810225276;0.0;0.48300749985576874;0.0;0.8;1.0;0.0;0.48300749985576874
GO:1902093;0.0;0.3356143810225276;0.48300749985576874;0.0;0.0;0.3660149997115376;0.4;0.0;0.2599120563717816;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.0;1.0;0.0
GO:0036018;0.2830074998557688;0.3660149997115376;0.0;0.0;0.0;0.0;0.0;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.48300749985576874;0.3356143810225276;0.3356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.48300749985576874;0.0;1.0
