;GO:0016579;GO:0042426;GO:0045926;GO:0006094;GO:0015871;GO:0045947;GO:1900271;GO:0006096;GO:0006882;GO:0043312;GO:0071280;GO:0043687;GO:0006656;GO:0043456;GO:0043161;GO:0006888;GO:0071294;GO:0071276;GO:1902093;GO:0036018
GO:0016579;1.0;0.19893764288386512;0.0;0.134099716331836;0.0;0.0;0.0;0.235130782316388;0.027212873203384554;0.03691302166068079;0.0268487241559626;0.43776439180273785;0.22999864631469838;0.0;0.6345629853448869;0.0;0.026544401545759818;0.027836544137091707;0.0;0.022849315921731388
GO:0042426;0.19893764288386512;1.0;0.05845853454549355;0.09138063931392368;0.0;0.04842019051828496;0.23033927203713583;0.3358196845739673;0.22741501482127696;0.02477593375833625;0.01979541245547476;0.20388432806286372;0.6375571996066828;0.0444183823966275;0.5156043260670359;0.0;0.019629487714027224;0.020327253806802243;0.04640990047317579;0.017532779044369076
GO:0045926;0.0;0.05845853454549355;1.0;0.0;0.0;0.2251484752755372;0.0784738205196076;0.0;0.06728123471698025;0.0;0.0;0.0;0.0;0.06603672028258639;0.0;0.0;0.0;0.0;0.06992812791236602;0.0
GO:0006094;0.134099716331836;0.09138063931392368;0.0;1.0;0.0;0.0;0.0;0.5999209947666316;0.0;0.0;0.0;0.1381340528495462;0.22604787657443506;0.0;0.13625693045111642;0.0;0.0;0.0;0.0;0.0
GO:0015871;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.2543324092751642;0.0;0.0;0.0;0.0;0.0;0.23575356957082058;0.0;0.0;0.0;0.0
GO:0045947;0.0;0.04842019051828496;0.2251484752755372;0.0;0.0;1.0;0.07175398724971883;0.0;0.05432012056866398;0.0;0.0;0.0;0.0;0.5151334647109181;0.0;0.0;0.0;0.0;0.06532976697579665;0.0
GO:1900271;0.0;0.23033927203713583;0.0784738205196076;0.0;0.0;0.07175398724971883;1.0;0.0;0.2598327915965304;0.0;0.0;0.0;0.0;0.06508381250634568;0.0;0.0;0.0;0.0;0.0683844064831006;0.0
GO:0006096;0.235130782316388;0.3358196845739673;0.0;0.5999209947666316;0.0;0.0;0.0;1.0;0.022988990525325444;0.02954866234228901;0.02272857122711136;0.2420725239671561;0.5626249650625571;0.0;0.46745790075273763;0.0;0.02251010351689581;0.023432501471490664;0.0;0.019795412455474764
GO:0006882;0.027212873203384554;0.22741501482127696;0.06728123471698025;0.0;0.0;0.05432012056866398;0.2598327915965304;0.022988990525325444;1.0;0.028771792331908297;0.022266125884216358;0.02799572334131712;0.02257404436964586;0.04933388209357355;0.027631722885333984;0.0;0.022056416797496654;0.022941277152828832;0.05180281643722896;0.019443700530977902
GO:0043312;0.03691302166068079;0.02477593375833625;0.0;0.0;0.2543324092751642;0.0;0.0;0.02954866234228901;0.028771792331908297;1.0;0.02836503871372244;0.038368364892338525;0.028866643176838593;0.0;0.03768794343479293;0.576931660340113;0.028025588759474557;0.02946988182261592;0.0;0.02393837158402052
GO:0071280;0.0268487241559626;0.01979541245547476;0.0;0.0;0.0;0.0;0.0;0.02272857122711136;0.022266125884216358;0.02836503871372244;1.0;0.02761046982006617;0.02232288989583613;0.0;0.0272563552086754;0.0;0.7009259301858086;0.7287278220458463;0.0;0.32438393647249
GO:0043687;0.43776439180273785;0.20388432806286372;0.0;0.1381340528495462;0.0;0.0;0.0;0.2420725239671561;0.02799572334131712;0.038368364892338525;0.02761046982006617;1.0;0.23663638673598147;0.0;0.36369194740621374;0.0;0.02728873736932618;0.028656228966159426;0.0;0.023398701818713976
GO:0006656;0.22999864631469838;0.6375571996066828;0.0;0.22604787657443506;0.0;0.0;0.0;0.5626249650625571;0.02257404436964586;0.028866643176838593;0.02232288989583613;0.23663638673598147;1.0;0.0;0.2335499001118372;0.0;0.02211211526583563;0.023001540398192657;0.0;0.01948697196488797
GO:0043456;0.0;0.0444183823966275;0.06603672028258639;0.0;0.0;0.5151334647109181;0.06508381250634568;0.0;0.04933388209357355;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.05975409789092549;0.0
GO:0043161;0.6345629853448869;0.5156043260670359;0.0;0.13625693045111642;0.0;0.0;0.0;0.46745790075273763;0.027631722885333984;0.03768794343479293;0.0272563552086754;0.36369194740621374;0.2335499001118372;0.0;1.0;0.0;0.026942775650386174;0.028274967058945343;0.0;0.023143883719681388
GO:0006888;0.0;0.0;0.0;0.0;0.23575356957082058;0.0;0.0;0.0;0.0;0.576931660340113;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
GO:0071294;0.026544401545759818;0.019629487714027224;0.0;0.0;0.0;0.0;0.0;0.02251010351689581;0.022056416797496654;0.028025588759474557;0.7009259301858086;0.02728873736932618;0.02211211526583563;0.0;0.026942775650386174;0.0;1.0;0.7217375039450957;0.0;0.3217382955114106
GO:0071276;0.027836544137091707;0.020327253806802243;0.0;0.0;0.0;0.0;0.0;0.023432501471490664;0.022941277152828832;0.02946988182261592;0.7287278220458463;0.028656228966159426;0.023001540398192657;0.0;0.028274967058945343;0.0;0.7217375039450957;1.0;0.0;0.3328559307991106
GO:1902093;0.0;0.04640990047317579;0.06992812791236602;0.0;0.0;0.06532976697579665;0.0683844064831006;0.0;0.05180281643722896;0.0;0.0;0.0;0.0;0.05975409789092549;0.0;0.0;0.0;0.0;1.0;0.0
GO:0036018;0.022849315921731388;0.017532779044369076;0.0;0.0;0.0;0.0;0.0;0.019795412455474764;0.019443700530977902;0.02393837158402052;0.32438393647249;0.023398701818713976;0.01948697196488797;0.0;0.023143883719681388;0.0;0.3217382955114106;0.3328559307991106;0.0;1.0
