;GO:0006123;GO:0006641;GO:0006784;GO:0008543;GO:0006366;GO:0006006;GO:0009437;GO:0000432;GO:0032869;GO:0050796;GO:0000165;GO:0006635;GO:0001666;GO:0071398;GO:0034622;GO:0036503;GO:0071218;GO:0051918;GO:0032000;GO:0006351;GO:0051260;GO:1902600;GO:0051085;GO:0007166;GO:0006853;GO:0008535;GO:0006357;GO:0030855;GO:0001676;GO:0101030
GO:0006123;1.0;0.10821315522063962;0.08401867986120656;0.02326935612641188;0.13157433644250058;0.09664118637654405;0.0956288371370301;0.01837872977948846;0.02338424971167419;0.0;0.12226757259139956;0.4654607535184221;0.0;0.022517958521720307;0.028785182275884075;0.09405545421640846;0.01900000024168065;0.0;0.0;0.15078083398806175;0.026100199071931694;0.0;0.021501138931747515;0.03207772399586913;0.0;0.021200691870145665;0.0;0.026154148250926747;0.11227984382749537;0.08619931881717756
GO:0006641;0.10821315522063962;1.0;0.09233424620532582;0.026352129467078548;0.1540905461934554;0.1285099161263478;0.10655074578976323;0.020249741408514595;0.026499578748766836;0.0;0.1415472161181478;0.5145863241804616;0.0;0.025392555300297933;0.03365562127901474;0.12461494124467425;0.021006549578978136;0.0;0.0;0.18092006498857716;0.030042203588049102;0.0;0.024106965613491845;0.03824544597032244;0.0;0.023729918810982995;0.0;0.030113701996112175;0.547965197676299;0.09554072110023003
GO:0006784;0.08401867986120656;0.09233424620532582;1.0;0.01983002654283323;0.2819250757796096;0.09000546952565251;0.15461738599474334;0.016164404869870686;0.019913405567360813;0.0;0.18391025618388548;0.0908785351978703;0.0;0.01928171746578758;0.02370022231916722;0.16736462184770962;0.016643039333390182;0.0;0.0;0.3151238424422714;0.021849572953508645;0.0;0.01853129652496056;0.025888035705660402;0.0;0.018307684229438067;0.0;0.021887368178553208;0.0952787905748596;0.14916226630824417
GO:0008543;0.02326935612641188;0.026352129467078548;0.01983002654283323;1.0;0.03305546343668543;0.0;0.022908878776287125;0.06641421610033017;0.02675979751513024;0.09334614262908342;0.26153751239090195;0.025798961128506784;0.0;0.025631388868481774;0.03407647296360132;0.026670480521007286;0.02116973712405622;0.06391359691190639;0.07203765028479697;0.038893067485860244;0.030377087853457923;0.0;0.0243221252937934;0.5422529685538283;0.0;0.02393837158402052;0.12827721097687442;0.03045019108888914;0.027489303276041148;0.020401339940053793
GO:0006366;0.13157433644250058;0.1540905461934554;0.2819250757796096;0.03305546343668543;1.0;0.16258927269421464;0.24050354069106636;0.023987756031928202;0.033287799331006354;0.0;0.2812540613987674;0.15010183721933273;0.0;0.031559471024479355;0.04541881694119961;0.192964604030629;0.02505713758405306;0.0;0.0;0.7529976038822191;0.03907609410483365;0.0;0.029597730552548655;0.05419616042041101;0.0;0.02903138354892002;0.0;0.039197144445261484;0.16241752076938198;0.27025855597762
GO:0006006;0.09664118637654405;0.1285099161263478;0.09000546952565251;0.0;0.16258927269421464;1.0;0.10438629859750724;0.0;0.0;0.0;0.14868657235175897;0.42745071362783116;0.0;0.0;0.0;0.130115213224765;0.0;0.0;0.0;0.19274955696402843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.45644019670759517;0.09874087950870168
GO:0009437;0.0956288371370301;0.10655074578976323;0.15461738599474334;0.022908878776287125;0.24050354069106636;0.10438629859750724;1.0;0.01815312070227472;0.023020231667961345;0.0;0.2158404385046979;0.10461695447026191;0.0;0.022180216899502198;0.02823557136509326;0.19340130756941876;0.018758980498249034;0.0;0.0;0.27486394929250263;0.0256475317157401;0.0;0.021193002019463312;0.031396677105522075;0.0;0.020901046312813445;0.0;0.025699623925739136;0.1104911713781565;0.1585810975471054
GO:0000432;0.01837872977948846;0.020249741408514595;0.016164404869870686;0.06641421610033017;0.023987756031928202;0.0;0.01815312070227472;1.0;0.3451456216078407;0.07029537494338661;0.07331737414662519;0.019921509271399407;0.17947617359680862;0.33389052851464435;0.024520916861165212;0.27382647092773854;0.2870982782005021;0.13935837015105215;0.21422532760869537;0.02691987698256535;0.022545221496724492;0.0;0.01902928665361634;0.08747344433409794;0.0;0.018793571078130664;0.35788055482568376;0.02258546390480828;0.020914579697882626;0.016542012253947143
GO:0032869;0.02338424971167419;0.026499578748766836;0.019913405567360813;0.02675979751513024;0.033287799331006354;0.0;0.023020231667961345;0.3451456216078407;1.0;0.0;0.030530269147611835;0.025940268448521403;0.24251642881277938;0.5608389496148087;0.03432343680978484;0.5846708113081464;0.3886847436064502;0.0;0.0;0.03921511030038382;0.0305731866009018;0.0;0.024447678300937713;0.039110170083519975;0.0;0.024059983999255626;0.0;0.03064723786644791;0.027649791647906496;0.020489603251445852
GO:0050796;0.0;0.0;0.0;0.09334614262908342;0.0;0.0;0.0;0.07029537494338661;0.0;1.0;0.1075832174667201;0.0;0.0;0.0;0.0;0.0;0.0;0.27008050238414333;0.07662659337288799;0.0;0.0;0.0;0.0;0.14108672317048943;0.0;0.0;0.14358972452058943;0.0;0.0;0.0
GO:0000165;0.12226757259139956;0.1415472161181478;0.18391025618388548;0.26153751239090195;0.2812540613987674;0.14868657235175897;0.2158404385046979;0.07331737414662519;0.030530269147611835;0.1075832174667201;1.0;0.13817434994273387;0.0;0.029070146631360254;0.0404356564681636;0.3041557403574165;0.023461990035503484;0.0712496629077856;0.08023142266113778;0.3417894599705496;0.03533015083811516;0.0;0.02739747320377123;0.40736072393144585;0.0;0.026911508183839913;0.15679064451832067;0.03542907576858887;0.1485429240268062;0.2657667512835246
GO:0006635;0.4654607535184221;0.5145863241804616;0.0908785351978703;0.025798961128506784;0.15010183721933273;0.42745071362783116;0.10461695447026191;0.019921509271399407;0.025940268448521403;0.0;0.13817434994273387;1.0;0.0;0.024878546225230565;0.032758560633925224;0.4263781262060569;0.020653538310306335;0.0;0.0;0.17544611483627337;0.029325375929590492;0.0;0.023643210848823974;0.037091221580028276;0.0;0.023280422135229694;0.0;0.029393499173044214;0.7487741048439815;0.09399208230847397
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17947617359680862;0.24251642881277938;0.0;0.0;0.0;1.0;0.2310527632441035;0.0;0.36808211008429265;0.28473644421793365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071398;0.022517958521720307;0.025392555300297933;0.01928171746578758;0.025631388868481774;0.031559471024479355;0.0;0.022180216899502198;0.33389052851464435;0.5608389496148087;0.0;0.029070146631360254;0.024878546225230565;0.2310527632441035;1.0;0.03248885686763946;0.3841077620848833;0.3755465307952233;0.0;0.0;0.03683845452060682;0.029109054543404886;0.0;0.023502396673371468;0.03674583376496779;0.0;0.023143883719681384;0.0;0.029176175308559302;0.026446763371222818;0.01982144355999913
GO:0034622;0.028785182275884075;0.03365562127901474;0.02370022231916722;0.03407647296360132;0.04541881694119961;0.0;0.02823557136509326;0.024520916861165212;0.03432343680978484;0.0;0.0404356564681636;0.032758560633925224;0.0;0.03248885686763946;1.0;0.034176631939301795;0.02563947197817564;0.0;0.0;0.05721922330039597;0.6896866442250451;0.0;0.030413672351877582;0.056996079024834924;0.0;0.6294417033775814;0.0;0.0406410929828188;0.035532931529287305;0.024520916861165212
GO:0036503;0.09405545421640846;0.12461494124467425;0.16736462184770962;0.026670480521007286;0.192964604030629;0.130115213224765;0.19340130756941876;0.27382647092773854;0.5846708113081464;0.0;0.3041557403574165;0.4263781262060569;0.36808211008429265;0.3841077620848833;0.034176631939301795;1.0;0.360968979110957;0.0;0.0;0.2271565742584477;0.03045665509794395;0.0;0.02437310747363431;0.03891967693203206;0.0;0.023987756031928202;0.0;0.030530142259346554;0.13000519474701422;0.11896504536221703
GO:0071218;0.01900000024168065;0.021006549578978136;0.016643039333390182;0.02116973712405622;0.02505713758405306;0.0;0.018758980498249034;0.2870982782005021;0.3886847436064502;0.0;0.023461990035503484;0.020653538310306335;0.28473644421793365;0.3755465307952233;0.02563947197817564;0.360968979110957;1.0;0.0;0.0;0.02827404523039869;0.023487327377323248;0.0;0.019696116006850124;0.02821945243373862;0.0;0.019443700530977902;0.0;0.02353100656421573;0.021722890458909478;0.017043617088630857
GO:0051918;0.0;0.0;0.0;0.06391359691190639;0.0;0.0;0.0;0.13935837015105215;0.0;0.27008050238414333;0.0712496629077856;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.1495282508988402;0.0;0.0;0.0;0.0;0.08675339103327262;0.0;0.0;0.08782307121078552;0.0;0.0;0.0
GO:0032000;0.0;0.0;0.0;0.07203765028479697;0.0;0.0;0.0;0.21422532760869537;0.0;0.07662659337288799;0.08023142266113778;0.0;0.0;0.0;0.0;0.0;0.0;0.1495282508988402;1.0;0.0;0.0;0.0;0.0;0.09749768689427624;0.0;0.0;0.21983789656355857;0.0;0.0;0.0
GO:0006351;0.15078083398806175;0.18092006498857716;0.3151238424422714;0.038893067485860244;0.7529976038822191;0.19274955696402843;0.27486394929250263;0.02691987698256535;0.03921511030038382;0.0;0.3417894599705496;0.17544611483627337;0.0;0.03683845452060682;0.05721922330039597;0.2271565742584477;0.02827404523039869;0.0;0.0;1.0;0.0475049634528783;0.0;0.034193046740910726;0.07188643928337751;0.0;0.03343942560473035;0.0;0.047683987757334644;0.19250822240344617;0.30329335810818114
GO:0051260;0.026100199071931694;0.030042203588049102;0.021849572953508645;0.030377087853457923;0.03907609410483365;0.0;0.0256475317157401;0.022545221496724492;0.0305731866009018;0.0;0.03533015083811516;0.029325375929590492;0.0;0.029109054543404886;0.6896866442250451;0.03045665509794395;0.023487327377323248;0.0;0.0;0.0475049634528783;1.0;0.0;0.027432029807914617;0.047351053238292244;0.0;0.45872760796664597;0.0;0.035486884081389954;0.0315291360966763;0.022545221496724492
GO:1902600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.47363270298839616;0.0;0.0;0.0;0.0;0.0
GO:0051085;0.021501138931747515;0.024106965613491845;0.01853129652496056;0.0243221252937934;0.029597730552548655;0.0;0.021193002019463312;0.01902928665361634;0.024447678300937713;0.0;0.02739747320377123;0.023643210848823974;0.0;0.023502396673371468;0.030413672351877582;0.02437310747363431;0.019696116006850124;0.0;0.0;0.034193046740910726;0.027432029807914617;0.0;1.0;0.03411323633221229;0.0;0.022071096543193832;0.0;0.027491631542286815;0.02505513673988873;0.01902928665361634
GO:0007166;0.03207772399586913;0.03824544597032244;0.025888035705660402;0.5422529685538283;0.05419616042041101;0.0;0.031396677105522075;0.08747344433409794;0.039110170083519975;0.14108672317048943;0.40736072393144585;0.037091221580028276;0.0;0.03674583376496779;0.056996079024834924;0.03891967693203206;0.02821945243373862;0.08675339103327262;0.09749768689427624;0.07188643928337751;0.047351053238292244;0.0;0.03411323633221229;1.0;0.0;0.033363090572169816;0.23977131741047647;0.047528917217009865;0.04068829496102392;0.026870383757769487
GO:0006853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47363270298839616;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0008535;0.021200691870145665;0.023729918810982995;0.018307684229438067;0.02393837158402052;0.02903138354892002;0.0;0.020901046312813445;0.018793571078130664;0.024059983999255626;0.0;0.026911508183839913;0.023280422135229694;0.0;0.023143883719681384;0.6294417033775814;0.023987756031928202;0.019443700530977902;0.0;0.0;0.03343942560473035;0.45872760796664597;0.0;0.022071096543193832;0.033363090572169816;0.0;1.0;0.0;0.02700235032578918;0.024648097165010242;0.018793571078130664
GO:0006357;0.0;0.0;0.0;0.12827721097687442;0.0;0.0;0.0;0.35788055482568376;0.0;0.14358972452058943;0.15679064451832067;0.0;0.0;0.0;0.0;0.0;0.0;0.08782307121078552;0.21983789656355857;0.0;0.0;0.0;0.0;0.23977131741047647;0.0;0.0;1.0;0.0;0.0;0.0
GO:0030855;0.026154148250926747;0.030113701996112175;0.021887368178553208;0.03045019108888914;0.039197144445261484;0.0;0.025699623925739136;0.02258546390480828;0.03064723786644791;0.0;0.03542907576858887;0.029393499173044214;0.0;0.029176175308559302;0.0406410929828188;0.030530142259346554;0.02353100656421573;0.0;0.0;0.047683987757334644;0.035486884081389954;0.0;0.027491631542286815;0.047528917217009865;0.0;0.02700235032578918;0.0;1.0;0.03160789653150271;0.02258546390480828
GO:0001676;0.11227984382749537;0.547965197676299;0.0952787905748596;0.027489303276041148;0.16241752076938198;0.45644019670759517;0.1104911713781565;0.020914579697882626;0.027649791647906496;0.0;0.1485429240268062;0.7487741048439815;0.0;0.026446763371222818;0.035532931529287305;0.13000519474701422;0.021722890458909478;0.0;0.0;0.19250822240344617;0.0315291360966763;0.0;0.02505513673988873;0.04068829496102392;0.0;0.024648097165010242;0.0;0.03160789653150271;1.0;0.09867750829666092
GO:0101030;0.08619931881717756;0.09554072110023003;0.14916226630824417;0.020401339940053793;0.27025855597762;0.09874087950870168;0.1585810975471054;0.016542012253947143;0.020489603251445852;0.0;0.2657667512835246;0.09399208230847397;0.0;0.01982144355999913;0.024520916861165212;0.11896504536221703;0.017043617088630857;0.0;0.0;0.30329335810818114;0.022545221496724492;0.0;0.01902928665361634;0.026870383757769487;0.0;0.018793571078130664;0.0;0.02258546390480828;0.09867750829666092;1.0
