;GO:0006123;GO:0006641;GO:0006784;GO:0008543;GO:0006366;GO:0006006;GO:0009437;GO:0000432;GO:0032869;GO:0050796;GO:0000165;GO:0006635;GO:0001666;GO:0071398;GO:0034622;GO:0036503;GO:0071218;GO:0051918;GO:0032000;GO:0006351;GO:0051260;GO:1902600;GO:0051085;GO:0007166;GO:0006853;GO:0008535;GO:0006357;GO:0030855;GO:0001676;GO:0101030
GO:0006123;1.0;0.4231803261688459;0.25249080789365963;0.24402013436952533;0.2450732782255052;0.24738463492797164;0.43300327227372476;0.08655979894080909;0.17018303964479475;0.0;0.26432077513591246;0.31350888369558033;0.0;0.21132451351495385;0.27711424336738977;0.21256479476704668;0.22488619527808043;0.0;0.0;0.2498825181071287;0.26696419551213535;0.0;0.29952510252260217;0.272124313424753;0.0;0.2578530654471739;0.0;0.3048877130512294;0.3825843966228512;0.2894601419019053
GO:0006641;0.4231803261688459;1.0;0.3088656304814638;0.2430318824835116;0.3541473764381771;0.4650363136370862;0.5288159388205182;0.08643512226090258;0.1697017778266251;0.0;0.3818946132218754;0.47742848903251695;0.0;0.21058294409926157;0.27584046005164814;0.3343038765574836;0.22404658092016502;0.0;0.0;0.36108129612878087;0.2657818156567935;0.0;0.29803751373489246;0.27089588883997207;0.0;0.2567498477179698;0.0;0.3033465177524953;0.6748004496934394;0.4181209942615937
GO:0006784;0.25249080789365963;0.3088656304814638;1.0;0.14200141226281948;0.6053179288889862;0.20039592152038618;0.46505436796535676;0.06898041680385894;0.11337627859519393;0.0;0.30297201665623064;0.2311315722583561;0.0;0.13027245732598478;0.15260696220468345;0.267936424012558;0.13530235121416342;0.0;0.0;0.6137938105824067;0.14947724106679774;0.0;0.15916522739007694;0.1510813176455437;0.0;0.1465773029629911;0.0;0.16066690857646987;0.2905151219353727;0.43279933261959247
GO:0008543;0.24402013436952533;0.2430318824835116;0.14200141226281948;1.0;0.13770581697112794;0.0;0.24897626797502492;0.2098101657636764;0.17667091536029803;0.3488625281118684;0.40560651512121054;0.15240911585435188;0.0;0.22142147753207495;0.29473876310626856;0.15416288077924467;0.2363558498556425;0.2384585224258393;0.2914975536337292;0.14049003381903916;0.2832832543427398;0.0;0.32022201676151035;0.8776436351489864;0.0;0.27304554201890396;0.33476013452290215;0.3263589273196234;0.21861786177622755;0.16352671729957202
GO:0006366;0.2450732782255052;0.3541473764381771;0.6053179288889862;0.13770581697112794;1.0;0.2530106208006201;0.4041899777262004;0.06795074587722766;0.11062116918520672;0.0;0.3761758250933158;0.2669865913593048;0.0;0.12664811067895265;0.1476569458207262;0.3069071663662497;0.1313969204908965;0.0;0.0;0.9862906524359573;0.1447250150805421;0.0;0.15378811186898758;0.14622820555325045;0.0;0.14200485953544545;0.0;0.15518959694826368;0.33368768165546403;0.6109069756441036
GO:0006006;0.24738463492797164;0.4650363136370862;0.20039592152038618;0.0;0.2530106208006201;1.0;0.3661870053985173;0.0;0.0;0.0;0.2746783487723922;0.3305385169302169;0.0;0.0;0.0;0.2850199695700898;0.0;0.0;0.0;0.2583979766408096;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4863646254525197;0.30341227951319727
GO:0009437;0.43300327227372476;0.5288159388205182;0.46505436796535676;0.24897626797502492;0.4041899777262004;0.3661870053985173;1.0;0.08717535748897405;0.17257891041831308;0.0;0.43676843400218435;0.3355813585910127;0.0;0.21503141618966354;0.2835234945529407;0.39038359409522183;0.22908887394113242;0.0;0.0;0.41221089222855467;0.27290749860084207;0.0;0.3070269656593031;0.27830225013252813;0.0;0.2633934076559321;0.0;0.31266409025285624;0.47720740859322885;0.47835110604203535
GO:0000432;0.08655979894080909;0.08643512226090258;0.06898041680385894;0.2098101657636764;0.06795074587722766;0.0;0.08717535748897405;1.0;0.1740318506774136;0.14632354297837774;0.16783774498153642;0.07134717507945654;0.08080294107958624;0.19066266493275985;0.09218697340873284;0.14211747451716672;0.19531869494214812;0.1327000171851165;0.3104708988909368;0.0686218063026513;0.09103554543115593;0.0;0.09454013753369699;0.2179465749582022;0.0;0.08995170011948418;0.5619225360223551;0.09506791801040412;0.08313328541110672;0.07369254737213098
GO:0032869;0.17018303964479475;0.1697017778266251;0.11337627859519393;0.17667091536029803;0.11062116918520672;0.0;0.17257891041831308;0.1740318506774136;1.0;0.0;0.11771147023838875;0.11991427045050278;0.17494765045849858;0.5519949966878211;0.19339222342207835;0.34715271353013727;0.48044782369656186;0.0;0.0;0.11241075011927092;0.18839347717837282;0.0;0.2040467749361086;0.19094865855921275;0.0;0.1838101353799051;0.0;0.20652133365805395;0.15742588859925555;0.12669113054442546
GO:0050796;0.0;0.0;0.0;0.3488625281118684;0.0;0.0;0.0;0.14632354297837774;0.0;1.0;0.22854908036213106;0.0;0.0;0.0;0.0;0.0;0.0;0.2339155878982531;0.23636631627447305;0.0;0.0;0.0;0.0;0.3786163240405452;0.0;0.0;0.2640351682424238;0.0;0.0;0.0
GO:0000165;0.26432077513591246;0.3818946132218754;0.30297201665623064;0.40560651512121054;0.3761758250933158;0.2746783487723922;0.43676843400218435;0.16783774498153642;0.11771147023838875;0.22854908036213106;1.0;0.28245821302358104;0.0;0.13602885745799534;0.160566668880586;0.3979822239583321;0.14152246076704042;0.1619582119951882;0.20244842313565892;0.3816150866252037;0.15710565424712689;0.0;0.16784322083473635;0.4328804772873085;0.0;0.1539053413857328;0.22241089072719156;0.16951397448949468;0.3582105172376219;0.41984726883392376
GO:0006635;0.31350888369558033;0.47742848903251695;0.2311315722583561;0.15240911585435188;0.2669865913593048;0.3305385169302169;0.3355813585910127;0.07134717507945654;0.11991427045050278;0.0;0.28245821302358104;1.0;0.0;0.13897915746799738;0.16469350600180466;0.31138063969925384;0.14471867141608336;0.0;0.0;0.27090854027553796;0.16105431326052919;0.0;0.1723578312752152;0.16291803375413988;0.0;0.15769282785288843;0.0;0.1741201446960391;0.6881534073491534;0.3017979201783103
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08080294107958624;0.17494765045849858;0.0;0.0;0.0;1.0;0.22862833045204317;0.0;0.20562009764135467;0.34034034927385715;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071398;0.21132451351495385;0.21058294409926157;0.13027245732598478;0.22142147753207495;0.12664811067895265;0.0;0.21503141618966354;0.19066266493275985;0.5519949966878211;0.0;0.13602885745799534;0.13897915746799738;0.22862833045204317;1.0;0.24833175561856183;0.3214091146189392;0.593422734017816;0.0;0.0;0.1289993205273532;0.24014955238205823;0.0;0.26617905768746414;0.24431704470438373;0.0;0.2327514373170853;0.0;0.27040567367411833;0.1920038885636963;0.14816472360254176
