;GO:0006123;GO:0006641;GO:0006784;GO:0008543;GO:0006366;GO:0006006;GO:0009437;GO:0000432;GO:0032869;GO:0050796;GO:0000165;GO:0006635;GO:0001666;GO:0071398;GO:0034622;GO:0036503;GO:0071218;GO:0051918;GO:0032000;GO:0006351;GO:0051260;GO:1902600;GO:0051085;GO:0007166;GO:0006853;GO:0008535;GO:0006357;GO:0030855;GO:0001676;GO:0101030
GO:0006123;1.0;0.5356143810225276;0.5356143810225276;0.8;0.8;0.5356143810225276;0.6000000000000001;0.4;0.43852901558847923;0.0;0.8;0.6000000000000001;0.0;0.5356143810225276;0.8;0.8;0.5356143810225276;0.0;0.0;0.8;0.8;0.0;0.6000000000000001;0.8;0.0;0.8;0.0;0.8;0.6000000000000001;0.8
GO:0006641;0.5356143810225276;1.0;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.2830074998557688;0.3081136762725405;0.0;0.48300749985576874;0.48300749985576874;0.0;0.3660149997115376;0.43852901558847923;0.48300749985576874;0.3660149997115376;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.4;0.48300749985576874;0.0;0.43852901558847923;0.0;0.43852901558847923;0.5356143810225276;0.48300749985576874
GO:0006784;0.5356143810225276;0.3660149997115376;1.0;0.48300749985576874;0.5356143810225276;0.4;0.43852901558847923;0.2599120563717816;0.3081136762725405;0.0;0.48300749985576874;0.3660149997115376;0.0;0.3356143810225276;0.48300749985576874;0.5356143810225276;0.3356143810225276;0.0;0.0;0.5356143810225276;0.48300749985576874;0.0;0.3660149997115376;0.48300749985576874;0.0;0.48300749985576874;0.0;0.48300749985576874;0.4;0.5356143810225276
GO:0008543;0.8;0.48300749985576874;0.48300749985576874;1.0;0.8;0.0;0.5356143810225276;0.4;0.43852901558847923;0.43852901558847923;0.8;0.48300749985576874;0.0;0.5356143810225276;0.8;0.8;0.5356143810225276;0.5356143810225276;0.4;0.8;0.8;0.0;0.6000000000000001;0.8;0.0;0.8;0.4;0.8;0.5356143810225276;0.8
GO:0006366;0.8;0.48300749985576874;0.5356143810225276;0.8;1.0;0.5356143810225276;0.6000000000000001;0.3356143810225276;0.43852901558847923;0.0;0.8;0.48300749985576874;0.0;0.48300749985576874;0.8;0.8;0.48300749985576874;0.0;0.0;1.0;0.8;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.8;0.5356143810225276;0.8
GO:0006006;0.5356143810225276;0.3660149997115376;0.4;0.0;0.5356143810225276;1.0;0.43852901558847923;0.0;0.0;0.0;0.48300749985576874;0.3660149997115376;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.5356143810225276
GO:0009437;0.6000000000000001;0.43852901558847923;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.43852901558847923;1.0;0.3081136762725405;0.3356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.0;0.4;0.5356143810225276;0.6830074998557688;0.4;0.0;0.0;0.6000000000000001;0.5356143810225276;0.0;0.43852901558847923;0.5356143810225276;0.0;0.5356143810225276;0.0;0.5356143810225276;0.48300749985576874;0.6000000000000001
GO:0000432;0.4;0.2830074998557688;0.2599120563717816;0.4;0.3356143810225276;0.0;0.3081136762725405;1.0;0.3660149997115376;0.3356143810225276;0.4;0.2830074998557688;0.3660149997115376;0.43852901558847923;0.3356143810225276;0.4;0.4;0.3660149997115376;0.3660149997115376;0.3356143810225276;0.3356143810225276;0.0;0.3356143810225276;0.4;0.0;0.3356143810225276;0.6830074998557688;0.3356143810225276;0.3081136762725405;0.3356143810225276
GO:0032869;0.43852901558847923;0.3081136762725405;0.3081136762725405;0.43852901558847923;0.43852901558847923;0.0;0.3356143810225276;0.3660149997115376;1.0;0.0;0.43852901558847923;0.3081136762725405;0.43852901558847923;0.6000000000000001;0.43852901558847923;0.5356143810225276;0.5356143810225276;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.3660149997115376;0.43852901558847923;0.0;0.43852901558847923;0.0;0.43852901558847923;0.3356143810225276;0.43852901558847923
GO:0050796;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;0.0;0.3356143810225276;0.0;1.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.43852901558847923;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.4;0.0;0.0;0.0
GO:0000165;0.8;0.48300749985576874;0.48300749985576874;0.8;0.8;0.48300749985576874;0.5356143810225276;0.4;0.43852901558847923;0.48300749985576874;1.0;0.48300749985576874;0.0;0.5356143810225276;0.8;0.8;0.5356143810225276;0.5356143810225276;0.43852901558847923;0.8;0.8;0.0;0.6000000000000001;0.8;0.0;0.8;0.4;0.8;0.5356143810225276;0.8
GO:0006635;0.6000000000000001;0.48300749985576874;0.3660149997115376;0.48300749985576874;0.48300749985576874;0.3660149997115376;0.43852901558847923;0.2830074998557688;0.3081136762725405;0.0;0.48300749985576874;1.0;0.0;0.3660149997115376;0.43852901558847923;0.5356143810225276;0.3660149997115376;0.0;0.0;0.48300749985576874;0.43852901558847923;0.0;0.4;0.48300749985576874;0.0;0.43852901558847923;0.0;0.43852901558847923;0.6830074998557688;0.48300749985576874
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3660149997115376;0.43852901558847923;0.0;0.0;0.0;1.0;0.48300749985576874;0.0;0.6000000000000001;0.6000000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071398;0.5356143810225276;0.3660149997115376;0.3356143810225276;0.5356143810225276;0.48300749985576874;0.0;0.4;0.43852901558847923;0.6000000000000001;0.0;0.5356143810225276;0.3660149997115376;0.48300749985576874;1.0;0.48300749985576874;0.5356143810225276;0.6000000000000001;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.43852901558847923;0.5356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.4;0.48300749985576874
GO:0034622;0.8;0.43852901558847923;0.48300749985576874;0.8;0.8;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.0;0.8;0.43852901558847923;0.0;0.48300749985576874;1.0;0.8;0.48300749985576874;0.0;0.0;0.8;0.8;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.8;0.48300749985576874;0.8
GO:0036503;0.8;0.48300749985576874;0.5356143810225276;0.8;0.8;0.5356143810225276;0.6830074998557688;0.4;0.5356143810225276;0.0;0.8;0.5356143810225276;0.6000000000000001;0.5356143810225276;0.8;1.0;0.6000000000000001;0.0;0.0;0.8;0.8;0.0;0.6000000000000001;0.8;0.0;0.8;0.0;0.8;0.5356143810225276;0.8
GO:0071218;0.5356143810225276;0.3660149997115376;0.3356143810225276;0.5356143810225276;0.48300749985576874;0.0;0.4;0.4;0.5356143810225276;0.0;0.5356143810225276;0.3660149997115376;0.6000000000000001;0.6000000000000001;0.48300749985576874;0.6000000000000001;1.0;0.0;0.0;0.48300749985576874;0.48300749985576874;0.0;0.43852901558847923;0.5356143810225276;0.0;0.48300749985576874;0.0;0.48300749985576874;0.4;0.48300749985576874
GO:0051918;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.0;0.3660149997115376;0.0;0.4;0.5356143810225276;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.43852901558847923;0.0;0.0;0.0;0.0;0.5356143810225276;0.0;0.0;0.43852901558847923;0.0;0.0;0.0
GO:0032000;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.3660149997115376;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;1.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.43852901558847923;0.0;0.0;0.0
GO:0006351;0.8;0.48300749985576874;0.5356143810225276;0.8;1.0;0.5356143810225276;0.6000000000000001;0.3356143810225276;0.43852901558847923;0.0;0.8;0.48300749985576874;0.0;0.48300749985576874;0.8;0.8;0.48300749985576874;0.0;0.0;1.0;0.8;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.8;0.5356143810225276;0.8
GO:0051260;0.8;0.43852901558847923;0.48300749985576874;0.8;0.8;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.0;0.8;0.43852901558847923;0.0;0.48300749985576874;0.8;0.8;0.48300749985576874;0.0;0.0;0.8;1.0;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;0.8;0.48300749985576874;0.8
GO:1902600;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.48300749985576874;0.0;0.0;0.0;0.0;0.0
GO:0051085;0.6000000000000001;0.4;0.3660149997115376;0.6000000000000001;0.5356143810225276;0.0;0.43852901558847923;0.3356143810225276;0.3660149997115376;0.0;0.6000000000000001;0.4;0.0;0.43852901558847923;0.5356143810225276;0.6000000000000001;0.43852901558847923;0.0;0.0;0.5356143810225276;0.5356143810225276;0.0;1.0;0.6000000000000001;0.0;0.5356143810225276;0.0;0.5356143810225276;0.43852901558847923;0.5356143810225276
GO:0007166;0.8;0.48300749985576874;0.48300749985576874;0.8;0.8;0.0;0.5356143810225276;0.4;0.43852901558847923;0.5356143810225276;0.8;0.48300749985576874;0.0;0.5356143810225276;0.8;0.8;0.5356143810225276;0.5356143810225276;0.48300749985576874;0.8;0.8;0.0;0.6000000000000001;1.0;0.0;0.8;0.43852901558847923;0.8;0.5356143810225276;0.8
GO:0006853;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.48300749985576874;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
GO:0008535;0.8;0.43852901558847923;0.48300749985576874;0.8;0.8;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.0;0.8;0.43852901558847923;0.0;0.48300749985576874;0.8;0.8;0.48300749985576874;0.0;0.0;0.8;0.8;0.0;0.5356143810225276;0.8;0.0;1.0;0.0;0.8;0.48300749985576874;0.8
GO:0006357;0.0;0.0;0.0;0.4;0.0;0.0;0.0;0.6830074998557688;0.0;0.4;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.43852901558847923;0.43852901558847923;0.0;0.0;0.0;0.0;0.43852901558847923;0.0;0.0;1.0;0.0;0.0;0.0
GO:0030855;0.8;0.43852901558847923;0.48300749985576874;0.8;0.8;0.0;0.5356143810225276;0.3356143810225276;0.43852901558847923;0.0;0.8;0.43852901558847923;0.0;0.48300749985576874;0.8;0.8;0.48300749985576874;0.0;0.0;0.8;0.8;0.0;0.5356143810225276;0.8;0.0;0.8;0.0;1.0;0.48300749985576874;0.8
