;GO:0006123;GO:0006641;GO:0006784;GO:0008543;GO:0006366;GO:0006006;GO:0009437;GO:0000432;GO:0032869;GO:0050796;GO:0000165;GO:0006635;GO:0001666;GO:0071398;GO:0034622;GO:0036503;GO:0071218;GO:0051918;GO:0032000;GO:0006351;GO:0051260;GO:1902600;GO:0051085;GO:0007166;GO:0006853;GO:0008535;GO:0006357;GO:0030855;GO:0001676;GO:0101030
GO:0006123;1.0;0.21052631578947367;0.10526315789473684;0.10526315789473684;0.10810810810810811;0.11111111111111116;0.2222222222222222;0.02985074626865669;0.06060606060606055;0.0;0.12121212121212122;0.1428571428571429;0.0;0.07999999999999996;0.11764705882352944;0.08571428571428574;0.08695652173913049;0.0;0.0;0.11111111111111116;0.11111111111111116;0.0;0.125;0.125;0.0;0.10526315789473684;0.0;0.1333333333333333;0.18181818181818177;0.12903225806451613
GO:0006641;0.21052631578947367;1.0;0.13888888888888884;0.11111111111111116;0.17647058823529416;0.2666666666666667;0.3125;0.030303030303030276;0.0625;0.0;0.19999999999999996;0.25806451612903225;0.0;0.08333333333333337;0.125;0.15625;0.09090909090909094;0.0;0.0;0.18181818181818177;0.11764705882352944;0.0;0.1333333333333333;0.1333333333333333;0.0;0.11111111111111116;0.0;0.1428571428571429;0.47058823529411764;0.2142857142857143
GO:0006784;0.10526315789473684;0.13888888888888884;1.0;0.05405405405405406;0.40476190476190477;0.08571428571428574;0.25;0.02352941176470591;0.039215686274509776;0.0;0.14583333333333337;0.09433962264150941;0.0;0.046511627906976716;0.05714285714285716;0.12;0.04878048780487809;0.0;0.0;0.41463414634146345;0.05555555555555558;0.0;0.05882352941176472;0.05882352941176472;0.0;0.05405405405405406;0.0;0.06060606060606055;0.1282051282051282;0.2325581395348837
GO:0008543;0.10526315789473684;0.11111111111111116;0.05405405405405406;1.0;0.05555555555555558;0.0;0.11764705882352944;0.08196721311475408;0.06666666666666665;0.16000000000000003;0.2142857142857143;0.05714285714285716;0.0;0.09090909090909094;0.1428571428571429;0.06060606060606055;0.09999999999999998;0.09677419354838712;0.125;0.05714285714285716;0.1333333333333333;0.0;0.15384615384615385;0.6666666666666667;0.0;0.125;0.16666666666666663;0.16666666666666663;0.09523809523809523;0.06666666666666665
GO:0006366;0.10810810810810811;0.17647058823529416;0.40476190476190477;0.05555555555555558;1.0;0.12121212121212122;0.21875;0.023809523809523836;0.040000000000000036;0.0;0.19999999999999996;0.11764705882352944;0.0;0.04761904761904767;0.05882352941176472;0.14583333333333337;0.050000000000000044;0.0;0.0;0.9655172413793104;0.05714285714285716;0.0;0.06060606060606055;0.06060606060606055;0.0;0.05555555555555558;0.0;0.0625;0.16216216216216217;0.4054054054054054
GO:0006006;0.11111111111111116;0.2666666666666667;0.08571428571428574;0.0;0.12121212121212122;1.0;0.19999999999999996;0.0;0.0;0.0;0.13793103448275867;0.16129032258064513;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2941176470588235;0.14814814814814814
GO:0009437;0.2222222222222222;0.3125;0.25;0.11764705882352944;0.21875;0.19999999999999996;1.0;0.03076923076923077;0.06451612903225812;0.0;0.25;0.1515151515151515;0.0;0.08695652173913049;0.1333333333333333;0.19999999999999996;0.09523809523809523;0.0;0.0;0.22580645161290325;0.125;0.0;0.1428571428571429;0.1428571428571429;0.0;0.11764705882352944;0.0;0.15384615384615385;0.26315789473684215;0.2692307692307693
GO:0000432;0.02985074626865669;0.030303030303030276;0.02352941176470591;0.08196721311475408;0.023809523809523836;0.0;0.03076923076923077;1.0;0.08108108108108103;0.0547945205479452;0.06493506493506496;0.02409638554216864;0.032786885245901676;0.09090909090909094;0.032258064516129004;0.0641025641025641;0.09375;0.05128205128205132;0.15068493150684936;0.02409638554216864;0.031746031746031744;0.0;0.032786885245901676;0.08620689655172409;0.0;0.03125;0.33333333333333337;0.033333333333333326;0.02898550724637683;0.02564102564102566
GO:0032869;0.06060606060606055;0.0625;0.039215686274509776;0.06666666666666665;0.040000000000000036;0.0;0.06451612903225812;0.08108108108108103;1.0;0.0;0.04347826086956519;0.04081632653061229;0.07407407407407407;0.3571428571428571;0.0714285714285714;0.19512195121951215;0.2857142857142857;0.0;0.0;0.04081632653061229;0.06896551724137934;0.0;0.07407407407407407;0.07407407407407407;0.0;0.06666666666666665;0.0;0.07692307692307687;0.05714285714285716;0.045454545454545414
GO:0050796;0.0;0.0;0.0;0.16000000000000003;0.0;0.0;0.0;0.0547945205479452;0.0;1.0;0.09756097560975607;0.0;0.0;0.0;0.0;0.0;0.0;0.09756097560975607;0.09302325581395354;0.0;0.0;0.0;0.0;0.18181818181818177;0.0;0.0;0.11428571428571432;0.0;0.0;0.0
GO:0000165;0.12121212121212122;0.19999999999999996;0.14583333333333337;0.2142857142857143;0.19999999999999996;0.13793103448275867;0.25;0.06493506493506496;0.04347826086956519;0.09756097560975607;1.0;0.12765957446808507;0.0;0.052631578947368474;0.06666666666666665;0.2142857142857143;0.05555555555555558;0.06382978723404253;0.08333333333333337;0.20454545454545459;0.06451612903225812;0.0;0.06896551724137934;0.24;0.0;0.0625;0.09999999999999998;0.0714285714285714;0.18181818181818177;0.23076923076923073
GO:0006635;0.1428571428571429;0.25806451612903225;0.09433962264150941;0.05714285714285716;0.11764705882352944;0.16129032258064513;0.1515151515151515;0.02409638554216864;0.04081632653061229;0.0;0.12765957446808507;1.0;0.0;0.04878048780487809;0.06060606060606055;0.14893617021276595;0.05128205128205132;0.0;0.0;0.12;0.05882352941176472;0.0;0.0625;0.0625;0.0;0.05714285714285716;0.0;0.06451612903225812;0.5;0.1333333333333333
GO:0001666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.032786885245901676;0.07407407407407407;0.0;0.0;0.0;1.0;0.10526315789473684;0.0;0.10344827586206895;0.1875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0071398;0.07999999999999996;0.08333333333333337;0.046511627906976716;0.09090909090909094;0.04761904761904767;0.0;0.08695652173913049;0.09090909090909094;0.3571428571428571;0.0;0.052631578947368474;0.04878048780487809;0.10526315789473684;1.0;0.09999999999999998;0.17142857142857137;0.4;0.0;0.0;0.04878048780487809;0.09523809523809523;0.0;0.10526315789473684;0.10526315789473684;0.0;0.09090909090909094;0.0;0.11111111111111116;0.07407407407407407;0.05555555555555558
GO:0034622;0.11764705882352944;0.125;0.05714285714285716;0.1428571428571429;0.05882352941176472;0.0;0.1333333333333333;0.032258064516129004;0.0714285714285714;0.0;0.06666666666666665;0.06060606060606055;0.0;0.09999999999999998;1.0;0.06451612903225812;0.11111111111111116;0.0;0.0;0.06060606060606055;0.875;0.0;0.18181818181818177;0.18181818181818177;0.0;0.7777777777777778;0.0;0.19999999999999996;0.10526315789473684;0.0714285714285714
GO:0036503;0.08571428571428574;0.15625;0.12;0.06060606060606055;0.14583333333333337;0.1333333333333333;0.19999999999999996;0.0641025641025641;0.19512195121951215;0.0;0.2142857142857143;0.14893617021276595;0.10344827586206895;0.17142857142857137;0.06451612903225812;1.0;0.25806451612903225;0.0;0.0;0.14893617021276595;0.0625;0.0;0.06666666666666665;0.06666666666666665;0.0;0.06060606060606055;0.0;0.06896551724137934;0.1428571428571429;0.16666666666666663
GO:0071218;0.08695652173913049;0.09090909090909094;0.04878048780487809;0.09999999999999998;0.050000000000000044;0.0;0.09523809523809523;0.09375;0.2857142857142857;0.0;0.05555555555555558;0.05128205128205132;0.1875;0.4;0.11111111111111116;0.25806451612903225;1.0;0.0;0.0;0.05128205128205132;0.10526315789473684;0.0;0.11764705882352944;0.11764705882352944;0.0;0.09999999999999998;0.0;0.125;0.07999999999999996;0.05882352941176472
GO:0051918;0.0;0.0;0.0;0.09677419354838712;0.0;0.0;0.0;0.05128205128205132;0.0;0.09756097560975607;0.06382978723404253;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.08333333333333337;0.0;0.0;0.0;0.0;0.1071428571428571;0.0;0.0;0.07317073170731703;0.0;0.0;0.0
GO:0032000;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.15068493150684936;0.0;0.09302325581395354;0.08333333333333337;0.0;0.0;0.0;0.0;0.0;0.0;0.08333333333333337;1.0;0.0;0.0;0.0;0.0;0.13793103448275867;0.0;0.0;0.17948717948717952;0.0;0.0;0.0
