;GO:0016525;GO:0090611;GO:1990090;GO:0015031;GO:0006366;GO:1902038;GO:0006886;GO:0006644;GO:0044878;GO:0006957;GO:1990048;GO:1990049;GO:0001701;GO:0045618;GO:0014032;GO:1901673;GO:0043552;GO:0045930;GO:0046620;GO:0008354;GO:0072010;GO:0048010;GO:0007219;GO:0010824;GO:0001756;GO:0050880;GO:0010628;GO:0071364;GO:1990778;GO:0015914;GO:0010469;GO:0030212;GO:0048490;GO:0051897;GO:0018406;GO:0007270;GO:0007274;GO:1902257;GO:1904798;GO:0048017;GO:0045944;GO:0002576;GO:0000122;GO:0010718;GO:0047497;GO:0034765;GO:0016197;GO:0010951;GO:0032466;GO:1990869;GO:0016236;GO:0030203;GO:1901491;GO:1902188;GO:0038084;GO:1904647;GO:0006396;GO:0035050;GO:0001541;GO:0001657;GO:0070098;GO:0070374;GO:0035725;GO:0030199;GO:0036258;GO:0007080
GO:0016525;1.0;0.0;0.0;0.0;0.0;0.3857480775802752;0.0;0.0;0.34550079306210985;0.240511531005056;0.0;0.0;0.0;0.4222077989307045;0.0;0.25452279955392026;0.27135246453883716;0.44967346670347164;0.49017558011133516;0.0;0.0;0.3308305280682939;0.3432334121235214;0.30787157535550663;0.0;0.3736979693978392;0.40236315654074545;0.0;0.0;0.0;0.3894167240266139;0.0;0.0;0.25452279955392026;0.0;0.0;0.0;0.4974890939429367;0.22276952126641641;0.31400086308337694;0.35396816189306474;0.0;0.41086270226570626;0.47528621376719116;0.0;0.40612082854339604;0.0;0.35690692406447666;0.4169919899935765;0.0;0.0;0.0;0.6852381442652571;0.30415614016750064;0.3432334121235214;0.0;0.0;0.0;0.0;0.0;0.35464513512225143;0.2573411959899729;0.0;0.0;0.0;0.0
GO:0090611;0.0;1.0;0.0;0.0;0.5600735830959697;0.0;0.0;0.5084620815631811;0.0;0.420585197412256;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38584753570489994;0.0;0.0;0.49568016639584844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3693500167473827;0.5036748410751186;0.0;0.0;0.0;0.0;0.5879521884083925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:1990090;0.0;0.0;1.0;0.0;0.39951238862520916;0.0;0.0;0.3577434399660607;0.30050947687859925;0.35530344722860746;0.30050947687859925;0.30050947687859925;0.0;0.0;0.3271838647793925;0.0;0.0;0.0;0.0;0.3173391418635162;0.0;0.3440135297643094;0.35641641381953687;0.0;0.0;0.0;0.0;0.7388837608895505;0.0;0.0;0.0;0.23807762724693576;0.30050947687859925;0.0;0.30050947687859925;0.19861195333334608;0.21544161831826303;0.0;0.0;0.3271838647793925;0.0;0.22541450789500678;0.0;0.0;0.34775631971058624;0.0;0.0;0.0;0.0;0.5013498550482695;0.2991243218681697;0.0;0.0;0.0;0.35641641381953687;0.44571305317054594;0.42739099393763197;0.0;0.0;0.0;0.3678281368182669;0.0;0.0;0.24090324668827506;0.30050947687859925;0.30050947687859925
GO:0015031;0.0;0.0;0.0;1.0;0.0;0.0;0.8794997557722131;0.0;0.0;0.0;0.5357661801160922;0.5357661801160922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6879691322055477;0.6131728551679176;0.0;0.0;0.5357661801160922;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4666723321995027;0.0;0.0;0.5830130229480792;0.0;0.6085027820419469;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.47603178326490075;0.0;0.0;0.5329684371442116
GO:0006366;0.0;0.5600735830959697;0.39951238862520916;0.0;1.0;0.0;0.0;0.6074649933097909;0.48458024718554527;0.4581760595507166;0.48458024718554527;0.48458024718554527;0.0;0.0;0.5112546350863385;0.0;0.0;0.0;0.0;0.5014099121704623;0.0;0.5280843000712554;0.5404871841264829;0.0;0.0;0.0;0.0;0.3826827236402922;0.0;0.0;0.0;0.4848504474515098;0.48458024718554527;0.0;0.5756939638668426;0.323076493449968;0.339906158434885;0.0;0.0;0.5112546350863385;0.0;0.323076493449968;0.0;0.0;0.5318270900175323;0.0;0.0;0.0;0.0;0.34039143028536323;0.47401738269366006;0.6026777528217284;0.0;0.0;0.5404871841264829;0.0;0.7589511533823281;0.0;0.0;0.0;0.551898907125213;0.0;0.0;0.3826827236402922;0.48458024718554527;0.48458024718554527
GO:1902038;0.3857480775802752;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.23923188436375753;0.3984027768798099;0.0;0.0;0.0;0.5049006830816913;0.0;0.23923188436375753;0.31607040069435555;0.3607194948405145;0.4429287372793482;0.0;0.0;0.28273593724946766;0.31245375814009035;0.2925806601653439;0.0;0.30913618973045703;0.4293399065086368;0.0;0.0;0.0;0.3586370700431829;0.0;0.0;0.31655567254483385;0.0;0.0;0.0;0.3581312911138006;0.1637558359534413;0.2832212090999459;0.3972086278041791;0.0;0.3078974618538849;0.568121536557425;0.0;0.34338524691814076;0.0;0.26795295220151955;0.3280380181306194;0.0;0.0;0.0;0.3385012347482882;0.3334480096655092;0.29513882130469515;0.0;0.0;0.0;0.0;0.0;0.3065505443034252;0.31607040069435555;0.0;0.0;0.0;0.0
GO:0006886;0.0;0.0;0.0;0.8794997557722131;0.0;0.0;1.0;0.0;0.0;0.0;0.6794814703845511;0.6794814703845511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7021700871516772;0.6696651034689762;0.0;0.0;0.6794814703845511;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4676996678824813;0.0;0.0;0.7267283132165381;0.0;0.7522180723104055;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4747439994177621;0.0;0.0;0.6621243683310243
GO:0006644;0.0;0.5084620815631811;0.3577434399660607;0.0;0.6074649933097909;0.0;0.0;1.0;0.4273225597331285;0.406564558017928;0.4005200051714679;0.4005200051714679;0.0;0.0;0.4539969476339217;0.0;0.0;0.0;0.0;0.41734967015638486;0.0;0.47082661261883857;0.48322949667406606;0.0;0.0;0.0;0.0;0.3409137749811437;0.0;0.0;0.0;0.4376467399563178;0.4005200051714679;0.0;0.5084620815631811;0.3114137676390112;0.32824343262392813;0.0;0.0;0.4539969476339217;0.0;0.3582287118165389;0.0;0.0;0.4477668480034549;0.0;0.0;0.0;0.0;0.3409137749811437;0.49185466422483576;0.5155539525857445;0.0;0.0;0.48322949667406606;0.0;0.6353435986222138;0.0;0.0;0.0;0.4946412196727961;0.0;0.0;0.37785876818205133;0.4273225597331285;0.4273225597331285
GO:0044878;0.34550079306210985;0.0;0.30050947687859925;0.0;0.48458024718554527;0.23923188436375753;0.0;0.4273225597331285;1.0;0.28237092570552574;0.3855773354389354;0.3855773354389354;0.0;0.293006542549582;0.4122517233397286;0.48079074862201554;0.2560615493486744;0.734323572623061;0.3585009579644807;0.4024070004238523;0.0;0.4442396909850449;0.4566425750402724;0.4601034781850659;0.0;0.47063994346603427;0.37243125054415366;0.28367981189368235;0.0;0.0;0.42773091795977247;0.28769296280505896;0.3855773354389354;0.23923188436375753;0.3855773354389354;0.22407358170335817;0.24090324668827506;0.3358415446371646;0.2178139717893584;0.42741002600012795;0.33719977645849797;0.28367981189368235;0.3815733974752486;0.3234237203966521;0.4328241782709224;0.37618892254680425;0.0;0.35711762661615154;0.5748059446713596;0.2610185749042658;0.3687034416352375;0.0;0.29825395023012286;0.27653935370102606;0.4566425750402724;0.0;0.5124588524979681;0.0;0.0;0.0;0.46805429803900245;0.24057281055540614;0.0;0.31048236645534294;0.3855773354389354;0.5905507761910059
GO:0006957;0.240511531005056;0.420585197412256;0.35530344722860746;0.0;0.4581760595507166;0.3984027768798099;0.0;0.406564558017928;0.28237092570552574;1.0;0.0;0.0;0.0;0.3138179532999968;0.0;0.18047340216027258;0.2810142776713333;0.2974373618144308;0.29889472777415654;0.0;0.0;0.3258749785912359;0.33827786264646337;0.23382217796185895;0.0;0.3687424199207812;0.4120249696732416;0.33847378224369057;0.0;0.0;0.41917708522876246;0.32624130551457575;0.0;0.367972541167917;0.420585197412256;0.0;0.0;0.20727595672193327;0.17552267843442942;0.3090453136063189;0.3636299750255609;0.0;0.26687214451154434;0.3442351311470669;0.0;0.3293739783692765;0.0;0.23869447734016713;0.2647558851045357;0.30152878904278296;0.30974378655705853;0.4214073738953779;0.19326468817306902;0.3138179532999968;0.33827786264646337;0.33567339086309506;0.4860546648631394;0.0;0.0;0.0;0.3496895856451934;0.3674872693174387;0.0;0.0;0.0;0.0
GO:1990048;0.0;0.0;0.30050947687859925;0.5357661801160922;0.48458024718554527;0.0;0.6794814703845511;0.4005200051714679;0.3855773354389354;0.0;1.0;0.7851474704628364;0.0;0.0;0.4122517233397286;0.0;0.0;0.0;0.0;0.5642582546728735;0.0;0.42908138832464554;0.44148427237987303;0.0;0.0;0.0;0.0;0.28367981189368235;0.5417663921443334;0.5365955143766077;0.0;0.26806290643954656;0.7514881404930025;0.0;0.3855773354389354;0.22407358170335817;0.24090324668827506;0.0;0.0;0.4122517233397286;0.0;0.33649976053548797;0.0;0.0;0.7275294376201861;0.0;0.6406482213289246;0.0;0.0;0.24138851853875337;0.3419008870735769;0.0;0.0;0.0;0.44148427237987303;0.0;0.5124588524979681;0.0;0.0;0.0;0.4528959953786031;0.0;0.34585921160088595;0.28367981189368235;0.3855773354389354;0.6098007606666702
