;GO:0008584;GO:0051491;GO:0045963;GO:0046777;GO:0043542;GO:0002286;GO:0051092;GO:0045766;GO:0043547;GO:0060964;GO:0000187;GO:0030307;GO:0002315;GO:0045892;GO:0000183;GO:0045893;GO:0010737;GO:0016055;GO:0010976;GO:0032200;GO:0035556;GO:0007264;GO:0034142;GO:0043312;GO:0045652;GO:0045333;GO:0046500;GO:0043113;GO:0000226;GO:0006336;GO:0000422;GO:0043315;GO:0002523;GO:0031509;GO:0031508;GO:0035987;GO:2000363;GO:0031100;GO:0018105;GO:0031623;GO:0071803;GO:0071404;GO:0072659;GO:1905150;GO:0051017;GO:0018107;GO:0008360;GO:0035264;GO:0045429;GO:0090314;GO:0070507;GO:1903980;GO:0008284;GO:0045742;GO:0090230;GO:0045787;GO:0006744;GO:0045745;GO:0000079;GO:1900825;GO:0050730;GO:0007229;GO:0050770;GO:0019221;GO:0001649;GO:0032147;GO:0033157;GO:1902340;GO:0007286;GO:0006351;GO:0007088;GO:0022617;GO:0008295;GO:0044267;GO:0006597;GO:0006355;GO:0006557;GO:1901216;GO:0001782;GO:0006357;GO:0001774;GO:0045123;GO:0048477;GO:0042692;GO:0030593;GO:0070895;GO:0032930;GO:0035722
GO:0008584;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.188834106632216;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35226497094890796;0.0;0.5914085973929616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3499024956934564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.35226497094890796;0.0;0.0;0.0;0.5537500264030804;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4874394249883224;0.35226497094890796;0.0;0.0;0.0;0.0
GO:0051491;0.0;1.0;0.264007648332008;0.0;0.0;0.0;0.27401450556525253;0.3019497750729555;0.20171383199840467;0.33074592470242425;0.18730261981677793;0.5244670188604709;0.0;0.1883155162105452;0.161422574546188;0.2667741558165658;0.3646327778734422;0.3523508597288959;0.506411585855725;0.0;0.3778216635275667;0.3646327778734422;0.26226269983470885;0.0;0.32024844810502706;0.0;0.0;0.0;0.0;0.0;0.0;0.23984336994464897;0.0;0.0;0.0;0.0;0.20164453791427905;0.0;0.0;0.0;0.5875855290359834;0.0;0.0;0.21076256544467398;0.0;0.0;0.4070664783501991;0.0;0.31836486334139663;0.22928352127035237;0.42236888205042883;0.3974313505376808;0.5087453898142948;0.37660805078755255;0.47655284077172544;0.5087393438467864;0.0;0.39693336501790544;0.22847198550017195;0.30096734569295625;0.27798826460777987;0.36463343850936897;0.40716743409491307;0.36463343850936897;0.0;0.2396130758099683;0.24865306226461983;0.3614438982260832;0.0;0.0;0.3952849495741439;0.0;0.0;0.0;0.0;0.26380559676217713;0.0;0.4753512464205545;0.2081696833695807;0.25741247292905395;0.0;0.0;0.0;0.0;0.0;0.23961590278428904;0.4087611143481344;0.3523617348786108
GO:0045963;0.0;0.264007648332008;1.0;0.0;0.0;0.0;0.39908907067872207;0.23494069987412397;0.19540961270343132;0.3847574385898734;0.2372476449907594;0.32040805311379267;0.0;0.5084360065470116;0.436919353017373;0.3361176443726588;0.3524752972253302;0.34098582273880834;0.2108508906211164;0.0;0.364784519857625;0.3524752972253302;0.21417841722169306;0.0;0.3108323191393059;0.0;0.0;0.0;0.0;0.0;0.0;0.16959212298800685;0.0;0.0;0.0;0.0;0.19534458157200854;0.0;0.0;0.0;0.2641366184224874;0.0;0.0;0.20563978615274595;0.0;0.0;0.32981735288587327;0.0;0.355702120578416;0.17960087753870538;0.3418149315581371;0.2780906377757116;0.3533757148809508;0.2638838619921801;0.33082728418224155;0.3533716557140707;0.0;0.27775134233870724;0.3992070649703826;0.2926361646927119;0.483509618976815;0.3524759145421645;0.25112070486806276;0.3524759145421645;0.0;0.3024449600568585;0.24155380808048363;0.40894469953700924;0.0;0.0;0.32056106244078597;0.0;0.0;0.0;0.0;0.4594420547454073;0.0;0.3309061229404028;0.201462182701464;0.44857250067042465;0.0;0.0;0.0;0.0;0.0;0.6438729098544845;0.3977634707695188;0.34099600763920757
GO:0046777;0.0;0.0;0.0;1.0;0.1949236853918295;0.1779177261817983;0.0;0.0;0.0;0.0;0.0;0.0;0.14097591868373133;0.0;0.09245957459489539;0.0;0.20087649133404425;0.19455954305184828;0.0;0.20827099697086038;0.20762752212419153;0.20087649133404425;0.12382993155425437;0.1343252696068739;0.0;0.34094643760891885;0.38460902492808563;0.0;0.2012109829129266;0.15992290007121818;0.26909034515218444;0.0;0.19422169295353248;0.1782297998294688;0.17320607966284374;0.2156785945065727;0.0;0.0;0.9120599211446692;0.4266057387632062;0.0;0.17743687746132608;0.0;0.0;0.19504484114589582;0.9120598563492976;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.28764020215915703;0.0;0.0;0.0;0.0;0.20087683033386028;0.0;0.20087683033386028;0.2156785945065727;0.0;0.0;0.0;0.18269450209181273;0.40298009713966454;0.0;0.2014348616538995;0.36540681803286906;0.7708608627212391;0.35752667772226215;0.0;0.2778765480036345;0.0;0.0;0.0;0.19480371920728823;0.19422169295353248;0.1674010618884994;0.2156785945065727;0.15491817876197347;0.0;0.0;0.194565149389771
GO:0043542;0.0;0.0;0.0;0.1949236853918295;1.0;0.261507945665817;0.0;0.0;0.0;0.0;0.0;0.0;0.18879286937609632;0.0;0.1108778032795949;0.0;0.31430889818985713;0.2991132910456596;0.0;0.332796774141923;0.33115682388696693;0.31430889818985713;0.15926122865812217;0.177053329794318;0.0;0.3153301010133818;0.28590352543126674;0.0;0.31512858674225547;0.22439570270666176;0.22232748918175543;0.0;0.7038307818530155;0.2621827012400072;0.2514540611455057;0.35212149281199606;0.0;0.0;0.18352764518658887;0.22150003619416167;0.0;0.2604704442482324;0.0;0.0;0.30026186103222396;0.1835276278491809;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18930488156497766;0.0;0.0;0.0;0.0;0.3143097281457268;0.0;0.3143097281457268;0.35212149281199606;0.0;0.0;0.0;0.2719594602233462;0.15187727212153665;0.0;0.31567807543581405;0.1784130063865939;0.2604913251557707;0.173367060551106;0.0;0.10906527996982149;0.0;0.0;0.0;0.2996908051555773;0.7038307818530155;0.23940180672268035;0.35212149281199606;0.5064700120432974;0.0;0.0;0.2991265421582433
GO:0002286;0.0;0.0;0.0;0.1779177261817983;0.261507945665817;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6339810277256213;0.0;0.10516020876763602;0.0;0.27233515654224255;0.26085295565280553;0.0;0.286106711822633;0.28489380090956823;0.27233515654224255;0.201578438992464;0.492319219919002;0.0;0.2731014898099614;0.2507493705603841;0.0;0.2729503216746174;0.20215187100451917;0.20047183416910858;0.0;0.35512023382625085;0.23231519581386983;0.22385225918889493;0.3002740200379248;0.0;0.0;0.1683747456297982;0.1997988224113972;0.0;0.23096983323784553;0.0;0.0;0.26172605628637957;0.1683747310371171;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1732247683568577;0.0;0.0;0.0;0.0;0.2723357796295632;0.0;0.2723357796295632;0.3002740200379248;0.0;0.0;0.0;0.23995885117109805;0.14135022443867806;0.0;0.273362465722581;0.16405988937535548;0.2309862519484168;0.15978343680423548;0.0;0.10352842164530868;0.0;0.26050187626128435;0.0;0.5307410786183464;0.35512023382625085;0.21425018831182;0.3002740200379248;0.2650249439032261;0.0;0.0;0.260863033551403
GO:0051092;0.0;0.27401450556525253;0.39908907067872207;0.0;0.0;0.0;1.0;0.2501964469164423;0.2770360546457338;0.429041683329348;0.31943485782846814;0.32323987937648196;0.0;0.6485367904838433;0.5651425674260541;0.6927104211455966;0.29175482183892565;0.2838384811972105;0.22495121465586723;0.0;0.30013791802303214;0.29175482183892565;0.22810271553953568;0.0;0.26263084363568723;0.0;0.0;0.0;0.0;0.0;0.0;0.18493993645195408;0.0;0.0;0.0;0.0;0.2769589045772669;0.0;0.0;0.0;0.27413030401029037;0.0;0.0;0.22514853924537165;0.0;0.0;0.2760571460677434;0.0;0.43018251122305146;0.19815860359820353;0.2844127358150733;0.286569718166663;0.3507573136507094;0.27390334710596786;0.2767643197721758;0.3507539801075542;0.0;0.28626933965502527;0.43275309171146775;0.24952155153932312;0.46276557494443205;0.2917552447866604;0.2186936744778315;0.2917552447866604;0.0;0.3992344603158781;0.2050164698940934;0.25042542908657817;0.0;0.0;0.26954267395587167;0.0;0.0;0.0;0.0;0.8687236756764867;0.0;0.3320996573404249;0.1677274917957672;0.8508267791723823;0.0;0.0;0.0;0.0;0.0;0.44692955548305574;0.3891643708766556;0.2838455382686787
GO:0045766;0.0;0.3019497750729555;0.23494069987412397;0.0;0.0;0.0;0.2501964469164423;1.0;0.23187300583554277;0.30290372023381223;0.1418832455847711;0.3780632309364352;0.0;0.16237038197227321;0.13766150096607166;0.20683211298978035;0.33895061853055286;0.3257614590613761;0.4629422632097992;0.0;0.3532744784699892;0.33895061853055286;0.23849019296973964;0.0;0.5076883705925378;0.0;0.0;0.0;0.0;0.0;0.0;0.18448345518751988;0.0;0.0;0.0;0.0;0.23178144644832627;0.0;0.0;0.0;0.30211849092888765;0.0;0.0;0.23429370638994257;0.0;0.0;0.4680032679636831;0.0;0.25065432173123986;0.2512534103552849;0.3267074538776566;0.3205138579750937;0.42482882318429854;0.30178786276570696;0.31424273515764234;0.4248229565306901;0.0;0.3200632300719073;0.20029909313101105;0.27209580098932173;0.24885745848827187;0.33895133182623394;0.4528866351256343;0.33895133182623394;0.0;0.1842938669233561;0.282076367975824;0.27344058878746247;0.0;0.0;0.3027354491811555;0.0;0.0;0.0;0.0;0.23474078074642252;0.0;0.39276601485213697;0.24044468148269257;0.2284327716814446;0.0;0.0;0.0;0.0;0.0;0.2110514178936692;0.33080360513014523;0.3257730744003175
GO:0043547;0.0;0.20171383199840467;0.19540961270343132;0.0;0.0;0.0;0.2770360546457338;0.23187300583554277;1.0;0.26142547859412374;0.20948050426538115;0.2610840816647455;0.0;0.13001138827063272;0.10884411992507757;0.13275545243699197;0.2984988536792672;0.28476009586900347;0.15215862432622418;0.0;0.31365361198620384;0.2984988536792672;0.15509874917393904;0.0;0.2504538882822527;0.0;0.0;0.0;0.0;0.0;0.0;0.1173303110070243;0.0;0.0;0.0;0.0;0.6431413160808302;0.0;0.0;0.0;0.20184114705879336;0.0;0.0;0.26359850425381737;0.0;0.0;0.27176592716767256;0.0;0.16384171072518994;0.16427461248220765;0.28573873582701165;0.21583393616031504;0.2995919083294895;0.20159166830538613;0.27292670353425585;0.299586975319271;0.0;0.21548849838911247;0.27713734700049336;0.23089441445813513;0.20853456816694946;0.2984996022398005;0.18917273225887457;0.2984996022398005;0.0;0.2768086758875458;0.2406724393979203;0.23220570805520402;0.0;0.0;0.261255888606513;0.0;0.0;0.0;0.0;0.19522248934727013;0.0;0.2730174355536965;0.28434176635423736;0.1893386716321776;0.0;0.0;0.0;0.0;0.0;0.17332867159264068;0.22375853924820702;0.2847721057376926
GO:0060964;0.0;0.33074592470242425;0.3847574385898734;0.0;0.0;0.0;0.429041683329348;0.30290372023381223;0.26142547859412374;1.0;0.2065705291904579;0.4243185485901142;0.0;0.34287233913918025;0.287972465898546;0.3499636307005168;0.4824443221676442;0.46117525919027497;0.25135809728858577;0.0;0.5058055875680234;0.4824443221676442;0.25610133748926195;0.0;0.40768594500758004;0.0;0.0;0.0;0.0;0.0;0.0;0.19484821052546913;0.0;0.0;0.0;0.0;0.26130909910107036;0.0;0.0;0.0;0.33094836577282566;0.0;0.0;0.2558946578825125;0.0;0.0;0.4409791411760582;0.0;0.32413586973920455;0.21678396161069724;0.46269315954172346;0.35315102816443295;0.4841327803371162;0.330551667452741;0.44278643750515334;0.4841251614657851;0.0;0.3526040333172387;0.37666099162536953;0.3769442171393146;0.4769682561983027;0.48244547866709053;0.3107666464278911;0.48244547866709053;0.0;0.2717822718864295;0.31398650958027363;0.37901079500915896;0.0;0.0;0.42458693613487597;0.0;0.0;0.0;0.0;0.5098135699458313;0.0;0.44292767850458936;0.27237290873259284;0.49488510043065925;0.0;0.0;0.0;0.0;0.0;0.39854468573447777;0.4387101839630065;0.4611938895274313
