;GO:0014068;GO:0021955;GO:0022408;GO:0015031;GO:0007097;GO:0051491;GO:0097490;GO:0090050;GO:0045766;GO:0007413;GO:0010812;GO:0045893;GO:0001701;GO:0050714;GO:0034504;GO:0070208;GO:0021828;GO:0036486;GO:2000251;GO:1903375;GO:1902287;GO:0051260;GO:0048008;GO:1900024;GO:0007265;GO:0042542;GO:1900026;GO:0007266;GO:0000226;GO:0046621;GO:0048012;GO:0002521;GO:0051896;GO:0048010;GO:0051893;GO:0051894;GO:0032956;GO:0051496;GO:0071364;GO:0048013;GO:0051017;GO:0051897;GO:0071526;GO:0060385;GO:0008284;GO:1902336;GO:0043123;GO:0150020;GO:0038096;GO:0060301;GO:0001890;GO:0045667;GO:0043524;GO:0000165;GO:0007229;GO:2000811;GO:0019221;GO:0000281;GO:0001649;GO:0034446;GO:0038007;GO:0050731;GO:2001224;GO:0044344;GO:0038083;GO:0048666;GO:0071260;GO:1902618;GO:0097475;GO:0071300;GO:0035767;GO:0031960;GO:2001237;GO:0050900;GO:0030199;GO:0001938;GO:0035924;GO:0071306;GO:0106089;GO:0007172;GO:0007173;GO:0007179;GO:0002042;GO:0043542;GO:0006887;GO:0043547;GO:0010977;GO:0055003;GO:0010976;GO:0010613;GO:0032489;GO:0051964;GO:0060396;GO:0010594;GO:0150018;GO:0007186;GO:0090263;GO:0043552;GO:0048843;GO:0038063;GO:0048842;GO:0006930;GO:0043434;GO:0048846;GO:0071560;GO:0001755;GO:0051056;GO:0045860;GO:0010507;GO:0032355;GO:0055015;GO:0030334;GO:0030336;GO:0030335;GO:0061551;GO:0008360;GO:2000060;GO:0060982;GO:1901166;GO:0051591;GO:1902378;GO:1903225;GO:0060627;GO:0001570;GO:1904835;GO:0010718;GO:0071230;GO:0050771;GO:0001569;GO:0045112;GO:0043297;GO:0071356;GO:0014911;GO:0032464;GO:0060193;GO:0031532;GO:0050776;GO:0061549;GO:1902946;GO:0070372;GO:0035729;GO:0045087;GO:0070374;GO:0071345;GO:0030950
GO:0014068;1.0;0.0;0.2727272727272727;0.0;0.0;0.3;0.0;0.25;0.3;0.0;0.2727272727272727;0.2727272727272727;0.0;0.4;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.3;0.0;0.0;0.2;0.0;0.0;0.625;0.0;0.2727272727272727;0.36363636363636365;0.3;0.3;0.0;0.0;0.0;0.75;0.0;0.0;0.4444444444444444;0.36363636363636365;0.75;0.0;0.0;0.375;0.0;0.3;0.25;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.36363636363636365;0.0;0.0;0.2727272727272727;0.5;0.0;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.0;0.36363636363636365;0.3;0.45454545454545453;0.125;0.0;0.2;0.0;0.3;0.5555555555555556;0.2727272727272727;0.125;0.0;0.125;0.0;0.0;0.0;0.0;0.0;0.625;0.2857142857142857;0.25;0.0;0.0;0.2727272727272727;0.25;0.3;0.0;0.1111111111111111;0.3076923076923077;0.0;0.0;0.0;0.0;0.2727272727272727;0.3333333333333333;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.2727272727272727;0.08333333333333333;0.0;0.375;0.0;0.0;0.5555555555555556;0.0;0.0;0.6666666666666666;0.0;0.0
GO:0021955;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.4;0.0;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.16666666666666666;0.2
GO:0022408;0.2727272727272727;0.0;1.0;0.0;0.0;0.2222222222222222;0.0;0.18181818181818182;0.2222222222222222;0.0;0.6666666666666666;0.2727272727272727;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.375;0.0;0.0;0.375;0.0;0.0;0.3;0.0;0.375;0.3333333333333333;0.375;0.2727272727272727;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.375;0.0;0.2727272727272727;0.0;0.0;0.2857142857142857;0.0;0.375;0.4444444444444444;0.0;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4;0.0;0.0;0.3;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.4444444444444444;0.0;0.0;0.2222222222222222;0.23076923076923078;0.16666666666666666;0.0;0.25;0.0;0.375;0.2727272727272727;0.2;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.3;0.09090909090909091;0.4444444444444444;0.0;0.0;0.3333333333333333;0.4444444444444444;0.3;0.0;0.14285714285714285;0.25;0.0;0.0;0.0;0.0;0.5;0.42857142857142855;0.0;0.0;0.3333333333333333;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.2727272727272727;0.2727272727272727;0.1;0.0;0.2857142857142857;0.0;0.0;0.2727272727272727;0.0;0.0;0.25;0.0;0.0
GO:0015031;0.0;0.0;0.0;1.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0
GO:0007097;0.0;0.0;0.0;0.2;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0
GO:0051491;0.3;0.0;0.2222222222222222;0.0;0.0;1.0;0.0;0.2727272727272727;0.3333333333333333;0.0;0.2222222222222222;0.3;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.5;0.0;0.0;0.2222222222222222;0.0;0.0;0.2;0.0;0.3333333333333333;0.5;0.3;0.5;0.0;0.0;0.0;0.3;0.0;0.0;0.375;0.5;0.3;0.0;0.0;0.42857142857142855;0.0;0.3;0.25;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.3;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.5454545454545454;0.0;0.6666666666666666;0.3333333333333333;0.15384615384615385;0.375;0.0;0.2222222222222222;0.0;0.0;0.3;0.3;0.14285714285714285;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.2;0.23076923076923078;0.25;0.0;0.0;0.2222222222222222;0.2;0.3333333333333333;0.0;0.4;0.25;0.0;0.0;0.0;0.0;0.2727272727272727;0.3333333333333333;0.0;0.0;0.375;0.0;0.5;0.0;0.0;0.0;0.0;0.3;0.4444444444444444;0.09090909090909091;0.0;0.25;0.0;0.0;0.18181818181818182;0.0;0.0;0.2727272727272727;0.0;0.0
GO:0097490;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.2;0.0;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.16666666666666666;0.2
GO:0090050;0.25;0.0;0.18181818181818182;0.0;0.0;0.2727272727272727;0.0;1.0;0.75;0.0;0.18181818181818182;0.25;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.23076923076923078;0.0;0.0;0.0;0.0;0.36363636363636365;0.0;0.0;0.3333333333333333;0.0;0.0;0.3;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.25;0.18181818181818182;0.2727272727272727;0.0;0.0;0.0;0.25;0.0;0.0;0.3;0.38461538461538464;0.25;0.0;0.0;0.3333333333333333;0.0;0.3;0.15384615384615385;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.21428571428571427;0.5454545454545454;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.25;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.3333333333333333;0.4;0.13333333333333333;0.2727272727272727;0.0;0.625;0.0;0.0;0.25;0.25;0.1111111111111111;0.0;0.36363636363636365;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.2;0.15384615384615385;0.0;0.0;0.5;0.45454545454545453;0.6;0.0;0.4;0.21428571428571427;0.0;0.0;0.0;0.0;0.36363636363636365;0.2;0.0;0.0;0.4444444444444444;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.5454545454545454;0.25;0.07692307692307693;0.0;0.2;0.0;0.0;0.15384615384615385;0.0;0.0;0.23076923076923078;0.0;0.0
GO:0045766;0.3;0.0;0.2222222222222222;0.0;0.0;0.3333333333333333;0.0;0.75;1.0;0.0;0.2222222222222222;0.3;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.4;0.0;0.0;0.375;0.0;0.0;0.2;0.0;0.2;0.3;0.2222222222222222;0.3333333333333333;0.0;0.0;0.0;0.3;0.0;0.0;0.375;0.0;0.3;0.0;0.0;0.42857142857142855;0.0;0.375;0.18181818181818182;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.25;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.18181818181818182;0.0;0.0;0.3;0.0;0.0;0.5555555555555556;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.4;0.5;0.15384615384615385;0.14285714285714285;0.0;0.375;0.0;0.0;0.3;0.3;0.14285714285714285;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.0;0.2;0.23076923076923078;0.18181818181818182;0.0;0.0;0.2222222222222222;0.2;0.3333333333333333;0.0;0.5;0.25;0.0;0.0;0.0;0.0;0.4444444444444444;0.25;0.0;0.0;0.5714285714285714;0.0;0.4;0.0;0.0;0.0;0.0;0.3;0.3;0.09090909090909091;0.0;0.25;0.0;0.0;0.18181818181818182;0.0;0.0;0.2727272727272727;0.0;0.0
GO:0007413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.4;0.0;0.14285714285714285;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.14285714285714285;0.0;0.0;0.16666666666666666;0.2
