;GO:0007050;GO:0045926;GO:0018108;GO:0036499;GO:0003091;GO:0043981;GO:0006366;GO:0045721;GO:0046777;GO:0043983;GO:0043982;GO:0032526;GO:0045892;GO:0071377;GO:0045893;GO:0045055;GO:0010259;GO:1905064;GO:0033173;GO:0006171;GO:0016558;GO:0007223;GO:0007189;GO:0042149;GO:0045931;GO:0071361;GO:0043161;GO:0031427;GO:0001954;GO:0043484;GO:2000649;GO:0016561;GO:0031069;GO:0032870;GO:0030178;GO:0032354;GO:0007193;GO:0006182;GO:0043966;GO:0006260;GO:0008285;GO:0006420;GO:0006541;GO:0043200;GO:0038095;GO:0045944;GO:0009615;GO:0061436;GO:0006978;GO:0070981;GO:0032543;GO:0006351;GO:0002070;GO:0000209;GO:0007517;GO:0030513;GO:0045684;GO:0043066;GO:0043065
GO:0007050;1.0;0.42857142857142855;0.125;0.0;0.0;0.0;0.0;0.4444444444444444;0.125;0.0;0.0;0.0;0.4;0.0;0.0;0.2;0.0;0.4;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.5;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.16666666666666666;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.4444444444444444;0.3
GO:0045926;0.42857142857142855;1.0;0.0;0.0;0.125;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.375;0.0;0.2222222222222222;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.0;0.0;0.25;0.25;0.1111111111111111;0.0;0.0;0.0;0.42857142857142855;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.2857142857142857;0.375;0.2222222222222222
GO:0018108;0.125;0.0;1.0;0.125;0.0;0.45454545454545453;0.3333333333333333;0.0;0.75;0.45454545454545453;0.45454545454545453;0.0;0.0;0.07692307692307693;0.0;0.1;0.0;0.0;0.125;0.3333333333333333;0.0;0.125;0.125;0.09090909090909091;0.0;0.09090909090909091;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.125;0.3333333333333333;0.5;0.3333333333333333;0.0;0.3333333333333333;0.25;0.0;0.125;0.0;0.0;0.0;0.125;0.16666666666666666;0.4444444444444444;0.3333333333333333;0.125;0.45454545454545453;0.0;0.0;0.0;0.0;0.0
GO:0036499;0.0;0.0;0.125;1.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.2;0.0;0.25;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.3333333333333333;0.3333333333333333;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.3333333333333333;0.0;0.16666666666666666;0.0;0.0;0.0;0.16666666666666666;0.375;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.3;0.3
GO:0003091;0.0;0.125;0.0;0.0;1.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.09090909090909091;0.0;0.16666666666666666;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.1;0.1;0.1;0.0;0.2;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.08333333333333333;0.0;0.5714285714285714;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.1111111111111111;0.09090909090909091;0.09090909090909091
GO:0043981;0.0;0.0;0.45454545454545453;0.0;0.0;1.0;0.0;0.0;0.45454545454545453;0.3333333333333333;0.3333333333333333;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.0
GO:0006366;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;1.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.0;0.5714285714285714;0.0;0.6;0.14285714285714285;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.6;0.5;0.0;0.2727272727272727;0.0;0.0;0.0;0.0;0.0
GO:0045721;0.4444444444444444;0.42857142857142855;0.0;0.0;0.1;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.5;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.2;0.3333333333333333;0.09090909090909091;0.0;0.0;0.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;0.45454545454545453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4166666666666667;0.2222222222222222;0.4;0.2727272727272727
GO:0046777;0.125;0.0;0.75;0.125;0.0;0.45454545454545453;0.3333333333333333;0.0;1.0;0.45454545454545453;0.45454545454545453;0.0;0.0;0.07692307692307693;0.0;0.1;0.0;0.0;0.125;0.3333333333333333;0.0;0.125;0.125;0.09090909090909091;0.0;0.09090909090909091;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.125;0.3333333333333333;0.5;0.3333333333333333;0.0;0.3333333333333333;0.25;0.0;0.125;0.0;0.0;0.0;0.125;0.16666666666666666;0.4444444444444444;0.3333333333333333;0.125;0.45454545454545453;0.0;0.0;0.0;0.0;0.0
GO:0043983;0.0;0.0;0.45454545454545453;0.0;0.0;0.3333333333333333;0.0;0.0;0.45454545454545453;1.0;0.3333333333333333;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.0
GO:0043982;0.0;0.0;0.45454545454545453;0.0;0.0;0.3333333333333333;0.0;0.0;0.45454545454545453;0.3333333333333333;1.0;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.16666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.0;0.0;0.38461538461538464;0.0;0.0;0.0;0.0;0.0
GO:0032526;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.125;0.0;0.42857142857142855;0.0;0.6;0.0;0.0;0.0;0.0;0.0;0.42857142857142855;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.0;0.0;0.0;0.0;0.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0045892;0.4;0.375;0.0;0.0;0.09090909090909091;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;1.0;0.0;0.75;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.2727272727272727;0.0;0.0;0.0;0.18181818181818182;0.625;0.08333333333333333;0.0;0.0;0.0;0.3;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6;0.2;0.36363636363636365;0.25
GO:0071377;0.0;0.0;0.07692307692307693;0.25;0.0;0.0;0.0;0.0;0.07692307692307693;0.0;0.0;0.375;0.0;1.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2;0.0;0.4444444444444444;0.0;0.375;0.0;0.0;0.0;0.0;0.0;0.6666666666666666;0.0;0.375;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.375;0.0;0.0;0.0;0.0;0.25;0.07692307692307693;0.0;0.0;0.0;0.06666666666666667;0.0;0.0;0.0;0.0;0.0
