;GO:0010360;GO:0090314;GO:0042738;GO:0022408;GO:0006887;GO:0023014;GO:0000187;GO:0050871;GO:1902808;GO:0006958;GO:0095500;GO:0035459;GO:0019369;GO:0051601;GO:0050853;GO:0051568;GO:0042742;GO:0009306;GO:0000055;GO:0006888;GO:0002029;GO:0045087;GO:0033148;GO:0031146;GO:0018105
GO:0010360;1.0;0.11363636363636365;0.0;0.1333333333333333;0.0;0.06666666666666665;0.051948051948051965;0.08108108108108103;0.08571428571428574;0.06382978723404253;0.10344827586206895;0.0;0.0;0.0;0.06976744186046513;0.0;0.0;0.0;0.0;0.0;0.10256410256410253;0.0;0.07692307692307687;0.0;0.0
GO:0090314;0.11363636363636365;1.0;0.0;0.09999999999999998;0.0;0.06818181818181823;0.052631578947368474;0.11428571428571432;0.12121212121212122;0.0888888888888889;0.1071428571428571;0.0;0.0;0.0;0.09756097560975607;0.0;0.0;0.0;0.0;0.0;0.07692307692307687;0.0;0.10810810810810811;0.0;0.0
GO:0042738;0.0;0.0;1.0;0.0;0.1428571428571429;0.14814814814814814;0.0;0.0;0.0;0.06451612903225812;0.15384615384615385;0.11764705882352944;0.18181818181818177;0.0;0.07407407407407407;0.12121212121212122;0.0;0.09090909090909094;0.0;0.0;0.0;0.0;0.0;0.2222222222222222;0.16000000000000003
GO:0022408;0.1333333333333333;0.09999999999999998;0.0;1.0;0.0;0.1428571428571429;0.06557377049180324;0.19999999999999996;0.2222222222222222;0.09677419354838712;0.33333333333333337;0.0;0.0;0.0;0.15384615384615385;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.18181818181818177;0.0;0.0
GO:0006887;0.0;0.0;0.1428571428571429;0.0;1.0;0.06896551724137934;0.0;0.0;0.0;0.0;0.15384615384615385;0.3571428571428571;0.08333333333333337;0.1333333333333333;0.07407407407407407;0.05714285714285716;0.0;0.4117647058823529;0.11111111111111116;0.41666666666666663;0.0;0.0;0.0;0.06451612903225812;0.07407407407407407
GO:0023014;0.06666666666666665;0.06818181818181823;0.14814814814814814;0.1428571428571429;0.06896551724137934;1.0;0.053333333333333344;0.11764705882352944;0.125;0.26315789473684215;0.25;0.0625;0.17142857142857137;0.0;0.1578947368421053;0.4054054054054054;0.0;0.05405405405405406;0.0;0.0;0.10810810810810811;0.0;0.11111111111111116;0.29729729729729726;0.76
GO:0000187;0.051948051948051965;0.052631578947368474;0.0;0.06557377049180324;0.0;0.053333333333333344;1.0;0.09230769230769231;0.09523809523809523;0.07999999999999996;0.06779661016949157;0.0;0.0;0.0;0.09999999999999998;0.0;0.0;0.0;0.0;0.0;0.12121212121212122;0.0;0.23728813559322037;0.0;0.0
GO:0050871;0.08108108108108103;0.11428571428571432;0.0;0.19999999999999996;0.0;0.11764705882352944;0.09230769230769231;1.0;0.2727272727272727;0.17647058823529416;0.2222222222222222;0.0;0.0;0.0;0.24137931034482762;0.0;0.0;0.0;0.0;0.0;0.13793103448275867;0.0;0.23076923076923073;0.0;0.0
GO:1902808;0.08571428571428574;0.12121212121212122;0.0;0.2222222222222222;0.0;0.125;0.09523809523809523;0.2727272727272727;1.0;0.11764705882352944;0.25;0.0;0.0;0.0;0.1724137931034483;0.0;0.0;0.0;0.0;0.0;0.14814814814814814;0.0;0.25;0.0;0.0
GO:0006958;0.06382978723404253;0.0888888888888889;0.06451612903225812;0.09677419354838712;0.0;0.26315789473684215;0.07999999999999996;0.17647058823529416;0.11764705882352944;1.0;0.10344827586206895;0.0;0.10256410256410253;0.0;0.3529411764705882;0.17391304347826086;0.05882352941176472;0.0;0.0;0.0;0.10256410256410253;0.14814814814814814;0.16666666666666663;0.19047619047619047;0.21052631578947367
GO:0095500;0.10344827586206895;0.1071428571428571;0.15384615384615385;0.33333333333333337;0.15384615384615385;0.25;0.06779661016949157;0.2222222222222222;0.25;0.10344827586206895;1.0;0.125;0.08695652173913049;0.0;0.2727272727272727;0.05882352941176472;0.0;0.09523809523809523;0.0;0.0;0.19047619047619047;0.0;0.19999999999999996;0.06666666666666665;0.07692307692307687
GO:0035459;0.0;0.0;0.11764705882352944;0.0;0.3571428571428571;0.0625;0.0;0.0;0.0;0.0;0.125;1.0;0.07407407407407407;0.11111111111111116;0.06666666666666665;0.11111111111111116;0.0;0.2272727272727273;0.10256410256410253;0.25;0.0;0.0;0.0;0.05882352941176472;0.06666666666666665
GO:0019369;0.0;0.0;0.18181818181818177;0.0;0.08333333333333337;0.17142857142857137;0.0;0.0;0.0;0.10256410256410253;0.08695652173913049;0.07407407407407407;1.0;0.0;0.05405405405405406;0.14634146341463417;0.0;0.0625;0.0;0.0;0.0;0.0;0.0;0.16216216216216217;0.18181818181818177
GO:0051601;0.0;0.0;0.0;0.0;0.1333333333333333;0.0;0.0;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;1.0;0.0;0.0;0.0;0.19047619047619047;0.17142857142857137;0.19999999999999996;0.0;0.0;0.0;0.0;0.0
GO:0050853;0.06976744186046513;0.09756097560975607;0.07407407407407407;0.15384615384615385;0.07407407407407407;0.1578947368421053;0.09999999999999998;0.24137931034482762;0.1724137931034483;0.3529411764705882;0.2727272727272727;0.06666666666666665;0.05405405405405406;0.0;1.0;0.04166666666666663;0.0;0.05714285714285716;0.0;0.0;0.1470588235294118;0.07999999999999996;0.22580645161290325;0.045454545454545414;0.050000000000000044
GO:0051568;0.0;0.0;0.12121212121212122;0.0;0.05714285714285716;0.4054054054054054;0.0;0.0;0.0;0.17391304347826086;0.05882352941176472;0.11111111111111116;0.14634146341463417;0.0;0.04166666666666663;1.0;0.0;0.046511627906976716;0.0;0.0;0.0;0.0;0.0;0.2558139534883721;0.47058823529411764
GO:0042742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05882352941176472;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.3076923076923077;0.0;0.0;0.0
GO:0009306;0.0;0.0;0.09090909090909094;0.0;0.4117647058823529;0.05405405405405406;0.0;0.0;0.0;0.0;0.09523809523809523;0.2272727272727273;0.0625;0.19047619047619047;0.05714285714285716;0.046511627906976716;0.0;1.0;0.33333333333333337;0.19047619047619047;0.0;0.0;0.0;0.05128205128205132;0.05714285714285716
GO:0000055;0.0;0.0;0.0;0.0;0.11111111111111116;0.0;0.0;0.0;0.0;0.0;0.0;0.10256410256410253;0.0;0.17142857142857137;0.0;0.0;0.0;0.33333333333333337;1.0;0.20588235294117652;0.0;0.0;0.0;0.0;0.0
GO:0006888;0.0;0.0;0.0;0.0;0.41666666666666663;0.0;0.0;0.0;0.0;0.0;0.0;0.25;0.0;0.19999999999999996;0.0;0.0;0.0;0.19047619047619047;0.20588235294117652;1.0;0.0;0.0;0.0;0.0;0.0
GO:0002029;0.10256410256410253;0.07692307692307687;0.0;0.2857142857142857;0.0;0.10810810810810811;0.12121212121212122;0.13793103448275867;0.14814814814814814;0.10256410256410253;0.19047619047619047;0.0;0.0;0.0;0.1470588235294118;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.2962962962962963;0.0;0.0
GO:0045087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14814814814814814;0.0;0.0;0.0;0.0;0.07999999999999996;0.0;0.3076923076923077;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0
GO:0033148;0.07692307692307687;0.10810810810810811;0.0;0.18181818181818177;0.0;0.11111111111111116;0.23728813559322037;0.23076923076923073;0.25;0.16666666666666663;0.19999999999999996;0.0;0.0;0.0;0.22580645161290325;0.0;0.0;0.0;0.0;0.0;0.2962962962962963;0.0;1.0;0.0;0.0
GO:0031146;0.0;0.0;0.2222222222222222;0.0;0.06451612903225812;0.29729729729729726;0.0;0.0;0.0;0.19047619047619047;0.06666666666666665;0.05882352941176472;0.16216216216216217;0.0;0.045454545454545414;0.2558139534883721;0.0;0.05128205128205132;0.0;0.0;0.0;0.0;0.0;1.0;0.3142857142857143
GO:0018105;0.0;0.0;0.16000000000000003;0.0;0.07407407407407407;0.76;0.0;0.0;0.0;0.21052631578947367;0.07692307692307687;0.06666666666666665;0.18181818181818177;0.0;0.050000000000000044;0.47058823529411764;0.0;0.05714285714285716;0.0;0.0;0.0;0.0;0.0;0.3142857142857143;1.0
