;GO:0035562;GO:0040036;GO:0043507;GO:2000042;GO:0000737;GO:1902231;GO:0007173;GO:0050718;GO:0038194;GO:1905229;GO:0006366;GO:0045762;GO:0006682;GO:1900016;GO:1902236;GO:0008625;GO:0051091;GO:0002244;GO:0006367;GO:0043547;GO:0009755;GO:0045892;GO:0071773;GO:0030509;GO:0050713;GO:0072429;GO:0035115;GO:0051402;GO:0035556;GO:1904588;GO:0007186;GO:0030182;GO:0090026;GO:0008631;GO:0007265;GO:0007189;GO:0002175;GO:0008635;GO:0030217;GO:0051496;GO:0002408;GO:0031146;GO:0071803;GO:0016567;GO:0043405;GO:0035023;GO:1905246;GO:0008284;GO:0002062;GO:0048812;GO:0002063;GO:1901522;GO:0045669;GO:0000165;GO:0048863;GO:0030968;GO:0010955;GO:0032508;GO:0001649;GO:0010951;GO:0031297;GO:1904591;GO:0000724;GO:0048701;GO:0007166;GO:0048469;GO:0006990;GO:0043410;GO:0002076;GO:0042487;GO:0045879;GO:0048478;GO:0071222;GO:0030913;GO:0006829;GO:0001934;GO:0006508;GO:0043065;GO:0071347;GO:0032332;GO:0030036;GO:0019933
GO:0035562;1.0;0.04956250985873214;9.056040257074133E-4;0.0028522275705903564;0.0;0.004057614828762144;0.10396553211844985;0.003371285069018663;0.10747907271348822;0.0;0.0;7.115777658671484E-4;0.0;0.01483357934160175;0.004053274178835815;0.0642058232576707;0.01607420616731041;0.0;0.0;0.09051760183338417;0.10747907271348822;0.002129505723165616;0.0;0.011917507312416479;0.0033696418173960866;0.0;0.0;0.0;0.10747907271348822;0.0;0.10747907271348822;0.0;0.003918397192822813;0.06361689574238968;0.10747907271348822;0.05920932866701401;0.0;0.00608032257560688;0.0;0.009223573315931596;0.0;0.0;0.010991503998442011;0.0;0.013839143311352383;0.06905999494200762;0.013546991497487632;0.07749362995684445;0.0;0.0;0.0;0.0022939564932321853;0.019823538086248378;0.01454866207651827;0.0;0.06193825521078645;0.004761468079657703;0.0;0.0;0.013528223536483449;0.0;0.027536917074423517;0.0;0.0;0.10747907271348822;0.0;0.0022897322849572375;0.0033102305199409275;0.0;0.07047736715758296;0.017900910303543724;0.002965972525042549;0.0;0.0;0.0;0.00507801251132084;0.0;0.04161658636127304;0.0;0.014658828947501975;0.0;0.10747907271348822
GO:0040036;0.04956250985873214;1.0;0.007622268229057242;0.006744468760093944;0.0;0.04529447324410528;0.11719709986005043;0.00797184876263618;0.11719709986005043;0.0;0.0;0.0012686955956173161;0.0;0.03507595729786056;0.04524601929757578;0.11719709986005043;0.028659235217474235;0.0;0.0;0.04956250985873214;0.11719709986005043;0.00503549750813152;0.0;0.02818051988402438;0.007967963077164334;0.0;0.0;0.0;0.11719709986005043;0.0;0.11719709986005043;0.0;0.009265567631815326;0.11719709986005043;0.11719709986005043;0.11719709986005043;0.0;0.010840808751527521;0.0;0.02181035718438865;0.0;0.0;0.025990862758751034;0.0;0.11648099984658426;0.5532579782571182;0.015936601270788844;0.11719709986005043;0.0;0.0;0.0;0.005424363071568242;0.046875373730982314;0.0344022327979711;0.0;0.11719709986005043;0.011259120080936946;0.0;0.0;0.01591452275163979;0.0;0.03652109815543081;0.0;0.0;0.11719709986005043;0.0;0.005414374373246874;0.03695154765663791;0.0;0.06573275005652233;0.19982485696808833;0.007013433726224727;0.0;0.0;0.0;0.012007631192934867;0.0;0.09840791439978333;0.0;0.034662736913213595;0.0;0.11719709986005043
GO:0043507;9.056040257074133E-4;0.007622268229057242;1.0;0.005308042761396041;0.0;0.03842232433643658;0.0016146314484519917;0.004836851611473929;0.0016146314484519917;0.0;0.0;0.023248540607032304;0.0;0.0023626683527589887;0.008486661305311791;0.0016146314484519917;0.004618342490090567;0.0;0.0;0.003715867132796009;0.0016146314484519917;0.004618342490090567;0.0;0.004618342490090567;0.0016146314484519917;0.0;0.0;0.0;0.0016146314484519917;0.0;0.0016146314484519917;0.0;0.004836851611473929;0.0016146314484519917;0.0016146314484519917;0.0016146314484519917;0.0;0.05850092648032946;0.0;0.004836851611473929;0.0;0.0;0.004836851611473929;0.0;0.06543786745560598;0.008486661305311791;0.014348727561142078;0.004836851611473929;0.0;0.0;0.0;0.01621944012032309;0.004836851611473929;0.0016146314484519917;0.0;0.0016146314484519917;0.014348727561142078;0.0;0.0;0.014348727561142078;0.0;0.0016146314484519917;0.0;0.0;0.0016146314484519917;0.0;0.01621944012032309;0.20627737435749843;0.0;9.056040257074133E-4;0.007622268229057242;0.004618342490090567;0.0;0.0;0.0;0.13446710866686343;0.0;0.004836851611473929;0.0;0.004836851611473929;0.0;0.0016146314484519917
GO:2000042;0.0028522275705903564;0.006744468760093944;0.005308042761396041;1.0;0.0;0.024931929872791598;0.006744468760093944;0.006744468760093944;0.006744468760093944;0.0;0.0;0.008626170360123515;0.0;0.019943964418168616;0.022172198253540238;0.006744468760093944;0.045857285793439624;0.0;0.0;0.0028522275705903564;0.006744468760093944;0.11654904173411182;0.0;0.045857285793439624;0.020273172509760167;0.0;0.0;0.0;0.006744468760093944;0.0;0.006744468760093944;0.0;0.006744468760093944;0.006744468760093944;0.006744468760093944;0.006744468760093944;0.0;0.019291254779964385;0.0;0.006744468760093944;0.0;0.0;0.006744468760093944;0.0;0.019291254779964385;0.006744468760093944;0.06806232627034876;0.006744468760093944;0.0;0.0;0.0;0.03688156569010783;0.006744468760093944;0.006744468760093944;0.0;0.006744468760093944;0.06806232627034876;0.0;0.0;0.06806232627034876;0.0;0.0037827939411527994;0.0;0.0;0.006744468760093944;0.0;0.036813650097357556;0.019291254779964385;0.0;0.0037827939411527994;0.020273172509760167;0.25607450088135725;0.0;0.0;0.0;0.019291254779964385;0.0;0.006744468760093944;0.0;0.006744468760093944;0.0;0.006744468760093944
GO:0000737;0.0;0.0;0.0;0.0;1.0;0.0;0.004936539817947097;0.0;0.004936539817947097;0.004936539817947097;0.16294839434031874;0.0;0.013412277084790763;0.0;0.0;0.004936539817947097;0.0;0.004936539817947097;0.16294839434031874;0.0;0.004936539817947097;0.0;0.004936539817947097;0.004936539817947097;0.0;0.004936539817947097;0.0;0.004936539817947097;0.004936539817947097;0.004936539817947097;0.004936539817947097;0.004936539817947097;0.0;0.004936539817947097;0.004936539817947097;0.004936539817947097;0.0;0.0;0.004936539817947097;0.0;0.004936539817947097;0.14708390483918032;0.0;0.04463249853213468;0.0;0.0;0.0;0.0;0.004936539817947097;0.004936539817947097;0.004936539817947097;0.0;0.0;0.04463249853213468;0.004936539817947097;0.004936539817947097;0.0;0.004936539817947097;0.004936539817947097;0.0;0.21295176577900904;0.0;0.21295176577900904;0.0;0.004936539817947097;0.004936539817947097;0.0;0.0;0.004936539817947097;0.0;0.0;0.1279457088877482;0.004936539817947097;0.004936539817947097;0.0;0.0;0.014980548097082888;0.0;0.004936539817947097;0.0;0.004936539817947097;0.004936539817947097
GO:1902231;0.004057614828762144;0.04529447324410528;0.03842232433643658;0.024931929872791598;0.0;1.0;0.009594766117282811;0.023880774507985026;0.009594766117282811;0.0;0.0;0.0038005529633494874;0.0;0.014039891443438816;0.13038845796860093;0.009594766117282811;0.009594766117282811;0.0;0.0;0.004057614828762144;0.009594766117282811;0.00503549750813152;0.0;0.009594766117282811;0.007967963077164334;0.0;0.0;0.0;0.009594766117282811;0.0;0.009594766117282811;0.0;0.027756288144971785;0.009594766117282811;0.009594766117282811;0.009594766117282811;0.0;0.09749994373728885;0.0;0.028742447696400546;0.0;0.0;0.028742447696400546;0.0;0.05043103205943893;0.05043103205943893;0.009594766117282811;0.028742447696400546;0.0;0.0;0.0;0.01624942911219076;0.028742447696400546;0.009594766117282811;0.0;0.009594766117282811;0.009594766117282811;0.0;0.0;0.009594766117282811;0.0;0.009594766117282811;0.0;0.0;0.009594766117282811;0.0;0.01621950658614399;0.1862653354790478;0.0;0.00538145025594722;0.04529447324410528;0.007013433726224727;0.0;0.0;0.0;0.028742447696400546;0.0;0.09749994373728885;0.0;0.028742447696400546;0.0;0.009594766117282811
GO:0007173;0.10396553211844985;0.11719709986005043;0.0016146314484519917;0.006744468760093944;0.004936539817947097;0.009594766117282811;1.0;0.00797184876263618;0.5999831225059694;0.007277504342912662;0.00576711589335461;0.0012686955956173161;0.001691347176644786;0.019673175674199884;0.009584502077299294;0.4417985090863461;0.028659235217474235;0.10396553211844985;0.007057077111086225;0.06825029425055588;0.5999831225059694;0.00503549750813152;0.034541580701594334;0.09379735338195676;0.007967963077164334;0.08323557254202366;0.0;0.10396553211844985;0.5999831225059694;0.015003709195951053;0.5999831225059694;0.10396553211844985;0.009265567631815326;0.3671319039484062;0.5999831225059694;0.34169591759164414;0.0;0.010840808751527521;0.05176585175401968;0.02181035718438865;0.026926400468350445;0.009605580600905082;0.025990862758751034;0.02189487228911387;0.024674267533968484;0.1633014782064568;0.015936601270788844;0.18324392195747494;0.10396553211844985;0.05344938674279696;0.10396553211844985;0.005424363071568242;0.046875373730982314;0.08396005409762686;0.10396553211844985;0.3574445011410131;0.011259120080936946;0.10396553211844985;0.10396553211844985;0.01591452275163979;0.022351548929748295;0.03652109815543081;0.006467807151415524;0.0;0.7153839754061915;0.10396553211844985;0.005414374373246874;0.007827477218386933;0.10396553211844985;0.09347127845655204;0.04232906643368054;0.007013433726224727;0.014148413061266386;0.03783808130101242;0.0;0.012007631192934867;0.0;0.09840791439978333;0.04124057718599388;0.034662736913213595;0.10396553211844985;0.5999831225059694
GO:0050718;0.003371285069018663;0.00797184876263618;0.004836851611473929;0.006744468760093944;0.0;0.023880774507985026;0.00797184876263618;1.0;0.00797184876263618;0.0;0.0;0.0038005529633494874;0.0;0.01180502595475199;0.00797184876263618;0.00797184876263618;0.00797184876263618;0.0;0.0;0.003371285069018663;0.00797184876263618;0.00503549750813152;0.0;0.00797184876263618;0.15523564370630638;0.0;0.0;0.0;0.00797184876263618;0.0;0.00797184876263618;0.0;0.023880774507985026;0.00797184876263618;0.00797184876263618;0.00797184876263618;0.0;0.023880774507985026;0.0;0.023880774507985026;0.0;0.0;0.023880774507985026;0.0;0.00797184876263618;0.00797184876263618;0.00797184876263618;0.023880774507985026;0.0;0.0;0.0;0.01624942911219076;0.023880774507985026;0.00797184876263618;0.0;0.00797184876263618;0.00797184876263618;0.0;0.0;0.00797184876263618;0.0;0.08765085789068713;0.0;0.0;0.00797184876263618;0.0;0.01621950658614399;0.023448289598117546;0.0;0.00797184876263618;0.00797184876263618;0.007013433726224727;0.0;0.0;0.0;0.023880774507985026;0.0;0.023880774507985026;0.0;0.023880774507985026;0.0;0.00797184876263618
GO:0038194;0.10747907271348822;0.11719709986005043;0.0016146314484519917;0.006744468760093944;0.004936539817947097;0.009594766117282811;0.5999831225059694;0.00797184876263618;1.0;0.007277504342912662;0.00576711589335461;0.0012686955956173161;0.001691347176644786;0.019673175674199884;0.009584502077299294;0.3705305935174204;0.028659235217474235;0.12482130051040963;0.007057077111086225;0.06825029425055588;0.7203413680427009;0.00503549750813152;0.034541580701594334;0.06877570964235426;0.007967963077164334;0.08323557254202366;0.0;0.12482130051040963;0.7203413680427009;0.015003709195951053;0.8588919457726826;0.12482130051040963;0.009265567631815326;0.3671319039484062;0.7059474481893565;0.40741776682950737;0.0;0.010840808751527521;0.05176585175401968;0.02181035718438865;0.026926400468350445;0.009605580600905082;0.025990862758751034;0.02189487228911387;0.024674267533968484;0.1633014782064568;0.015936601270788844;0.18324392195747494;0.12482130051040963;0.05344938674279696;0.1047265944888685;0.005424363071568242;0.046875373730982314;0.08396005409762686;0.12482130051040963;0.3574445011410131;0.011259120080936946;0.12482130051040963;0.12482130051040963;0.01591452275163979;0.022351548929748295;0.03652109815543081;0.006467807151415524;0.0;0.7203413680427009;0.12482130051040963;0.005414374373246874;0.007827477218386933;0.1047265944888685;0.09347127845655204;0.04232906643368054;0.007013433726224727;0.014148413061266386;0.03783808130101242;0.0;0.012007631192934867;0.0;0.09840791439978333;0.04124057718599388;0.034662736913213595;0.11370374161179679;0.681658877845738
GO:1905229;0.0;0.0;0.0;0.0;0.004936539817947097;0.0;0.007277504342912662;0.0;0.007277504342912662;1.0;0.00576711589335461;0.0;0.001691347176644786;0.0;0.0;0.007277504342912662;0.0;0.007277504342912662;0.007057077111086225;0.0;0.007277504342912662;0.0;0.090036303303685;0.007277504342912662;0.0;0.029246928664387137;0.0;0.007277504342912662;0.007277504342912662;0.27778363983810495;0.007277504342912662;0.007277504342912662;0.0;0.007277504342912662;0.007277504342912662;0.007277504342912662;0.0;0.0;0.007277504342912662;0.0;0.007277504342912662;0.007277504342912662;0.0;0.007277504342912662;0.0;0.0;0.0;0.0;0.007277504342912662;0.007277504342912662;0.007277504342912662;0.0;0.0;0.007277504342912662;0.007277504342912662;0.029246928664387137;0.0;0.007277504342912662;0.007277504342912662;0.0;0.007277504342912662;0.0;0.025992907109245945;0.0;0.007277504342912662;0.007277504342912662;0.0;0.0;0.007277504342912662;0.0;0.0;0.002965972525042549;0.09151531271434445;0.007277504342912662;0.0;0.0;0.0;0.0;0.090036303303685;0.0;0.007277504342912662;0.007277504342912662
