;GO:0010360;GO:0090314;GO:0042738;GO:0022408;GO:0006887;GO:0023014;GO:0000187;GO:0050871;GO:1902808;GO:0006958;GO:0095500;GO:0035459;GO:0019369;GO:0051601;GO:0050853;GO:0051568;GO:0042742;GO:0009306;GO:0000055;GO:0006888;GO:0002029;GO:0045087;GO:0033148;GO:0031146;GO:0018105
GO:0010360;1.0;0.47619047619047616;0.0;0.47058823529411764;0.0;0.10526315789473684;0.25;0.3157894736842105;0.3157894736842105;0.10526315789473684;0.11764705882352941;0.0;0.0;0.0;0.09523809523809523;0.0;0.0;0.0;0.0;0.0;0.42105263157894735;0.0;0.3157894736842105;0.0;0.0
GO:0090314;0.47619047619047616;1.0;0.0;0.3333333333333333;0.0;0.1;0.32;0.4;0.4;0.1;0.1111111111111111;0.0;0.0;0.0;0.09090909090909091;0.0;0.0;0.0;0.0;0.0;0.3;0.0;0.4;0.0;0.0
GO:0042738;0.0;0.0;1.0;0.0;0.15384615384615385;0.13333333333333333;0.0;0.0;0.0;0.13333333333333333;0.15384615384615385;0.15384615384615385;0.125;0.0;0.11764705882352941;0.1111111111111111;0.0;0.13333333333333333;0.0;0.0;0.0;0.0;0.0;0.11764705882352941;0.125
GO:0022408;0.47058823529411764;0.3333333333333333;0.0;1.0;0.0;0.5;0.38095238095238093;0.5;0.5;0.125;0.14285714285714285;0.0;0.0;0.0;0.1111111111111111;0.0;0.0;0.0;0.0;0.0;0.625;0.0;0.5;0.0;0.0
GO:0006887;0.0;0.0;0.15384615384615385;0.0;1.0;0.25;0.0;0.0;0.0;0.0;0.2857142857142857;0.5714285714285714;0.23529411764705882;0.2857142857142857;0.2222222222222222;0.21052631578947367;0.0;0.75;0.19047619047619047;0.7142857142857143;0.0;0.0;0.0;0.2222222222222222;0.23529411764705882
GO:0023014;0.10526315789473684;0.1;0.13333333333333333;0.5;0.25;1.0;0.08695652173913043;0.4444444444444444;0.4444444444444444;0.1111111111111111;0.125;0.125;0.10526315789473684;0.0;0.1;0.09523809523809523;0.0;0.2222222222222222;0.0;0.0;0.4444444444444444;0.0;0.4444444444444444;0.1;0.8421052631578947
GO:0000187;0.25;0.32;0.0;0.38095238095238093;0.0;0.08695652173913043;1.0;0.43478260869565216;0.43478260869565216;0.43478260869565216;0.09523809523809523;0.0;0.0;0.0;0.08;0.0;0.0;0.0;0.0;0.0;0.5217391304347826;0.0;0.6086956521739131;0.0;0.0
GO:0050871;0.3157894736842105;0.4;0.0;0.5;0.0;0.4444444444444444;0.43478260869565216;1.0;0.5555555555555556;0.5555555555555556;0.125;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.4444444444444444;0.0;0.0
GO:1902808;0.3157894736842105;0.4;0.0;0.5;0.0;0.4444444444444444;0.43478260869565216;0.5555555555555556;1.0;0.1111111111111111;0.5;0.0;0.0;0.0;0.1;0.0;0.0;0.0;0.0;0.0;0.4444444444444444;0.0;0.5555555555555556;0.0;0.0
GO:0006958;0.10526315789473684;0.1;0.13333333333333333;0.125;0.0;0.1111111111111111;0.43478260869565216;0.5555555555555556;0.1111111111111111;1.0;0.125;0.0;0.10526315789473684;0.0;0.1;0.09523809523809523;0.25;0.0;0.0;0.0;0.1111111111111111;0.42857142857142855;0.5555555555555556;0.1;0.5263157894736842
GO:0095500;0.11764705882352941;0.1111111111111111;0.15384615384615385;0.14285714285714285;0.2857142857142857;0.125;0.09523809523809523;0.125;0.5;0.125;1.0;0.14285714285714285;0.11764705882352941;0.0;0.1111111111111111;0.10526315789473684;0.0;0.25;0.0;0.0;0.125;0.0;0.125;0.1111111111111111;0.23529411764705882
GO:0035459;0.0;0.0;0.15384615384615385;0.0;0.5714285714285714;0.125;0.0;0.0;0.0;0.0;0.14285714285714285;1.0;0.11764705882352941;0.2857142857142857;0.1111111111111111;0.10526315789473684;0.0;0.125;0.09523809523809523;0.14285714285714285;0.0;0.0;0.0;0.1111111111111111;0.11764705882352941
GO:0019369;0.0;0.0;0.125;0.0;0.23529411764705882;0.10526315789473684;0.0;0.0;0.0;0.10526315789473684;0.11764705882352941;0.11764705882352941;1.0;0.0;0.09523809523809523;0.09090909090909091;0.0;0.10526315789473684;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.3
GO:0051601;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;0.0;0.0;0.0;0.0;0.0;0.2857142857142857;0.0;1.0;0.0;0.0;0.0;0.5;0.19047619047619047;0.2857142857142857;0.0;0.0;0.0;0.0;0.0
GO:0050853;0.09523809523809523;0.09090909090909091;0.11764705882352941;0.1111111111111111;0.2222222222222222;0.1;0.08;0.1;0.1;0.1;0.1111111111111111;0.1111111111111111;0.09523809523809523;0.0;1.0;0.08695652173913043;0.0;0.2;0.0;0.0;0.1;0.125;0.1;0.09090909090909091;0.19047619047619047
