;GO:0014066;GO:0015031;GO:0006047;GO:0006886;GO:0006686;GO:0046338;GO:1902559;GO:0010977;GO:1990569;GO:0033137;GO:2000156;GO:0050714;GO:0019369;GO:0034067;GO:0032482;GO:0006893;GO:0051260;GO:0006888;GO:2000009;GO:0050482;GO:0001516;GO:2000643;GO:0018345;GO:0010360;GO:0043407;GO:0036151;GO:0008089;GO:0036152;GO:0043123;GO:0046513;GO:0043001;GO:0043004;GO:0042953;GO:0000045;GO:0000165;GO:0016310;GO:0048260;GO:0050775;GO:0036344;GO:2001242;GO:0050708;GO:0043651;GO:1903830;GO:1903434;GO:0090481;GO:0030516;GO:0034638;GO:0050428;GO:2000785;GO:0016266;GO:0017157;GO:0016267;GO:0048194;GO:0034315
GO:0014066;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2574456759059118;0.0;0.2401774900426822;0.5069795855676461;0.29301006824054204;0.0;0.0;0.46084205859585387;0.0;0.0;0.0;0.35401614160163614;0.0;0.0;0.35259384685567924;0.0;0.2159614358814415;0.3050004021006651;0.0;0.0;0.0;0.6740279547496046;0.0;0.0;0.21833862687028893;0.0;0.0;0.26811067013901335;0.0;0.36498554053052085;0.21535083369620642;0.0;0.7742142199479854;0.3916893171459578;0.0;0.0;0.3414711908697891;0.0;0.27736959087457397;0.0;0.0;0.3645454801918145;0.0;0.46199770132913603;0.0;0.0;0.27510092236686207
GO:0015031;0.0;1.0;0.0;0.8671627787868394;0.0;0.0;0.3752887157404957;0.0;0.458080933476053;0.0;0.0;0.0;0.0;0.4398756198477143;0.0;0.4400090292061507;0.0;0.420815930558855;0.0;0.3494862401482139;0.0;0.0;0.0;0.0;0.0;0.0;0.32651327620724574;0.0;0.0;0.0;0.6550440561334869;0.12377692326501197;0.9299111689361641;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3396492031332383;0.0;0.5656639295664336;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006047;0.0;0.0;1.0;0.0;0.38666255774086256;0.35724426894938677;0.0;0.0;0.0;0.0;0.0;0.0;0.4114912748868365;0.0;0.19387904788725902;0.0;0.20085089340891207;0.0;0.0;0.0;0.30688693068350054;0.0;0.42159886783033246;0.0;0.0;0.46034918189832;0.1583958424277994;0.46034918189832;0.0;0.4013632826752276;0.0;0.0;0.0;0.194427912192803;0.39099577104431105;0.43407749247835187;0.0;0.0;0.18767097118828277;0.0;0.0;0.43288127521944036;0.0;0.0;0.0;0.0;0.3701040013985474;0.44020274286660394;0.0;0.40087938933684425;0.0;0.39168714204837124;0.2007587354866751;0.13097547474259258
GO:0006886;0.0;0.8671627787868394;0.0;1.0;0.0;0.0;0.3393142272155994;0.0;0.4055929738330951;0.0;0.0;0.0;0.0;0.4518409879124575;0.0;0.37501049681623916;0.0;0.5769098766419632;0.0;0.3134425598069898;0.0;0.0;0.0;0.0;0.0;0.0;0.4623604244837709;0.0;0.0;0.0;0.6428107321351945;0.11438176019156612;0.8139626759001669;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.299569317947405;0.0;0.4877240531905616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0006686;0.0;0.0;0.38666255774086256;0.0;1.0;0.4476404355170527;0.0;0.0;0.0;0.0;0.0;0.0;0.34820331356193274;0.0;0.13815998754802258;0.0;0.141664159293848;0.0;0.0;0.0;0.3964742655627648;0.0;0.35702829904344247;0.0;0.0;0.6119475047508536;0.11914083678468351;0.6119475047508536;0.0;0.8167913893737127;0.0;0.0;0.0;0.13843848075557594;0.3745837731387273;0.34831665907316917;0.0;0.0;0.13497817255789477;0.0;0.0;0.36180316405971347;0.0;0.0;0.0;0.0;0.5161745788588845;0.42090394696526723;0.0;0.3435978623182711;0.0;0.3375345666115688;0.14161830670708753;0.10293204117894227
GO:0046338;0.0;0.0;0.35724426894938677;0.0;0.4476404355170527;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4011071140957934;0.0;0.164165032570385;0.0;0.1691362229405608;0.0;0.0;0.0;0.30885550962226266;0.0;0.3219703824791793;0.0;0.0;0.6567849466431168;0.13799054557535434;0.6567849466431168;0.0;0.35528442536212484;0.0;0.0;0.0;0.1645583798556906;0.34721755331233733;0.41977925753815565;0.0;0.0;0.15969209166339754;0.0;0.0;0.4192611792748372;0.0;0.0;0.0;0.0;0.8583385374322774;0.24266360759963337;0.0;0.30806027997260177;0.0;0.3018332003991075;0.1690708662788576;0.11670526847197228
GO:1902559;0.0;0.3752887157404957;0.0;0.3393142272155994;0.0;0.0;1.0;0.0;0.7036781104973788;0.0;0.0;0.0;0.0;0.17370230317917407;0.0;0.2926863775048556;0.0;0.2840681801859237;0.0;0.39012971777031513;0.0;0.0;0.0;0.0;0.0;0.0;0.2377212034909773;0.0;0.0;0.0;0.27504277969337465;0.09993806841176454;0.35668231647631066;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.38807875655036356;0.0;0.5481754084584212;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0010977;0.2574456759059118;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.23656610972965317;0.2709215480314739;0.19487511801001495;0.0;0.0;0.25716326583631294;0.0;0.0;0.0;0.2513018782698117;0.0;0.0;0.2195503531443224;0.0;0.18435201015088554;0.16977684293328132;0.0;0.0;0.0;0.21506346409221;0.0;0.0;0.2209249100344271;0.0;0.0;0.18353869020823715;0.0;0.2681886755204369;0.5213348852291089;0.0;0.2341652653014374;0.23409975305894545;0.0;0.0;0.2994388587685266;0.0;0.6230069184874035;0.0;0.0;0.267989875236864;0.0;0.2575227304722237;0.0;0.0;0.22334444392302177
GO:1990569;0.0;0.458080933476053;0.0;0.4055929738330951;0.0;0.0;0.7036781104973788;0.0;1.0;0.0;0.0;0.0;0.0;0.2161827675253267;0.0;0.36428344298458454;0.0;0.35102863876871115;0.0;0.4573383078342394;0.0;0.0;0.0;0.0;0.0;0.0;0.2828776595596404;0.0;0.0;0.0;0.31703727533781206;0.11267686200730595;0.43065942017498293;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4643521069148545;0.0;0.8029168398241364;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
GO:0033137;0.2401774900426822;0.0;0.0;0.0;0.0;0.0;0.0;0.23656610972965317;0.0;1.0;0.251865165369985;0.18481677175472896;0.0;0.0;0.2399316766536353;0.0;0.0;0.0;0.23482166922476697;0.0;0.0;0.2068664473754487;0.0;0.17532546245413594;0.6825190595543874;0.0;0.0;0.0;0.20287830892824193;0.0;0.0;0.2115453456804158;0.0;0.0;0.17458967991453034;0.0;0.21107079366840856;0.15056844554559595;0.0;0.21979176003817544;0.21973404250149722;0.0;0.0;0.28246401473952126;0.0;0.17846912022003922;0.0;0.0;0.2935497425269308;0.0;0.24024455305577797;0.0;0.0;0.17752712661042738
